pathway	padj	NES	size	leadingEdge
tnfa signaling via nfkb	5.00e-09	-2.66	194	CSF1,MARCKS,CLCF1,NFKB1,NFE2L2,EGR1,TNC,EGR2,TNFRSF9,MCL1,TRAF1,CCL20,TNFAIP8,ID2,KYNU,DUSP2,BIRC2,BIRC3,IL6,CCN1,FOS,SLC16A6,JUNB,CXCL2,TRIB1,DUSP4,RELB,EHD1,ATP2B1,NFKB2,LAMB3,SDC4,CXCL3,SGK1,IER3,CXCL10,BTG1,PTGER4,KLF4,DUSP1,GFPT2,KDM6B,CCL2,BTG2,IFNGR2,AREG,IL18,LITAF,DUSP5,BCL6,CD80,CEBPD,PFKFB3,TANK,ZFP36,ICAM1,GPR183,NINJ1,NFKBIE,MXD1,RIPK2,CD83,GEM,SNN,MSC,CXCL1,INHBA,TNIP1,CCRL2,GCH1,GADD45B,TNFAIP6,EGR3,NFKBIA,JAG1,IER2,F2RL1,SERPINB2,B4GALT1,CXCL6,PHLDA2,FOSL1,CCL4,TIPARP,PTGS2,PLPP3,OLR1,CFLAR,SERPINB8,G0S2,NR4A2,PTX3,ABCA1,VEGFA,SAT1,PNRC1,SLC2A6,TRIP10,SOCS3,PLEK,SLC2A3,BCL2A1,TLR2,IRS2,EDN1,FOSB,IRF1,IER5,PMEPA1
inflammatory response	5.21e-08	-2.07	194	CSF1,CD48,NFKB1,CCL22,MET,TNFRSF9,CCL7,P2RX7,CCL20,CXCL9,SLC28A2,PVR,IL6,LYN,ADGRE1,CD40,ATP2B1,NOD2,CHST2,CD55,GP1BA,CXCL10,PTGER4,LPAR1,RGS1,MEFV,IL4R,MARCO,NMUR1,CCL2,BTG2,ITGB3,IFNGR2,IL18,ICAM1,BEST1,FFAR2,GPR183,MXD1,RIPK2,INHBA,SRI,P2RY2,PTAFR,CCRL2,GCH1,TNFAIP6,NFKBIA,IL18R1,PIK3R5,IL2RB,C3AR1,IL10RA,OSM,ACVR2A,CLEC5A,ITGB8,CXCL6,IL18RAP,KCNJ2,EREG,IL1R1,CXCR6,CD14,OLR1,CALCRL,ABCA1,CYBB,RAF1,AQP9,CSF3,AHR,TLR1,CMKLR1,FPR1,CSF3R,SLC31A2,TLR2,EDN1,ADM,IRF1,C5AR1,TNFRSF1B,NLRP3,KCNMB2,CCR7,PTPRE,IFNAR1,PLAUR,PDE4B,RHOG,GPR132,RASGRP1,PDPN,PTGER2,OPRK1
heme metabolism	8.27e-08	-2.05	195	UCP2,ASNS,PIGQ,ATP6V0A1,LRP10,C3,PRDX2,NARF,ACP5,ADD2,PPP2R5B,TAL1,EPB41,KAT2B,BTG2,MYL4,KDM7A,HBZ,CCDC28A,DAAM1,E2F2,RBM38,TMEM9B,GATA1,LAMP2,MARCHF2,EPOR,SLC22A4,MINPP1,OSBP2,CTSB,ABCB6,CTSE,ACKR1,MBOAT2,HEBP1,TRIM10,TOP1,KEL,HBQ1,PC,SYNJ1,PICALM,SLC6A9,CAT,YPEL5,HAGH,RHD,HBBP1,CDC27,TSPO2,P4HA2,TRIM58,MKRN1,CLIC2,CAST,MXI1,KLF1,SLC6A8,GLRX5,XK,GYPE,TYR,RCL1,GYPB,ARHGEF12,RHAG,DMTN,SDCBP,CA2,FBXO9,SPTA1,ALAD,ERMAP,GYPC,ANK1,MGST3,EPB42,SEC14L1,BSG,BLVRB,HDGF,RIOK3,AGPAT4,SELENBP1,TMCC2,SLC10A3,BACH1,PDZK1IP1,SLC2A1,AHSP,UBAC1,SIDT2,NUDT4,BLVRA,FECH,GYPA,MARK3,ALAS2,DCAF11,SLC4A1,CPOX,EIF2AK1,MOCOS,ADIPOR1,HMBS,PGLS,GMPS,KHNYN,KLF3,SPTB,RNF19A,SLC66A2,TNS1,BPGM,RNF123,MARCHF8,ICAM4,FOXO3,SLC30A10,RANBP10,PSMD9,TRAK2,SLC25A37,HTATIP2,ELL2,TENT5C,SMOX,SLC30A1,UROD
complement	2.38e-06	-1.94	187	SIRT6,APOC1,CTSV,C2,KYNU,C3,IL6,PLG,LYN,PRCP,DOCK4,GRB2,EHD1,SERPINC1,PIM1,CASP9,PHEX,TFPI2,CD55,GP1BA,TMPRSS6,F5,PRKCD,DUSP5,WAS,CDK5R1,PLA2G4A,GNB2,PDGFB,LRP1,ADRA2B,PFN1,CXCL1,PPP4C,ANXA5,CTSL,PIK3R5,CTSS,CD59,GP9,SERPINB2,LAMP2,C1QA,DOCK10,ITGAM,FN1,GCA,OLR1,USP8,F2,CTSB,CDA,PLA2G7,CTSC,RAF1,MSRB1,SH2B3,CTSD,CTSH,LTA4H,PLEK,COL4A2,FCER1G,CP,DGKG,GNAI2,CD40LG,IRF1,CBLB,JAK2,C1S,GZMB,PIK3CG,PRDM4,MMP12,CA2,PLAUR,FCN1,RHOG,NOTCH4,RASGRP1,MT3,HNF4A,LGALS3,CCL5,ACTN2,SERPINA1,IRF2,MMP8,GZMK,XPNPEP1,PSEN1,CLU,PLSCR1,KLK1,HSPA5
myc targets v1	2.38e-06	1.91	192	EIF1AX,RSL1D1,PHB,LSM2,IMPDH2,SRM,PWP1,APEX1,HNRNPU,NHP2,YWHAE,POLD2,RPS6,NAP1L1,HSP90AB1,RRP9,NOLC1,ABCE1,IARS1,CTPS1,C1QBP,UBE2E1,PA2G4,CAD,SMARCC1,NCBP2,CCT2,PTGES3,HNRNPA3,TOMM70,XPO1,HSPD1,G3BP1,MRPL9,SYNCRIP,DDX18,TRIM28,HDAC2,CCT3,RPS2,RPL34,CCT7,SSB,TUFM,SET,CCT4,HNRNPC,PSMC6,ILF2,EIF4E,SRSF1,TARDBP,PSMA1,RPS5,PABPC1,NPM1,EPRS1,RUVBL2,EIF3J,SNRPB2,TRA2B,EIF4G2,YWHAQ,VDAC1,SNRPD1,SNRPA,RPL14,RPLP0,KARS1,RAN,NME1,HNRNPA1,RPS3,XPOT,RANBP1,RPL6,KPNB1,RNPS1,EIF4H,HNRNPR,PRDX4,EIF3D,XRCC6,EIF3B,SNRPA1,GOT2,RPS10,CNBP,ORC2,HDDC2,SERBP1,PSMB2,MYC,LSM7
coagulation	7.66e-05	-1.84	135	ISCU,APOC1,CTSK,CTSV,COMP,TIMP3,C2,C3,THBS1,TF,PLG,SERPINC1,CASP9,TFPI2,GP1BA,ACOX2,TMPRSS6,ITGB3,THBD,GNB2,PF4,PDGFB,LRP1,VWF,KLK8,CFD,MASP2,GP9,SERPINB2,LAMP2,C1QA,FN1,FBN1,OLR1,F2,CTSB,CTSE,CTSH,F12,LTA4H,MMP9,PLEK,HTRA1,MMP2,FURIN,PROC,PECAM1,WDR1,PROS1,C1S,CFI,FGA
allograft rejection	1.61e-04	-1.71	198	CSF1,PTPRC,CCL22,CCL7,HCLS1,CXCL9,C2,IL6,HLA-G,LYN,CD4,B2M,CD40,FCGR2B,IL16,IFNAR2,HLA-E,CCR2,CRTAM,HLA-A,CCR5,IL4R,CCL2,IRF4,IFNGR2,NCR1,IFNG,IL18,WAS,CD80,ICAM1,RIPK2,WARS1,PF4,CD8B,INHBA,FASLG,IGSF6,CXCR3,IL2RB,CCL13,CTSS,ELF4,CD1D,ACVR2A,ITGB2,IL18RAP,LY75,CCL4,EREG,PTPN6,SPI1,HLA-DOB,STAT1,F2,IRF8,CFP,CCR1,GPR65,LY86,IFNGR1,GBP2,TLR1,MMP9,CD86,NCF4,TLR2,RPL3L,CD40LG,JAK2,UBE2D1,GZMB,NLRP3
il6 jak stat3 signaling	1.97e-04	-1.92	86	CSF1,IL10RB,CCL7,CXCL9,IL6,GRB2,REG1A,PIM1,CXCL3,CXCL10,IL17RA,IL4R,ACVRL1,ITGB3,IFNGR2,IRF9,PF4,CXCL1,PTPN1,CSF2RA,MYD88,PDGFC,IL18R1,PIK3R5,CD38,TNFRSF12A,IL1R1,HMOX1,CD14,STAT1,CCR1,LTBR,IFNGR1,IL1R2,SOCS3,CSF3R,CSF2RB,TLR2,STAT3,IRF1,TNFRSF1B
kras signaling dn	1.97e-04	-1.69	194	KCNE2,LFNG,THNSL2,RYR1,ABCB11,KLK7,CKM,MTHFR,GDNF,YBX2,NR6A1,MAST3,ENTPD7,PTPRJ,CHST2,SGK1,GP1BA,CALCB,FGF22,HSD11B2,MEFV,CALML5,CHRNG,LYPD3,BTG2,IFNG,TFCP2L1,ALOX12B,CD80,CLDN8,KRT5,OXT,THRB,SNN,ARHGDIG,DLK2,CYP39A1,KLK8,SERPINB2,COPZ2,HTR1B,PNMT,ZC2HC1C,EGF,NR4A2,SOX10,HNF1A,INSL5,EDAR,TG,KRT13,CPB1,ACTC1,TNNI3,EDN1,CDH16,SKIL,KLHDC8A,TCF7L1,CD40LG,PAX4,MYH7,HTR1D,NOS1
il2 stat5 signaling	6.86e-04	-1.62	177	CSF1,MYO1E,CD48,IGF2R,BCL2L1,FLT3LG,IKZF4,TNFRSF9,SYNGR2,TRAF1,IRF6,ADAM19,PLEC,SERPINC1,CDCP1,PIM1,TGM2,CXCL10,PLAGL1,RABGAP1L,IL4R,ITGAV,IRF4,SELP,CCR4,IGF1R,DCPS,CCNE1,ITIH5,MXD1,CD83,ABCB1,SMPDL3A,GADD45B,TNFRSF8,IL18R1,GATA1,IL2RB,IL10RA,ARL4A,MUC1,IRF8,HK2,GPR65,IL1RL1,IFNGR1,AHR,IL1R2,AGER,CD86,SLC2A3,ODC1,WLS,NCS1,FGL2,FURIN,CDC6,HIPK2,SWAP70,GSTO1,TNFRSF1B
