pathway	padj	NES	size	leadingEdge
epithelial mesenchymal transition	1.25e-09	2.38	199	EDIL3,ITGA2,CDH2,COL7A1,CD44,FN1,COL11A1,LAMC1,OXTR,TNFRSF12A,WNT5A,ECM1,SPARC,DPYSL3,BMP1,NT5E,SERPINH1,SPOCK1,QSOX1,MATN3,THBS1,TNC,LOXL2,PMEPA1,FSTL3,TGFB1,FLNA,MCM7,TGM2,CXCL8,SPP1,MMP14,SGCB,PDLIM4,PLOD1,PLAUR,TIMP1,BASP1,MXRA5,THY1,P3H1,ITGB5,LAMC2,BGN,LOXL1,IGFBP2,PLOD2,FGF2,TGFBI,CD59,INHBA,PRSS2,ITGB1,COMP,NTM,CDH6,LGALS1,DKK1,HTRA1,AREG,COL5A2,VCAN,IGFBP3,EMP3,COL5A1,COL1A1,POSTN,FAS,PLOD3,CALU,MMP1,SERPINE1,RGS4,IGFBP4,COL4A1,APLP1,MMP3,SDC4,FAP,DST,MYL9,CRLF1,LRP1,COLGALT1,LAMA3,ADAM12,THBS2,CTHRC1,GPC1,ITGAV,ANPEP,COL1A2,NOTCH2,COL3A1,TPM4,CDH11,FBN2,COL8A2,COL5A3,COL6A3,ITGA5
inflammatory response	1.25e-09	2.28	200	DCBLD2,KCNJ2,TLR2,LYN,CLEC5A,ADM,OLR1,HAS2,PTPRE,RELA,SCN1B,HIF1A,CD70,CCL7,TNFSF9,CXCL8,ICAM1,ICAM4,MMP14,PLAUR,TIMP1,CCL20,OSM,LY6E,HRH1,EREG,CDKN1A,TNFAIP6,INHBA,LDLR,IRAK2,NAMPT,PCDH7,ADORA2B,IL18R1,CD40,PSEN1,C3AR1,SPHK1,LIF,LAMP3,EMP3,GNA15,ABCA1,ICOSLG,MSR1,TNFRSF1B,NOD2,CD55,IL18,SERPINE1,CHST2,ADRM1,CCL17,PTAFR,LCP2,TNFSF15,AQP9,EBI3,IFNGR2,RHOG,HBEGF,CCRL2,P2RX7,C5AR1,RIPK2,IL4R,CYBB,MARCO,MEP1A,NDP,ROS1,TLR1,NLRP3,CD14,MET,RTP4,IL10,FPR1,ITGA5,AHR,TAPBP,TACR3,APLNR,RASGRP1,RGS1,SCARF1,CXCL10,CSF1,OSMR,KIF1B,CXCL6,TPBG,PTGER4,CSF3R,IL15RA,BEST1,CCL22,STAB1,CCL24,HPN,PIK3R5,AXL,CX3CL1
interferon gamma response	1.25e-09	2.29	196	PSMB2,USP18,PNP,HERC6,STAT1,UPP1,DDX60,BPGM,APOL6,LGALS3BP,SAMD9L,PARP14,PARP12,HIF1A,HLA-A,MVP,CCL7,HLA-G,ICAM1,PSMB8,ZNFX1,PML,LY6E,STAT2,METTL7B,IFIT2,PELI1,CDKN1A,CASP3,PTPN2,TAP1,RNF213,HLA-B,WARS1,TNFAIP6,TRIM14,NAMPT,NOD1,ST8SIA4,CD40,RSAD2,IFIT3,FAS,STAT3,MYD88,ISG15,HELZ2,CD74,LCP2,IRF9,EPSTI1,ADAR,AUTS2,PSMB10,CD86,CFB,MTHFD2,PTGS2,RIPK2,IL4R,B2M,OASL,MARCHF1,TRAFD1,OAS2,SAMHD1,PSMB9,TRIM21,RTP4,STAT4,FPR1,IRF5,TNFAIP2,OAS3,TAPBP,CASP7,CASP8,IFNAR2,CXCL10,CD274,CMPK2,UBE2L6,IFIT1,SELP,CASP1,RBCK1,HLA-DMA,IL15RA,VAMP8,LYSMD2,DHX58,VCAM1,HLA-DQA1,SOCS1,CASP4,ITGB7,SPPL2A,GBP6,IFI27,SP110,BATF2,SECTM1,SRI
oxidative phosphorylation	1.25e-09	-2.56	196	FDX1,SDHD,ATP5MC1,ATP6V0E1,UQCRC2,ACADSB,COX8A,MPC1,NDUFB1,SUCLG1,ATP5F1A,NDUFA1,SLC25A12,SLC25A6,POLR2F,VDAC3,ATP5MC3,ISCA1,ACADM,COX6C,ATP5PO,MAOB,NDUFB7,ATP5MC2,ACAT1,NDUFB6,NDUFV1,NDUFB3,AFG3L2,SDHC,ALDH6A1,MRPL34,ACO2,COX7A2,UQCR11,ETFB,SUCLA2,NDUFB5,NDUFA8,NDUFS3,COX4I1,COX15,ATP5PD,NDUFS7,NDUFB2,NDUFA2,POR,PRDX3,NDUFA5,COX5B,PHYH,GOT2,ATP5PF,NDUFV2,RETSAT,OAT,LDHB,UQCR10,IDH3B,ATP5F1D,DLD,ATP6V1H,COX7A2L,NNT,ATP5ME,MRPS11,ATP5PB,ECHS1,SURF1,ATP5MG,NDUFC1,CYB5A,CYC1,HSD17B10,UQCRFS1,COX5A,ATP5F1C,NDUFB8,COX7C,MTRF1,OGDH,PHB2,NDUFS4,TOMM22,NDUFA3,COX10,COX7B,SLC25A4,ECI1,CYCS,COX11,ATP5F1B,FXN,COX6A1,BCKDHA,LRPPRC,PDHX,TIMM8B,TOMM70,PDHB,MGST3,NDUFA6,CYB5R3,GLUD1,CPT1A,NDUFB4,MRPS22,HCCS,SLC25A3,TIMM17A,HADHA,TIMM9,OPA1
allograft rejection	2.09e-08	2.06	198	EGFR,CDKN2A,STAT1,TLR2,LYN,AKT1,GBP2,CCL13,HIF1A,HLA-A,CCL7,HLA-G,TGFB1,FLNA,BCAT1,ICAM1,TIMP1,THY1,TGFB2,EREG,TAP1,CD47,WARS1,INHBA,CTSS,HLA-DRA,IL13,F2R,ST8SIA4,CD40,LIF,ICOSLG,CCL11,IGSF6,C2,HDAC9,CCR1,F2,IL18,FAS,ELF4,CD74,LCP2,IFNGR2,PSMB10,CD86,NME1,LY86,RIPK2,HLA-DOA,IL4R,B2M,DEGS1,ITGB2,TLR1,IL11,NLRP3,CSK,MAP3K7,STAT4,CCND3,IL10,MMP9,NCR1,INHBB,TAPBP,FASLG,IFNGR1,CD4,IFNAR2,CAPG,NCF4,CSF1,IL27RA,IL2RA,MAP4K1,HLA-DMA,GPR65,CCR5,PRKCG,HLA-DMB,CCL22,STAB1,HLA-DQA1,SOCS1,SPI1,CCND2,FGR,EIF5A,HCLS1,EIF3A,BRCA1,CCR2
apical junction	3.90e-08	2.07	195	ITGA2,TUBG1,EGFR,HRAS,SHROOM2,DSC3,ADAM15,SRC,CTNNA1,CD276,BMP1,ACTN4,MSN,VCL,CDH4,NECTIN4,CALB2,ACTN1,ICAM1,ICAM4,YWHAH,THY1,LAMC2,VASP,CAP1,WNK4,PCDH1,SDC3,EXOC4,LAMB3,TGFBI,NECTIN1,ITGB1,ITGB4,CLDN15,CDH6,RRAS,AMIGO2,VCAN,NRAP,RASA1,PFN1,ICAM5,GRB7,TAOK2,SLC30A3,MDK,ZYX,GNAI2,MAPK13,CDH3,NLGN2,TSPAN4,ALOX15B,BAIAP2,SHC1,MYH10,ARPC2,CLDN9,CD86,LIMA1,STX4,MYL9,DMP1,ACTN3,ITGA3,LAMA3,CDH15,CDH11,CDSN,RAC2,MPZL2,MMP9,MYL12B,MAP3K20,CLDN11
coagulation	5.56e-08	2.16	137	ITGA2,FN1,F2RL2,GNB2,MMP11,MMP7,SPARC,BMP1,F12,OLR1,CAPN2,THBS1,PRSS23,MMP10,PLAU,C8A,MMP14,C8B,RABIF,TIMP1,LAMP2,CTSB,DUSP6,APOC1,DPP4,SIRT2,TMPRSS6,COMP,ANXA1,MAFF,HTRA1,KLK8,FYN,CTSH,PREP,C2,WDR1,F2,PROC,MMP1,SERPINE1,PROS1,SERPINA1,CFI,PDGFB,SERPINB2,MMP3,CFB,LRP1,CRIP2,FURIN
interferon alpha response	5.56e-08	2.29	94	PARP9,USP18,HERC6,MOV10,DDX60,CNP,LGALS3BP,SAMD9L,GBP2,PARP14,PARP12,PSMB8,LY6E,STAT2,IFIT2,TAP1,CD47,GMPR,WARS1,SAMD9,TRIM14,NUB1,HLA-C,LAMP3,RSAD2,IFIT3,ISG15,HELZ2,CD74,IRF9,EPSTI1,ADAR,CCRL2,RIPK2,IL4R,B2M,OASL,TRAFD1,PSMB9,TRIM21,RTP4,OAS1,CASP8,LPAR6,CXCL10,CMPK2,UBE2L6,CSF1,CASP1
e2f targets	1.70e-06	1.93	195	TUBG1,ATAD2,MCM4,HELLS,DNMT1,DONSON,CDKN2A,H2AX,PLK4,EZH2,CKS2,ASF1B,MCM6,CDKN2C,SMC4,BUB1B,POLD1,RAD1,TP53,MCM7,BARD1,SPC24,CDC25B,KPNA2,GINS1,TK1,CDKN1A,TOP2A,PCNA,RAD51AP1,SLBP,UBE2T,MELK,MCM3,MCM2,POLE,JPT1,TIMELESS,CDK4,E2F8,ORC6,RRM2,STMN1,LMNB1,CENPM,DIAPH3,CCNE1,KIF4A,CCNB2,KIF18B,HMGA1,DCLRE1B,DLGAP5,TCF19,CTPS1,RACGAP1,NUP205,GINS4,MTHFD2,MCM5,NME1,POLA2,MAD2L1,CDK1,HMMR,RFC2,TMPO,CDC20,CDKN3,LIG1,PA2G4,CHEK2,BIRC5,CNOT9,NAP1L1,GINS3,TRIP13,CDCA8,MKI67,SPC25,DCK,BRCA2,ESPL1,CDCA3,KIF2C,HMGB3,CENPE
mitotic spindle	2.26e-06	1.87	199	SHROOM2,CDC42BPA,MID1IP1,KNTC1,ROCK1,SHROOM1,RAPGEF5,ACTN4,BCAR1,ARHGEF2,VCL,DYNC1H1,SMC4,MYO1E,ABR,SAC3D1,RASAL2,ARF6,FLNA,NUSAP1,MYO9B,CKAP5,WASF1,TIAM1,TBCD,NDC80,SYNPO,RANBP9,TOP2A,CDC42EP1,KLC1,CLIP2,KIF5B,PRC1,ARHGAP10,MAP3K11,ARAP3,PCNT,SEPTIN9,MAP1S,ANLN,ECT2,CENPF,RASA1,TPX2,TAOK2,LMNB1,PXN,KIF4A,CCNB2,KIF11,KIF23,CTTN,DLGAP5,TUBA4A,MYH10,RACGAP1,NEK2,KIF15,DST,CDK1,ARHGDIA,CDK5RAP2,PLEKHG2,MARK4,DOCK4,BIRC5,RALBP1,LLGL1,NOTCH2,PREX1,ARHGAP27,SPTAN1,AKAP13,BRCA2,ESPL1,BUB1,KIF2C,CENPE
complement	1.17e-05	1.8	198	FN1,CTSD,PRSS3,GNB2,PPP4C,SRC,LYN,OLR1,CDH13,DUSP5,LGALS3,MMP14,RABIF,PLAUR,TIMP1,CTSC,LAMP2,CTSB,CPM,DUSP6,CASP3,APOC1,CD59,DOCK10,DPP4,CTSS,TMPRSS6,DGKG,DGKH,GPD2,HPCAL4,MAFF,PCSK9,MMP13,PHEX,PSEN1,CASP10,PFN1,F5,FYN,CTSH,GNB4,ANXA5,ITGAM,PREP,C2,GNAI2,F2,CD55,ERAP2,CDA,FCER1G,SERPINE1,SERPINA1,USP14,LCP2,GNGT2,PDGFB,SERPINB2,RHOG,CFB,STX4,LRP1,C1QC,DOCK4,MMP12,PSMB9,PRSS36,CA2,GRB2,SIRT6,C1QA,CXCL1,RASGRP1,S100A13,CASP7,SH2B3,COL4A2,PIK3CA
il6 jak stat3 signaling	1.68e-05	2.01	87	CD44,STAT1,TNFRSF1A,TLR2,TNFRSF12A,IL13RA1,CRLF2,CCL7,TGFB1,PDGFC,STAT2,PTPN2,IL17RA,TNFRSF21,CSF2RA,IL18R1,TNFRSF1B,CCR1,FAS,STAT3,MYD88,CBL,IRF9,EBI3,HMOX1,IFNGR2,LTBR,IL4R,CD14,GRB2,CXCL1,INHBE,IFNGR1,PLA2G2A,CXCL10,CSF1,OSMR,CNTFR,CSF2,IL2RA,LEPR,CSF3R,IL15RA,IL1R2,SOCS1,PIK3R5,ITGA4,CXCL3,IL3RA
glycolysis	2.00e-05	1.77	198	P4HA2,GNPDA1,PKM,EGFR,HK2,CD44,CHPF2,KDELR3,CHST6,SPAG4,IL13RA1,NT5E,ERO1A,GPR87,B3GAT3,GALE,IER3,B4GALT2,QSOX1,DSC2,EGLN3,B3GALT6,PLOD1,IDH1,TSTA3,ECD,SDC3,PYGB,PC,PLOD2,PDK3,PPFIA4,TGFBI,P4HA1,EFNA3,PGLS,GLCE,KIF20A,GLRX,B3GNT3,MERTK,ADORA2B,VCAN,DDIT4,IGFBP3,STMN1,ENO1,COL5A1,ANGPTL4,B3GAT1,CHST2,HS6ST2,FUT8,AGRN,HS2ST1,CLDN9,CDK1,TGFA,PKP2,HMMR,GALK1,PMM2,GPC1,ELF3
il2 stat5 signaling	2.75e-04	1.64	198	BCL2L1,FAH,PNP,HK2,CD44,F2RL2,PLEC,MAPKAPK2,BHLHE40,ECM1,NT5E,ITGA6,IGF2R,MYO1E,CDCP1,TGM2,SPP1,SLC1A5,SPRY4,TIAM1,SYT11,CYFIP1,CASP3,GSTO1,GUCY1B1,P4HA1,TNFRSF21,ETV4,MAFF,SMPDL3A,IL13,CDC6,IL18R1,LIF,MUC1,MYO1C,IL1RL1,CCNE1,TNFRSF1B,PRAF2,BATF3,SLC2A3,APLP1,CD86,CAPN3,SYNGR2,PTRH2,PLIN2,IL4R,FURIN,SLC29A2,PHLDA1,TNFRSF4,TTC39B,ITGAV,SCN9A,SNX14,SPRED2,TLR7,CA2,CCND3,IL10,AHR,CD83,BMPR2,TNFRSF8,TNFSF11,IFNGR1,SNX9,CISH,CXCL10,CAPG,CSF1,GPX4,SELP,CSF2,IL2RA,ST3GAL4,ALCAM
adipogenesis	2.84e-04	-1.69	197	CAVIN2,ALDH2,LIFR,CHCHD10,QDPR,ITIH5,COX8A,HSPB8,SUCLG1,ACADM,ATP5PO,GHITM,FABP4,PPM1B,DHRS7,NDUFB7,CMPK1,SLC25A1,TOB1,SDHC,SLC66A3,DNAJB9,MARC2,ACO2,UQCR11,ETFB,NDUFS3,UBC,EPHX2,SOWAHC,OMD,POR,PRDX3,NDUFA5,ADIPOR2,PHYH,VEGFB,RETSAT,UQCR10,SCP2,RREB1,DLD,RTN3,PPP1R15B,COQ5,GPX3,SLC19A1,PPARG,COQ9,ECHS1,LPCAT3,HADH,MAP4K3,AGPAT3,CYC1,SAMM50,CD36,CRAT,MCCC1,SOD1,PTCD3,REEP5,ACADS,ACADL,ABCB8,PDCD4,COX7B,UBQLN1,FZD4,SULT1A1,COX6A1,SPARCL1,BCKDHA,BCL6,ARL4A,MGST3,GPAM,ADIG
p53 pathway	3.23e-04	1.68	195	ZFP36L1,VDR,EPHA2,HRAS,CTSD,CDKN2A,SLC3A2,PLK3,CDKN2B,UPP1,RNF19B,PTPRE,DRAM1,PDGFA,CDH13,H2AJ,CSRNP2,IER3,TP53,NINJ1,TNFSF9,TGFB1,IER5,DDB2,SERPINB5,H2AW,CLCA2,CDKN1A,PHLDA3,PCNA,TAP1,JAG2,TRIAP1,PLK2,TM7SF3,STEAP3,APAF1,SFN,ITGB4,TCN2,S100A10,S100A4,F2R,TM4SF1,RAP2B,KLK8,SPHK1,LIF,DDIT4,ABHD4,BAX,RB1,FAS,TCHH,ALOX15B,BAIAP2,HMOX1,ZNF365,HBEGF,POLH,RPL36,RPS27L,TGFA,PLXNB2,EI24,TRAFD1,ZMAT3,RHBDF2,AEN,TP63,CCND3,TRIB3,INHBB,HEXIM1,GLS2,FBXW7,VWA5A
