pathway	padj	NES	size	leadingEdge
oxidative phosphorylation	5.00e-09	-3.09	187	OPA1,NDUFS1,LRPPRC,DLD,ATP6V1H,TIMM17A,MRPL15,TIMM8B,MDH2,NDUFA5,MDH1,ATP5F1A,ATP5F1B,SLC25A3,CYC1,NDUFA9,ALAS1,ATP5PB,ATP5F1C,IMMT,UQCRC2,AFG3L2,NDUFV2,ATP5MC3,MRPS15,PMPCA,ISCA1,OAT,TOMM70,ATP6V1G1,OXA1L,NDUFB1,IDH3B,MTX2,TIMM10,FH,DLAT,SUCLA2,ATP6V1C1,NDUFAB1,ISCU,VDAC3,NDUFB5,GOT2,ATP6V1D,SLC25A12,ACAT1,TIMM13,ACADSB,NDUFA7,NDUFB6,ATP5MC1,UQCRC1,SLC25A11,SLC25A4,MGST3,NDUFB8,MRPS11,NDUFA3,ATP6V1F,UQCR10,SUPV3L1,UQCRQ,ATP6V1E1,COX6C,LDHA,VDAC2,SDHA,ACO2,CYCS,PDHX,VDAC1,PDHB,ACADM,FDX1,NDUFS3,COX7B,MRPL35,GPI,NDUFV1,UQCRFS1,SLC25A5,GPX4,NNT,PHYH,MRPS22,ATP6V0B,ATP6V0C,HTRA2,MFN2,PHB2,AIFM1,LDHB,ATP5PO,NDUFB2,PRDX3,COX5A,SDHB,NDUFA8,NDUFS2,ATP5MG,FXN,NDUFB3,PDHA1,ATP5PD,NDUFS4,GRPEL1,COX6A1,IDH2,ATP1B1,COX8A,COX7A2,HSD17B10,ABCB7,SDHC,NDUFA1,COX6B1,COX15,COX4I1,HCCS,IDH3G,UQCRB,CPT1A,IDH1,IDH3A,ATP5F1D,NDUFA4,ATP5PF
protein secretion	6.87e-09	-2.37	90	STX12,OCRL,ATP6V1H,DNM1L,GLA,SCRN1,STAM,PAM,TSG101,SH3GL2,STX7,VPS4B,AP2M1,VPS45,AP2B1,ZW10,RAB5A,GOSR2,RAB2A,NAPG,VAMP4,ARFGEF1,NAPA,DOP1A,BNIP3,CLCN3,ATP1A1,ATP7A,VAMP7,ICA1,CLTC,ARFGEF2,GNAS,AP3S1,TPD52,PPT1,COPB2,MAPK1,CLTA,SCAMP1,AP2S1,TMED2,TOM1L1,SOD1,BET1,ANP32E,GBF1,ARCN1,KIF1B,YKT6,USO1,RAB22A,RPS6KA3,SNX2
tnfa signaling via nfkb	1.63e-07	2.02	190	MAFF,TNIP2,RELA,CEBPD,CFLAR,TRIP10,BCL6,IER5,RIPK2,ABCA1,MCL1,GFPT2,BTG1,NINJ1,NFIL3,GEM,CEBPB,NFE2L2,KDM6B,EFNA1,ATF3,SPSB1,TRAF1,KLF2,IL1A,REL,IER3,PNRC1,SGK1,CDKN1A,DUSP1,DNAJB4,PMEPA1,IL7R,MAP3K8,G0S2,IRF1,PLEK,STAT5A,NFKB1,EIF1,ZBTB10,IL18,TIPARP,TNFRSF9,SOCS3,TGIF1,IL15RA,IL1B,IFNGR2,PLAUR,DENND5A,CSF1,B4GALT1,FOSL2,NFKBIA,IFIH1,TLR2,SPHK1,KYNU,IL6ST,DRAM1,PLAU,VEGFA,CLCF1,NR4A3,JAG1,SERPINE1,F2RL1,BTG3,PTGER4
inflammatory response	8.68e-07	1.99	192	RELA,PTAFR,STAB1,IRF7,CD40,RIPK2,ABCA1,BST2,HPN,IL4R,EMP3,KCNJ2,IL10RA,SLC7A2,ITGA5,ICAM4,BEST1,P2RX4,CSF3R,C3AR1,IL1A,EBI3,PIK3R5,CDKN1A,GNA15,CD48,SCN1B,SELL,MMP14,IL7R,CMKLR1,LPAR1,IRF1,CLEC5A,RHOG,CCL22,NFKB1,P2RX7,CXCR6,IL18,TNFRSF9,IL15RA,IL1B,IFNGR2,PLAUR,IL1R1,CD14,CSF1,C5AR1,IL18R1,TNFRSF1B,GPR132,NFKBIA,TLR2,LCP2,GP1BA,SPHK1,SLC31A2,TACR1,CCL17,AQP9,IFITM1,FPR1,CCR7,SERPINE1,MSR1,PTGER4,IL6,PTGIR,MXD1,ITGB3,AXL,ADGRE1,TACR3,SLC28A2,KLF6,RAF1,OSM,MEFV,CCRL2,LIF,CXCL6,LCK,CALCRL
myc targets v1	1.03e-06	-1.98	182	HPRT1,MAD2L1,NHP2,VBP1,PSMD14,HNRNPD,SLC25A3,CYC1,PSMA4,EXOSC7,GLO1,PWP1,TOMM70,AIMP2,TXNL4A,PSMA1,NDUFAB1,ACP1,VDAC3,GOT2,PSMD8,PGK1,PSMD1,IARS1,RRM1,APEX1,PSMC6,LDHA,ERH,PSMD7,CANX,COPS5,VDAC1,EIF4E,KPNA2,ILF2,PSMB2,XRCC6,PSMB3,SSBP1,RAD23B,TUFM,SNRPB2,SRM,RANBP1,SNRPD1,AP3S1,PHB2,MCM4,PRDX3,COX5A,KPNB1,C1QBP,SNRPD2,IMPDH2,RNPS1,PPIA,HDDC2,MRPL9,EPRS1,CCT2,SSB,SNRPA1,PSMA2,ORC2,CLNS1A,ODC1,UBA2,EIF4H
mtorc1 signaling	1.67e-06	-1.9	190	HPRT1,GBE1,PIK3R3,MLLT11,PSMD14,TMEM97,PSMD12,ACLY,GLA,PSMG1,IDI1,ME1,IMMT,PSMA4,TUBA4A,ARPC5L,SC5D,SRD5A1,GAPDH,HMGCR,SLC1A4,INSIG1,PSME3,ACTR3,ATP6V1D,PGK1,RAB1A,UCHL5,PITPNB,RDH11,ATP5MC1,SORD,TPI1,HMGCS1,PSMA3,TUBG1,PSMC6,CYB5B,LDHA,GOT1,ELOVL6,PSMD13,CANX,COPS5,GSK3B,CCT6A,GPI,PSMB5,EBP,CTH,PGM1,POLR3G,UFM1,VLDLR,ATP2A2,MCM4,LGMN,NUFIP1,ENO1,ALDOA,PPIA,TM7SF2,WARS1,EPRS1,PSMC2,ACACA,FDXR,ASNS,AURKA,ABCF2,ELOVL5,IDH1,GTF2H1,G6PD,HSPA9,SSR1,TBK1,YKT6,BCAT1,ERO1A,USO1,AK4
il2 stat5 signaling	4.49e-06	1.92	172	MAFF,MYO1E,MAPKAPK2,NOP2,PRKCH,POU2F1,MYO1C,SLC1A5,NFIL3,IL4R,BCL2,DHRS3,IL10RA,IGF1R,P4HA1,PLIN2,TRAF1,P2RX4,CA2,FLT3LG,AHNAK,IRF6,TGM2,CD48,BATF3,CDKN1C,SELL,CST7,HIPK2,FURIN,MAP3K8,ST3GAL4,NDRG1,IFITM3,PIM1,TNFRSF9,PLEC,RHOH,IRF4,GATA1,IRF8,SPP1,DENND5A,IL3RA,CSF1,TLR7,SYNGR2,IL18R1,SERPINB6,MUC1,TNFRSF1B,TIAM1,SLC39A8,ICOS,SELP,CTLA4,FGL2,IKZF4,CAPG,CCR4,BCL2L1,HK2,IGF2R,PTCH1,PHTF2,XBP1,NCOA3,APLP1,MXD1,IL1R2,CASP3,PUS1,CISH,IKZF2,SERPINC1,KLF6,CD44,ECM1,ANXA4,ETV4,BATF
il6 jak stat3 signaling	1.26e-05	2.09	85	TYK2,PTPN2,IL17RB,IL4R,LTBR,IL12RB1,CSF3R,TNFRSF1A,EBI3,PIK3R5,MAP3K8,IRF1,IL17RA,HMOX1,PIM1,SOCS3,IL15RA,IL1B,IFNGR2,IL1R1,CD14,CBL,IL3RA,CSF1,IL18R1,TNFRSF1B,TLR2,IL6ST,IL2RG,IL10RB,PDGFC,TNFRSF12A,IL6,IL1R2,ITGB3,IL9R,CXCL13,CD44,CXCL1,PTPN1,TNF,CSF2RB,MYD88,JUN,ITGA4,PLA2G2A,IFNGR1,CXCL9,PF4,OSMR,FAS,IL2RA
fatty acid metabolism	2.09e-05	-1.9	138	DLD,PTS,ALDH1A1,MDH2,MDH1,IDI1,AUH,ME1,RAP1GDS1,UROD,IDH3B,FH,SUCLA2,BLVRA,HMGCL,GABARAPL1,RDH11,HMGCS1,APEX1,LDHA,SERINC1,SDHA,ACO2,PDHB,ACADM,ENO2,ACAT2,YWHAH,UROS,SMS,HSDL2,ERP29,GSTZ1,PTPRG,ALDOA,NSDHL,PDHA1,HSD17B10,ADSL,SDHC,CBR3,MIF,HCCS,IDH3G,ELOVL5,CPT1A,ACSL4,HPGD,IDH1,ODC1,SUCLG2,NBN
hypoxia	2.10e-04	1.66	193	JMJD6,MAFF,DDIT4,CXCR4,SCARB1,ANKZF1,PGF,KLHL24,HS3ST1,PCK1,BTG1,CASP6,NFIL3,TGFB3,S100A4,BCL2,ISG20,P4HA1,TPST2,PLIN2,RBPJ,EFNA1,ATF3,MYH9,SELENBP1,KDM3A,SLC2A5,SIAH2,CAVIN1,CP,MXI1,HOXB9,DCN,IER3,PNRC1,PFKL,CDKN1A,DUSP1,MT1E,TGM2,ZNF292,CDKN1C,WSB1,MT2A,NDRG1,HMOX1,GCNT2,PIM1,TIPARP,GAA,KDELR3,FOXO3,ANGPTL4,PLAUR,FOSL2,CHST3,BCAN,TGFBI,CAV1,LALBA,ILVBL,VHL,HK2,PDGFB,VEGFA,CCN5,PLAC8,NOCT,NDST2,SERPINE1
