pathway	padj	NES	size	leadingEdge
adipogenesis	8.33e-10	-2.38	197	CAVIN1,ITIH5,FABP4,BCL6,LIFR,C3,STAT5A,SSPN,ANGPTL4,SPARCL1,IFNGR1,STOM,ENPP2,CAVIN2,LPL,SLC27A1,EPHX2,ADIPOQ,CAT,HIBCH,ETFB,ARL4A,ACADS,PTGER3,HADH,CD36,HSPB8,SAMM50,GPHN,ITGA7,PFKFB3,ACAA2,GPAM,GPX3,PGM1,ALDH2,CMPK1,MYLK,LEP,PPARG,PEX14,LIPE,SUCLG1,PEMT,ITSN1,ABCA1,SNCG,ACADL,ANGPT1,MRAP,ESYT1,MGLL,FZD4,CIDEA,ECH1,RETSAT,TST,LTC4S,SORBS1,RTN3,MARC2,CDKN2C,ELMOD3,LAMA4,GBE1,MCCC1,DHRS7B,CHCHD10,RNF11,UCK1,NKIRAS1,PLIN2,ACADM,TANK,ATP5PO,COL15A1,APLP2,GPX4
e2f targets	8.33e-10	3.01	195	BUB1B,ATAD2,JPT1,KPNA2,KIF2C,BIRC5,MKI67,EZH2,TOP2A,HMMR,LMNB1,SMC4,DLGAP5,HMGB3,MELK,RRM2,AURKA,TK1,SPAG5,CENPM,CSE1L,RNASEH2A,H2AX,CTPS1,CDCA8,CDK1,PTTG1,TRIP13,DDX39A,MCM4,UBE2S,CDC20,SMC1A,CCNE1,TFRC,KIF4A,RACGAP1,KIF18B,MCM2,CDC25A,GINS1,RAD51AP1,CDKN3,MYBL2,HMGA1,TCF19,ESPL1,MCM3,PRIM2,CDCA3,PCNA,STMN1,BRCA2,CENPE,GINS4,CKS2,BRCA1,MAD2L1,AURKB,TIMELESS,E2F8,MTHFD2,KIF22,PLK4,ORC6,POLA2,RAD21,PAICS,H2AZ1,UBE2T,SPC24,ASF1B,NUP205,PRKDC,DEPDC1,NCAPD2,DONSON,MCM6,SMC6,TACC3,NME1,CDKN2A,CHEK2,POP7,SNRPB,SPC25,UNG,CDK4,DNMT1,RAD1,PLK1,TMPO,MCM5,DIAPH3,BARD1,RANBP1,POLD2,DCTPP1,RAN,PA2G4,POLD1,TUBB,POLE,HELLS,SUV39H1,DCK,RFC2,CCP110,HMGB2,MXD3,RFC3,TUBG1,RBBP7,TIPIN,IPO7,GSPT1,NBN,CDC25B,MCM7
g2m checkpoint	8.33e-10	2.85	195	PRC1,JPT1,NUSAP1,KPNA2,KIF2C,BIRC5,MKI67,CCNA2,EZH2,TOP2A,CDC7,CENPF,HMMR,NDC80,LMNB1,STIL,SMC4,KIF23,PBK,CDC45,HMGB3,AURKA,KIF11,UBE2C,H2AX,CDK1,KNL1,PTTG1,TTK,DDX39A,SQLE,UBE2S,CDC20,SMC1A,FBXO5,KIF4A,RACGAP1,MCM2,CDC25A,CDKN3,MYBL2,HMGA1,ESPL1,MCM3,PRIM2,E2F1,RAD54L,STMN1,BRCA2,CENPE,CKS2,BUB3,MAD2L1,DBF4,AURKB,TROAP,CDC6,POLQ,RBL1,KIF22,PLK4,ORC6,POLA2,RAD21,SLC7A5,NEK2,H2AZ1,TPX2,KIF15,ODF2,NSD2,MCM6,E2F2,TACC3,DTYMK,SNRPD1,PTTG3P,CCNF,CDK4,ORC5,HOXC10,TOP1,PLK1,TMPO,MCM5,H2BC12,BARD1,TRAIP,CENPA,EXO1,FANCC,GINS2,SMC2,SAP30,POLE,SUV39H1
mtorc1 signaling	8.33e-10	2.23	196	RRM2,AURKA,DDX39A,SQLE,MCM4,EPRS1,TFRC,SLC2A1,MCM2,CDC25A,YKT6,TPI1,DHCR7,STIP1,GMPS,MTHFD2,GSR,SLC7A5,SORD,NUP205,CCT6A,RDH11,ARPC5L,TMEM97,GAPDH,ACTR3,TRIB3,CORO1A,HSPA5,TOMM40,CCNF,UNG,SDF2L1,PPIA,SLC37A4,SLC1A4,PLK1,SLC7A11,PSMC4,P4HA1,SSR1,ACLY,HPRT1,EGLN3,PRDX1,ALDOA,HSPD1,HSPE1,HSPA4,PDAP1,CXCR4,SHMT2,HMGCS1,RPN1,PSME3,SLA,PSMD14,ITGB2,PSPH,MLLT11,SLC9A3R1,TUBG1,PSMB5,SRD5A1,CANX,PGK1,GOT1,PSMA4,ABCF2,EBP,NFKBIB,ASNS,CACYBP,PNP,SERP1,ATP5MC1,STARD4,ERO1A,HMBS,PIK3R3,SERPINH1,FDXR,FADS2,HMGCR,TBK1,UCHL5,GSK3B,HSP90B1,PSMC2,PSMD12,ACTR2,M6PR,DHCR24,DDIT4,DAPP1,CD9,EEF1E1,G6PD,PFKL,EDEM1,PNO1,BUB1
myc targets v1	8.33e-10	2.3	193	KPNA2,CCNA2,CDC45,TYMS,HDGF,CTPS1,RFC4,MCM4,CDC20,EPRS1,MCM2,PCNA,BUB3,MAD2L1,SNRPD3,H2AZ1,SRPK1,CSTF2,MCM6,CBX3,PSMD3,NME1,SNRPD1,RRM1,PPM1G,CDK4,PPIA,CCT3,SNRPA1,CCT2,NHP2,PSMC4,MCM5,HPRT1,RANBP1,POLD2,SNRPG,ABCE1,HSPD1,RAN,HSPE1,PA2G4,NOP16,ILF2,HDAC2,HNRNPC,TARDBP,IARS1,NCBP1,HNRNPA2B1,CLNS1A,PSMB3,CCT5,GOT2,LSM2,PSMB2,PSMD14,CAD,CANX,CCT7,PGK1,CDK2,HNRNPU,GSPT1,PSMA4,HSP90AB1,RUVBL2,MRPL9,SNRPB2,RNPS1,SSBP1,MCM7,PRPS2,XPOT,SF3B3,XPO1,AIMP2,TFDP1,SMARCC1,GLO1,DHX15,PABPC1,VDAC3,TXNL4A,TRIM28,LSM7,ERH,FAM120A
uv response dn	8.33e-10	-2.32	142	EFEMP1,CAV1,IRS1,TGFBR2,PTEN,TGFBR3,MAGI2,ACVR2A,NR3C1,F3,MT1E,MAP2K5,CELF2,PTPN21,PLPP3,ADGRL2,PMP22,LAMC1,MAP1B,SYNE1,PRKCA,BMPR1A,DAB2,RBPMS,ADD3,TFPI,CDON,DLC1,MET,RND3,SDC2,NOTCH2,KALRN,MYC,NFIB,DUSP1,FYN,FBLN5,PPARG,PEX14,LPAR1,KIT,TJP1,MGMT,PTPRM,MGLL,PTGFR,CCN1,MRPS31,VLDLR,ID1,PRKAR2B,SNAI2,SMAD3,AKT3,GRK5,IGFBP5,RXRA,PRKCE,BCKDHB,CITED2,NRP1
myogenesis	3.18e-09	-2.08	198	SVIL,GSN,CLU,DMD,CRYAB,FHL1,SSPN,HSPB2,COX7A1,FOXO4,ABLIM1,APOD,MRAS,IGFBP3,BIN1,CFD,HDAC5,MYOM2,FXYD1,FGF2,MEF2C,CD36,LAMA2,SH3BGR,HSPB8,WWTR1,DAPK2,PTGIS,PRNP,MYOM1,ITGA7,MYH11,CKMT2,GPX3,CDH13,LPIN1,VIPR1,FKBP1B,MYLK,CNN3,IFRD1,IGF1,CTF1,ACSL1,HBEGF,TAGLN,SOD3,DTNA,TPM2,SORBS3,SIRT2,SORBS1,PC,SGCG,EFS,PYGM,COL4A2,SPTAN1,CASQ2,FST,KIFC3,FLII,NOTCH1,MYH3,COL15A1,CKB,MEF2D,SGCD,PPP1R3C,NAV2,NCAM1,RYR1,TNNC2,BAG1,BDKRB2,MYH1,ITGB1,MYO1C,PFKM,GABARAPL2,MYH2,MAPRE3,TNNI2,SMTN,TNNT3,MYL2,PKIA,ITGB4,AKT2,HRC
mitotic spindle	4.57e-07	1.86	199	PRC1,NUSAP1,ANLN,KIF2C,BIRC5,ECT2,TOP2A,CENPF,NDC80,LMNB1,KNTC1,SMC4,KIF23,DLGAP5,AURKA,KIF11,CDK1,TTK,SMC1A,FBXO5,KIF4A,RACGAP1,ESPL1,BRCA2,CENPE,KIF22,NEK2,TPX2,KIF15,PIF1,PLK1,KIF3C,TIAM1,FGD6,RHOF,CEP72,SHROOM2,SAC3D1,ARFGEF1,CKAP5,SASS6,KPTN,RANBP9,EZR,ARL8A,CEP250,CD2AP,KIF20B,CAPZB,ARFIP2,TUBD1,KIF3B,LRPPRC,CCNB2,STAU1,ARHGEF11
tnfa signaling via nfkb	1.98e-06	-1.81	196	PTGER4,BCL6,STAT5A,MAFF,CXCL2,IRS2,F3,KLF4,ETS2,JUN,PLPP3,FOSB,PNRC1,KLF10,DNAJB4,BTG1,TUBB2A,ATF3,PPP1R15A,DENND5A,JAG1,TSC22D1,EIF1,NR4A1,PTGS2,PFKFB3,CEBPD,LAMB3,MYC,EDN1,EGR1,G0S2,KLF9,RCAN1,ZFP36,DUSP1,KLF6,CSF1,FOS,EGR3,ABCA1,NFAT5,CXCL1,EGR2,SNN,PTX3,GEM,HBEGF,IL6,TNIP1,NFIL3,CCN1,CEBPB,KLF2,SOD2,IL6ST,BMP2,ACKR3,CXCL3,TRIP10,FUT4,NR4A2,SMAD3,TIPARP,BTG2,BTG3,TANK,IER2,TRIB1,PTPRE,PHLDA1,SOCS3
interferon gamma response	2.05e-06	1.85	196	IRF9,ISG15,RNF213,MTHFD2,ADAR,PARP14,IRF7,OAS3,OASL,UBE2L6,PNPT1,CASP3,CXCL10,NUP93,PTPN6,SECTM1,CXCL11,MYD88,GPR18,MX1,RSAD2,CXCL9,HELZ2,TRIM14,PSMB9,FCGR1A,PARP12,IFIH1,BST2,IFI35,TAP1,TAPBP,OAS2,IFIT2,CMPK2,TRIM26,IFI44L,DDX60,PTPN1,DHX58,TRAFD1,CFB,PSMB2,HLA-G,IFI44,SAMD9L,CD74,TOR1B,STAT1,RBCK1,ITGB7,GCH1,EPSTI1,SP110,HLA-B,MX2,PNP,IL2RB,PSMB8,IFI27,CD86,CD38,SLAMF7,USP18,IRF1,ZBP1,IL18BP,IRF5,PSMB10,CMTR1,ISG20,BATF2,EIF2AK2,RIPK2,LY6E,CD274,IFIT1,CCL7,GZMA,HERC6,PSME1,SPPL2A,NCOA3,TRIM21,LCP2,VAMP8,MVP,BPGM,OGFR,MARCHF1,IFIT3,HLA-DQA1,XAF1,NLRC5
