pathway	padj	NES	size	leadingEdge
e2f targets	1.00e-09	3.28	173	PLK4,SUV39H1,DEPDC1,PRKDC,LBR,HMGB2,LMNB1,RRM2,RAD21,ATAD2,SPAG5,DLGAP5,CDK1,BIRC5,DUT,KPNA2,MELK,MAD2L1,SMC4,CDKN2A,RAD51AP1,UBE2S,HMMR,TIMELESS,CDCA8,H2AX,PTTG1,KIF2C,CENPM,EZH2,MCM6,CKS1B,MCM4,TIPIN,H2AZ1,SLBP,DDX39A,STMN1,HMGA1,CDK4,TRIP13,NUP107,PCNA,MCM7,TOP2A,CDKN2C,RBBP7,CKS2,HMGB3,CCNB2,JPT1,TK1,USP1,UNG,CDKN3,CSE1L,ESPL1,RFC3,RNASEH2A,STAG1,GINS4,MCM3,RAN,POLA2,NBN,BARD1,SNRPB,POLD1,DCLRE1B,TACC3,MCM5,NCAPD2,RAD51C,CDC20,MCM2,CENPE,CDCA3,NUP153,KIF18B,AURKB,TUBB,RANBP1,PA2G4,IPO7,DONSON,E2F8,XPO1,SMC6,SPC25,NAP1L1,SSRP1,PPM1D,DNMT1,ASF1B,ZW10,PLK1,GINS3,EED,SMC3,CDC25B,ASF1A,CNOT9,RFC1,DEK,HELLS,DCTPP1,UBR7,SRSF1,CBX5,PAICS,EXOSC8,POLD3,TMPO,PPP1R8,NASP,RAD1
g2m checkpoint	1.00e-09	2.84	179	PLK4,SUV39H1,LBR,KIF11,LMNB1,KIF20B,TPX2,CENPF,RAD21,NDC80,TTK,CDK1,BIRC5,KPNA2,CHAF1A,MAD2L1,SMC4,PBK,UBE2S,HMMR,KIF15,H2AX,PTTG1,KIF2C,TRAIP,EZH2,MCM6,CKS1B,CCNA2,SMC2,H2AZ1,DDX39A,STIL,STMN1,NUSAP1,HMGA1,FBXO5,CDK4,PRC1,TOP2A,CDKN2C,CKS2,KNL1,HMGB3,CCNB2,JPT1,RAD54L,BUB3,CDC7,CDKN3,ESPL1,STAG1,MCM3,UBE2C,POLA2,BARD1,SQLE,LIG3,TACC3,MCM5,H2BC12,MNAT1,CDC20,TROAP,SNRPD1,MCM2,CENPE,CDC45,NCL,CDC6,SMAD3,AURKB,PRMT5,KIF5B,KPNB1,E2F2,XPO1,SMARCC1,PLK1,CDC25B,MARCKS,E2F1,H2AZ2,SRSF1,TMPO,PTTG3P,NASP,E2F3,ODC1,ORC5,SAP30,TFDP1,DR1,BRCA2,SLC7A1,G3BP1,TLE3,CHEK1,SYNCRIP,NEK2,POLQ,CTCF,MKI67,RASAL2,CBX1
mitotic spindle	1.00e-09	2.27	165	KIF11,LMNB1,KIF20B,ECT2,TPX2,CENPF,DLGAP5,NDC80,TTK,CDK1,BIRC5,KNTC1,SMC4,KIF15,KIF2C,KIF3B,NUSAP1,TUBD1,FBXO5,PRC1,TOP2A,CCNB2,KATNB1,SPTAN1,ARHGEF11,ESPL1,KPTN,WASL,CKAP5,KIFAP3,CENPE,MID1,MID1IP1,DYNC1H1,KIF5B,CENPJ,ARFGEF1,ABI1,MAPRE1,SAC3D1,NCK1,CYTH2,CSNK1D,TSC1,PALLD,SEPTIN9,TLK1,PLK1,RALBP1,CEP131,SMC3,CEP250,RFC1,CTTN,MARCKS,ARHGEF2,CDK5RAP2,SOS1,ALMS1,RANBP9,WASF2,BRCA2,CD2AP,NEK2,FGD6,BCL2L11,RASAL2,PPP4R2,WASF1,LRPPRC,UXT,APC,TUBGCP5,EPB41,NEDD9,BIN1,CDC42EP4,CEP192,ACTN4,SMC1A,MARK4,BUB1,KATNA1,TUBA4A,NIN,CDC42BPA,ARHGEF3,KIF23,CEP72,CLIP2,KIF1B,TBCD,RASA1,STAU1,MAP3K11
myc targets v1	1.00e-09	3.06	169	XPOT,RRM1,CCT2,NCBP2,TXNL4A,CSTF2,DUT,KPNA2,FBL,MAD2L1,PSMC4,CBX3,COPS5,NHP2,MRPL9,MCM6,TRIM28,CCNA2,PSMD1,MCM4,CCT3,HDGF,PSMB2,H2AZ1,CCT7,ERH,CDK4,PSMD14,PCNA,MCM7,AIMP2,IARS1,CAD,RUVBL2,PWP1,SRPK1,SNRPD2,USP1,RRP9,BUB3,EPRS1,ILF2,PSMA1,PPIA,PPM1G,YWHAQ,RPL14,SNRPA1,RAN,PSMB3,MCM5,CDC20,SNRPD1,SSBP1,MCM2,SNRPB2,HNRNPR,CDC45,CANX,VBP1,CCT4,STARD7,EIF3D,TYMS,NOP16,LSM7,EIF2S2,KPNB1,RANBP1,SNRPA,PA2G4,APEX1,XPO1,NAP1L1,CLNS1A,PSMA4,SNRPG,SSB,DHX15,LSM2,SMARCC1,RPS5,HDAC2,PSMD7,VDAC1,DEK,CYC1,EIF3B,PTGES3,EIF4G2,SRSF1,PGK1,UBE2E1,ODC1,PSMD3,HSPD1,SRM,ETF1,TFDP1,UBE2L3,G3BP1,RPS6,VDAC3,MRPS18B,PRPF31,RNPS1,SLC25A3,RPL18,SYNCRIP,SF3A1,SNRPD3,EIF3J,CDK2,XRCC6,GLO1
xenobiotic metabolism	1.00e-09	-2.94	167	HSD17B2,PTS,CAT,MBL2,PINK1,TDO2,ANGPTL3,FMO3,ETFDH,GCH1,CA2,FBP1,FETUB,FAS,NDRG2,ARG1,COMT,IGFBP4,HRG,CYFIP2,ESR1,SLC6A12,GCKR,SLC22A1,AOX1,PEMT,TAT,HSD11B1,DHRS1,FAH,SLC46A3,CYP26A1,GNMT,MTHFD1,IGF1,VNN1,KYNU,ALAS1,ID2,PLG,SPINT2,CYP2J2,UPB1,CDA,F10,EPHA2,G6PC,ALDH2,ACOX2,ETS2,CYP2E1,CDO1,ABHD6,XDH,HGFAC,DCXR,CSAD,CYP1A2,IRF8,ENPEP,F11,CYP1A1,PDK4,ASL,PROS1,ITIH1,PAPSS2,MAN1A1,GSTA3,CYB5A,RBP4,CNDP2,ENTPD5,PC,HMOX1,ALDH9A1
fatty acid metabolism	1.99e-09	-2.38	123	PTS,CPT2,TDO2,HMGCS2,CD1D,HPGD,ETFDH,ENO3,ACSL1,HIBCH,GRHPR,CA2,DECR1,ACAA1,ACAA2,ACSM3,SUCLG2,EHHADH,SERINC1,ACADM,ACADL,GSTZ1,HAO2,RDH16,GPD1,ECHS1,ADIPOR2,BCKDHB,VNN1,UBE2L6,ACADVL,ACADS,PCBD1,HADH,HSD17B10,BMPR1B,CPOX,MLYCD,HMGCL,GCDH
bile acid metabolism	2.89e-08	-2.4	92	CAT,PECR,SLC27A2,AGXT,CYP39A1,ACSL1,EPHX2,APOA1,HAO1,PHYH,NR1I2,NR3C2,SLC23A2,RBP1,SCP2,TTR,PIPOX,GNMT,ABCA6,ABCD3,CYP7B1,ISOC1,MLYCD,ABCA1,ALDH8A1,BBOX1,SLC27A5,ABCG4,NR1H4,BMP6,NR0B2,ALDH9A1,AR,RXRA,PXMP2,ACSL5,CYP27A1,PEX13,AQP9,HSD17B6,CYP46A1,CH25H,ABCA2,IDH2,PEX11A
dna repair	2.89e-08	2.21	123	FEN1,ZWINT,NCBP2,DUT,POLR2K,PRIM1,UPF3B,CANT1,TAF12,SMAD5,CLP1,PCNA,ADCY6,SDCBP,SUPT4H1,RNMT,NPR2,GUK1,RFC3,CETN2,VPS28,POLA2,TAF6,POLD1,BCAP31,TAF10,POLA1,POLR1C,TYMS,POLR2H,GTF2H1,GTF2H3,ADA,RFC5,BRF2,RALA,SSRP1,SAC3D1,DDB1,NELFCD,TSG101,RAE1,ERCC8,MPC2,CCNO,POLD3,POLR2G,ADRM1,SEC61A1,ERCC3,GSDME,POLR2D,TMED2,CSTF3,ITPA,POLR1D,LIG1,RBX1
unfolded protein response	5.02e-08	2.21	99	XPOT,STC2,H2AX,NHP2,EXOSC9,CKS1B,ATF6,CEBPG,TUBB2A,MTREX,IARS1,RRP9,FUS,LSM4,DDX10,PAIP1,EXOSC5,WFS1,EXOSC1,YWHAZ,BANF1,TTC37,EXOSC2,PDIA6,SSR1,TATDN2,ALDH18A1,SLC1A4,KIF5B,HSPA9,SDAD1,POP4,CNOT6,SEC11A,HYOU1,EIF4A3,EXOSC10,CNOT4,SPCS1,GOSR2,EXOSC4,RPS14
coagulation	3.04e-06	-2.05	122	MBL2,HMGCS2,C8B,APOA1,APOC3,C1QA,HRG,CTSO,PROZ,F3,CFD,C9,F8,PLG,F10,TFPI2,FYN,ACOX2,CLU,KLKB1,C8A,SERPING1,HPN,TMPRSS6,F9,CFI,RGN,CPN1,F11,PROS1,P2RY1,ITIH1,FGA,DCT,MASP2,CPB2,F2,F12,TF,DUSP6,PROC,C8G,C1S,THBS1,FURIN
