pathway	padj	NES	size	leadingEdge
interferon gamma response	5.00e-09	-2.17	169	CD74,OAS2,SECTM1,VAMP5,MX1,MVP,GBP4,P2RY14,GPR18,IFI44L,HLA-DQA1,STAT2,HLA-DMA,IRF5,PARP12,ST8SIA4,IFNAR2,ADAR,PSME1,TRIM26,SELP,FGL2,LYSMD2,UBE2L6,XAF1,MARCHF1,SOCS3,SAMHD1,SERPING1,IRF9,OAS3,RNF213,APOL6,CCL7,PDE4B,PSMB10,IFIT1,GCH1,NFKB1,PSMB8,DDX60,BST2,IL15,IL6,VCAM1,PFKP,BPGM,TNFSF10,CD86,IRF2,CXCL10,CDKN1A,ARID5B,RSAD2,IRF4,STAT1,ARL4A,UPP1,BANK1,IL15RA,TAPBP,B2M,SLAMF7
heme metabolism	1.42e-04	-1.74	169	MARCHF2,EZH1,LMO2,TNRC6B,KHNYN,ADD1,TNS1,MXI1,GYPC,KLF3,TMEM9B,HEBP1,HTATIP2,SIDT2,XPO7,BCAM,BLVRA,MARCHF8,TENT5C,PDZK1IP1,PIGQ,BPGM,KAT2B,SLC30A1,ISCA1,MKRN1,MGST3,PPOX,PRDX2,MFHAS1,BNIP3L,EPOR,NR3C1,ACP5,HBQ1,SLC22A4,BTRC,RAD23A,TSPO2,HAGH,GCLC,SLC25A38,UCP2,CTSB,EPB41,E2F2,SELENBP1,ADD2,RBM38,TRIM10,OPTN,GDE1,SPTA1,TSPAN5,RNF123,CLCN3,CAT,DMTN,H1-0,NARF,ACKR1
interferon alpha response	2.52e-04	-1.98	77	CD74,MX1,MOV10,LPAR6,GBP4,IFI44L,STAT2,PARP12,PARP9,ADAR,PSME1,TRIM26,UBE2L6,OAS1,IRF9,PSMB8,DDX60,BST2,IL15,IRF2,CXCL10,RSAD2,SELL,B2M,CNP,SLC25A28,PROCR,OGFR,TRIM14,SAMD9
allograft rejection	1.47e-02	-1.42	170	CD74,ETS1,DYRK3,ITGAL,LTB,LY86,HLA-DOB,HLA-DMB,HLA-DQA1,HLA-DMA,ST8SIA4,IFNAR2,STAB1,TAP2,IL12RB1,MAP4K1,CCR1,IGSF6,HDAC9,TLR2,CD8B,DEGS1,CSK,NLRP3,IL12A,CCL7,UBE2D1,PSMB10,RPS9,TLR3,GZMB,CD79A,RPL9,ACVR2A,IL15,CD2,CD96,CD3G,IL6,CD1D,CD86,ELANE,IRF4,CD247,ZAP70,STAT1,CRTAM,UBE2N,TLR1,TAPBP,TRAT1,B2M,CD4
epithelial mesenchymal transition	1.47e-02	1.51	177	IGFBP2,SAT1,MATN2,POSTN,LAMA2,SFRP4,RHOB,SCG2,BMP1,DPYSL3,PTHLH,COL4A2,LOXL2,GREM1,BDNF,GAS1,TIMP3,ECM2,FGF2,THBS2,PDLIM4,MMP3,COMP,CDH6,COL4A1,NNMT,PLOD2,SGCD,LAMA1,LAMA3,THY1,FAP,COL5A3,COL5A2,ITGA2,ADAM12,MXRA5,OXTR,GPX7,GADD45A,COL12A1,LUM,TAGLN,PVR,ECM1,INHBA,EMP3,PMP22,FERMT2,CAPG,CAP2,LOX,COL11A1,CXCL8,PTX3,CDH11,FN1,APLP1,CALU,BGN,MMP1,CALD1,COL16A1,TFPI2
kras signaling dn	1.75e-02	1.48	175	IGFBP2,KRT4,SPTBN2,NOS1,ALOX12B,FSHB,TFCP2L1,CCDC106,CKM,INSL5,EPHA5,PTGFR,CAPN9,ADRA2C,BMPR1B,KRT15,HTR1D,EFHD1,RYR2,SPRR3,ABCG4,HNF1A,NPHS1,CALML5,CACNG1,P2RX6,TEX15,PAX3,CAMK1D,TGM1,EDN2,IL12B,CCNA1,SLC30A3,SSTR4,DCC,GPRC5C,TENM2,NR6A1,TFF2,MEFV,PDE6B,GTF3C5,SLC38A3,KCNN1,OXT,SNCB,ABCB11,SOX10,PAX4,BRDT,SYNPO,TSHB,GDNF,PKP1,MAGIX,TG,ATP6V1B1,SERPINA10,CDH16,IRS4,AMBN,CNTFR,GP2,RGS11,MYOT,CD207,GPR3,KCNQ2,IL5,ITIH3,CPA2,KLK7,CPB1,ENTPD7
myogenesis	2.28e-02	1.46	167	TEAD4,LAMA2,STC2,DENND2B,ACTN2,NOS1,COL15A1,SLN,COL4A2,ACHE,FXYD1,KCNH1,CKM,MYL7,NCAM1,TNNT2,TPD52L1,PTP4A3,FGF2,ACTN3,MYH11,HRC,ACTA1,PYGM,CAV3,DMPK,SGCD,CACNG1,AGL,ITGA7,ITGB4,COX6A2,CHRNA1,ENO3,DAPK2,SPDEF,ATP2A1,KIFC3,PDLIM7,REEP1,SCD,MYL3,ADAM12,TNNC2,TNNT1,NQO1,MYOZ1,SMTN,TAGLN,ANKRD2,MYOG,RIT1
il2 stat5 signaling	8.96e-02	-1.31	174	CD48,PRNP,CD79B,GBP4,CD44,LTB,MYO1E,BATF3,GUCY1B1,EMP1,SELP,CD81,FGL2,RNH1,ABCB1,AHNAK,POU2F1,TNFRSF1B,PRKCH,CISH,TNFRSF4,IGF1R,HOPX,MAP3K8,EEF1AKMT1,CDC42SE2,ITGA6,FLT3LG,MUC1,TNFSF10,SMPDL3A,LRIG1,CD86,CXCL10,SH3BGRL2,CTSZ,IRF4,MYO1C,P2RX4,SELL,SNX9,ARL4A,RORA,RABGAP1L,BMPR2,CYFIP1,LRRC8C,IKZF2
kras signaling up	9.87e-02	-1.29	169	ANKH,F13A1,ETS1,ENG,AKT2,GUCY1A1,KLF4,NAP1L2,SCG5,IKZF1,EMP1,RELN,LY96,TSPAN7,TMEM176A,MAP4K1,GYPC,TFPI,FUCA1,ABCB1,GPNMB,TSPAN13,SATB1,HDAC9,TNFRSF1B
hedgehog signaling	1.63e-01	1.47	34	SCG2,OPHN1,CDK5R1,ACHE,NRP2,PTCH1,RASA1,PLG,THY1,L1CAM,SHH,UNC5C,NRCAM,CNTFR,GLI1,HEY1,NKX6-1,CRMP1,ETS2,VEGFA,NF1
pancreas beta cells	2.44e-01	1.4	37	SEC11A,NEUROG3,GCG,SLC2A2,PCSK2,HNF1A,ABCC8,PCSK1,SCGN,PAX4,CHGA,PAK3,GCK,PDX1,SST,NKX6-1,PAX6
apical junction	2.53e-01	1.28	178	VCL,ACTN1,CAP1,BMP1,PARVA,ACTN2,ITGA9,STX4,MMP9,INPPL1,ACTN3,CALB2,ACTA1,CX3CL1,RASA1,CDH6,CDH8,DMP1,PIK3CB,NLGN3,LAMA3,PFN1,PARD6G,EGFR,NECTIN2,NECTIN1,THY1,ITGB4,TAOK2,SLC30A3,CLDN19,NECTIN4,CLDN14,ADRA1B,ITGA2,ADAM9,CDH3,PPP2R2C,CRB3,ARPC2,GRB7,PDZD3,CDH15,FLNC,CD276,CADM3,ICAM5,CLDN9,MAPK11,ACTN4,ADAMTS5
coagulation	2.82e-01	1.28	121	BMP1,F11,CASP9,PDGFB,MMP9,CD9,TMPRSS6,OLR1,TIMP3,MMP11,FGA,MMP3,COMP,HPN,HMGCS2,F13B,PLG,S100A1,SERPINC1,MMP15,CPB2,S100A13,F9,ITIH1,APOC3,ITGA2,ADAM9,C8A,F3,RGN,APOA1,GDA,F2,F10,PLAU,MAFF,HNF4A,C3,C8G,FN1,MMP1,MMP10,TFPI2,F12,MBL2,MMP7,CRIP2,C1R,PEF1,DCT,P2RY1,FBN1,DUSP14,CPN1,TIMP1
angiogenesis	3.43e-01	1.35	30	POSTN,PRG2,OLR1,APOH,STC1,SLCO2A1,COL5A2,LUM
tgf beta signaling	3.74e-01	-1.3	46	ENG,SMAD1,NOG,SKI,SMAD3,SPTBN1,THBS1,SLC20A1,BCAR3,TGIF1,BMPR2
notch signaling	4.14e-01	-1.3	26	CUL1,MAML2,PRKCA,FZD1,ARRB1,PSEN2,PPARD,SKP1,TCF7L2,LFNG,FBXW11
uv response dn	4.14e-01	-1.19	121	DAB2,ZMIZ1,GRK5,PTPRM,TFPI,TGFBR2,INPP4B,RXRA,ATRN,PRKCA,DYRK1A,ATP2B1,ERBB2,RND3,IGF1R,NFKB1,SMAD3,VAV2,ACVR2A,TOGARAM1,ARHGEF9,CDK13,HAS2,MAPK14,ATRX,FBLN5,NR3C1,PPARG,PIK3CD,LTBP1
estrogen response late	4.60e-01	1.17	171	PTPN6,SLC27A2,IL17RB,GLA,DNAJC12,TRIM29,SLC24A3,PTGER3,KCNK5,KLK11,CD9,TMPRSS3,OLFM1,AGR2,CA12,SNX10,TPD52L1,PKP3,FOXC1,KRT19,HMGCS2,TPBG,DHRS2,HSPA4L,CCNA1,PPIF,SORD,NPY1R,ANXA9,TFAP2C,CPE,CYP26B1,SCUBE2,PTGES,DLG5
spermatogenesis	4.95e-01	1.17	119	THEG,NOS1,DDX25,SCG3,CNIH2,TEKT2,ZNRF4,CRISP2,OAZ3,IL13RA2,CFTR,CHRM4,HSPA4L,CCNA1,DCC,DDX4,SEPTIN4,ALOX15,MLLT10,TOPBP1,AKAP4,IDE,CLVS1,TCP11,TNP2,NAA11,ACRV1,PRM2,GAPDHS,AGFG1,H1-6,YBX2,PCSK1N,GRM8,TULP2,IFT88,SHE,ACTL7B
mtorc1 signaling	4.97e-01	1.14	168	SQLE,GLA,CTH,STARD4,AK4,SEC11A,CD9,TRIB3,DDIT3,CANX,SSR1,GBE1,ACTR2,PLOD2,HMGCS1,PDK1,DHCR24,SORD,NUPR1,STC1,SCD,P4HA1,IGFBP5,NAMPT,RPN1,EBP,GSR,RIT1,HK2,NUFIP1,CACYBP,CCNG1,NIBAN1,TPI1,ACSL3,SLC7A11,FADS2,HMGCR,SHMT2,UFM1,DHCR7,FDXR,CTSC,TM7SF2,YKT6,USO1,PNO1,M6PR,IFRD1,SLA,XBP1,ETF1,IDI1,UBE2D3,PSMG1
complement	5.81e-01	1.11	167	ITGAM,PPP4C,ACTN2,CASP9,PRKCD,CDK5R1,COL4A2,SCG3,PDGFB,STX4,TMPRSS6,OLR1,ADRA2B,LCP2,C4BPB,MMP13,CEBPB,PLG,PHEX,RHOG,ZFPM2,VCPIP1,SERPINC1,PFN1,MMP15,S100A13,SIRT6,CDA,RAF1,PRCP,ITIH1,GMFB,ADAM9,F3,APOA4,F2,CASP3,F10,LYN,MAFF,GNG2,HNF4A,KLK1,C3,CASP10
inflammatory response	6.18e-01	1.1	194	CSF1,EREG,IL1R1,MXD1,TNFRSF9,CCL22,C5AR1,C3AR1,HIF1A,RIPK2,OLR1,CD70,LCP2,NMI,SLC1A2,LIF,MET,TACR3,HRH1,MSR1,CX3CL1,SELE,CSF3,HPN,TPBG,RHOG,PDPN,NPFFR2,FPR1,IL12B,RAF1,MEFV,NAMPT,F3,TNFAIP6,OSMR,IL18R1,IL18RAP,GPC3,SLC28A2,TACR1,PVR,SLC4A4,INHBA,EMP3,NMUR1,LYN,PCDH7,AXL
protein secretion	6.29e-01	1.11	85	TOM1L1,GLA,CD63,KRT18,SH3GL2,LMAN1,CAV2,EGFR,SCAMP1,SNAP23,STAM,ATP6V1B1,TMED2,VPS4B,GBF1,ANP32E,RAB5A,OCRL,RAB14,CTSC,RAB9A,ARFGEF1,ICA1,CLTA,RAB2A,YKT6,USO1,M6PR,AP2M1,SEC24D,VPS45,DNM1L,ATP6V1H,MAPK1,MON2
cholesterol homeostasis	7.15e-01	1.08	62	SQLE,STARD4,ANXA13,CD9,TRIB3,HMGCS1,ACSS2,CHKA,SCD,EBP,ADH4,GUSB,AVPR1A,NIBAN1,FADS2,HMGCR,ETHE1,MVK,DHCR7,TM7SF2,FBXO6,ACAT2,TP53INP1,IDI1
il6 jak stat3 signaling	7.98e-01	-1.01	79	CD44,LTB,STAT2,IL12RB1,CCR1,DNTT,SOCS3,TLR2,TNFRSF1B,IRF9,PDGFC,CCL7,MAP3K8,IL6,ITGA4
myc targets v2	7.98e-01	-1.02	48	TCOF1,MYBBP1A,PPRC1,DUSP2,NOP16,EXOSC5,PHB,MAP3K6,GRWD1,NOP2,NOC4L,NIP7,SUPV3L1,PUS1,LAS1L,NDUFAF4,BYSL,DDX18,PA2G4
oxidative phosphorylation	8.02e-01	-1.01	172	PDP1,CPT1A,MRPL34,SURF1,PDK4,ATP6V1C1,CYB5R3,NDUFS7,NDUFB1,SLC25A4,ATP1B1,NDUFB2,OGDH,ISCU,SDHA,SLC25A5,ATP5PD,ISCA1,ACAT1,UQCR11,ATP5F1D,MAOB,OAT,ATP5PO,UQCRB,ATP5MC1,NDUFA5,MGST3,SLC25A12,ATP6V1F,NDUFS3,ACO2,TIMM9,OXA1L,ECH1
xenobiotic metabolism	8.02e-01	1.01	172	MPP2,PTGR1,IL1R1,F11,ALDH3A1,BCAR1,ASL,FETUB,ALAS1,ACSM1,PLG,REG1A,ABCC2,IGFBP1,SLC12A4,CDA,ANGPTL3,ITIH1,SLC22A1,ABCC3,ARG1,PDLIM5,NQO1,UPB1,SERPINA6,DHRS7,GSR,SLC6A12,NINJ1,PTGES,F10,TPST1,TTPA,HNF4A,GCKR,AP4B1,DDC,ATOH8,SPINT2,SHMT2,CYP17A1,ALDH2,MBL2,EPHA2,PGD,UGDH,CDO1,PMM1,RBP4,ADH7,XDH,HSD17B2,PTS,COMT,ETS2,G6PC,CYP1A2,PGRMC1
estrogen response early	8.33e-01	1	170	SLC27A2,IL17RB,GLA,STC2,SLC24A3,KRT18,ADCY1,KAZN,KCNK5,TMPRSS3,OLFM1,CA12,MSMB,TPD52L1,CALB2,KRT15,FOXC1,KRT19,GREB1,LAD1,TPBG,SYT12,DHRS2,PPIF,REEP1,NPY1R,ANXA9,TFAP2C,PEX11A,DLC1,CYP26B1,PTGES,AR,SLC26A2,UNC119,TJP3,KRT8,CCN5,PMAIP1,TFF1,CHPT1,SLC7A2,GFRA1,SLC1A1,THSD4,DHCR7,P2RY2,MYBL1,TFF3,SCNN1A,OVOL2,CCND1,TSKU,XBP1,ARL3,TBC1D30,KLK10
pi3k akt mtor signaling	8.55e-01	0.98	87	CAB39L,RALB,GNA14,NGF,TRIB3,DDIT3,ACTR2,IL4,PDK1,PFN1,EGFR,PIKFYVE,RAF1,RIT1,RPS6KA1,MAPK10,ARPC3,CDK2,SMAD2,AKT1,CFL1,TRAF2,MAP3K7,SLA,AP2M1,UBE2D3,FGF17,TBK1
mitotic spindle	9.07e-01	-0.98	169	SEPTIN9,TUBD1,TUBGCP3,TRIO,WASL,MYO1E,PCM1,CLASP1,DYNLL2,EZR,SSH2,WASF2,BIN1,ARHGEF3,SUN2,DYNC1H1,CLIP1,PCNT,FGD6,SPTBN1,CDK5RAP2,YWHAE,SMC1A,BCL2L11,CEP72,PALLD,NCK2,CDC42EP1,NIN,GEMIN4
glycolysis	9.37e-01	0.93	176	CTH,STC2,BIK,CHST6,TXN,ECD,AK4,NDST3,MET,SAP30,BPNT1,SLC35A3,PLOD2,TPBG,CHPF,SDC2,CHST4,EGFR,AGL,PFKFB1,STC1,PGLS,CLDN3,P4HA1,ARTN,LHX9,LCT,HS6ST2,GPC3,ME2,GUSB,TPST1,HK2,CLDN9,FAM162A,TPI1,GFPT1,CITED2,GAPDHS,CHST1,PPFIA4,B4GALT4,SOX9,PHKA2,ALDOB,IER3,FBP2,GYS2,HDLBP,TFF3,LDHC,SLC25A10,VEGFA,DLD,HS2ST1
hypoxia	9.37e-01	0.93	183	TMEM45A,STC2,PDGFB,LALBA,RBPJ,AK4,PHKG1,CA12,DDIT3,CCNG2,SAP30,GBE1,PPARGC1A,PYGM,HOXB9,TPBG,PDK1,SDC2,EGFR,IGFBP1,EDN2,ENO3,STC1,CAVIN1,P4HA1,F3,GPC3,NOCT,PKP1,BCAN,GCK,MAFF,HK2,EFNA1,NCAN,FAM162A,TPI1,PRDX5,CITED2,LOX,GAPDHS,PPFIA4,CCN5,BGN
p53 pathway	9.37e-01	-0.94	166	ADA,PITPNC1,CTSF,KLF4,MKNK2,GLS2,RHBDF2,H2AJ,PLXNB2,CD81,FUCA1,TCN2,RXRA,RPL18,RALGDS,ST14,TP53,ISCU,DGKA,HINT1,KIF13B,WWP1,PRMT2,HBEGF,DCXR,PTPRE,ALOX15B,CDKN1A
androgen response	9.90e-01	0.88	89	SAT1,ACTN1,TMPRSS2,LMAN1,BMPR1B,KRT19,PGM3,SMS,HMGCS1,DHCR24,MYL12A,SORD,SPDEF,KLK2,PTK2B,SCD,PDLIM5,GSR,VAPA,SLC26A2,ACSL3,KRT8,HMGCR,UBE2J1,GNAI3,AKT1,KLK3
apical surface	9.90e-01	0.85	36	SCUBE1,EPHB4,PKHD1,GAS1,CX3CL1,THY1,SLC22A12,LYN
bile acid metabolism	9.90e-01	0.86	101	SLC27A2,BBOX1,TFCP2L1,NEDD4,SLC22A18,ABCG4,DHCR24,HSD3B7,PEX13,HSD3B1,ABCA8,EFHC1,PEX11A,APOA1,SERPINA6,ABCA4,SLC27A5,AR,PXMP2,GC,HAO1,CYP8B1,PRDX5,TTR,FADS2,PEX11G
myc targets v1	9.90e-01	-0.9	161	CUL1,PRPS2,PPIA,CAD,NHP2,FAM120A,RPL18,HNRNPA1,POLE3,PTGES3,G3BP1,POLD2,RPL22,YWHAE,EIF4H,TXNL4A,XRCC6,SNRPA1
peroxisome	9.90e-01	-0.83	85	MVP,EPHX2,MLYCD,PEX5,CLN8,ABCB1,SLC23A2,SLC25A4,ABCD2,SEMA3C,SLC25A19
reactive oxygen species pathway	9.90e-01	0.78	44	GLRX2,TXN,LAMTOR5,CDKN2D,PDLIM1,NQO1,GSR,HHEX,OXSR1,ERCC2,GPX3,SELENOS
tnfa signaling via nfkb	9.90e-01	0.85	171	SAT1,CSF1,RHOB,MXD1,TNFRSF9,CCNL1,RIPK2,OLR1,LIF,PLPP3,PTGS2,CEBPB,IFIH1,MSC,IER2,IL12B,MARCKS,TRIP10,NAMPT,F3,CSF2,TNFAIP6,PDLIM5,GADD45A,NINJ1,INHBA,PLAU,TNFAIP2,MAFF,EFNA1
uv response up	9.90e-01	0.83	142	IGFBP2,RHOB,BID,PRKCD,ALAS1,PTPRD,OLFM1,C4BPB,TACR3,CDKN2B,GGH,CCK,CHKA,TYRO3,PPIF,RRAD,CHRNA5,RPN1,SLC6A12,CASP3,LYN,GRPEL1,NTRK3,HTR7
adipogenesis	1.00e+00	0.66	178	MARC2,COL15A1,PTGER3,BCKDHA,G3BP2,FZD4,AK2,ESRRA,PPP1R15B,CCNG2,GBE1,ESYT1,COL4A1,SUCLG1,MCCC1,ITGA7,UBC,RIOK3,ADCY6,LAMA4,CAVIN1
apoptosis	1.00e+00	0.78	138	SAT1,EREG,CTH,RHOB,BIK,BID,BCL10,CASP9,KRT18,TIMP3,HMGB2,DDIT3
dna repair	1.00e+00	0.58	125	SDCBP,POLB,EIF1B,ERCC4,BCAP31,ZNRD1,CDA,ADCY6,GTF3C5,SNAPC4,RAE1,TMED2,NT5C,CCNO,NUDT21,ELL,POLR1D,DCTN4,UPF3B,POLE4,ERCC2,TYMS,TAF12,MPC2,RPA2
e2f targets	1.00e+00	-0.38	171	HMGA1,TUBB,TP53,PSIP1,POLD2,SMC1A,CDKN1A,TACC3,IPO7,H2AX,XRCC6,CDC25B,HELLS,HUS1,DNMT1,STMN1,NUP153,RPA3,CTPS1,CBX5,CCNE1,BRMS1L,RPA1,NAP1L1,BARD1,MRE11,NASP,RFC3,RAN,MXD3,RANBP1,PRKDC,KIF18B,ILF3,DCK,UBE2S,CENPM,E2F8,GSPT1,CSE1L,LBR,CDC25A,STAG1,MKI67,CDC20,SRSF1,MYBL2
fatty acid metabolism	1.00e+00	-0.78	124	PPARA,CPT1A,MLYCD,MAOA,CBR1,PSME1,UBE2L6,ERP29,BLVRA,PRDX6,SDHA
g2m checkpoint	1.00e+00	-0.72	170	PURA,CUL1,SLC38A1,HMGA1,RBM14,FOXN3,MAP3K20,SMAD3,G3BP1,HIRA,SMC1A,MAPK14,TACC3,AMD1,H2AX,ATRX,CDC25B,MEIS1,RPS6KA5,HUS1,STMN1,NUP50,SMARCC1,NUMA1,RBL1
unfolded protein response	1.00e+00	-0.76	94	NHP2,CNOT4,SHC1,PSAT1,WFS1,IFIT1,KDELR3,BAG3,NABP1,KHSRP,DNAJB9,EIF4G1,H2AX,SLC1A4,SRPRA,NOP14,GEMIN4,EDC4,BANF1
