pathway	padj	NES	size	leadingEdge
apoptosis	6.25e-10	2.47	137	CASP2,LGALS3,ENO2,BCL2L1,IL1A,ERBB2,CDK2,PAK1,PMAIP1,CDC25B,SQSTM1,CASP8,TNFSF10,GNA15,SOD1,PSEN1,HMGB2,PTK2,TSPO,DDIT3,IL18,CTNNB1,BCL10,LEF1,CASP3,RNASEL,EBP,BIK,SAT1,FAS,TXNIP,PLAT,SLC20A1,BNIP3L,CASP7,SPTAN1,BIRC3,TIMP1,WEE1,GPX4,BID,DAP3,IRF1,KRT18,ANKH,F2R,H1-0,CDKN1B,XIAP,ANXA1,GPX1,IFNGR1,LMNA,ERBB3,BAX,EREG,DNM1L,BRCA1,GSN,DNAJA1,CASP6,LUM,APP,IER3,BGN,ADD1,RELA,DFFA,PDGFRB,MMP2,CYLD,PEA15
e2f targets	6.25e-10	3.12	167	PRIM2,PCNA,MCM2,ATAD2,MCM4,SMC6,EZH2,JPT1,CDC25B,TRIP13,CCNB2,DLGAP5,DIAPH3,UBE2T,CENPE,RRM2,HELLS,RAD51AP1,E2F8,PLK4,CKS2,BRCA2,ORC2,BARD1,CDK1,HMGB2,HMMR,KIF2C,DEPDC1,NUP107,DDX39A,MKI67,TACC3,CDKN3,CDCA8,MCM6,TIMELESS,CTCF,MRE11,BIRC5,PRKDC,TUBB,DCTPP1,PAICS,CNOT9,CCNE1,SPAG5,UNG,PDS5B,LMNB1,SRSF1,ORC6,RFC3,RAN,MSH2,RNASEH2A,XPO1,DONSON,DCLRE1B,MAD2L1,CDC20,SPC25,WEE1,CTPS1,LBR,DUT,NASP,HMGA1,DNMT1,ANP32E,CCP110,TMPO,ASF1B,CDKN1B,EXOSC8,GINS1,NUDT21,SLBP,SNRPB,HMGB3,H2AZ1,PSMC3IP,CSE1L,LYAR,DEK,TCF19,TK1,DCK,BRCA1,PHF5A,CDCA3,CKS1B,RPA2,CDKN2A,RAD1,NBN,SMC1A,AK2,NOLC1,GSPT1,HUS1,CBX5,TP53,UBE2S,GINS3,CHEK1,AURKB,MCM3,EIF2S1,PNN,ILF3,HNRNPD,POP7,RPA3
epithelial mesenchymal transition	6.25e-10	2.63	177	LAMA3,SDC4,ENO2,SDC1,PLOD3,LAMC2,ITGA2,DKK1,ECM1,CAPG,NT5E,PLOD1,MMP1,COPA,TNFRSF11B,ITGB5,COL11A1,WNT5A,CALU,TGFBI,EDIL3,ITGB1,SAT1,FAS,FUCA1,PLAUR,COLGALT1,COL12A1,ITGAV,IGFBP3,TPM2,LOXL2,TIMP1,PMEPA1,PLOD2,CDH11,INHBA,CTHRC1,MXRA5,COL16A1,VCAN,P3H1,FMOD,MATN3,SPOCK1,CXCL8,FN1,COL5A2,COL3A1,LRRC15,SGCB,OXTR,COL4A1,MYL9,MMP3,TPM4,AREG,TGM2,POSTN,DPYSL3,THBS2,SPARC,FAP,COL6A3,WIPF1,MMP14,CDH2,LUM,COL4A2,COL5A1,LAMC1,CDH6,SERPINH1,FBN1,DST,CALD1,PDLIM4,PTHLH,BGN,NNMT,PMP22,LRP1,LOX,THY1,PDGFRB,MMP2,TPM1,GLIPR1,MYLK,GEM,GREM1,FLNA,LGALS1,GADD45A,VEGFA,SFRP4,NID2,BMP1,CXCL1,SNAI2,MFAP5,COMP,GJA1,TNFRSF12A,LOXL1,ADAM12,TNC,ITGA5,SGCD,IGFBP4,EMP3,BASP1,TNFAIP3,IL15
g2m checkpoint	6.25e-10	3.06	168	PRIM2,PML,SQLE,KIF15,STIL,CENPF,PRC1,MCM2,PBK,EZH2,KIF23,JPT1,TTK,KIF11,NUSAP1,CDC25B,NEK2,CCNB2,KIF5B,CCNA2,NDC80,CENPE,BUB3,RASAL2,PLK4,CKS2,MTF2,BRCA2,SMAD3,BARD1,CDC6,KNL1,CDK1,HMMR,KIF2C,SNRPD1,E2F3,DDX39A,MKI67,CHMP1A,POLQ,KIF20B,TACC3,CDKN3,MCM6,SMC2,CTCF,BIRC5,UBE2C,CUL4A,KPNB1,PDS5B,DR1,LMNB1,SRSF1,MAPK14,CDC45,ORC6,CDC7,XPO1,PRMT5,MAD2L1,CDC20,LBR,NASP,HMGA1,TMPO,EXO1,CDKN1B,NUP50,SS18,TFDP1,HIF1A,HMGB3,H2AZ1,DBF4,SMARCC1,NUP98,CKS1B,SLC7A5,RPA2,SLC38A1,HNRNPU,H2BC12,SMC1A,KATNA1,NOLC1,FBXO5,CUL1,SRSF10,GSPT1,HUS1,MARCKS,CENPA,G3BP1,CBX1,BUB1,ODF2,UBE2S,MAP3K20,HOXC10,CHEK1,AURKB,MCM3,ILF3,HNRNPD,CUL3,H2AX,RAD54L,PTTG3P
interferon alpha response	6.25e-10	3.17	75	OAS1,IFI27,MX1,SAMD9,RTP4,OASL,ADAR,LGALS3BP,PARP12,DDX60,SAMD9L,IRF9,CASP8,PARP14,EIF2AK2,IFIH1,RSAD2,IFIT2,PARP9,IFI44L,IFIT3,B2M,IFI35,NMI,STAT2,EPSTI1,PSMB8,HERC6,TRIM21,IFI44,GBP4,NUB1,SP110,PSMA3,RIPK2,TRIM14,TXNIP,IL4R,ELF1,MOV10,IRF1,IRF2,CXCL10,PSME1,UBE2L6,ISG15,LPAR6,IFITM1,BST2,CCRL2,PLSCR1,PNPT1,LAP3,CD74,WARS1
interferon gamma response	6.25e-10	3.08	167	PML,IFI27,TOR1B,OAS2,OAS3,MX1,RTP4,XAF1,OASL,ADAR,LGALS3BP,PARP12,PLA2G4A,DDX60,SAMD9L,MVP,IRF9,PFKP,CASP8,PARP14,MYD88,SRI,EIF2AK2,IFIH1,TNFSF10,RSAD2,IFIT2,BPGM,IFI44L,IFIT3,B2M,IFI35,PSMB2,NMI,STAT2,EPSTI1,PELI1,PSMB8,HERC6,RNF213,STAT1,TAPBP,TRIM21,IFI44,GBP4,SP110,CASP3,IFIT1,PSMA3,NLRC5,RIPK2,FAS,VAMP8,TRIM14,TXNIP,APOL6,CFB,IL4R,CASP7,NCOA3,NOD1,DDX58,NUP93,IRF1,PNP,BANK1,RBCK1,IRF2,CXCL10,ARL4A,PSME1,PTPN6,UBE2L6,ISG15,BST2,PLSCR1,HIF1A,PNPT1,HLA-DQA1,LAP3,UPP1,CD74,PTPN1,WARS1,IFNAR2,PTGS2,TNFAIP6,IFITM2,PDE4B,HLA-DMA,IDO1,SLAMF7,ST8SIA4,IL15RA,SPPL2A,ICAM1,SSPN,ZBP1,RIPK1,NFKB1,CD86,CD38,IFITM3,IL10RA,CXCL9,CIITA,PTPN2,GZMA,TNFAIP3,STAT3,IL15,DHX58,TNFAIP2,LCP2,C1R,HELZ2,METTL7B,GCH1,CD274,IL2RB,PSMA2,CMTR1,ARID5B
mitotic spindle	6.25e-10	2.85	168	ACTN4,FGD6,EZR,RASA1,ECT2,CTTN,KIF15,DLG1,CENPF,PRC1,CD2AP,PDLIM5,TUBA4A,ANLN,RALBP1,ARHGEF2,KIF23,TTK,KIF11,NUSAP1,KNTC1,NEK2,CCNB2,DLGAP5,KIF5B,VCL,NDC80,CENPJ,CENPE,ARFGEF1,PXN,RASAL2,STK38L,MYO1E,NF1,BRCA2,CDC42BPA,SASS6,CDK1,KIF2C,ARAP3,KIF20B,DYNC1H1,ABI1,RHOF,RASA2,BIRC5,ALS2,SEPTIN9,NCK1,ABR,ARHGAP5,LMNB1,SPTBN1,WASL,SOS1,SPTAN1,TRIO,PALLD,ARHGEF7,MYH9,KIFAP3,RICTOR,NET1,MID1,MAPRE1,FGD4,FSCN1,ARL8A,SSH2,GSN,TUBGCP3,TLK1,ITSN1,SMC1A,DST,KATNA1,CDK5RAP2,FBXO5
mtorc1 signaling	6.25e-10	2.39	168	ERO1A,PGK1,SLC2A1,HK2,ELOVL6,SQLE,SYTL2,MCM2,TUBA4A,TPI1,DHCR24,MCM4,TES,ACSL3,P4HA1,IDH1,SQSTM1,PSMC6,PSMD14,RRM2,PSMA4,CD9,CACYBP,HMGCR,GPI,PSMC2,PSMC4,HMGCS1,DDX39A,DDIT3,HSPA4,ACTR2,RIT1,PRDX1,ACACA,ATP2A2,AK4,SLC6A6,TBK1,ATP6V1D,CCT6A,RPN1,EBP,M6PR,UNG,LDHA,DHCR7,PSMA3,GAPDH,TXNRD1,PPIA,ARPC5L,CYB5B,CTSC,STARD4,PSMD13,PLOD2,NMT1,PNP,LDLR,STIP1,PITPNB,BHLHE40,GLA,SLC1A5,PDK1,CXCR4,GLRX,PSME3,UBE2D3,DAPP1
myc targets v1	6.82e-10	2.38	158	PGK1,SNRPA,PCNA,HDGF,FAM120A,MCM2,CDK2,CSTF2,MCM4,SNRPG,UBE2L3,TYMS,PSMC6,PSMD14,CCNA2,PTGES3,AIMP2,BUB3,PSMA4,CCT3,ORC2,PSMB3,CCT5,PSMB2,PSMC4,SNRPD1,PSMD1,SNRPD3,EXOSC7,MCM6,PHB,KPNB1,SNRPA1,RRM1,SF3B3,LDHA,PSMA1,SRSF1,PSMD7,CBX3,HNRNPR,PPIA,CDC45,RAN,DDX18,ERH,XPO1,MAD2L1,CDC20,CTPS1,SNRPB2,DUT,SSB,GLO1,SSBP1,NCBP2,PSMD3,TFDP1,H2AZ1,DEK,SMARCC1,CAD,HDAC2,PSMD8,VBP1,NCBP1,UBE2E1,HNRNPU,CCT2,NOLC1,CUL1,SRPK1,GOT2,GSPT1,NDUFAB1,EIF4E,LSM7,G3BP1,PRPF31
glycolysis	2.16e-09	2.27	174	PYGB,MET,ERO1A,PGK1,HK2,ENO2,SDC1,B4GALT4,TXN,CAPN5,GNE,KIF20A,GYS1,TPI1,PKM,NSDHL,P4HA1,IDH1,GALE,PFKP,FUT8,POLR3K,GPR87,NT5E,B3GNT3,BPNT1,SOD1,KDELR3,PLOD1,RPE,PGM2,CDK1,TFF3,HMMR,PSMC4,GPC4,DEPDC1,GLCE,AK4,MDH1,ZNF292,TALDO1,BIK,EXT1,LDHA,TGFBI,GNPDA1,PPIA,ARPP19,IGFBP3,DSC2,PLOD2,PAXIP1,NASP,RBCK1,TPBG,VCAN,PKP2,CXCR4,GLRX,ECD,KIF2A,MIF,HS2ST1,HOMER1,SRD5A3,SLC35A3,AGL,SLC25A13,ELF3,EGFR,COG2,SDHC,CASP6,COL5A1,IER3
kras signaling dn	1.53e-08	-2.21	174	BTG2,TENT5C,CYP39A1,SGK1,CAMK1D,GP2,GAMT,C5,NGB,NUDT11,MAST3,YPEL1,EGF,ZBTB16,ATP4A,SERPINA10,SLC16A7,RGS11,ADRA2C,RYR2,ABCG4,NPHS1,IGFBP2,SCN10A,GP1BA,PRKN,STAG3,CPEB3,CLPS,WNT16,NOS1,NR6A1,KCNQ2,SNCB,PDK2,SELENOP,CPA2,CNTFR,SLC38A3,GRID2,DLK2,FGGY,SSTR4,MYO15A,SCGB1A1,FGFR3,CPB1,TGM1,TFAP2B,NRIP2,PCDHB1,IRS4,ATP6V1B1,CHRNG,MYOT,PROP1,P2RY4,YBX2,ZC2HC1C,ABCB11,KLHDC8A,SLC6A3,TSHB,PDE6B,AMBN,EPHA5,FGF22,SLC12A3,GPRC5C,CALML5,CCDC106,KCNN1,CACNA1F,CKM,CCNA1,PAX3,OXT,HTR1B,CLDN8,GDNF,PNMT,PAX4,TG,MAGIX,IDUA,GPR3,THRB,CLDN16,IL5,SLC5A5,SLC30A3,EDN2,SOX10,RYR1,DCC,VPREB1
tnfa signaling via nfkb	6.49e-08	2.17	171	SDC4,TNIP1,F2RL1,EFNA1,IL1A,CCL20,PDLIM5,TRIP10,SQSTM1,MXD1,IFIH1,TGIF1,IFIT2,SMAD3,KYNU,B4GALT5,IL18,F3,SERPINB2,RIPK2,IFNGR2,SAT1,TSC22D1,PLAUR,TNIP2,NFKBIE,BIRC3,DDX58,PMEPA1,INHBA,IRF1,CXCL10,OLR1,LDLR,NFAT5,BHLHE40,TANK,PTPRE,LIF,ETS2,SLC16A6,CCRL2,EDN1,PLAU,AREG,ABCA1,LITAF,SERPINB8,IL7R,PANX1,IER3,PTGS2,TNFAIP6,RELA,PLK2,CD80,KLF4,PDE4B,PFKFB3,REL,PHLDA2,HBEGF,GEM,RELB,EHD1,IL15RA,MARCKS,DRAM1,FOSL2,GADD45A,VEGFA,BCL2A1,ICAM1,CXCL1,TLR2,BTG3,CXCL3,NFKB1,DUSP5,CEBPB,MAP3K8,TNC,TNFAIP8,RNF19B,GPR183,TNFAIP3,CFLAR,TNFAIP2
kras signaling up	2.87e-07	2.13	166	ERO1A,ANXA10,JUP,PLEK2,SLPI,MPZL2,PTPRR,TSPAN1,KCNN4,F2RL1,AVL9,CCL20,ITGA2,HKDC1,DUSP6,ETV1,BPGM,PSMB8,TMEM176A,PIGR,AMMECR1,CROT,ANO1,USH1C,RABGAP1L,TOR1AIP2,FUCA1,PLAUR,PLAT,CFB,DCBLD2,IGFBP3,BIRC3,PTCD2,CTSS,MMP11,INHBA,CXCL10,TFPI,ANKH,CBL,LIF,CXCR4,MMP9,GLRX,ADAM17,SDCCAG8,RGS16,PLAU,HDAC9,EREG,ST6GAL1,PRDM1,IL7R,MMD,STRN,MMP10,ITGB2,CLEC4A,ITGBL1,ADAMDEC1,PTGS2,ETS1,KLF4
apical junction	7.30e-07	2.04	178	ITGB4,ITGA3,ACTN4,CTNNA1,LAMA3,JUP,CLDN18,RASA1,MPZL2,CDH3,LAMC2,DLG1,ITGA2,ADAM9,VCL,AMIGO2,NECTIN4,NF1,NECTIN2,RRAS,MPZL1,CAP1,ARPC2,PTK2,SHC1,TNFRSF11B,TIAL1,YWHAH,RHOF,IRS1,PCDH1,NECTIN3,ACTB,TGFBI,ITGB1,VASP,MAPK14,WASL,CD276,CALB2,THBS3,CDH11,PFN1,COL16A1,VCAN,PLCG1,MYH9,MMP9,ACTN1,RAC2,ITGA10,MYL9,SRC,STX4,SYK,FSCN1,EGFR,MSN,CLDN7,CNN2,SYMPK,FYB1,PTPRC,MDK,CDH6,FBN1
