pathway	padj	NES	size	leadingEdge
dna repair	6.25e-10	2.24	129	PRIM1,POLR2H,RAD51,RFC3,UMPS,RFC4,TYMS,POLA1,RAE1,ZWINT,DUT,FEN1,ALYREF,RPA3,POLR2D,UPF3B,PCNA,CMPK2,POLR3C,ARL6IP1,POLA2,NELFCD,LIG1,POLE4,HCLS1,SAC3D1,ADA,NCBP2,ERCC3,POLD1,CLP1,HPRT1,RPA2,GSDME,DGUOK,SNAPC5,CSTF3,DDB2,SSRP1,TAF1C,NUDT21,SF3A3,POLD3,POLH,BCAP31,RFC2,POLR1C,POLR2K,GTF2A2,SEC61A1,USP11
e2f targets	6.25e-10	3.41	181	TRIP13,TCF19,SPAG5,PLK4,MKI67,CKS1B,PRIM2,DSCC1,HMMR,NUP205,CCNB2,KIF2C,RFC3,CHEK2,RACGAP1,BRCA1,DEPDC1,MELK,TIPIN,MCM4,CSE1L,CDC25B,AURKA,CHEK1,LMNB1,DLGAP5,SPC25,CTPS1,HELLS,UBE2T,POLE,TOP2A,CDK4,DIAPH3,PRPS1,CDC25A,ATAD2,MCM6,USP1,NOLC1,DCLRE1B,BRCA2,ORC6,WDR90,RRM2,CDKN2A,CCNE1,CCP110,CTCF,EXOSC8,CDCA8,MCM5,BIRC5,E2F8,CKS2,DONSON,MCM3,DEK,DUT,TK1,EZH2,TIMELESS,MCM7,DNMT1,AURKB,RAD51AP1,CDKN3,RAD51C,BARD1,RPA1,PRKDC,CDK1,TACC3,PSMC3IP,SMC4,MTHFD2,RPA3,CDKN1A,MAD2L1,TMPO,PHF5A,HMGB3,PTTG1,CENPM,PCNA,RNASEH2A,CBX5,CDC20,KPNA2,RBBP7,POLA2,KIF22,LIG1,MSH2,POLE4,DDX39A,UNG,HMGB2,LBR,KIF18B,RANBP1,STAG1,TRA2B,RAD21,SMC1A,MYBL2,NCAPD2,POLD1,SLBP,ILF3,TFRC,RPA2,JPT1,ORC2,ASF1B,TUBB,PRDX4,SNRPB,STMN1,NUP153,H2AZ1,SSRP1,UBR7,XPO1,SUV39H1,UBE2S,TUBG1,DCK,MRE11,LYAR,HNRNPD,NBN,PAICS,SMC3,CNOT9,PPP1R8,CDKN2C,H2AX,GINS1,RAD1,NUDT21,RAN,DCTPP1,PSIP1,POLD3
g2m checkpoint	6.25e-10	3.15	184	EXO1,GINS2,FBXO5,RBL1,CENPF,PLK4,KIF23,MKI67,TENT4A,CKS1B,POLQ,PRIM2,TPX2,UBE2C,HMMR,CDC6,CCNB2,KIF2C,RACGAP1,KIF20B,CDC25B,AURKA,KNL1,CDC45,CHEK1,LMNB1,STIL,NDC80,POLE,TTK,TOP2A,CDK4,CDC25A,PRC1,BUB1,MCM6,RAD54L,KIF15,PBK,NOLC1,BRCA2,NUSAP1,CCNT1,ORC6,NEK2,KIF11,CTCF,ODF2,MCM5,E2F3,BIRC5,CKS2,MCM3,EZH2,CCNA2,MNAT1,AURKB,E2F2,BUB3,CDKN3,BARD1,CDK1,CCNF,TACC3,SMC4,MTF2,MAD2L1,TMPO,HMGB3,RBM14,NUP98,PTTG1,TFDP1,H2BC12,CDC20,KPNA2,NSD2,POLA2,KIF22,PTTG3P,CHAF1A,DDX39A,HOXC10,SMC2,TROAP,LBR,STAG1,TRA2B,RAD21,HMGN2,SMC1A,MYBL2,HIRA,ILF3,SLC38A1,EWSR1,RPA2,DBF4,JPT1,NUP50,SRSF10,MARCKS,KPNB1,STMN1,H2AZ1,TRAIP,XPO1,SUV39H1,UBE2S,G3BP1,ORC5,HNRNPD
interferon alpha response	6.25e-10	2.71	88	USP18,ISG15,ADAR,LAMP3,EPSTI1,LAP3,WARS1,RSAD2,PARP12,IRF9,ISG20,CXCL10,IFIT3,IFI44L,IFIH1,CXCL11,IRF1,STAT2,CASP8,PARP14,IFIT2,EIF2AK2,MX1,DDX60,SAMD9L,PLSCR1,BST2,SP110,CMPK2,OAS1,TDRD7,IFI44,UBE2L6,OASL,PARP9,IFI35,BATF2,IRF7,GBP4,RTP4,CMTR1,SELL,SLC25A28,TMEM140,PNPT1,TENT5A,B2M,TRIM26,NUB1,IFI27,NCOA7,PSMB8,PSME1,IRF2,RIPK2,LY6E,NMI,CCRL2,IFITM3,IL15,TRAFD1,LGALS3BP,HELZ2,PSMA3
interferon gamma response	6.25e-10	2.71	183	STAT1,USP18,ISG15,ADAR,EPSTI1,LAP3,PTPN2,WARS1,OAS2,RSAD2,CXCL9,PARP12,IRF9,ISG20,CXCL10,IFIT3,OAS3,IFI44L,IFIH1,TOR1B,MX2,NUP93,CXCL11,IDO1,LYSMD2,IRF1,STAT2,CASP8,CD38,ZNFX1,CD274,PARP14,IFIT2,EIF2AK2,MX1,MTHFD2,VCAM1,DDX60,SAMD9L,CDKN1A,CD86,PLSCR1,IL15RA,BST2,SP110,CMPK2,PSMB2,TDRD7,IFI44,UBE2L6,ICAM1,OASL,IFI35,XAF1,APOL6,BATF2,IRF7,PTPN6,GBP4,DDX58,RTP4,CMTR1,SOCS1,SLC25A28,TAPBP,IRF5,RAPGEF6,PNPT1,TNFSF10,HLA-DMA,IRF8,GCH1,LCP2,RNF213,B2M,TRIM26,IFIT1,CASP7,IFI27,RIPK1,GPR18,GZMA,IL10RA,TNFAIP6,PSMB8,PSMB10,RBCK1,SPPL2A,IL18BP,PSME1,IRF2,TNFAIP3,FGL2,RIPK2,SOCS3,NCOA3,PFKP,CFB,LY6E,CASP3,NMI,IFNAR2,ST3GAL5,IFITM3,IL15,TNFAIP2,TRAFD1,CFH,PTPN1,SAMHD1,LGALS3BP,STAT4,MT2A,HELZ2,PSMA3,ZBP1
mitotic spindle	6.25e-10	2.37	192	FBXO5,CEP72,CENPF,KIF23,TPX2,SASS6,CCNB2,KIF2C,RACGAP1,CENPJ,KIF20B,KNTC1,PCNT,AURKA,SSH2,LMNB1,CKAP5,DLGAP5,NDC80,TTK,TOP2A,PRC1,BUB1,KIF15,BRCA2,NUSAP1,ECT2,NEK2,KIF11,BCL2L11,BIRC5,ANLN,CDK5RAP2,STAU1,TRIO,SEPTIN9,CDK1,SMC4,PIF1,FGD6,KIF3B,KIF22,ARAP3,CEP192,ARHGEF2,SAC3D1,MYH9,SMC1A,CEP131,MARCKS,RAPGEF6,TUBGCP3,CEP250,FSCN1,SMC3,PXN,MAPRE1,MID1IP1,NF1,CCDC88A,RICTOR,MYO9B,DOCK2,PLK1,RFC1,TSC1,CSNK1D,TBCD,ESPL1,NCK1,LRPPRC,RASA2,RHOT2
mtorc1 signaling	6.25e-10	2.25	180	GMPS,NUP205,MCM4,AURKA,WARS1,PIK3R3,CACYBP,CDC25A,BUB1,TMEM97,RRM2,PLOD2,GLA,IMMT,RPA1,TXNRD1,CCNF,RPN1,MTHFD2,CDKN1A,ASNS,M6PR,SHMT2,TRIB3,DDX39A,PSMA4,SERPINH1,GGA2,UNG,DHFR,HSPD1,INSIG1,ACLY,ELOVL5,P4HA1,ITGB2,TFRC,GSK3B,HPRT1,PSMG1,SLA,PGK1,PSMB5,TUBG1,SLC2A1,SQSTM1,NFYC,CTSC,PPIA,XBP1,HSPA9,ATP2A2,HK2,ENO1,EDEM1,PDK1,PSMD14,NMT1,SYTL2,EGLN3,PLK1,DDIT4,GPI,SCD,PSAT1,PSMC4,COPS5,FGL2,RIT1,CORO1A,TPI1,PSMC2,SERP1,EPRS1,ACACA,STARD4,TBK1,PRDX1,UCHL5,LDHA,EBP,NFIL3,LDLR,PITPNB,TCEA1
myc targets v1	6.25e-10	2.64	180	CDK2,MCM4,RNPS1,RFC4,TYMS,CDC45,CTPS1,CDK4,MCM6,USP1,NOLC1,MCM5,DEK,DUT,CCNA2,MCM7,BUB3,RRM1,MRPL9,MAD2L1,HDGF,TFDP1,EIF3B,PCNA,CBX3,STARD7,SNRPG,CDC20,PSMB2,KPNA2,LSM2,PSMA4,CCT4,HSPD1,ACP1,RANBP1,TRA2B,SET,FAM120A,NCBP1,NCBP2,ILF2,HPRT1,PSMA1,KARS1,ORC2,PRDX4,KPNB1,CCT2,H2AZ1,CCT7,XPO1,PGK1,CSTF2,G3BP1,POLE3,DHX15,HNRNPD,PPM1G,IARS1,CCT3,HDAC2,SRM,SNRPD1,SNRPA,MRPS18B,VBP1,PPIA,SNRPA1,CAD,AIMP2,UBA2,RAN,CCT5,SRSF7,PSMB3,NDUFAB1,U2AF1,PSMD14,APEX1,HNRNPR,TRIM28,ERH,TARDBP,PABPC4,PRPF31,PRPS2,SNRPB2,SRSF1,HNRNPU,PSMD7,PSMC4,COPS5,YWHAQ,PSMD3,FBL,VDAC3,DDX21,EPRS1,PTGES3,SRSF3,HNRNPA2B1,SLC25A3,COX5A,SF3A1
estrogen response early	1.56e-08	-2.1	181	AR,SULT2B1,CLIC3,SYNGR1,CCND1,KLK10,TFF3,DEPTOR,KRT13,GREB1,THSD4,SLC7A2,KLF4,PGR,HSPB8,CA12,AREG,RAPGEFL1,TFAP2C,KRT15,TSKU,MLPH,GJA1,CCN5,RHOD,KAZN,SLC24A3,MAST4,TPD52L1,SLC1A1,ANXA9,WFS1,RETREG1,AQP3,ZNF185,WWC1,SEMA3B,PAPSS2,NPY1R,IGFBP4,PDLIM3,TTC39A,EGR3,PLAAT3,DYNLT3,FOS,GAB2,RBBP8,FAM102A,CXCL12,LAD1,RAB17,ENDOD1,OLFML3,ADCY1,RARA,RPS6KA2,MINDY1,ABLIM1
myc targets v2	1.21e-07	2.3	52	PLK4,MCM4,CDK4,NOLC1,TMEM97,MCM5,CBX3,UNG,SUPV3L1,HSPD1,PPRC1,LAS1L,BYSL,PUS1,SRM,MRTO4,TFB2M,AIMP2,HK2,DCTPP1,NIP7,RCL1,EXOSC5,PLK1,TBRG4,TCOF1
