pathway	padj	NES	size	leadingEdge
e2f targets	1.48e-09	2.25	181	HMMR,CDK1,DLGAP5,SPAG5,TRIP13,CKS2,MTHFD2,EZH2,PRDX4,TOP2A,SPC25,CDKN3,MYC,MELK,PAICS,DSCC1,CENPE,LMNB1,RAD51AP1,MKI67,TIMELESS,UBE2T,RRM2,RAN,CDCA8,KIF2C,DIAPH3,RFC3,SNRPB,KPNA2,DDX39A,BIRC5,LYAR,DCTPP1,CDCA3,POLD2,RNASEH2A,AK2,RANBP1,GSPT1,POP7,TK1,STMN1,CDK4,HUS1,IPO7,CDC25A,BRCA1,MSH2,CHEK1,MCM7,ASF1B,PLK1,MCM2,SLBP,SMC4,NOLC1,CSE1L,PRKDC,RAD1,PTTG1,TACC3,HMGB3,UNG,POLE,PLK4,MYBL2,CCNB2,MAD2L1,ESPL1,AURKB,TP53,MCM4,CENPM,JPT1,ING3,TUBB,SRSF1,CCNE1,ORC2,GINS4,SSRP1,H2AX
epithelial mesenchymal transition	1.48e-09	-2.1	187	GPX7,TPM1,MYL9,DPYSL3,MYLK,LGALS1,PDLIM4,ACTA2,TPM2,FERMT2,SNAI2,COL7A1,GLIPR1,EMP3,NID2,CAPG,HTRA1,EFEMP2,IGFBP4,MATN2,CALD1,PMP22,GPC1,GJA1,SGCB,BMP1,TGFBR3,FGF2,FBN2,ECM1,SDC1,CD44,ITGA5,CXCL12,QSOX1,NT5E,ITGA2,ANPEP,CAP2,CCN1,ID2,FLNA,ECM2,DST,TIMP1,GAS1,DKK1,RGS4,FSTL3,RHOB,ITGB3,ENO2,COL8A2,FAS,COL16A1,MMP2,SNTB1,PCOLCE2,VEGFA,COL6A2,LAMA3,TNC,EDIL3,SGCG,COL5A1,COL5A3,VEGFC,WIPF1,TIMP3,SGCD,SCG2,BASP1,LOXL1,CXCL1,FBLN1
g2m checkpoint	1.48e-09	2.19	179	TTK,HMMR,CDK1,NUSAP1,CKS2,STIL,H2BC12,EZH2,TOP2A,PBK,CDKN3,KIF11,CENPF,BUB1,MYC,CENPE,EXO1,LMNB1,TPX2,CCNA2,ODC1,MKI67,SLC7A1,KIF23,CDC45,KIF2C,RAD23B,ATF5,KPNA2,PRC1,E2F3,SMARCC1,KNL1,DDX39A,BIRC5,G3BP1,NUP50,HIF1A,ORC5,PRMT5,LIG3,GSPT1,FBXO5,KPNB1,NCL,STMN1,CDK4,EGF,HUS1,CDC25A,POLQ,RAD54L,CHEK1,TRAIP,KIF15,PLK1,MCM2,UBE2C,SMC4,NOLC1,ODF2,PTTG3P,CDC6,PTTG1,TROAP,TACC3,TLE3,BUB3,HMGB3,SFPQ,POLE,PLK4,MYBL2,TFDP1,CCNB2,MAD2L1,ESPL1,AURKB,UPF1,DBF4,KIF20B,JPT1,SRSF1,NUMA1
myc targets v1	1.48e-09	2.61	169	NOP16,CCT2,PRDX4,APEX1,CBX3,EIF3J,XPOT,MYC,RPL18,YWHAQ,GLO1,RPS6,CCNA2,ODC1,CCT3,TXNL4A,AIMP2,RAN,RPL14,ABCE1,RRP9,CDC45,RAD23B,PABPC4,SRM,HPRT1,KPNA2,DDX21,HDAC2,SMARCC1,EPRS1,EIF3B,EIF1AX,SSBP1,LDHA,RPL34,PPIA,G3BP1,RUVBL2,ILF2,SNRPA,IARS1,HSPD1,POLD2,IFRD1,RSL1D1,CCT7,RANBP1,COPS5,NCBP2,GSPT1,SRPK1,KPNB1,CDK4,CYC1,MCM7,ACP1,PSMD3,PPM1G,EIF3D,MCM2,CLNS1A,DHX15,VBP1,PSMC6,PSMA1,COX5A,NOLC1,CCT5,TOMM70,EIF4E,FAM120A,PTGES3,HDGF,BUB3,CSTF2,C1QBP,TRIM28,LSM7,TFDP1,MAD2L1,PSMB3,CANX,CAD,PSMD8,MCM4,SRSF1,TUFM,NHP2,CDK2,ORC2,MRPL23,MRPL9,MRPS18B,RPS5,PSMA4,NDUFAB1,CDC20,YWHAE,NCBP1,SNRPD3,SNRPA1,POLE3,FBL,ERH
myogenesis	1.96e-08	-2.07	177	ITGB4,MYLK,PTGIS,SORBS3,TPM2,SMTN,SORBS1,SSPN,DENND2B,CTF1,MEF2C,PPP1R3C,MYH11,EFS,LARGE1,CKB,NAV2,PRNP,LPIN1,LDB3,FGF2,SVIL,CFD,GPX3,AGL,NCAM1,BIN1,FXYD1,CKMT2,BDKRB2,FABP3,GNAO1,DMPK,PYGM,COX7A1,ACTC1,MEF2A,IGFBP7,FHL1,IGF1,CLU,GSN,DMD,CACNA1H,FST,SOD3,SGCA,REEP1,GABARAPL2,ITGA7,CNN3,WWTR1,COL6A2,KCNH2,SGCG,MYL6B,CKM,SH3BGR,SGCD,NOS1,CASQ2,ACTA1,TPD52L1,KLF5,MYOM1
myc targets v2	4.26e-07	2.43	50	NOP16,CBX3,MYC,PRMT3,TFB2M,BYSL,WDR43,MRTO4,HK2,AIMP2,RRP9,TMEM97,SRM,RRP12,EXOSC5,FARSA,MPHOSPH10,DCTPP1,HSPD1,PES1,NOP2,CDK4,SLC29A2,RCL1,NIP7,MYBBP1A,PLK1,NOLC1,PPRC1,IMP4,UNG,WDR74,PLK4,GRWD1,TCOF1,MCM4
apical junction	1.14e-06	-1.91	182	ITGB4,ACTG2,CX3CL1,MYL9,ADAMTS5,SORBS3,DSC3,MPZL2,ITGA3,NFASC,COL9A1,MAP3K20,FLNC,BMP1,LAMB3,CDH3,COL17A1,PARD6G,GNAI2,CNN2,VCL,RRAS,CLDN11,JAM3,ITGA2,ARHGEF6,INSIG1,ITGA9,NLGN3,NEXN,ARPC2,NLGN2,EPB41L2,ACTC1,SGCE,CNTN1,ACTB,CERCAM,LAYN,CAP1,ADAM23,MAPK14,COL16A1,PARVA,MMP2,CLDN5,TRAF1,LAMA3,KCNH2,ICAM2,RSU1,ALOX15B,IRS1,MSN,MVD,ACTA1,SYK,ACTN1,CDH6,WNK4,NRTN,NECTIN1,TMEM8B,SIRPA,SLIT2
hypoxia	1.98e-05	-1.79	184	NR3C1,TGFB3,CAV1,SRPX,PPP1R3C,LARGE1,PGM1,PPARGC1A,GPC1,PKP1,PRDX5,CSRP2,CDKN1B,HEXA,IER3,PRKCA,ANGPTL4,AKAP12,CAVIN1,SLC2A5,CHST3,CAVIN3,CCN1,GCNT2,SDC2,LXN,PYGM,ILVBL,PLIN2,ADORA2B,ALDOC,SULT2B1,CDKN1C,BNIP3L,BCL2,CHST2,NAGK,PFKP,ENO2,DDIT4,TPST2,WSB1,IDS,CA12,ACKR3,PLAC8,MT1E,VEGFA,TPBG,UGP2,COL5A1,RORA,CCN5,GLRX,MXI1,XPNPEP1,TMEM45A,TES,SLC37A4,HK1,DCN,PGF,PFKFB3
uv response dn	3.73e-05	-1.85	129	PLPP3,NR3C1,MAGI2,FHL2,EFEMP1,CAV1,GRK5,SNAI2,ID1,PEX14,KIT,ATP2B4,SMAD7,BMPR1A,PMP22,LPAR1,RND3,GJA1,TGFBR3,ADD3,CDKN1B,KCNMA1,SMAD3,PRKCA,TGFBR2,INSIG1,CELF2,CAP2,CCN1,MRPS31,SDC2,ADORA2B,ADGRL2,FYN,MET,SLC22A18,TFPI,PRKCE,MMP16,RGS4,MAP1B,ITGB3,RXRA,PPARG,MAPK14,MT1E,ARHGEF9,SPOP,PRDM2,IRS1,SRI,ANXA4,RASA2,BDNF,PRKAR2B,ATXN1
unfolded protein response	5.55e-05	1.93	99	SRPRB,TARS1,MTHFD2,SERP1,XPOT,ASNS,EIF2AK3,PSAT1,SLC30A5,PDIA6,RRP9,EEF2,YIF1A,XBP1,ALDH18A1,SPCS3,EIF4EBP1,EXOSC5,GEMIN4,WIPI1,HYOU1,IARS1,NOP14,HSPA9,CNOT6,CALR,EDEM1,EXOSC4,TUBB2A,EIF4G1,NOLC1,NABP1,SLC1A4,EIF4E,POP4,SRPRA,LSM4,TATDN2,NHP2,ERN1,H2AX,DNAJA4,EXOSC9,DNAJC3
