pathway	padj	NES	size	leadingEdge
allograft rejection	5.00e-10	2.25	178	STAT1,CXCL9,TIMP1,IGSF6,THY1,TAP2,LYN,WARS1,IFNGR1,C2,RIPK2,TAPBP,GZMB,IRF8,TGFB2,LIF,IL4R,BCAT1,CCR1,MMP9,ABCE1,IFNG,MRPL3,FAS,PTPN6,LCP2,IL27RA,TRAF2,HIF1A,CCND2,GLMN,INHBA,IL2RA,SOCS5,ITGB2,CSK,TLR2,ETS1,MAP3K7,ICAM1,F2R,DYRK3,NCK1,CD80,BRCA1,EIF3D,CD86,GPR65,ST8SIA4,FYB1,CCL22,HLA-DOA,UBE2D1,IL6,CAPG,RPS19,NOS2,CDKN2A,RPL39,ICOSLG,KLRD1,CCL2,HLA-E,HLA-DMB,IFNAR2,HLA-DQA1,TRAT1,UBE2N,FLNA,EREG,SRGN,CXCL13,PTPRC,RARS1,FGR,IL2RB,NLRP3,LY86,PRF1,SOCS1,EIF3J,IL11
e2f targets	5.00e-10	3.31	180	CDC25B,CDK4,CTPS1,DNMT1,SUV39H1,MCM7,MCM2,SNRPB,CSE1L,TK1,CCNE1,TUBB,TRIP13,ASF1B,CHEK1,DDX39A,KIF2C,ATAD2,PAICS,MCM5,MCM6,MKI67,IPO7,RFC3,TOP2A,TACC3,POLA2,LYAR,STMN1,PRIM2,NUP107,UBE2T,NOLC1,LBR,AURKB,SPC25,ESPL1,NAP1L1,BARD1,TP53,NBN,H2AX,BIRC5,TIMELESS,MCM3,PTTG1,DCLRE1B,MELK,SSRP1,CDC20,SYNCRIP,CDCA8,SPAG5,PSMC3IP,CDC25A,MRE11,RNASEH2A,TFRC,PRKDC,RRM2,TIPIN,CCNB2,CDKN3,GINS4,XPO1,NUP153,KIF22,RFC2,PLK4,MTHFD2,CDK1,DSCC1,DLGAP5,DCTPP1,GINS3,PPP1R8,RAD51AP1,PCNA,LIG1,DEPDC1,MCM4,BRCA2,CENPE,MYBL2,POLD2,HMGB3,NCAPD2,MYC,CKS2,MAD2L1,RBBP7,MSH2,SMC4,ZW10,POLD3,POP7,POLD1,LMNB1,NASP,EZH2,GSPT1,DONSON,HMMR,SRSF1,DEK,RPA1,PLK1,KPNA2,BRCA1,CKS1B,HUS1,RPA2,CDCA3,TCF19,RAD1,NUDT21,EXOSC8,RAD21,HMGB2,ANP32E,SMC3,CNOT9,ILF3,HELLS,PDS5B,GINS1,CENPM,WEE1,SLBP,USP1,EIF2S1,WDR90,H2AZ1,ORC6,EED,CDKN2A,CBX5,UBE2S,RPA3,HMGA1,SMC1A,SMC6,TMPO,ORC2,PHF5A
epithelial mesenchymal transition	5.00e-10	2.81	187	COL5A2,MXRA5,COL1A1,PMEPA1,SPP1,LOX,COL12A1,PLOD1,TNFRSF11B,TNFRSF12A,COL4A1,P3H1,TGFBI,TIMP1,COLGALT1,SERPINH1,PLOD3,THY1,COL3A1,FAP,CDH11,CTHRC1,VCAN,CD44,MCM7,THBS2,ITGB1,SFRP4,BGN,COL6A3,COL4A2,CALU,TGM2,CXCL1,PDGFRB,BMP1,WNT5A,VCAM1,CXCL8,MMP14,SERPINE1,COL5A1,MMP3,ECM1,ITGB5,IL32,LOXL2,COL11A1,FAS,NID2,SPARC,LGALS1,PLAUR,ITGA5,MATN3,GPX7,TNFAIP3,LAMC2,DKK1,CXCL6,LUM,ITGA2,LAMC1,INHBA,GLIPR1,THBS1,TNC,FN1,SPOCK1,MEST,HTRA1,ENO2,COPA,IGFBP3,GJA1,TFPI2,MMP1,NNMT,FBN1,VEGFC,GREM1,GEM,FSTL3,LRP1,WIPF1,NT5E,PCOLCE,PVR,ELN,MMP2,PFN2,COL7A1,CALD1,IL6,GPC1,CAPG,CDH6,CAP2,DAB2,SGCB,EFEMP2,LRRC15,DPYSL3
g2m checkpoint	5.00e-10	3.05	179	CDC25B,CDK4,SUV39H1,TPX2,MCM2,ODC1,EXO1,RASAL2,CHEK1,E2F3,KPNB1,DDX39A,KIF2C,CDC45,MCM5,MCM6,MKI67,TOP2A,TACC3,POLA2,PRMT5,KIF5B,KIF23,STMN1,PRIM2,CENPF,NOLC1,LBR,UBE2C,AURKB,BUB1,ESPL1,BARD1,STIL,PRC1,CHAF1A,H2AX,BIRC5,RAD54L,NDC80,TNPO2,MCM3,PTTG1,CDC20,SYNCRIP,CDC25A,CDC6,POLQ,NCL,FBXO5,TFDP1,HIF1A,CCNB2,CDKN3,PBK,HOXC10,XPO1,KIF22,NUSAP1,PLK4,NEK2,CDK1,SLC7A1,PML,CDC7,KIF20B,KIF15,SNRPD1,NUP98,ODF2,BRCA2,CENPE,MYBL2,TTK,HMGB3,BUB3,TROAP,MYC,CKS2,MAD2L1,KIF11,SMC4,SMC2,LMNB1,NASP,EZH2,GSPT1,HMMR,SRSF1,PLK1,GINS2,KPNA2,SLC7A5,CCNA2,CKS1B,HUS1,RBL1,SLC38A1,RPA2,INCENP,MAP3K20,H2AZ2,KNL1,LIG3,RAD21,TRAIP,CUL1,H2BC12,ILF3,CBX1,PDS5B,MTF2,G3BP1,ORC5,H2AZ1,ORC6,E2F1,PTTG3P,UBE2S,SMARCC1,SQLE,RAD23B,HMGA1,SMC1A,CUL4A,TMPO,KATNA1,DBF4,TRA2B,WRN
inflammatory response	5.00e-10	2.25	197	RELA,CXCL9,APLNR,TIMP1,CXCL10,LYN,GNA15,CD55,BST2,OLR1,CLEC5A,RIPK2,RGS16,ADRM1,NFKB1,TAPBP,CXCL11,LIF,LAMP3,CYBB,IL4R,CXCL8,MMP14,SERPINE1,ABCA1,OSMR,OSM,PDPN,TNFRSF1B,HAS2,TNFAIP6,PLAUR,ITGA5,CD14,LCP2,SELE,HIF1A,CXCL6,ADORA2B,CALCRL,P2RX7,SLC7A1,C5AR1,INHBA,AQP9,ITGB8,IRAK2,MSR1,MYC,GNAI3,TLR2,NAMPT,FPR1,RHOG,PTPRE,NMI,CCL20,ICAM1,HRH1,LY6E,TNFRSF9,C3AR1,EIF2AK2,CCL22,PVR,ATP2A2,AXL,GCH1,IL6,RGS1,KIF1B,AHR,TNFSF9,IL1A,CMKLR1,ATP2C1,NOD2,ICOSLG,SPHK1,CCL2,CD70,GPR132,IRF1,CSF3R,IL15RA
interferon gamma response	5.00e-10	2.49	172	STAT1,STAT3,CXCL9,IDO1,CXCL10,WARS1,ADAR,BST2,TNFAIP2,RIPK2,NFKB1,TAPBP,CXCL11,IRF8,GBP4,PFKP,IL4R,NLRC5,VCAM1,SP110,UPP1,EPSTI1,PLSCR1,IFIT2,NOD1,PARP14,UBE2L6,PSMB2,FAS,TNFAIP6,PTPN6,LCP2,TNFAIP3,IFI44L,IFIT1,HIF1A,MTHFD2,PML,HELZ2,CD274,PTGS2,RBCK1,PTPN1,OAS2,METTL7B,NAMPT,FPR1,TOR1B,IFITM2,NMI,CASP8,ICAM1,STAT2,IFIT3,IL18BP,IFI35,PSMA3,SAMHD1,LY6E,PSME1,BATF2,NUP93,PTPN2,CD86,PLA2G4A,PELI1,OGFR,ST8SIA4,EIF2AK2,OAS3,LATS2,PNPT1,CMTR1,GCH1,VAMP5,IL6,C1S,TRIM26,LYSMD2,CMKLR1,SERPING1,SOCS3,IFITM3,CCL2,ISG15,IRF1,IL15RA,MARCHF1,IFNAR2,SRI,RNF213,HLA-DQA1,PSMB8,IFI44
mitotic spindle	5.00e-10	2.21	183	MYH9,TPX2,MAPRE1,FGD6,CKAP5,RASAL2,KLC1,KIF2C,TOP2A,KIF5B,KIF23,CENPF,BUB1,ESPL1,TRIO,PRC1,BIRC5,NDC80,ARAP3,CEP250,RASA2,EPB41L2,ECT2,FBXO5,CCNB2,KNTC1,KIF22,ANLN,NUSAP1,NEK2,CDK1,DLGAP5,SPTAN1,CNTROB,KIF20B,KIF15,CEP72,BRCA2,CENPE,TTK,ACTN4,MYH10,KIF11,SMC4,MID1,DYNC1H1,CYTH2,LMNB1,TUBGCP3,SEPTIN9,NCK1,PLK1,PLEKHG2,NF1,VCL,WASF1,RALBP1,INCENP,PKD2,CENPJ,SMC3,PCM1,CLIP2,LRPPRC,HOOK3,KIF1B,SASS6,MYO1E,KPTN,ARL8A,MAP1S,SMC1A,NCK2,KATNA1,RABGAP1,KIF3C,STAU1,ARHGEF7,TUBGCP2,STK38L,FSCN1,FLNA,RANBP9,ALMS1,MAP3K11,TUBA4A
myc targets v1	5.00e-10	3.12	167	CAD,CDK4,CCT7,CTPS1,HDGF,MCM7,MCM2,ODC1,RUVBL2,EIF3B,CCT2,SRM,SF3B3,RRP9,DDX18,PSMC4,CCT4,PGK1,KPNB1,CCT3,FBL,CDC45,MCM5,MCM6,RSL1D1,PSMD3,TYMS,DDX21,ABCE1,PSMD14,ILF2,PPIA,NOLC1,AIMP2,NAP1L1,CCT5,SNRPA,YWHAQ,XPOT,PSMB3,PSMB2,MRPL9,LDHA,PSMA1,CSTF2,CDC20,SYNCRIP,TFDP1,EPRS1,CDK2,PWP1,XPO1,TRIM28,POLE3,IARS1,CBX3,HNRNPR,RNPS1,SSB,EIF4G2,PRPF31,PCNA,PSMA4,NCBP2,MCM4,PPM1G,SNRPD1,POLD2,EIF4H,BUB3,MYC,HSPD1,MAD2L1,EIF2S2,PSMD7,VBP1,DHX15,SNRPG,NCBP1,PSMD1,SNRPD2,GSPT1,SRSF1,DEK,KPNA2,CCNA2,EIF3D,CYC1,APEX1,PTGES3,SRPK1,SRSF7,COPS5,PCBP1,PSMD8,RPL18,PRDX3,CUL1,U2AF1,PHB,RPS5,USP1,G3BP1,EIF2S1,SNRPA1,H2AZ1,ERH,SMARCC1,GLO1,RAD23B,SSBP1,RPL22,ORC2,TUFM,VDAC3,TRA2B,SNRPB2,NHP2,UBE2E1,SERBP1,LSM2,C1QBP,RRM1,PA2G4,SRSF3,CANX,HDAC2,RANBP1,TOMM70,LSM7,SF3A1,CLNS1A,EIF3J
myc targets v2	5.00e-10	2.73	49	CDK4,NOP2,SRM,EXOSC5,IMP4,RRP12,RRP9,DDX18,MRTO4,MCM5,PPRC1,NOC4L,NOLC1,AIMP2,FARSA,LAS1L,MYBBP1A,RABEPK,GRWD1,CBX3,PLK4,DCTPP1,PES1,MPHOSPH10,MCM4,BYSL,MYC,WDR43,HSPD1,WDR74,TFB2M,PLK1,PRMT3,MAP3K6,UTP20,TCOF1,RCL1,SUPV3L1,PHB
tnfa signaling via nfkb	5.00e-10	2.3	179	PLAU,PMEPA1,RELA,RNF19B,BHLHE40,CXCL10,PANX1,CD44,OLR1,ETS2,TNFAIP2,RIPK2,NFKB1,CXCL11,CXCL1,LIF,RELB,TGIF1,SERPINE1,NFKBIE,ABCA1,IFIT2,MAP3K8,TNFAIP6,PLAUR,SPSB1,PFKFB3,PLK2,SLC16A6,TNFAIP3,NINJ1,IL23A,CEBPB,CXCL6,SQSTM1,PLEK,MSC,INHBA,PTGS2,TNC,EFNA1,TRIP10,NFAT5,FJX1,MYC,TLR2,NAMPT,PTPRE,LITAF,BCL2A1,CD83,CCL20,ICAM1,TANK,CD80,GEM,IER5,TNFRSF9,BCL6,NFIL3,GFPT2,REL,GCH1,PHLDA2,IL6,TNFSF9,IL1A,PHLDA1,CLCF1,KLF10,SERPINB8,B4GALT5,DENND5A,SOCS3,ICOSLG,SPHK1,CCL2,IRF1,IL15RA,JUNB
