pathway	padj	NES	size	leadingEdge
e2f targets	5.00e-10	2.96	181	TFRC,GINS1,RNASEH2A,RAD51AP1,EIF2S1,SNRPB,KIF2C,TRIP13,BIRC5,RAD1,TIMELESS,POLE4,CDCA8,CDC25B,SSRP1,ATAD2,STMN1,MELK,CDC20,CDKN3,DSCC1,PRKDC,CDK1,ILF3,MCM4,BRCA2,CTPS1,MTHFD2,MKI67,CENPE,CCNE1,CKS2,MCM3,PLK4,DCLRE1B,DEPDC1,TK1,PLK1,CHEK1,AURKB,DONSON,CCNB2,SMC6,RAD21,PCNA,DLGAP5,DCTPP1,UBE2T,MCM7,IPO7,TUBB,PRIM2,MCM2,RRM2,BRCA1,HMGB3,MCM6,TOP2A,SPC25,POLA2,NCAPD2,MAD2L1,GINS4,H2AX,CDC25A,RAN,LYAR,NUP107,XPO1,TACC3,HELLS,LMNB1,POP7,HMMR,MYBL2,TIPIN,DEK,DNMT1,PAICS,KIF18B,DUT,POLD3,KPNA2,CKS1B,RFC2,SUV39H1,CSE1L,MSH2,PHF5A,CDK4,CNOT9,SPAG5,PSMC3IP,NOLC1,PTTG1,NBN,RPA3,ASF1B,RFC3,H2AZ1,MCM5,DIAPH3,SMC4,NUP153,POLE,CDCA3,USP1,HUS1,JPT1,RANBP1,BRMS1L,POLD1,NASP,SMC3,PRDX4,MYC,CENPM,DDX39A,TRA2B,CDKN1A
epithelial mesenchymal transition	5.00e-10	2.46	187	PLOD1,LAMA3,MMP3,SNAI2,LAMC2,PTHLH,MMP1,CALU,SPP1,COL4A1,ITGA5,SERPINE1,COLGALT1,TNC,FSTL3,PMEPA1,INHBA,CXCL8,PLOD3,COPA,TGFBI,ADAM12,LGALS1,PFN2,DST,PLAUR,P3H1,TNFRSF12A,COL4A2,FBN2,LOXL2,COL7A1,PLOD2,MCM7,RHOB,TNFAIP3,SERPINH1,ITGB1,MATN3,ITGA2,DKK1,TPM1,CD44,TGM2,NID2,ITGAV,ENO2,CXCL1,LAMC1,TFPI2,FN1,MMP14,COL5A2,COL12A1,JUN,FAP,VEGFA,POSTN,FLNA,SPOCK1,COL5A3,IL6,COL5A1,BMP1,COL16A1,CTHRC1,IGFBP3,CCN1,THBS2,IL15,SGCB,NT5E,PPIB,COL6A3,VEGFC,CDH2,THBS1,MEST,GREM1,CXCL6,GJA1,LOX,IL32,COL1A1,BGN,FERMT2,SAT1,GADD45A,SCG2,COL11A1,AREG,BASP1,CDH11,SPARC,MFAP5,PDGFRB,ANPEP,TIMP1,MMP2,GPX7,HTRA1,LAMA1,LUM,GLIPR1,COL3A1,ITGB3,CCN2
g2m checkpoint	5.00e-10	2.65	179	UBE2C,ODF2,TPX2,KIF2C,STIL,BIRC5,G3BP1,RAD54L,CDC25B,STMN1,CDC20,NEK2,CDC7,EXO1,CDKN3,CDK1,ILF3,CDC45,BRCA2,MKI67,CENPE,CKS2,MCM3,DBF4,HNRNPU,TTK,PLK4,PLK1,ODC1,CHEK1,SQLE,AURKB,CCNB2,CENPF,NDC80,RAD21,FBXO5,TROAP,PRIM2,MCM2,SNRPD1,CDC6,SLC7A5,HMGB3,PRC1,MCM6,TOP2A,POLA2,CHAF1A,BUB1,MAD2L1,H2AX,CDC25A,MNAT1,NUSAP1,HOXC10,CUL1,KNL1,HIF1A,ORC5,CCNA2,XPO1,TACC3,LMNB1,BUB3,HMMR,MYBL2,KIF5B,SMC2,GINS2,POLQ,KPNA2,CKS1B,SUV39H1,KIF23,CDK4,KIF20B,KIF11,PBK,NOLC1,PTTG1,H2AZ1,H2BC12,MCM5,SMC4,RBL1,PML,POLE,E2F3,WRN,FANCC,HUS1,JPT1,E2F1,NASP,PRMT5,MYC,SRSF10,DDX39A,TRA2B,TFDP1,PTTG3P,KPNB1,KATNA1,H2AZ2,GSPT1,KIF22,SYNCRIP,NCL,RBM14,DR1,KIF15,TRAIP,EWSR1,TMPO,ABL1,STAG1,SLC38A1,ORC6,MAP3K20,TNPO2,MARCKS,MTF2,CBX1,UBE2S,CASP8AP2
inflammatory response	5.00e-10	2.19	198	OSMR,ICAM1,PDPN,MET,RTP4,ITGA5,SERPINE1,ADM,INHBA,CXCL8,EIF2AK2,TPBG,IL1B,BST2,HRH1,TLR2,CXCL11,PLAUR,ADGRE1,NMI,RIPK2,LY6E,LAMP3,CXCL10,OLR1,HAS2,CHST2,TNFSF10,TNFAIP6,C5AR1,ABCA1,PCDH7,HIF1A,ATP2B1,MMP14,P2RX4,AHR,IL6,TAPBP,LDLR,CCRL2,ADORA2B,DCBLD2,ATP2C1,IL12B,CXCL9,SPHK1,IL15RA,IRF1,IL15,IRF7,OSM,HBEGF,EDN1,AQP9,CXCL6,MYC,SLC31A2,CCL7,TNFRSF9,CD70,CDKN1A,IL7R,CSF3R,RGS16,PTPRE,CLEC5A,NFKB1,CCL20,TNFSF9,CD14,ADRM1,RGS1,SGMS2,LYN,PTAFR,SLC31A1,MSR1,TIMP1,CXCR6,CCL5,IL18R1,ITGB3,IFNGR2,LIF,NFKBIA,NLRP3,AXL
interferon alpha response	5.00e-10	2.57	78	IFI27,RTP4,LGALS3BP,ISG15,OASL,DDX60,EIF2AK2,WARS1,BATF2,IFI44,PROCR,BST2,RSAD2,EPSTI1,CXCL11,PARP9,PARP12,IFIT3,NMI,RIPK2,LY6E,MX1,LAMP3,CXCL10,DHX58,STAT2,UBE2L6,PNPT1,ADAR,IRF9,IFIH1,IFI44L,PARP14,SLC25A28,IFI35,CMTR1,IFIT2,CCRL2,PLSCR1,IRF1,IL15,HELZ2,IRF7
interferon gamma response	5.00e-10	2.42	172	PSMB2,IFI27,ICAM1,RTP4,LGALS3BP,STAT3,ISG15,XAF1,RBCK1,OAS3,OASL,DDX60,EIF2AK2,MTHFD2,PTGS2,WARS1,BATF2,IFI44,BST2,RSAD2,EPSTI1,STAT1,CXCL11,IFIT1,PSMA2,PARP12,IFIT3,TNFAIP3,NMI,RIPK2,LY6E,MX1,CXCL10,IDO1,TNFSF10,DHX58,TNFAIP6,PTPN2,STAT2,UBE2L6,PNPT1,ADAR,IRF9,NUP93,HIF1A,IFIH1,TOR1B,IFI44L,PNP,METTL7B,PARP14,SLC25A28,IFI35,SOCS3,CASP7,CMTR1,PTPN1,IL6,IFIT2,TAPBP,CD274,CXCL9,IL15RA,PLSCR1,IRF1,IL15,HELZ2,IRF7,PML,OAS2,RNF213,PSMA3,CD86,UPP1,PSMB8,BPGM,SPPL2A,CCL7,CDKN1A,MVP,APOL6,DDX58,TRIM21,IFNAR2,CFB,SOCS1,NFKB1
mtorc1 signaling	5.00e-10	2.4	175	TFRC,STARD4,STC1,ACLY,RPN1,HSPA5,P4HA1,PSMB5,HPRT1,PITPNB,PSMA4,MCM4,GMPS,MTHFD2,WARS1,PLK1,SQLE,PNO1,PSMD12,PSMD14,PSMC2,STIP1,SLC7A11,PSME3,TXNRD1,PLOD2,ABCF2,SLC2A1,SERPINH1,MCM2,MLLT11,RRM2,SLC7A5,CALR,PGK1,RRP9,BUB1,PSMG1,CDC25A,HSPD1,CTSC,PNP,CTH,PPIA,GLA,NUFIP1,YKT6,PSMC4,EIF2S2,RDH11,SHMT2,BCAT1,DDIT4,HK2,COPS5,LDHA,NFIL3,SLC1A5,ARPC5L,TMEM97,LDLR,TBK1,LGMN,PIK3R3,PDAP1,GPI,POLR3G,SQSTM1,PSMA3,PSMD13,TRIB3,TES,SLC1A4,DDX39A,CDKN1A,NMT1,HMBS,MTHFD2L,ACACA,UNG,PSPH,DHCR7,CACYBP,ASNS,SDF2L1
myc targets v1	5.00e-10	2.63	169	PSMB2,SRM,CCT5,EIF2S1,CCT3,G3BP1,HPRT1,CDC20,PSMA4,PSMA1,MCM4,CDC45,CTPS1,PWP1,EIF3B,HNRNPU,PTGES3,ODC1,PRPS2,PRPF31,PCNA,PSMD14,PSMA2,CDK2,CCT4,DDX21,MCM7,ABCE1,NCBP2,CAD,PSMB3,MRPL9,MCM2,SNRPD1,GLO1,HDGF,PGK1,NCBP1,MCM6,RRP9,CBX3,MAD2L1,PSMD3,RAN,HSPD1,CUL1,CCNA2,XPO1,DDX18,AIMP2,SNRPA1,PPIA,BUB3,HNRNPR,FAM120A,DEK,CCT7,RNPS1,RRM1,TYMS,DUT,VBP1,PSMC4,EIF2S2,KPNA2,SNRPG,COPS5,LDHA,CDK4,ERH,ILF2,SNRPD2,HDAC2,YWHAQ,POLE3,IARS1,NOLC1,ACP1,H2AZ1,MCM5,PSMD8,PPM1G,CNBP,USP1,DHX15,PSMD7,SNRPA,APEX1,SRSF7,RANBP1,PHB,PRDX4,MYC,TRA2B,TFDP1,TRIM28,KPNB1,CCT2,GSPT1,SYNCRIP,POLD2,PRDX3,SNRPD3,NDUFAB1,LSM2,STARD7,UBE2L3,SRPK1,CANX,CYC1,YWHAE,LSM7,NOP16,SRSF3,PSMC6,RUVBL2,IFRD1
myc targets v2	5.00e-10	2.5	49	SRM,MCM4,PPRC1,BYSL,WDR74,PRMT3,PLK4,PLK1,UTP20,DCTPP1,RRP12,RRP9,CBX3,MRTO4,HSPD1,DDX18,AIMP2,PES1,GRWD1,FARSA,HK2,CDK4,NOP2,TMEM97,RCL1,TFB2M,NOLC1,SUPV3L1,MCM5,NIP7,MYBBP1A,PHB,MYC,EXOSC5,TCOF1,UNG,PUS1,RABEPK,IMP4
tnfa signaling via nfkb	5.00e-10	2.26	180	ICAM1,F2RL1,PLAU,PANX1,SERPINE1,FJX1,TNC,CEBPB,PMEPA1,INHBA,RELB,PTGS2,IL1B,TLR2,CXCL11,PLAUR,ACKR3,EFNA1,LAMB3,MSC,BIRC2,RHOB,TNFAIP3,RIPK2,CXCL10,OLR1,KLF10,TNFAIP6,RNF19B,ABCA1,CD44,IFIH1,CD80,TNIP2,CXCL1,TRIB1,ATP2B1,SPSB1,PHLDA2,JUN,VEGFA,NFIL3,SOCS3,IL6,PFKFB3,IFIT2,LDLR,CCRL2,BMP2,TGIF1,LITAF,IL12B,SPHK1,CCN1,GFPT2,IL15RA,IRF1,TIPARP,HBEGF,EDN1,DRAM1,EGR2,SQSTM1,ETS2,FOSL1,CXCL6,MYC,TNFRSF9,CDKN1A,KYNU,PLK2,CSF2,IL7R,BCL2A1,SGK1,PTPRE,SAT1,GADD45A,DDX58,RCAN1,NFKB1,CCL20,TNFSF9,AREG
