pathway	padj	NES	size	leadingEdge
e2f targets	8.33e-10	3.27	165	DONSON,CHEK1,RRM2,H2AX,TK1,DLGAP5,POLA2,MCM6,MCM2,HMGB3,EZH2,KIF2C,CDCA8,CKS2,ESPL1,BIRC5,CCNB2,UBE2T,TACC3,SPC25,CDC25A,LIG1,TIMELESS,CDK1,PLK4,SPAG5,SSRP1,MCM3,CDKN3,CDCA3,RNASEH2A,DIAPH3,AURKB,DEPDC1,PLK1,MCM4,POLD1,ASF1B,HMMR,GINS1,DDX39A,CDC20,SMC6,GINS3,TRIP13,PCNA,DNMT1,H2AZ1,MAD2L1,CENPE,RAD51AP1,CNOT9,MCM5,ATAD2,CDC25B,PAICS,TMPO,MYC,TUBB,BRCA1,CCNE1,ORC6,CTPS1,GSPT1,PRKDC,NUP107,SUV39H1,MYBL2,NBN,LYAR,NOLC1,RFC3,SNRPB,NUDT21,DUT,SLBP,MTHFD2,NASP,PRDX4,RFC2,PSMC3IP,E2F8,EXOSC8,MRE11,DEK,NAP1L1,RBBP7,MKI67,CSE1L,GINS4,CKS1B,MSH2,BRCA2,TCF19,XPO1,ILF3,HELLS,LMNB1,WEE1,BARD1,POLD2,CCP110,PRIM2,SYNCRIP,NUP153,RPA3,LBR,SRSF1,BRMS1L,DCLRE1B,HMGA1,DSCC1,SMC1A,HMGB2,WDR90,RAD1,ANP32E,POP7,HNRNPD,PDS5B,RAD51C,ZW10,STMN1,SMC3,IPO7,RANBP1,UBE2S,RPA2,KIF22,EIF2S1,RFC1
g2m checkpoint	8.33e-10	3.03	167	PRC1,KIF23,NEK2,CCNA2,CHEK1,H2AX,CENPA,CDC7,GINS2,CDC6,POLA2,KNL1,MCM6,MCM2,HMGB3,EZH2,KIF2C,CKS2,EXO1,ESPL1,BIRC5,KIF11,CCNB2,TACC3,KIF15,CDC25A,CDK1,PLK4,CDC45,TRAIP,E2F3,NUSAP1,MCM3,CDKN3,AURKB,PLK1,CCNT1,TROAP,POLQ,HMMR,CCND1,DDX39A,PBK,RAD54L,CDC20,STIL,BUB1,H2AZ1,NDC80,KIF20B,SLC7A1,MAD2L1,CENPE,FBXO5,MCM5,TTK,SMC2,ODF2,CDC25B,SMARCC1,TMPO,MYC,ORC6,CUL4A,GSPT1,SUV39H1,UBE2C,MYBL2,CENPF,INCENP,NOLC1,TFDP1,PRMT5,PRPF4B,PML,NASP,SNRPD1,DBF4,BUB3,SLC7A5,MKI67,RBL1,CKS1B,HIRA,SQLE,BRCA2,XPO1,ILF3,LMNB1,NUP98,ORC5,BARD1,KIF5B,PRIM2,SYNCRIP,MAP3K20,RAD23B,KPNB1,LBR,CUL1,SRSF1,E2F1,HMGA1,SMC1A,SFPQ,LIG3,HNRNPU,RASAL2,HNRNPD,DR1,PDS5B,SAP30,STMN1
mtorc1 signaling	8.33e-10	2.39	167	DHCR7,RRM2,GPI,MCM2,SHMT2,TMEM97,SCD,HSPA5,CDC25A,PSME3,P4HA1,HMBS,PLK1,SERPINH1,MCM4,HSPA4,RRP9,TUBA4A,HPRT1,PGK1,DDX39A,ERO1A,BUB1,M6PR,ACLY,TM7SF2,PPIA,PSAT1,BHLHE40,CCT6A,STC1,G6PD,POLR3G,UCHL5,PSMD14,SLC1A5,SLC2A1,DDIT4,SLC7A11,PSMG1,PRDX1,NAMPT,MTHFD2,EPRS1,CANX,SLC7A5,PPA1,ARPC5L,FADS2,SSR1,SQLE,UFM1,INSIG1,WARS1,GGA2,PSMC2,ASNS,PIK3R3,PITPNB,LDHA,SLC6A6,RPN1,RDH11,ACACA,NMT1,GLA,GMPS,EBP,PSMC4,TRIB3,CACYBP,SLC1A4,PSMB5,SORD,PSMA3,STIP1,LTA4H,EIF2S2,LDLR,TBK1
myc targets v1	8.33e-10	3.15	157	CCNA2,SRPK1,EIF3J,MCM6,MCM2,AIMP2,SF3B3,CSTF2,CDC45,YWHAQ,MCM4,RRP9,HPRT1,PGK1,IARS1,CDC20,PTGES3,PCNA,H2AZ1,MAD2L1,HDGF,SRM,HDAC2,RPLP0,SNRPA,CCT4,RSL1D1,PPM1G,ABCE1,CCT2,CDK2,MCM5,PSMD1,PPIA,SMARCC1,EIF3B,MYC,APEX1,CCT5,CTPS1,GOT2,GSPT1,NCBP2,DDX21,CAD,SRSF7,PSMD14,NOLC1,TFDP1,ILF2,CCT7,RUVBL2,PRPF31,TYMS,DUT,SNRPD1,PRDX4,RRM1,EPRS1,CANX,CCT3,DEK,IMPDH2,BUB3,PSMB2,NAP1L1,PSMD3,RPL18,FBL,PWP1,RNPS1,POLE3,XPO1,UBA2,LDHA,XPOT,SSBP1,DDX18,EXOSC7,POLD2,ERH,SNRPG,SNRPD2,LSM2,SYNCRIP,PSMA1,RAD23B,CBX3,VBP1,KPNB1,TUFM,LSM7,PSMC4,SSB,CUL1,SRSF1,PRPS2,CLNS1A,HNRNPC,EIF2S2,ACP1,PSMD8,EIF3D,HNRNPU,HNRNPD,RPS5,MRPS18B,GLO1,SNRPA1,PSMA2,NCBP1,RANBP1,EIF4H,U2AF1,SERBP1,PHB,EIF2S1,NHP2,PSMD7,HNRNPR,PA2G4,HNRNPA1,C1QBP,RPL14,ETF1,G3BP1,XRCC6,IFRD1,PSMC6,TOMM70,COPS5,RPS6
myc targets v2	8.33e-10	2.75	46	IPO4,NOC4L,AIMP2,TMEM97,NOP2,MYBBP1A,PLK4,PLK1,MCM4,RRP9,FARSA,NIP7,TFB2M,UTP20,SRM,PES1,MRTO4,RABEPK,MCM5,GRWD1,MYC,SUPV3L1,NOLC1,LAS1L,SLC29A2,RCL1,PPRC1,PRMT3,EXOSC5,DDX18,BYSL,IMP4,CBX3,MPHOSPH10,SORD,TCOF1,DUSP2,NDUFAF4,PUS1,PHB,SLC19A1
unfolded protein response	8.33e-10	2.46	89	H2AX,GEMIN4,HSPA5,NOP14,RRP9,IARS1,ERO1A,PREB,VEGFA,PSAT1,DDX10,SRPRB,NOLC1,DDIT4,TARS1,EXOSC2,EIF4EBP1,YIF1A,MTHFD2,EIF4A3,CHAC1,FKBP14,NABP1,SLC7A5,STC2,CKS1B,SSR1,EXOSC9,CEBPB,LSM4,HYOU1,ASNS,ARFGAP1,MTREX,BAG3,XPOT,WFS1,EXOSC5,EIF4G1,KIF5B,SLC1A4,DCP1A,EXOSC10,PARN
dna repair	3.51e-09	2.3	123	POLA2,RAD51,GPX4,LIG1,SSRP1,ERCC2,ITPA,POLD1,HPRT1,ZWINT,PCNA,PRIM1,POLR2G,NCBP2,NME4,ARL6IP1,RFC3,NUDT21,TYMS,DUT,POLR1D,RFC2,IMPDH2,ZNRD1,ERCC1,POLR2K,ADRM1,POLR2D,TARBP2,ERCC3,NELFCD,GTF3C5,POLL,APRT,POLR2C,BCAP31,CCNO,POLR2I,ADA,POLR1C,SNAPC4,DDB1,ERCC8,NELFB,RAE1,CSTF3,RPA3,SRSF6,AAAS,TMED2,USP11,TAF6,GTF2H5,CETN2,RNMT,ALYREF,SAC3D1,POLH,SF3A3,PNP,POLR2F,SMAD5,GUK1,DCTN4,RPA2,XPC,FEN1,POLB,CLP1,MPG
heme metabolism	1.27e-07	-2.06	165	NR3C1,RNF19A,SLC66A2,GYPC,TRAK2,NEK7,ACKR1,KAT2B,TENT5C,OPTN,BSG,DAAM1,CA2,MXI1,NNT,KLF3,DCAF11,CA1,ALAD,FBXO9,BCAM,SIDT2,RIOK3,PC,SLC22A4,TMEM9B,BLVRB,ALDH6A1,MARCHF8,SLC30A1,ABCG2,ADD1,ATG4A,YPEL5,IGSF3,FECH,XK,MGST3,SELENBP1,MKRN1,BMP2K,GLRX5,SLC6A9,SYNJ1,LMO2,RHAG,NCOA4,TRIM10,GDE1,E2F2,TNRC6B,CAT,CCDC28A,ERMAP,EZH1,TRIM58,GATA1,UBAC1,NFE2L1,ICAM4,HTATIP2,LRP10,CLCN3
oxidative phosphorylation	1.33e-06	-1.94	168	PDK4,ACO2,CYCS,SLC25A4,SLC25A20,PHYH,ACAT1,NNT,ETFDH,IDH3A,MPC1,AFG3L2,MAOB,MFN2,HADHA,ATP5F1A,NDUFB8,ALDH6A1,COX8A,UQCR10,COX6C,ACAA2,SLC25A11,NDUFS2,ACADSB,ACADM,MGST3,CPT1A,DECR1,NDUFS3,NDUFC1,CASP7,ACADVL,FH,COX4I1,BDH2,COX5A,SUCLG1,FDX1,COX5B,UQCRC1,SDHB,NDUFB1,NDUFS7,ATP5MC3,ATP5PB,MRPL34,SDHA,UQCRB,NDUFA1,ATP6V1D,COX10,COX7C,UQCRC2,UQCRQ,UQCRFS1,ECI1,NDUFV1,SLC25A5,NDUFS4,ATP5F1C,MRPL35,ATP5PF,ATP5PO,SDHD,NDUFA5,MDH1,NDUFB4,COX6A1,COX7B,COX7A2,ATP5F1D,ATP5ME,SLC25A12,DLAT,ETFB,DLD,ATP5MC1,CYB5A,NDUFB7,SURF1,UQCR11,ATP5PD,CS,NDUFB3
adipogenesis	3.46e-06	-1.93	172	MYLK,SSPN,GPX3,CD36,LIFR,ABCA1,ACO2,AGPAT3,CCNG2,CRAT,ITIH5,PHYH,EPHX2,ELOVL6,CAVIN2,TST,ENPP2,HIBCH,LPCAT3,ADCY6,COQ9,IDH3A,ACOX1,FABP4,RIOK3,PGM1,RREB1,ACADS,APLP2,COX8A,SCP2,CMBL,UQCR10,ACAA2,SQOR,MIGA2,GHITM,ACADM,ATP1B3,RNF11,MGST3,DECR1,NDUFS3,ITSN1,CHCHD10,SUCLG1,PPM1B,BCL2L13,UQCRC1,HADH,SDHB,MARC2,CAT,ARAF,SNCG,DHRS7B,ARL4A,ESRRA,UQCRQ,ELMOD3,DHRS7,APOE,ATP5PO,NDUFA5,COX6A1,ADIPOQ,COX7B,SORBS1,CMPK1,DLAT,ETFB,DLD,ANGPT1,GADD45A,DBT,NDUFB7,UQCR11,PFKL,CS,PPP1R15B,IDH1,RTN3,PPARG,TANK,ADIPOR2
