pathway	padj	NES	size	leadingEdge
myc targets v1	2.50e-09	-2.54	182	AP3S1,PSMD14,SRM,RANBP1,ABCE1,HPRT1,YWHAQ,PGK1,CTPS1,COPS5,SSB,SLC25A3,TFDP1,VBP1,PPIA,TOMM70,NOLC1,ACP1,PSMD8,PSMC6,CUL1,HDAC2,IARS1,PRPS2,SNRPD1,CYC1,NDUFAB1,CCT2,VDAC1,PSMA4,COX5A,SSBP1,RNPS1,NHP2,PSMA1,GOT2,EIF4H,HSP90AB1,CCT4,RAD23B,CBX3,LDHA,PSMB2,C1QBP,ILF2,TXNL4A,GLO1,MAD2L1,SNRPB2,APEX1,PSMB3,PSMD1,MCM2,CCT5,UBE2E1,PRDX3,TRA2B,PSMD3,MRPL9,PSMC4,RUVBL2,SNRPD2,BUB3,CCT7,AIMP2,CCT3,PSMA2,KPNA2,RRM1,H2AZ1,PHB2,EIF2S1,YWHAE,EIF4G2,SNRPD3,UBA2,PRDX4,VDAC3,HNRNPD,MCM4,MCM6,POLE3,LSM7,RFC4,KARS1,ETF1,HNRNPR,EIF3J,PSMD7,SRPK1,PTGES3,SRSF3,XRCC6,EIF2S2,TUFM,IMPDH2,EIF3D,PPM1G,SF3A1,PCNA,SF3B3,PCBP1,EIF4E,PABPC4,ORC2,ERH,UBE2L3
oxidative phosphorylation	2.50e-09	-3.37	187	MRPS22,NDUFA4,OPA1,COX6A1,ATP5PD,PDHB,SLC25A11,NDUFA3,MRPL15,ALAS1,SUCLA2,COX5B,COX7A2,COX7C,NDUFA5,MDH1,MTX2,NDUFA9,NDUFS3,COX7B,ATP5F1C,NDUFA8,ATP6V1E1,FH,ATP5MG,MRPS15,COX4I1,IMMT,PDHX,NDUFB8,VDAC2,ATP5F1B,UQCRC2,ISCU,SLC25A3,NDUFS4,COX6C,TIMM8B,SDHB,MGST3,MRPL35,TIMM17A,ATP5F1D,NDUFB5,NDUFV2,COX8A,ATP6V0B,OAT,SLC25A12,TOMM70,MDH2,PDP1,DLAT,CS,ATP6AP1,TIMM10,GPI,COX6B1,NDUFB3,NDUFB4,UQCRC1,SLC25A4,ATP6V1D,DLD,ATP5PO,ATP5PB,NDUFB2,CYC1,ATP5MC3,ECHS1,NDUFAB1,VDAC1,SUCLG1,ATP5MC1,PDHA1,NDUFB7,COX5A,ATP5F1A,ATP5PF,ETFB,HTRA2,NDUFA7,ATP6V1G1,NDUFB6,IDH3A,ISCA1,IDH3B,GOT2,ATP6V1F,LRPPRC,SLC25A5,UQCR10,NDUFS7,UQCR11,LDHA,UQCRFS1,NDUFS2,UQCRB,ATP5ME,GRPEL1,COX11,NDUFA1,CYCS,ATP6V1C1,ATP6V0C,SDHA,NDUFV1,TIMM9,MRPS11,PRDX3,UQCRQ,ACO2,NDUFS1,FXN,NDUFC1,AIFM1,GPX4,TIMM13,ETFA,MRPL34,MRPS30,TOMM22,PHB2,NQO2,ACAT1,SUPV3L1,SDHD,OXA1L,ATP5MC2,LDHB,VDAC3,IDH3G,MPC1,HCCS,SDHC,PMPCA,TIMM50,MRPL11,NDUFB1,POLR2F,FDX1,MFN2,MRPS12,AFG3L2
mtorc1 signaling	6.78e-09	-2.19	191	ARPC5L,LGMN,HMGCR,CCT6A,NFYC,GLRX,WARS1,PSMD14,PSMD12,IMMT,HPRT1,ELOVL6,PNO1,UCHL5,RDH11,PGK1,COPS5,ATP2A2,PPIA,GOT1,ACLY,MLLT11,PSMG1,SC5D,CORO1A,TUBA4A,PITPNB,ASNS,PSMA3,PSMC6,GPI,TBK1,RAB1A,ACTR2,ATP6V1D,GAPDH,PSMA4,HMGCS1,ATP5MC1,VLDLR,SRD5A1,PSMB5,ACTR3,TFRC,DHCR24,LDHA,TPI1,TUBG1,IDI1,ACSL3,ERO1A,HMBS,TM7SF2,EBP,MCM2,ACACA,PIK3R3,PSMC4,USO1,TMEM97,SLC2A3,ME1,PSMC2,CYB5B,ALDOA,NUFIP1,PSMD13,SLC1A4,PPA1,ABCF2,BCAT1,MCM4,CACYBP,M6PR,DDIT3,TOMM40,FKBP2,ETF1,GMPS,HSPA5,CTH,SHMT2
epithelial mesenchymal transition	4.14e-08	2.13	190	TGFBR3,GJA1,EFEMP2,PCOLCE,MSX1,SGCD,BMP1,LOX,ECM2,ITGB5,COL5A1,SFRP4,FSTL3,NOTCH2,PLOD2,MMP14,GEM,LRP1,BGN,SDC4,GAS1,DAB2,TNFRSF12A,PDGFRB,EMP3,CD44,TGFBI,COL6A2,LAMC1,COL1A1,VCAN,MFAP5,LAMA2,PRRX1,LAMA1,COL8A2,CRLF1,CAPG,ELN,FLNA,ITGA5,COL5A3,VEGFC,ITGB3,TNFRSF11B,PLOD3,MMP2,LAMA3,DCN,FMOD,IL15,TNFAIP3,TPM2,MCM7,MATN2,SERPINH1,PDLIM4,FAS,COL11A1,LOXL1,VCAM1,FOXC2,COL1A2,COMP,TIMP3,TNC,SERPINE1,ANPEP,ITGA2,DPYSL3,TAGLN,CXCL12,MYL9,PLOD1,THBS1,SPARC,VIM,FGF2
protein secretion	4.14e-08	-2.31	91	STAM,AP3S1,RAB22A,TPD52,CLTA,CLTC,RAB2A,STX12,GNAS,PAM,SH3GL2,DNM1L,ATP1A1,AP2S1,OCRL,DOP1A,AP2M1,ARCN1,VAMP7,BET1,CLCN3,RAB5A,AP1G1,AP2B1,ARFGEF1,ICA1,MAPK1,BNIP3,NAPA,NAPG,VPS4B,SCAMP1,USO1,SCAMP3,SOD1,TSG101,PPT1,VAMP4,TMED2,ARFGEF2,COPB2,STX7,COPE,M6PR
inflammatory response	4.46e-08	2.12	192	APLNR,CSF1,NFKB1,ITGB8,RELA,IL10RA,PDPN,TNFRSF1B,CMKLR1,NFKBIA,C3AR1,MMP14,CD40,EBI3,PTAFR,CCL2,ABCA1,P2RY2,EMP3,OSM,SPHK1,CCL5,PTGER2,CD48,ICAM4,IL7R,IL1R1,SLC7A2,CLEC5A,SELL,C5AR1,PIK3R5,IL18RAP,CD70,OSMR,CCL17,IL18R1,IL18,ITGA5,BEST1,GPR183,GP1BA,IL15RA,ITGB3,IL4R,HAS2,GPC3,LAMP3,IL15,ADGRE1,PTGIR,CCL22,CSF3R,MYC,DCBLD2,SLC28A2,IRF7,CD82,MARCO,SLAMF1,TLR3,CALCRL,CXCR6,RGS1,RIPK2,RHOG,IL1A,IL2RB,TACR1,LIF,SERPINE1,BTG2,LTA,CCL7,KCNJ2,KLF6,AXL,CCL24,PTGER4,ICAM1,RGS16,CDKN1A,LCK,RTP4,STAB1,TACR3,CCR7
allograft rejection	7.03e-08	2.09	186	CSF1,INHBB,EGFR,WAS,IL2RG,FCGR2B,IL16,ZAP70,CSK,GZMA,CD3D,ELF4,CD40,CCL2,SPI1,LY86,HLA-DOA,CCL5,FGR,F2R,IRF4,GZMB,IL12RB1,PF4,PRF1,CD86,SIT1,CCR5,IL18RAP,PTPRC,CD80,CD2,KLRD1,PTPN6,CFP,CDKN2A,BRCA1,ETS1,CD4,IL4,CAPG,RPL3L,IL18,FLNA,CD3E,TGFB2,IL4R,IKBKB,FYB1,MAP4K1,CD7,HLA-DMB,IL15,CCL22,NCF4,CD79A,IL11,C2,MMP9,GBP2,IFNAR2,CTSS,IRF7,TLR3,HCLS1,TLR6,FAS,RIPK2,IGSF6,ELANE,IL2RB,IL2RA,LIF,CD74,CCL7,ITGAL,CD96,HLA-DOB,CD3G,ICAM1,SRGN,CCR1,CCL13,LCK,STAB1,HLA-DMA,ITGB2,HLA-DQA1,LCP2,IRF8,TLR2,CD40LG,FASLG,NCK1,IFNG,TNF,IL13,GPR65,TRAT1,BCL10,CD8B,CCL4,NCR1,IL12B,IL2,CCL19
il6 jak stat3 signaling	4.69e-06	2.19	85	CSF1,IL2RG,IL13RA1,TNFRSF1B,IL3RA,EBI3,MAP3K8,TNFRSF12A,CD44,SOCS3,IL12RB1,PF4,IL1R1,PIK3R5,TNFRSF1A,OSMR,CSF2,ACVRL1,IL18R1,CSF2RA,IL15RA,ITGB3,IL4R,DNTT,STAT3,CRLF2,CSF3R,LTBR,IL17RA,IL17RB,MYD88,PIM1,FAS,IL10RB,PDGFC,IL1R2,HMOX1,IL2RA,CBL,CSF2RB,CNTFR,CCL7,TYK2
coagulation	9.30e-06	2.01	130	FYN,CPQ,MMP11,PLEK,C8A,BMP1,CSRP1,APOC1,MMP14,LRP1,ACOX2,APOA1,SH2B2,MAFF,C8B,PF4,CFD,GNG12,PLG,CTSH,F10,CFI,PECAM1,DCT,PROZ,GP1BA,ITGB3,CFH,FGA,MMP2,ANXA1,F11,SERPING1,C2,MMP9,KLF7,RAPGEF3,HNF4A,CTSE,C1R,MMP8,CFB,HRG,C3,COMP,TIMP3,CPN1,SERPINE1,ITGA2,F2RL2,PDGFB,THBS1,SPARC,P2RY1,PLAU,SIRT2,SERPINA1,TMPRSS6,HMGCS2,MMP7,C1QA,CAPN2,CTSB,S100A1,GP9
dna repair	9.30e-06	-2.01	128	POLB,GUK1,USP11,HPRT1,ARL6IP1,RBX1,EIF1B,SNAPC5,DGUOK,MPC2,RPA3,RNMT,RFC3,VPS28,EDF1,DCTN4,POLR2D,GMPR2,GTF2B,POLR2K,RFC5,ERCC3,FEN1,BRF2,RPA2,ITPA,STX3,MRPL40,TSG101,GTF2F1,NUDT21,GPX4,BCAP31,POLR2C,DDB1,POLR3C,TMED2,POLR2I,RFC2,NUDT9,POLR1C,CSTF3,UMPS,UPF3B,POLR2G,RFC4,NELFCD,ZWINT,TAF12,POLR2F,GTF2A2,TAF13,TARBP2,ERCC8,ADCY6,IMPDH2,SRSF6,POLR2H,GTF2H1,SF3A3,ELOA,PCNA,RAE1,POLR2A,PDE4B,GTF2H5,VPS37B,ERCC1
fatty acid metabolism	1.01e-05	-1.98	138	PDHB,GAD2,RAP1GDS1,SUCLA2,MDH1,FH,UROS,METAP1,RDH11,SERINC1,ENO2,MDH2,DLD,ECHS1,SUCLG1,MGLL,HMGCS1,MIF,PDHA1,YWHAH,TDO2,ADSL,PTS,IDH3B,DHCR24,LDHA,IDI1,GABARAPL1,CA4,APEX1,ACSL4,HSPH1,SDHA,ACAT2,ACO2,ACOT8,ME1,ALDOA,AUH,H2AZ1,SDHD,SMS,UROD,IDH3G,HCCS,SDHC,NSDHL,HSP90AA1,BLVRA,GRHPR,RETSAT,ERP29,EHHADH,GPD2,PTPRG
myogenesis	1.64e-05	1.85	194	ITGB4,APLNR,SSPN,MYL3,SORBS3,LPIN1,PLXNB2,CTF1,SGCD,AEBP1,CKM,SGCA,ITGB5,RYR1,FXYD1,CSRP3,FOXO4,MYO1C,WWTR1,NOTCH1,HRC,SVIL,PGAM2,NAV2,SPHK1,TNNI1,MYOZ1,CHRNG,SOD3,TPD52L1,COL6A2,COL1A1,CFD,MYBPH,LAMA2,MYOM1,TNNT3,HSPB8,DENND2B,DTNA,MYLPF,APOD,MYL1,MYH11,RIT1,MYH4,ITGA7,IGFBP7,FLII,DMPK,TPM2,MYL7,CASQ2,TCAP,MB,MYH8,MYBPC3,ATP2A1,IFRD1,RB1
unfolded protein response	2.28e-05	-1.99	105	SRPRB,PAIP1,IMP3,DDX10,SPCS3,YWHAZ,IFIT1,SPCS1,EXOSC9,ASNS,NOLC1,LSM4,EXOSC4,IARS1,SRPRA,TUBB2A,DCTN1,NHP2,EXOC2,HYOU1,ERO1A,MTREX,EXOSC5,ATP6V0D1,POP4,ALDH18A1,DCP2,DNAJB9,EXOSC1,EIF2S1,SDAD1,SLC1A4,PARN,PREB,NFYB,EIF2AK3,EIF4A3,TARS1,TTC37,HSPA5,DNAJA4,CNOT4,HSPA9,PDIA6,SLC30A5,EXOSC2,EDC4,CALR,EIF4E,VEGFA,LSM1,EEF2
tnfa signaling via nfkb	1.21e-04	1.74	190	TRIP10,CSF1,NFKB1,PLEK,RELA,STAT5A,NINJ1,PFKFB3,BCL6,TGIF1,HES1,NFKBIA,GEM,F2RL1,TNIP2,MAP3K8,CCL2,SDC4,ABCA1,SPHK1,CD44,CCL5,MAFF,SOCS3,IL7R,TNFAIP2,NFKB2,CLCF1,KLF4,DRAM1,CD80,KLF2,CSF2,IL18,GPR183,IL15RA,CEBPD,JUNB,DUSP1,TNFAIP3,REL,TRAF1,EFNA1,ACKR3,GFPT2,MYC,KLF9,ZFP36,IL23A,G0S2,RIPK2,TNIP1,IL1A,ZBTB10,PHLDA2,TNC,LIF,SERPINE1,BTG2,IER2,BTG1,NR4A1,KLF6,TNFAIP8,PTGER4,ICAM1,CDKN1A,PLPP3,B4GALT1,PLAU,CFLAR,RELB,TLR2,KYNU,CCRL2,IFIH1,SPSB1,CXCL2,TNF,FOS,PNRC1,EDN1,TANK,IER3,CCL4,TNFRSF9,IL12B,SERPINB8,PLAUR,KDM6B,GADD45B,ATF3,CCL20
il2 stat5 signaling	2.69e-04	1.7	173	PLEC,MUC1,CSF1,MAPKAPK2,SWAP70,SLC1A5,BCL2,IL10RA,HIPK2,AHNAK,MYO1C,TNFRSF1B,IL3RA,DHRS3,TLR7,MAP3K8,ENPP1,IGF1R,COL6A1,CD44,MAFF,IRF4,PTGER2,CD48,FLT3LG,ITIH5,CD86,BATF,SELL,TNFRSF4,CSF2,CAPG,IL18R1,CST7,RORA,PTCH1,IL4R,CTSZ,ITGA6,CTLA4,TRAF1,MYC,PIM1,SELP,EMP1,PRKCH,TWSG1,CD81,GATA1,ENO3,IL1R2,IRF6,IL2RB,IL2RA,ETV4,LIF,IKZF4,IGF2R,F2RL2,SLC29A2,KLF6,TNFSF11
hypoxia	3.75e-04	1.61	193	PHKG1,EGFR,CP,KLHL24,CASP6,BCL2,GPC4,CXCR4,LOX,PGF,GCK,COL5A1,SELENBP1,MXI1,PFKFB3,SRPX,BGN,PGAM2,MAP3K1,MT1E,SDC4,S100A4,MT2A,TGFBI,MAFF,CAVIN1,FOXO3,BCAN,RBPJ,JMJD6,PKP1,ETS1,ANXA2,DTNA,RORA,PCK1,ZNF292,TGFB3,DCN,PKLR,DUSP1,GPC3,TNFAIP3,EFNA1,CAV1,ACKR3,TKTL1,KLF7,PIM1,IGFBP1,ZFP36,ANGPTL4,SLC2A1,FBP1,ENO3,CHST3,GALK1,ISG20,HMOX1,SERPINE1,SULT2B1,SDC2,BTG1,HS3ST1,KLF6,CSRP2,SLC2A5,PDGFB,ANKZF1
kras signaling dn	3.75e-04	1.67	190	COPZ2,TCF7L1,RIBC2,CKM,GPRC5C,RYR1,MYOT,SSTR4,BMPR1B,EFHD1,ZBTB16,OXT,BARD1,PDCD1,CHRNG,UGT2B17,SCN10A,ATP4A,CYP39A1,SLC38A3,PKP1,CD80,ZC2HC1C,SELENOP,LFNG,KCNMB1,SOX10,PAX4,SLC29A3,HNF1A,TAS2R4,GP1BA,TGFB2,FGF22,SPRR3,HTR1D,KCNE2,PAX3,TGM1,PROP1,STAG3,ADRA2C,TCL1A,HTR1B,EDAR,KRT4,CPA2,CALML5,LYPD3,KRT13,AMBN,TFAP2B,NPHS1,PNMT,BTG2,CNTFR,EGF,MTHFR,PCDHB1,CYP11B2,KMT2D,NR6A1,TFF2,CACNA1F,BRDT,CD207,CLDN16,CDH16,PTGFR,HSD11B2,YBX2,TEX15,NGB,CD40LG,EDN2,TLX1,ABCB11,IFNG,TFCP2L1,CPB1,IRS4,EDN1,SCGB1A1,WNT16,NRIP2,IL12B,FSHB,SERPINA10,SLC6A3,GRID2,ATP6V1B1,IL5,MEFV,GTF3C5,ITIH3,FGF16,IDUA,GP2,KRT5,VPREB1,FGFR3,P2RY4,C5,CLPS
adipogenesis	3.43e-03	-1.6	174	COX6A1,MRPL15,NDUFA5,NDUFS3,COX7B,IMMT,G3BP2,ELOVL6,MTCH2,REEP5,ACLY,SDHB,MGST3,GPHN,COX8A,MDH2,MAP4K3,GHITM,DLAT,CS,UQCRC1,DLD,ATP5PO,CYC1,ECHS1,NDUFAB1,SUCLG1,MGLL,NDUFB7,ETFB,IDH3A,RTN3,SAMM50,COQ9,UQCR10,UQCR11,SNCG,GRPEL1,RNF11,PRDX3,UQCRQ,RMDN3,ACO2,AIFM1,SOD1,DHRS7B,GPX4,ME1,DNAJB9,ALDOA,PTGER3,DHRS7,COQ3,APLP2,PREB,IDH3G,SDHC,SULT1A1,TALDO1,PEMT,MARC2
interferon gamma response	3.51e-03	1.54	170	SSPN,NFKB1,BANK1,IL10RA,GZMA,VAMP5,CMKLR1,NFKBIA,CD40,CCL2,IRF5,CASP8,MT2A,CCL5,SOCS3,IRF4,IL18BP,P2RY14,TNFAIP2,CD86,PTPN6,GPR18,IL15RA,IL4R,CFH,CASP7,TXNIP,IL15,TNFAIP3,CIITA,STAT3,SERPING1,SAMHD1,IFNAR2,IRF7,IRF2,MYD88,PIM1,XCL1,SELP,C1R,CFB,RBCK1,FAS,RIPK2,VCAM1,TRIM14,ITGB7,ISG20,IL2RB,APOL6,CSF2RB,CD74,CCL7,BTG1,IDO1,ICAM1,CDKN1A,RTP4,IFITM2,HLA-DMA,NOD1,HLA-DQA1,LCP2,IRF8,VAMP8,TRIM21,IFITM3,IFIH1,NCOA3
p53 pathway	3.51e-03	1.5	186	ITGB4,ABHD4,INHBB,PLXNB2,ALOX15B,H1-2,NINJ1,ZFP36L1,STEAP3,EPS8L2,SP1,RALGDS,SERTAD3,PPM1D,PHLDA3,RHBDF2,EPHA2,RXRA,NOTCH1,APAF1,MAPKAPK3,ZBTB16,AEN,DEF6,NUPR1,SPHK1,TNNI1,S100A4,F2R,RRAD,TPD52L1,MKNK2,FOXO3,KLF4,EPHX1,ST14,DRAM1,CDKN2A,TP53,TCN2,PIDD1,TXNIP,PITPNC1,TOB1,DDB2,TP63,SLC3A2,CD82,RB1,SERPINB5,CD81,IRAK1,FAS,IL1A,RPS27L,CEBPA,HMOX1,LIF,BTG2,S100A10,SLC7A11,BTG1,STOM,SLC35D1,PERP,CCNG1,VDR,RGS16,CDKN1A
