pathway	padj	NES	size	leadingEdge
tnfa signaling via nfkb	5.00e-09	-2.92	191	MARCKS,STAT5A,LDLR,FOS,IER2,PFKFB3,SGK1,SLC2A3,CLCF1,BCL2A1,EGR1,GCH1,IL6,MYC,FOSB,RNF19B,PMEPA1,SMAD3,AREG,SOCS3,HES1,MAP3K8,NFIL3,PLPP3,IRS2,SPSB1,DENND5A,ID2,IRF1,KLF10,ATF3,SPHK1,NINJ1,HBEGF,SAT1,PPP1R15A,GFPT2,GADD45B,FOSL2,RIPK2,TSC22D1,NAMPT,EFNA1,SERPINE1,KLF4,TNIP2,NR4A2,PTGER4,JUNB,NFKBIA,TNFAIP3,DUSP1,NFKB1,CD80,IER5,PDLIM5,MCL1,ICAM1,YRDC,CDKN1A,MSC,SIK1,FOSL1,NR4A1,F3,GPR183,IFIT2,MAFF,PLAU,REL,ACKR3,DUSP5,CEBPB,CXCL2,ETS2,CEBPD,NFKB2,CD83,FJX1,NR4A3,F2RL1,IER3,BTG3,PHLDA2,CCNL1,KLF6,IL1A,CCN1,RHOB,KDM6B,EGR3,TNC,SLC2A6,G0S2,BCL6,PLEK,JUN,GADD45A,DUSP2,TUBB2A,PHLDA1,ZBTB10,ZFP36,VEGFA,CXCL10,CXCL6,CSF2
mtorc1 signaling	2.53e-08	-2.14	192	LDLR,TES,PPA1,LGMN,CALR,SLC1A4,SLC2A3,DDIT4,SERP1,NIBAN1,PDK1,PSAT1,PHGDH,SLC7A5,GLRX,ITGB2,HSPD1,PSMA3,EBP,NFIL3,HMGCR,SLC2A1,RRM2,HK2,CCNG1,PDAP1,PPP1R15A,PGK1,ADIPOR2,HSPA5,LDHA,NAMPT,XBP1,DHCR7,ATP2A2,STARD4,PSMD12,CORO1A,ARPC5L,IFRD1,CDKN1A,FADS2,MTHFD2,FKBP2,SQLE,RPN1,CTH,NFKBIB,PLK1,GSK3B,NUFIP1,GMPS,TXNRD1,SLC6A6,SC5D,DHCR24,BUB1,HMGCS1,RIT1,PSMC4,ETF1,PNP,CDC25A,MCM4,GLA,UCHL5,GAPDH,IDI1,PSMD13,ENO1,SDF2L1,NUPR1,GSR,QDPR,SLC7A11,TOMM40,CANX,AURKA,STC1,DHFR,CCNF,SKAP2
g2m checkpoint	1.76e-07	-2.05	192	MARCKS,HMGA1,E2F1,HIF1A,LBR,KPNA2,ABL1,UBE2S,MYC,MAP3K20,SLC7A5,SMAD3,PML,EWSR1,CKS2,TLE3,SNRPD1,NOTCH2,JPT1,TRAIP,SAP30,MTF2,E2F4,INCENP,PTTG1,ESPL1,CDC20,MKI67,H2AX,CDC6,RAD23B,SMC4,CDKN3,AURKB,SQLE,CENPF,HNRNPU,LMNB1,NUSAP1,RPS6KA5,MAD2L1,AMD1,PLK1,PTTG3P,CDK1,CCNA2,NCL,MYBL2,CCNB2,E2F2,PBK,BUB1,TPX2,CDC45,SFPQ,ODF2,TRA2B,CDKN2C,POLQ,CDC25A,SMC1A,EZH2,DR1,TROAP,TTK,BIRC5,UBE2C,NEK2,ORC6,KIF4A,RAD54L,STIL,RAD21,HMMR,KIF23,H2AZ1,CENPE,NDC80,TOP2A,H2BC12,AURKA,MT2A,DBF4,CCNF,FBXO5,EFNA5,MEIS2,TFDP1,E2F3,NOLC1,CHAF1A,EXO1,ODC1,NASP,BARD1,KIF2C,H2AZ2
hypoxia	2.64e-07	-2.03	195	SCARB1,GPC4,TES,CCN2,FOS,PFKFB3,ALDOB,SLC2A3,DDIT4,NEDD4L,IL6,LARGE1,PDK1,ERRFI1,SLC2A5,MT1E,GLRX,COL5A1,NFIL3,GAPDHS,IRS2,SIAH2,JMJD6,SLC2A1,CITED2,ATF3,EXT1,KLF7,HK2,PPP1R15A,PGK1,PKP1,HSPA5,FOSL2,LDHA,EFNA1,WSB1,SAP30,SERPINE1,MYH9,ALDOC,RRAGD,PAM,TNFAIP3,DUSP1,TGM2,HAS1,CDKN1A,F3,NOCT,ANGPTL4,DCN,MAFF
uv response up	6.69e-06	-1.99	152	GRINA,FURIN,MSX1,FOS,GCH1,IL6,NPTXR,FOSB,DNAJB1,AGO2,PPIF,LHX2,NPTX2,CLCN2,ACAA1,HSPA2,IRF1,TCHH,ATF3,MRPL23,GRPEL1,PDAP1,PPAT,GGH,PRKCD,CTSV,SHOX2,JUNB,NFKBIA,ICAM1,H2AX,CLTB,CA2,NR4A1,DDX21,HNRNPU,RPN1,AMD1,DGAT1,NUP58,ATP6V1F,NKX2-5,AQP3,CXCL2,DLG4,ONECUT1,RASGRP1,BCL2L11,TST,RAB27A,PRKACA,CCK,BTG3,GAL,FGF18,ARRB2,RHOB,MARK2,CDKN1C,CYP1A1
e2f targets	9.23e-06	-1.86	191	HMGA1,LBR,KPNA2,UBE2S,MYC,CENPM,NUP153,RFC2,HMGB2,CKS2,SLBP,PRDX4,SNRPB,RRM2,JPT1,TP53,MXD3,PTTG1,ESPL1,CDC20,TRIP13,MKI67,CDKN1A,H2AX,MTHFD2,SMC4,CDKN3,AURKB,LMNB1,CTPS1,DSCC1,MAD2L1,PLK1,CDCA3,CDK1,SPC25,MYBL2,CCNB2,KIF18B,DLGAP5,UBR7,CDCA8,TRA2B,CDKN2C,SPAG5,DEPDC1,CDC25A,SMC1A,MCM7,EZH2,RAN,MELK,MCM4,PSMC3IP,PHF5A,NAP1L1,BIRC5,ORC6,E2F8,KIF4A,TK1,DIAPH3,RAD21,HMMR,SSRP1,H2AZ1,CENPE,TOP2A,AURKA,ASF1B
estrogen response early	2.91e-04	-1.69	191	RETREG1,SCARB1,NRIP1,MREG,AFF1,FOS,SLC1A4,AKAP1,MYC,KRT8,SLC7A5,AREG,PPIF,SLC19A2,HES1,MPPED2,SLC37A1,TUBB2B,SIAH2,UNC119,RBBP8,SLC2A1,NAV2,AR,IGF1R,KLF10,TOB1,PODXL,RHOBTB3,XBP1,DHCR7,KLF4,KAZN,TGM2,INHBB,ISG20L2,NXT1,CALB2,SLC1A1,ADCY9,TJP3,CLIC3,KCNK15,AQP3,SYNGR1,MICB,RRP12,SLC7A2,KRT13,PLAAT3,ASB13,TPD52L1,RASGRP1
inflammatory response	8.09e-04	-1.58	198	CYBB,LDLR,HIF1A,PIK3R5,RHOG,GCH1,IL6,MYC,AHR,GNAI3,EBI3,TLR1,RGS16,RGS1,LAMP3,OSM,CCL22,IRF1,SPHK1,HBEGF,CD55,RIPK2,NAMPT,IL15,SERPINE1,ATP2A2,PTGER4,GNA15,NFKBIA,NFKB1,ICAM1,CDKN1A,IRAK2,MET,F3,GPR183,IL10,MEFV,SLC7A2,TNFSF15,RASGRP1,SLAMF1,NLRP3,KLF6,CXCL8,IL1A,MARCO,ITGB3,PCDH7,ICAM4,OPRK1,CD82,C5AR1,PVR,TAPBP,EMP3,GP1BA,CXCL10,CXCL6,TPBG,IL15RA,CSF1,DCBLD2,CCL20,EIF2AK2,CSF3R,PTAFR,NMUR1,INHBA,PLAUR,BST2,TLR3,AQP9,CSF3,GPR132
spermatogenesis	8.09e-04	-1.69	133	SPATA6,GSG1,TEKT2,SLC2A5,JAM3,ARL4A,LPIN1,IL12RB2,PCSK4,GAPDHS,HSPA2,TSSK2,PRM2,YBX2,MLF1,TULP2,PDHA2,MAST2,TNNI3,CDKN3,DMC1,NEFH,CDK1,ACRBP,CCNB2,BUB1,SHE,EZH2,NCAPH,AGFG1,TTK,HSPA4L,NEK2,ODF1,CLPB,THEG,ZNRF4,GSTM3,GAD1,AURKA,PAPOLB,LDHC,GMCL1,DBF4,ELOVL3,PCSK1N,HBZ,CLGN,ACRV1,KIF2C,ACTL7B,NOS1,NPY5R,CRISP2,ALOX15,TNP1,CCNA1,SLC12A2
glycolysis	1.89e-03	-1.56	190	GPC4,ALDOB,TPST1,IL13RA1,DDIT4,CYB5A,CHST1,GLRX,COL5A1,AGRN,SDC1,GAPDHS,IRS2,CITED2,EXT1,HK2,PKM,GPR87,PGK1,HSPA5,LDHA,PLOD1,SAP30,NT5E,RRAGD,PAM,PC,CACNA1H,ME2,CLDN9,MET,KIF2A,ANGPTL4,NOL3,CLN6,CTH,ARTN,DCN,DLD,CDK1,CHST12,PSMC4,PFKFB1,DEPDC1,HDLBP,IER3,TXN,GPC1,DPYSL4,KIF20A,IGFBP3,ENO1,CAPN5,SLC25A13,EFNA3,HMMR,FUT8,AURKA,FBP2,STC1,LDHC,PYGL,SLC25A10,VEGFA
