pathway	padj	NES	size	leadingEdge
allograft rejection	5.56e-10	2.87	167	TAPBP,STAB1,IL15,ITK,CTSS,PSMB10,GALNT1,IFNGR2,FAS,PTPN6,RARS1,FGR,IGSF6,GZMA,TLR2,LCP2,HLA-DMB,TLR1,CD1D,NCK1,MMP9,FYB1,PTPRC,TLR3,CCL5,HCLS1,INHBB,LYN,CD40,ICAM1,ITGB2,ITGAL,IL4R,CD86,CD8B,CD3D,IFNGR1,GPR65,CD2,DEGS1,CD4,TIMP1,GZMB,CXCL13,IRF7,BRCA1,DARS1,TRAT1,LY86,ETS1,CCR1,ST8SIA4,HLA-DOA,CCND2,HLA-DMA,ABCE1,TAP2,ZAP70,RPS19,CD247,EIF4G3,SPI1,RIPK2,CFP,NPM1,CXCL9,IFNAR2,TRAF2,SRGN,PRF1,NCF4,STAT4,CCR2,CD8A,WARS1,CSF1,LCK,IL27RA,IL2RB,FLNA,KLRD1,NLRP3,CD96,IL16,CCND3,STAT1,C2,BCL10,IFNG,CSK,IL18RAP,ABI1,IL1B,EIF3D,BCAT1,CD28,CD3E,MAP3K7,GLMN,MAP4K1,B2M,IL6,CRTAM,CD7,CDKN2A,GCNT1,CAPG,ELF4,UBE2D1,CD3G,EGFR,HLA-DOB,EIF3J,LIF,IL10,DYRK3
e2f targets	5.56e-10	2.81	162	NUP107,EZH2,CDKN1A,TP53,TRIP13,RFC2,TACC3,LIG1,MYC,BARD1,ATAD2,HMGB2,DONSON,MCM5,LMNB1,DNMT1,TCF19,NBN,CDKN2C,XPO1,RPA2,MRE11,NAP1L1,MTHFD2,BRCA1,CDKN1B,CCP110,DCK,CBX5,UBR7,ING3,TK1,RRM2,MCM2,RNASEH2A,DDX39A,PRDX4,SSRP1,E2F8,TUBB,STAG1,DEK,NUP153,RAD51AP1,H2AX,EXOSC8,MCM6,POLD1,PRIM2,MSH2,KPNA2,POLD2,PCNA,H2AZ1,BRCA2,CSE1L,PLK1,MCM3,PSMC3IP,MAD2L1,EIF2S1,ORC2,HELLS,DCLRE1B,CDC20,RBBP7,DLGAP5,SMC3,PTTG1,SNRPB,LYAR,PPM1D,KIF2C,JPT1,POP7,HNRNPD,CDK1,TMPO,BIRC5,CDKN3,SPC25,WDR90,CDC25B,PSIP1,NASP,PDS5B,PAICS,RAD51C,GINS1,NOLC1,MKI67,TIMELESS,CDKN2A,GSPT1,CENPE,CNOT9,SMC6,CENPM,AURKB,CDCA8,CTCF,UBE2T,DCTPP1,RFC1,PRKDC,ASF1B,SRSF1,PLK4,POLE4,PA2G4,LBR,TRA2B,GINS3,ANP32E,SUV39H1,POLE,PHF5A,SYNCRIP,SLBP,RANBP1,ZW10,DEPDC1,HUS1,CKS2,HMMR,DIAPH3
g2m checkpoint	5.56e-10	2.4	164	MAP3K20,EZH2,SLC38A1,RPS6KA5,TACC3,MARCKS,TLE3,MYC,CUL1,BARD1,H2BC12,MCM5,BUB3,CCND1,LMNB1,CDKN2C,XPO1,RPA2,NUP50,CDKN1B,ORC5,NDC80,KIF11,TTK,DBF4,PBK,NUSAP1,STIL,PRC1,MCM2,DDX39A,SAP30,ARID4A,SNRPD1,CDC7,STAG1,SMC2,CENPF,H2AX,KPNB1,MCM6,PRIM2,KPNA2,H2AZ1,BRCA2,SLC7A5,PLK1,MCM3,WRN,CDC6,MAD2L1,SLC7A1,CDC20,MTF2,ODF2,PTTG1,PML,CCNA2,G3BP1,KIF2C,JPT1,HNRNPD,CDK1,TMPO,AMD1,BIRC5,CDKN3,TRAIP,CDC25B,YTHDC1,NASP,CASP8AP2,PDS5B,NOLC1,MKI67,GSPT1,CENPE,DR1,AURKB,CTCF,FOXN3,CDC45,MAPK14,SRSF1,CCNT1,SRSF10,PLK4,RBL1,LBR,TRA2B,GINS2,TFDP1,RASAL2,UBE2C,SUV39H1,POLE
inflammatory response	5.56e-10	2.56	191	CLEC5A,TAPBP,RGS1,EMP3,C5AR1,ABCA1,SCARF1,STAB1,IL15,CDKN1A,IFNAR1,MXD1,NOD2,MYC,IL10RA,NMI,IFNGR2,CCL20,IL15RA,OSMR,CYBB,MET,CD14,RTP4,PTPRE,C3AR1,TLR2,LCP2,TLR1,MARCO,CD70,RNF144B,FPR1,TLR3,CCL5,TNFRSF1B,LYN,CD40,NFKBIA,ICAM1,IL4R,EDN1,MSR1,TNFSF9,CD48,ATP2A2,SERPINE1,GPR183,TIMP1,EIF2AK2,KCNJ2,TNFAIP6,IRF7,IL18R1,CXCL11,CD69,HRH1,SCN1B,CALCRL,CXCL10,CSF3R,ADM,P2RX7,GNA15,ITGA5,SELL,AXL,RIPK2,CXCL9,IL7R,GNAI3,SLC7A2,PIK3R5,RHOG,BST2,RELA,IRAK2,CSF1,LCK,NAMPT,IL2RB,P2RX4,NLRP3,PLAUR,VIP,PDE4B,IRF1,TPBG,NFKB1,SLC7A1,CCRL2,IL18RAP,ABI1,IL1B,ADGRE1,AHR,SELENOS,CXCR6,LAMP3,PTAFR,CCR7,IL6
interferon alpha response	5.56e-10	2.74	73	PSMB8,PARP14,IFIH1,PROCR,MX1,PARP12,IL15,SP110,PARP9,UBE2L6,RSAD2,NMI,TRIM21,IFI44L,RTP4,IFIT2,SAMD9L,DDX60,PLSCR1,STAT2,IL4R,CASP8,GBP4,IFI44,IFIT3,EIF2AK2,IRF7,CXCL11,SAMD9,IRF2,IFI27,CXCL10,NUB1,TRAFD1,BATF2,SELL,EPSTI1,RIPK2,BST2,ISG15,WARS1,CSF1,ELF1,OAS1,IRF1,IFI35,LPAR6,CCRL2,IFITM2,HERC6,LAMP3,MVB12A,B2M,ADAR,HELZ2,LGALS3BP,SLC25A28,IRF9,PSME1,TRIM25
interferon gamma response	5.56e-10	3	162	NLRC5,PSMB8,PARP14,TAPBP,IFIH1,PFKP,MX1,PARP12,IL15,CDKN1A,SP110,PSMB10,IDO1,UBE2L6,IL10RA,RSAD2,OAS3,NMI,FAS,APOL6,TRIM21,IFI44L,IL15RA,PTPN6,CASP3,SAMHD1,RTP4,PSMB2,GZMA,LCP2,IFIT2,SAMD9L,FPR1,CCL5,XAF1,DDX60,PLSCR1,CD40,NFKBIA,ICAM1,STAT2,IL4R,CD86,CASP8,TNFAIP3,GBP4,IFI44,TOR1B,IFIT3,EIF2AK2,MTHFD2,TNFAIP6,IRF7,SSPN,CXCL11,CD69,PTPN2,ST8SIA4,HLA-DMA,IRF2,IFI27,RNF213,CXCL10,TRAFD1,BATF2,EPSTI1,VAMP5,RIPK2,CXCL9,PELI1,IFNAR2,RBCK1,STAT4,CD38,BST2,ISG15,P2RY14,WARS1,NAMPT,OAS2,IL2RB,LYSMD2,DDX58,PDE4B,SERPING1,IRF1,STAT1,IFI35,NOD1,NFKB1,CASP7,CFB,NCOA3,SOCS3,TNFAIP2,VCAM1,PML,IFITM2,SECTM1,HERC6,PTPN1,MYD88,GPR18,B2M,IL6,ADAR
myc targets v1	5.56e-10	2.3	148	XPOT,EPRS1,EIF3B,RRM1,SF3B3,MYC,DDX18,CUL1,UBA2,PSMB2,FBL,MCM5,BUB3,XPO1,PGK1,NAP1L1,CBX3,U2AF1,TYMS,ABCE1,SSBP1,CLNS1A,RSL1D1,MCM2,PRDX4,PWP1,NPM1,SNRPD1,PPIA,DEK,LSM7,SNRPA,KPNB1,MCM6,POLE3,KPNA2,POLD2,PCNA,H2AZ1,PCBP1,NOP16,PSMD7,MAD2L1,PSMA1,EIF2S1,ORC2,CDC20,PSMA4,EIF3D,PSMD14,CAD,ETF1,NHP2,CCNA2,CDK2,G3BP1,HNRNPD,PTGES3,PSMD3,SERBP1,CANX,RNPS1,SNRPD2,NOLC1,LSM2,SRM,CCT7,GSPT1,IFRD1,RPS6,CDC45,HNRNPA1,SRSF1,HNRNPR,DDX21,EIF3J,PA2G4,SRSF7,CNBP,TRA2B,APEX1,CCT4,TFDP1,EIF2S2,IMPDH2,SYNCRIP,RANBP1,NCBP1,RPL22,PRPF31,TOMM70,MRPL23,SF3A1,CSTF2,IARS1,COPS5,VBP1,MCM4,RUVBL2,SNRPB2,UBE2E1
oxidative phosphorylation	5.56e-10	-2.76	164	SDHD,OAT,FDX1,HSD17B10,ACADSB,BDH2,NDUFS2,PHYH,IDH2,ALDH6A1,SLC25A4,IDH1,MPC1,ALAS1,SUCLG1,PRDX3,COX7B,MRPL34,SDHC,DLD,ATP6V0B,ATP5MC3,ATP6V1H,NDUFA4,PDHA1,MFN2,DLAT,ACAT1,ATP5MC1,SLC25A5,CPT1A,GOT2,AIFM1,PDHB,FH,COX6B1,MDH1,COX8A,ATP5MG,ACADM,ATP6V1D,ACADVL,COX5A,ATP5F1A,NNT,SLC25A11,NQO2,UQCRC1,UQCR11,NDUFB2,ATP1B1,ATP6V1G1,ATP5PF,ATP5F1C,ATP6V1F,NDUFB8,ETFB,HADHB,SLC25A20,POR,ISCU,NDUFB1,UQCR10,DECR1,ATP6V1E1,SDHB,IMMT,OGDH,CYCS,COX7A2,ATP5PB,NDUFA9,MRPS15,IDH3A,ACO2,NDUFV1,NDUFS3,NDUFB3,NDUFA5,NDUFA1,UQCRQ,NDUFB5,COX10,MGST3,SURF1,COX11,PDP1,MRPL15,NDUFA6,SLC25A12,ACAA2,IDH3G,COX5B,OPA1,MTX2,UQCRC2,NDUFB6,TIMM8B,CYC1
tnfa signaling via nfkb	5.56e-10	2.3	168	DENND5A,PLK2,ABCA1,IFIH1,BMP2,DRAM1,CDKN1A,MXD1,NFIL3,MARCKS,MYC,NFKBIE,IFNGR2,CCL20,IL15RA,TNIP1,PTPRE,TANK,TNFAIP8,TLR2,DUSP1,IFIT2,BCL6,BIRC3,CCL5,NFKBIA,CCND1,PMEPA1,CEBPB,ICAM1,EDN1,TNFAIP3,TNFSF9,NFKB2,SERPINE1,GPR183,TNFAIP6,CXCL11,REL,CD69,TIPARP,MAP3K8,CXCL10,PPP1R15A,EFNA1,RIPK2,SPSB1,DUSP4,IL7R,CD44,ETS2,VEGFA,PNRC1,RELA,CSF1,NAMPT,B4GALT5,RHOB,MSC,FJX1,DDX58,PLAUR,PDE4B,CEBPD,IRF1,SLC16A6,NFKB1,IER5,CCRL2,SOCS3,IL1B,KLF4,TNFAIP2,BHLHE40,TRAF1,PFKFB3,SQSTM1,BCL2A1,EIF1,IRS2,CXCL2,IL6
xenobiotic metabolism	1.37e-09	-2.27	169	NDRG2,F11,CYP17A1,JUP,DHRS1,HRG,MAN1A1,CAT,RAP1GAP,ARG2,FMO1,DCXR,CYFIP2,FBP1,IDH1,GCH1,ACOX1,CA2,PLG,MPP2,ACOX2,ALAS1,SLC22A1,AOX1,ANGPTL3,ESR1,HNF4A,DDC,G6PC,NFS1,PC,ALDH2,ENTPD5,ADH5,CROT,CBR1,DDAH2,ALDH9A1,GNMT,RBP4,MTHFD1,TTPA,APOE,FBLN1,MAOA,MCCC2,PGD,ACP2,SLC1A5,HACL1,KYNU,ASL,LEAP2,AHCY,UPB1,PTGR1,GAD1,SLC6A12,BCAR1,SERPINA6,HGFAC,GSS,POR,SLC6A6,PTS,EPHX1,CYP2E1,GSR,GSTA3,CDO1,ACO2,ABCC2,FETUB,CYP1A2
