pathway	padj	NES	size	leadingEdge
e2f targets	2.50e-09	-2.5	190	HUS1,RPA2,CDKN1B,PRPS1,PHF5A,CKS2,RPA3,ORC2,DUT,TFRC,PRDX4,TUBG1,UBE2T,DEK,CCNE1,NCAPD2,MXD3,CDC25A,TUBB,CENPE,PTTG1,GSPT1,TACC3,BARD1,PLK1,POP7,MSH2,ESPL1,CDC25B,CDKN3,MCM7,RFC2,CHEK1,SNRPB,CDC20,MCM6,DDX39A,RAD21,H2AX,CSE1L,CDK1,POLA2,UBE2S,NAA38,DLGAP5,ASF1A,KIF4A,MAD2L1,LIG1,KIF2C,RNASEH2A,GINS3,CDCA3,NUP107,TIPIN,MCM2,ASF1B,CENPM,CDCA8,PSIP1,MCM5,PCNA,ING3,MKI67,HMGB3,AURKA,KIF22,AURKB,RPA1,HMMR,MYC,EED,DIAPH3,RRM2,TIMELESS,TMPO,CCNB2,EZH2,MLH1,RAD51AP1,POLE4,DCLRE1B,RAD51C,E2F8,MCM3,SPC25,PLK4,H2AZ1,BIRC5,USP1,CKS1B,RFC3,TK1,ATAD2,NASP,ZW10,ILF3,UNG,RACGAP1,PPM1D,PSMC3IP,TRIP13,STMN1,TOP2A,HMGB2,HELLS,POLE,SUV39H1,CCP110,TCF19
heme metabolism	2.50e-09	-3.36	186	GATA1,TOP1,GCLC,GLRX5,KLF1,GYPE,OPTN,P4HA2,MPP1,OSBP2,EPOR,ABCG2,BTG2,ICAM4,KEL,TSPO2,CROCCP2,HEBP1,SLC66A2,PIGQ,SNCA,CTSE,GCLM,SPTA1,RBM38,CCND3,RHAG,H1-0,HAGH,PDZK1IP1,BLVRA,PPOX,HTRA2,UROD,HBQ1,TAL1,XPO7,ATP6V0A1,UROS,ANK1,RANBP10,EIF2AK1,UCP2,BNIP3L,NARF,MINPP1,FBXO9,MYL4,LPIN2,PRDX2,ACKR1,ALAD,BCAM,GYPC,PPP2R5B,TSPAN5,SLC11A2,ENDOD1,RCL1,GYPA,MBOAT2,TRIM10,SPTB,CA1,SLC22A4,ERMAP,FECH,ARHGEF12,MARCHF8,TNS1,FBXO7,HBD,XK,SLC25A38,DAAM1,BLVRB,TMCC2,NFE2,TFRC,TRAK2,SELENBP1,DCAF11,TENT5C,HMBS,EPB42,RHD,DMTN,CAST,SEC14L1,SLC6A8,EPB41,MGST3,FOXO3,AHSP,GYPB,CLIC2,SLC6A9,E2F2,RNF123,SLC2A1,BTRC,KHNYN,UBAC1,ELL2,MKRN1,AQP3,RAD23A,MOSPD1,BPGM,ADD2,ISCA1,MARK3,ALAS2
g2m checkpoint	3.91e-05	-1.8	192	HUS1,RPA2,TOP1,ORC5,CDKN1B,MARCKS,CUL1,TENT4A,CKS2,KMT5A,PBK,E2F4,CDC25A,E2F2,CENPE,PTTG1,PTTG3P,GSPT1,POLQ,TACC3,BARD1,CUL3,EGF,PLK1,ESPL1,HOXC10,INCENP,CDC25B,CDKN3,CDC7,EXO1,CHEK1,CDC20,MCM6,DDX39A,FBXO5,RAD21,H2AX,NDC80,CDK1,POLA2,UBE2S,KIF23,SLC7A1,UPF1,KNL1,KIF4A,MAD2L1,ODC1,KIF20B,GINS2,KIF2C,BUB1,MCM2,MCM5,MTF2,MKI67,HMGB3,CCNF,AURKA,PRC1,KIF22,NUSAP1,AURKB,HMMR,CCNA2,MYC,TMPO,CCNB2,NEK2,EZH2,H2AZ2,RAD54L,TFDP1,DTYMK,KIF15,MCM3,PLK4,TROAP,PAFAH1B1,TPX2,KATNA1,STIL,H2AZ1,BIRC5,KIF11,CENPF,CKS1B,CHAF1A,NASP,ILF3,CBX1,SMC2,RACGAP1,YTHDC1,UBE2C,STMN1,HMGN2,TOP2A,RAD23B,POLE,WRN,SUV39H1
complement	3.24e-03	-1.52	186	S100A12,APOC1,PSMB9,PLA2G7,LTF,PRCP,EHD1,HNF4A,GP9,CR2,LGMN,C1QC,CD40LG,MMP8,CR1,GATA3,DOCK10,CPQ,CDK5R1,F5,RBSN,MMP12,OLR1,S100A9,C1QA,BRPF3,GNG2,FCN1,CD59,ANXA5,CTSL,LTA4H,FYN,RASGRP1,PFN1,GCA,MSRB1,GNAI3,C9,CDA,LGALS3,GNB2,SPOCK2,GZMB,NOTCH4,CTSS,PIM1,IRF1,RNF4,CD36,DPP4,LCK
kras signaling up	3.24e-03	-1.59	188	GADD45G,PPBP,GPNMB,GNG11,CMKLR1,PRKG2,G0S2,ETV1,TRIB2,LAPTM5,MMP9,MMP11,PECAM1,FUCA1,TSPAN13,CD37,BMP2,GLRX,ADAM8,IL33,RETN,RELN,AKAP12,DCBLD2,KLF4,ARG1,EPB41L3,IRF8,ST6GAL1,MMD,GYPC,LY96,PSMB8,AMMECR1,DNMBP,CDADC1,PLEK2,ETS1,CROT,CLEC4A,PTGS2,RGS16
xenobiotic metabolism	1.44e-02	-1.45	193	ELOVL5,GCLC,CYFIP2,PTGES,PDK4,TAT,APOE,HNF4A,GAD1,MPP2,HMOX1,SPINT2,NINJ1,ARG1,GCNT2,ALDH2,IRF8,LPIN2,FMO3,PMM1,ACP1,CES1,EPHA2,ACOX2,AQP9,ETFDH,BLVRB,ANGPTL3,AKR1C3,HES6,CROT,GSTO1,CYB5A,AKR1C2,CYP2J2,ID2,ABCC3,PROS1,CBR1,LEAP2,GABARAPL1,CDA,ESR1,HPRT1,GSTA3,TGFB2
apical surface	6.14e-02	-1.62	44	EPHB4,DCBLD2,FLOT2,MAL,CRYBG1,GATA3,LYPD3,GSTM3,AKAP7,CD160,AFAP1L2,GAS1,APP,HSPB1,IL2RB,RHCG
kras signaling dn	9.18e-02	-1.34	190	YBX2,VPREB1,CHRNG,KCNE2,UGT2B17,NUDT11,BTG2,CD40LG,CALCB,SLC12A3,KRT13,SPTBN2,KRT5,PLAG1,STAG3,MEFV,LYPD3,ARPP21,FGF16,PNMT,ABCB11,MX1,IFI44L,TCL1A,TENT5C,ZC2HC1C,DCC,CAMK1D,IL5,YPEL1,SLC6A14,SLC25A23,BARD1,NPHS1,EGF,THNSL2,GPR19,SNN,PRKN,TGFB2,ABCG4,PDCD1,ACTC1,RGS11,SKIL,KRT1,OXT,MAST3,VPS50,EDAR,GRID2,SSTR4,EFHD1,RYR1,ARHGDIG,SMPX,MTHFR,SOX10,PCDHB1,CYP11B2,IFNG,TFAP2B,CLDN16
allograft rejection	1.49e-01	-1.32	184	CD79A,LTB,HLA-DMB,IL16,DYRK3,IL15,MMP9,IRF4,CD40LG,CXCL9,HLA-DQA1,CCND3,IRF8,HLA-DOA,IL18RAP,ZAP70,TRAF2,CD8B,IL9,STAT4,CCL13,INHBB,ETS1,TLR1,IGSF6,GPR65,CCL2,ACVR2A,CCL19,FASLG,HCLS1,ACHE,RPL3L,IL13,IL4,IL7,TGFB2,HLA-DOB,IL4R,GZMB,B2M,NCR1,KRT1,MAP4K1,CTSS,CD3G,IL2RB,LCK,CD40,CCR2
estrogen response late	1.49e-01	-1.27	191	ISG20,ELOVL5,CDH1,PTGES,LTF,JAK1,TST,TSPAN13,NMU,WFS1,KRT13,KLF4,TFF3,IL6ST,CHPT1,SIAH2,CXCL12,LARGE1,SNX10,ACOX2,CLIC3,FARP1,S100A9,FAM102A,BLVRB,TJP3,CA12,BTG3,NRIP1,ETFB,LSR,RAB31,ID2,IDH2,RPS6KA2,ALDH3A2,CALCR,PGR,HPRT1,SLC29A1,CDC20,SFN,MAPT,PRSS23,DHCR7,GINS2,RNASEH2A,IGFBP4,CD9,TIAM1,FRK,HSPA4L,GAL,DYNLT3,HSPB8,PLK4,RABEP1,SERPINA3,TSTA3,TNNC1,STIL,IMPA2,PCP4,ARL3,SLC1A4,TPD52L1,HOMER2,KIF20A,CA2,BATF,MAPK13,FGFR3,TOP2A
