pathway	padj	NES	size	leadingEdge
activation of immune response	8.93e-09	2.19	462	PSMB8,ALPK1,BTN3A2,LGALS3,TIFA,C3,C5AR1,IFIH1,BTN3A1,OTULIN,ITK,S100A8,PRKD2,C1RL,EIF2B1,C1QA,CTSS,PSMB10,ARPC2,RPS6KA5,NOD2,UBE2D2,TICAM1,RSAD2,C1QB,C1QC,CUL1,WASF2,HCK,LY96,TNIP3,CBFB,CLEC7A,TNIP1,CD300A,PTPN6,PAG1,CD14,OTUD4,FGR,C3AR1,VSIG4,TANK,PSMB2,TLR2,LCP2,TLR1,ACTR2,MEF2C,NCK1,WIPF1,MARCO,FYB1,FPR1,PTPRC,BIRC3,CLEC4A,TLR3,DDX60,ARRB2,FGG,LYN,PLSCR1,PIK3AP1,NFKBIA,ITGB2,FCER1G,CD3D,CASP8,HHLA2,MICB,TBK1,TNFAIP3,THEMIS2,MNDA,VAV1,APOB,IFI16,CD36,PYCARD,CD4,CFD,IRF7,CAV1,LPXN,HLA-DPA1,PTPN2,NCKAP1L,TLR4,LILRB4,TRAT1,UBC,S100A9,MYO1G,ADA,INPP5D,ARPC5,ZAP70,LAT2,HLA-DPB1,RFTN1,PTPN22,CD247,FPR2,CREBBP,CD300LF,ARPC1A,CTSK,RIPK2,TLR7,CFP,PELI1,RAPGEF1,FPR3,FLOT1,RBCK1,CMTM3,CLEC4E,CD38,NCKIPSD,RELA,MAPK1,IRAK2,AIM2,LCK,PRKCH,KLHL6,ELMO1,CD276,GRAMD4,IRAK1,MALT1,BAX,ELF1,PIK3CA,LIMK1,CRKL,TLR8,PSMD12,PSMC2,CYFIP1,CNPY3,DDX58,PSMD10,PDE4B,IKBKE,SERPING1,SPPL3,SIN3A,PSMD7,BTK,IRF1,C2,NOD1,PSMA1,NFKB1,NRAS,BCL10,CFB,NR1H3,CSK,ABI1,NLRC4,CARD11,IL1B,PSMA4,PSMD14,LRRC14,NFKBIL1,BCL2,CD81,RNF125,CYLD,ICAM2,PROS1,RAC1,CD28,PSMD3,CD3E,MAP3K7,TRAF3,MYD88,ICAM3,STING1,CGAS,LAX1,ERMAP,CCR7,PSMD13
activation of innate immune response	8.93e-09	2.13	249	PSMB8,ALPK1,TIFA,IFIH1,OTULIN,S100A8,CTSS,PSMB10,RPS6KA5,NOD2,UBE2D2,TICAM1,RSAD2,CUL1,HCK,LY96,TNIP3,CLEC7A,TNIP1,CD300A,CD14,OTUD4,TANK,PSMB2,TLR2,TLR1,MARCO,BIRC3,CLEC4A,TLR3,DDX60,ARRB2,FGG,LYN,PIK3AP1,NFKBIA,ITGB2,FCER1G,CASP8,TBK1,TNFAIP3,MNDA,APOB,IFI16,CD36,PYCARD,IRF7,CAV1,TLR4,UBC,S100A9,RFTN1,PTPN22,CREBBP,CD300LF,CTSK,RIPK2,TLR7,PELI1,FLOT1,CLEC4E,RELA,IRAK2,AIM2,GRAMD4,IRAK1,MALT1,TLR8,PSMD12,PSMC2,CNPY3,DDX58,PSMD10,IKBKE,SIN3A,PSMD7,BTK,IRF1,NOD1,PSMA1,NFKB1,NRAS,BCL10,NR1H3,NLRC4,CARD11,PSMA4,PSMD14,LRRC14,NFKBIL1,RNF125,CYLD,ICAM2,PSMD3,MAP3K7,TRAF3,MYD88,ICAM3,STING1,CGAS,PSMD13,UBE2D3,KRAS,HAVCR2,ZCCHC3,RPS6KA3,NONO,LSM14A,UBA52,HRAS,PSME1,RELB,UBE2D1,BIRC2,RIOK3,ITGAM,PRKDC,IRF3,MUC17,PIK3C3,NR1H4
adaptive immune response	8.93e-09	2.25	316	BTN3A2,C3,BTN3A1,IL20RB,ITK,EOMES,PRKD2,C1RL,C1QA,CTSS,PKN1,LILRB2,RSAD2,C1QB,C1QC,PTPN6,PAG1,STAT6,ADAM17,HLX,HLA-DMB,CD1D,MEF2C,CD27,CD70,SAMSN1,BCL6,ANXA1,PTPRC,CLEC4A,TNFRSF1B,TNFSF13B,LYN,CD40,TNFRSF14,RAB27A,ICAM1,IL4R,NBN,CD86,SWAP70,CD8B,FCER1G,DUSP10,CD3D,MICB,TNFAIP3,TFE3,NFKB2,CD48,PYCARD,CD4,GPR183,HFE,CXCL13,IRF7,IL18R1,HLA-DPA1,SIRT1,TLR4,LILRB4,TRAT1,JAM3,NEDD4,HLA-DOA,HLA-DMA,PIK3CG,MYO1G,ADA,INPP5D,TAP2,ZAP70,LAT2,HLA-DPB1,RFTN1,CD247,P2RX7,MCOLN1,SASH3,RIPK2,RIF1,ERCC1,TRAF2,IL7R,CD84,PRF1,FAM49B,CCR2,PRR7,LILRB5,CD8A,KLHL6,IL27RA,GZMM,PAXIP1,MSH2,TNFRSF11A,MALT1,GAPT,FBXO38,TLR8,NLRP3,LAG3,SERPING1,BTK,IRF1,C2,BCL10,IFNG,GCNT3,PRDM1,SH2D1A,CSK,IL18RAP,IL1B,TBX21,ADGRE1,CD81,RNF125,CD28,CD3E,MAP3K7,ADCY7,THOC1,LAMP3,LAX1,B2M,IL6,AICDA,EBI3,BTLA,LEF1,CD7,MCOLN2,LOXL3,HAVCR2,SH2D1B,PIK3CD,ZBTB1,RNF19B,RNF168,CD160,EMP2,HRAS,LILRB1,RELB,CD3G,HLA-DOB,JCHAIN,NFKBID,IL10,DCLRE1C,FADD,CD79B,IFNA8,SLAMF7,TXK,IL18BP,LAIR1,IL12B,CD244,SLA2,SYK,TRIM27,RC3H2,SHLD1,UNC93B1,IL6ST,HLA-DQA1,C4BPA,CD274,CLEC10A,CD6
alpha amino acid catabolic process	8.93e-09	-2.78	82	GCDH,OAT,HPD,IDO2,PRODH2,KYAT1,DAO,ARG2,GLDC,FTCD,AASS,ALDH6A1,IVD,GPT2,MCCC1,ALDH4A1,HOGA1,ACAD8,AGXT,SDSL,AGXT2,PIPOX,DDAH1,GSTZ1,DLD,QDPR,PCBD1,SARDH,DDAH2,ACAT1,GLS2,RIDA,AADAT,ADHFE1,GOT2,ALDH8A1,HIBCH,MCCC2,CRYM,GCAT,KYNU,HIBADH,AHCY,GAD1,NOS1,AMDHD1,CARNS1,ALDH7A1,OGDH,CDO1,ACMSD
alpha amino acid metabolic process	8.93e-09	-2.51	160	GCDH,OAT,HPD,IDO2,GLYAT,CTH,PRODH2,KYAT1,DAO,ADI1,ARG2,GLDC,MSRA,DPEP1,PSAT1,IYD,FTCD,AASS,ALDH6A1,SRR,IVD,GPT2,AGMAT,MCCC1,ALDH4A1,SLC7A7,HOGA1,BHMT,NOX4,ACAD8,CPS1,NAGS,HNF4A,AGXT,TST,SDSL,AGXT2,PIPOX,DDAH1,GSTZ1,ALDH5A1,DLD,ASS1,QDPR,SIRT4,PCBD1,SARDH,DDAH2,ACAT1,GNMT,MMUT,GLS2,RIDA,AADAT,MTHFD1,ADHFE1,GOT2,ALDH8A1,HIBCH,SEPHS2,MCCC2,CRYM,GCAT,KYNU,ASL,HIBADH,AHCY,GAD1,NOS1,AMDHD1,BHMT2,MPST,CARNS1,ALDH7A1,OGDH
anion transport	8.93e-09	-1.87	514	SLC7A13,CLIC5,GABRA2,SLC22A13,TMEM30B,CEACAM1,SLC25A25,SLC26A4,KCNJ10,CLCN5,SLC7A8,PLA2R1,SLC38A3,SLC12A3,SLC4A9,SFXN2,SLC25A10,SLC22A8,SLC13A3,SLC22A12,WNK4,SLC6A20,NTRK2,GABRP,C2CD2L,SPX,SLC51A,SLC4A11,TG,ANO10,SLC12A1,SLC16A5,CA4,SLC13A2,CASR,SLC22A7,SLC25A4,ENPP1,SLC25A29,SLC44A4,SLC20A2,CA2,SLC22A6,OXT,MPC1,SLC13A1,ADORA1,SLC25A38,MTTP,ABAT,SLC7A7,SLC25A42,ABCD3,ABCB1,SLC34A1,SLC16A2,BSND,PACC1,PPARA,AGXT,SLC27A2,PLA2G4F,G6PC,SLC7A9,SLC5A12,AVP,NPY5R,IP6K2,SLC23A1,SLC43A2,FOLR3,SLC6A17,SLC51B,SLC9A3,CLCN2,SLC3A2,LDLR,SLC16A10,CROT,TSPOAP1,BDKRB2,SLC4A4,AKT2,CA12,GLTPD2,SLC16A7,AQP6,MTOR,SLC27A5,AQP1,ATP10A,SLC43A1,GLS2,SLC25A5,THRSP,CPT1A,CLCN7,LRRC8D,GOT2,AGTR2,SLC22A24,SLC7A10,SLC6A13,GABRB1,APOE,GIPC1,SLC27A4,RXRA,VAMP2,SLC52A3,ABCA4,SLC1A5,UNC13B,SLC25A11,APOC3,ACSL3,SLC26A1,SLC6A18,PRKCD,LCN12,SLC4A8,APOA2,ACACB,STARD10,SLC12A6,ATP5PF,SLC2A8,CYB5R2,SLC6A12,SLC26A9,SLC22A11,SLC26A11,MID1IP1,PRKAA2,FOLR1,GLRA1,PPFIA2,XK,PITPNM1,CTNS,SLC25A20,XKR4,SLC17A1,PNPLA8,SLC6A6,PCYOX1,PLA2G6,GABRB3,PLA2G3,RAB11B,SLC17A7,GABRA4,ADAMTS8,SLC38A4,SLC38A11,NFE2L1,GABRA6,SYT1,PLA2G12B,SLC66A2,ATP1A2,SLC4A3,SLC2A2,GABRG3,ACE2,RAB3A,CFTR,SLC9A2,ABCC2,SLC1A1,SLC16A11,CA6,G6PC3,SLC2A9,SSTR4,ABCC5
apical part of cell	8.93e-09	-2.14	324	PDZD3,IGFBP2,MUC1,MYO6,CLIC5,SPTBN2,SLC22A13,PTPRO,CEACAM1,HOMER1,PLAT,SLC26A4,CLCN5,MAL,EPCAM,PODXL,SCNN1A,PROM1,SLC12A3,SLC4A9,CHL1,LMO7,SLC22A8,SHROOM2,SLC22A12,SLC6A20,CTSV,C2CD2L,MPP5,PFKM,DPEP1,UPK1B,SLC12A1,MYO7B,REEP6,CA4,SCNN1B,MUC13,MPDZ,CASR,TRPM6,ATP6V0D2,SRR,CRB2,SLC44A4,CA2,TEK,ERBB2,CYP4F12,RAB17,MAL2,KL,ABCB1,NOX4,SLC34A1,ANK2,UMOD,HOMER2,PARD6B,SLC7A9,SLC5A12,ITPK1,SCNN1G,SLC39A4,NPC1L1,SLC23A1,PKHD1,SHROOM3,SLC9A3,ATP6V0A4,ECRG4,EDAR,SLC3A2,LDLR,EPB41L4B,P2RX2,ATP1B2,HIP1R,ATP1A1,ATP6V1B1,ATP6V1A,IGSF5,PAPPA2,AQP6,AQP1,USH2A,PARD6A,PRKCZ,SLC11A2,CDHR2,SLC52A3,ATP6V0D1,ARHGEF18,MYO5B,REN,PARD3B,FZD3,GPR143,SLC6A18,TRPV4,ATP1B1,CUBN,SLC26A9,SLC22A11,CRB3,SLC14A2,AKR1A1,FOLR1,CFAP126,SLC17A1,LGMN
apical plasma membrane	8.93e-09	-2.1	269	IGFBP2,MUC1,CLIC5,SPTBN2,SLC22A13,PTPRO,CEACAM1,SLC26A4,MAL,EPCAM,PODXL,SCNN1A,PROM1,SLC12A3,LMO7,SLC22A8,SHROOM2,SLC22A12,SLC6A20,C2CD2L,MPP5,PFKM,DPEP1,UPK1B,SLC12A1,CA4,SCNN1B,MUC13,MPDZ,CASR,TRPM6,ATP6V0D2,CRB2,SLC44A4,TEK,ERBB2,CYP4F12,RAB17,MAL2,KL,ABCB1,NOX4,SLC34A1,ANK2,UMOD,PARD6B,SLC7A9,SLC5A12,ITPK1,SCNN1G,SLC39A4,NPC1L1,SLC23A1,PKHD1,SHROOM3,SLC9A3,ATP6V0A4,ECRG4,SLC3A2,P2RX2,ATP1B2,HIP1R,ATP1A1,ATP6V1B1,ATP6V1A,IGSF5,PAPPA2,AQP6,AQP1,USH2A,PARD6A,PRKCZ,SLC11A2,CDHR2,SLC52A3,ATP6V0D1,ARHGEF18,PARD3B,FZD3,GPR143,SLC6A18,TRPV4,ATP1B1,CUBN,SLC26A9,SLC22A11,CRB3,SLC14A2,AKR1A1,FOLR1,CFAP126,SLC17A1
catalytic complex	8.93e-09	1.65	1058	PSMB8,PPWD1,POLR2D,PHC3,RNMT,AGO4,DERL1,TBL1XR1,PFKP,EXOSC9,EZH2,DDX41,VIRMA,OTULIN,RRM1,ATG12,CDKN1A,RNF217,PPIL3,C9orf72,SF3B3,UVRAG,WDR60,DDB2,TP53,PSMB10,ZFAND2A,ZFC3H1,PCGF1,CNEP1R1,CCNB1,HDAC3,UBE2D2,UBE2L6,DDX23,CUL4B,KDM5A,TICAM1,CWC27,CUL1,BARD1,RBM22,ENO2,SKP2,HMGXB4,TRIM21,POLR1E,ZNF217,UBA2,CYBB,ZCCHC8,PHC2,NCF2,TAF5,PSMB2,DHX38,PIGA,GNA13,DROSHA,RAD23A,GNB1,NCK1,MED10,PHF21A,KDM4C,ZNF507,RNF144B,BCKDK,TFPT,PPP1R3B,PHKA2,RBM15,CCND1,PKM,STT3A,SPCS3,BAZ1A,THG1L,CASP8,TENT2,KDM5B,ERCC3,POLR3D,MORF4L2,WDR41,RIOK1,CCNY,PYCARD,INO80E,U2AF1,ORMDL2,GNGT1,BRCA1,CDKN1B,DTL,SIRT1,FBXO45,CARHSP1,EEA1,NCOR2,PPP3CC,FBXL16,CBX5,NEDD4,ING3,NAA25,FBXO32,PPP1CC,CCND2,WDR4,PIK3CG,PPP2R2A,PAGR1,CLNS1A,POLR3GL,PIGP,LEO1,CDK7,FBXL7,PPP4R1,PPP1R15A,RRM2,HEY2,OS9,DYRK2,DPF2,GNA15,SHOC2,CREBBP,EID3,EXOSC5,MAP3K5,ACTR5,PGGT1B,P3H4,NVL,GTF2E1,SPSB1,P4HA1,SAP30,CCNT2,SLU7,ERCC1,KBTBD8,TPR,TRAF2,GNAI3,MAGOHB,SNRPD1,PIK3R5,RBCK1,NCF4,PPP4C,UBE2I,PRIM1,FNTA,LSM7,TAF7,NSMCE2,DCAF6,GAN,EFTUD2,EXOSC8,FBXO17,RRM2B,P4HB,POLD1,PRIM2,REV3L,KCTD13,MRGBP,WDR26,PLOD1,PIK3R3,POLE3,PAXIP1,SPOPL,ASB2,TGFBR1,POLD2,GAR1,ZNRD1,PCNA,SNRPF,PDK1,INO80,PPP1R12A,GTF2E2,PIK3CA,FBXO38,IFIT5,CDC23,PSMD12,PSMC2,INO80C,FBXO4,FBXO6,ZSWIM6,CDC16,PSMD10,POLG,EXOSC2,CHRAC1,SIN3A,USP14,MCM3,PSMD7,CCND3,GNAI2,PHF20,CDC5L,MSL2,RBX1,KCTD5,FBXL13,PSMA1,TEX10,PIGU,TWISTNB,IER5,KCTD10,GCLM,CUL2,SAP130,CTDNEP1,UBR1,CDC20,CBLL1,RBBP7,TAF5L,SOCS3,MTF2,MED12,HTRA2,WTAP,AEBP2,MUS81,SNW1,CDC73,PSMA4,PSMD14,UCHL5,SNRPB,MBD2,ANAPC4,PPP4R3B,RNF7,NHP2,CCNA2,EXOSC10,CDK2,MTREX,GNG11,TBP,TMEM258,MED30,POLD4,POP7,ACTL6A,CDK1,POLE2,PSMD3,GPATCH1,MAP3K7,HINT1,KEAP1,SUPT20H,SF3B1,DCUN1D5,HCFC2,PRKAB2,POP4,CAND1,NUDCD3,GLMN,PRPF8,RALY,PSMD13,UBE2V2,UBE2B,SMARCE1,BUD31,MED1,BRD9,KLHL7,SMC5,UBE2D3,DIS3,LAS1L,SUPT3H,RB1CC1,TFIP11,SNRPD2,DCAF15,DYNLL1,POLR3G,PRPF6,PRDM10,SMARCA5,CLP1,HNRNPH1,RAD51C,PHF19,DPY30,MAX,NRBF2,POLG2,BICRAL,CWC15,SMURF2,TAF11,TSPAN17,SEC11C,KAT6A,PIK3R6,NOLC1,CWC25,PIK3CD,LSM2,RNF19B,ALYREF,AGO2,PPP1R9B,CCNE2,ATG3,JARID2,DR1,SMC6,RNF168,POLR2G,FBXW7,NSMCE3,TAF12,TRIM37,CBX4,DDA1,PSME1,UBE2D1,ZNF335,LZTR1,SF3A2,RCHY1,NME8,RFC1,HNRNPA1,SRSF1,CCNT1,SEC11A,HNRNPM,NOP10,HNRNPR,JADE3,RBM8A,BRD1,POLE4,MEAF6,SUPT7L,ZFP36,FBXO11,ENC1,UBE4A,PIK3C3,ERN1,GID4,SF3A3,KLHL12,ADRM1,RIPK1,SF3B2,FADD,CHML,KAT8,PRKAA1,DYNLT1,ANP32E,ACTR6,SNRPE,MPHOSPH6,ORMDL1,PSMB1,UBE2C,FBXL14,METTL14,YY1,PCGF3,RTF1,DCUN1D3,PSMB4,GNG2,GNA12,POLE,SLA2,YEATS4,UBAP2L,KLHL20,KMT2C,SMARCB1,MED7,POLR2B,UBE2A,CCNH,DCAF12,YJU2,ELMSAN1,PSMC3,EPC2,POLR1D,BRAP,FBXL12,SYNCRIP,DNTTIP1,TRPC4AP,DERL3,CYBA,ASH2L,PSMD4,PPP1R15B,POLR3F,KRTCAP2,BCCIP
cation transmembrane transporter activity	8.93e-09	-2.02	531	SLC30A8,CACNA2D2,SLC22A13,SLC5A2,SLC6A4,CNNM2,GRIK5,KCNJ10,CLCN5,SLC7A8,NCS1,TRPM3,SCN2A,SLC22A14,SLC38A3,SCNN1A,SLC12A3,SLC4A9,SLC13A3,SHROOM2,RHBG,SLC22A12,SLC6A20,ATP12A,LETM1,SLC30A2,SLC2A12,ATP2C2,SLC4A11,ATP6V0E2,ANO10,SLC12A1,ANXA9,SLC28A2,SCNN1B,SLC13A2,KCNK10,ATP6V1C2,TRPM6,SLC5A11,CLDN16,ATP6V0D2,KCNJ13,FXYD4,SLC25A29,SLC44A4,KCNK5,SLC20A2,CACHD1,SLC15A2,SLC39A5,SLC13A1,MFSD3,SLC25A38,GRIA3,SLC41A3,SLC22A1,SLC25A42,SLC45A1,CACNA1H,COX7B,SLC34A1,SCN7A,KCNJ1,SLC5A12,SCNN1G,SLC39A4,SLC8A1,SLC23A1,SLC6A17,SLC9A3,ATP6V0A4,SLC3A2,CHRNA4,ATP6V0B,P2RX2,TSPOAP1,ATP1B2,SLC4A4,TRPC7,KCNMB4,ATP5MC3,KCNQ1,ATP1A1,ATP6V1H,MCOLN3,ATP6V1B1,NDUFA4,CNGA1,ATP6V1A,SLC15A1,TRPM4,ATP6V1G3,KCNJ15,GRIK2,ABCC8,CACNB4,AQP1,KCNC3,ATP5MC1,SLC5A7,ASIC1,KCNJ16,SLC7A10,SLC11A2,ATP2B3,KCNG2,SLC6A13,SLC5A3,COX6B1,KCNMB2,SLC31A1,COX8A,SLC1A5,ATP5MG,ATP6V1D,ATP6V0D1,COX5A,ATP5F1A,SCN2B,NNT,CHRNA2,SLC6A18,KCNH7,TRPV4,SLC4A8,COX6A2,DMAC2L,ATP1B1,TRPM5,ATP6V1G1,SLC12A6,KCNAB2,KCNH6,ATP5PF,TRPV6,PTK2B,SLC2A8,ATP5F1C,SLC6A12,SLC5A9,ATP6V1F,SLC25A20,SLC6A6,KCNE2,SLC30A9,ATP6V1E1,SLC17A7,COX7A1,COX7A2,FAM155B,ATP5PB,SLC5A10,TRPM7,RYR3,ATP1A2,KCNK13,KCNIP1,SLC41A1,HPN,SLC25A45,SLC9A2,CACNG3,JPH1,SCN3A,SLC25A47,TMEM175,SLC1A1,SLC39A3,CACNA1D,SLC2A9,SCN1A,CNGB3,P2RX6,SCN11A,CACNA1E,TMC1,SLC13A5,CHRNB2,KCNK16,COX10,SLC6A11,ATP6V0A1,TMEM63A,ATP6V1B2,SURF1,OPRM1,SLC10A2,CACNG5,HTR3C,KCNA6,HTR3B,KCNJ11,KCNC2,KCNH3,CACNG1,ATP1B4,CNGB1,KCNN2,ITPR1,CACNB2,CNGA4,SLC22A2,SLC6A16,GPM6A,KCNA5
