pathway	padj	NES	size	leadingEdge
adaptive immune response	6.69e-09	-2.14	291	C7,LILRB5,MBL2,HPX,CD1D,CD81,C8B,ARG1,FGB,C1QA,CD79A,IL13RA2,IL18R1,CD244,VTCN1,JCHAIN,PRKCZ,APCS,CLEC10A,CD4,C1RL,SEMA4A,C1QB,PTPRC,SH2D1A,FGL2,CR2,CD247,CD160,C5,FGL1,PRF1,LAG3,FCGRT,CCL19,C9,LIME1,TRAT1,C6,SKAP1,FYN,PRKCQ,CLU,C8A,SERPING1,IL1RL1,IL18RAP,ADGRE1,AZGP1,ZAP70,SMAD7,CFI,WAS,TNFRSF1B,NLRP3,CAMK4,CD8A,CD40,IGLL1,BACH2,CD226,IL4R,FGA,IRF7,MASP2,TNFRSF14,GATA3,AIRE,PTK2B,TXK,CD1C,IL4,RFTN1,RORA,PDCD1LG2,TNF,PIK3CD,GZMM,C8G,C1S,CD7,CEACAM1,HLA-DOA,CD79B,IRF4,AGER,POU2F2,CCR2,TLR8,RNF125,IL1B,JAK3,SIT1,CD48,SAMSN1,SPN,PRKCB,IL2,RAB27A,TNFRSF13B,EBI3,CLC,PARP3
alpha amino acid catabolic process	6.69e-09	-3.22	71	TDO2,AGXT,GLS2,HIBCH,SDS,ARG1,GOT1,GLDC,ASPA,GSTZ1,CBS,DAO,MCCC1,GOT2,QDPR,AASS,OTC,ACAT1,RIDA,TAT,IVD,PIPOX,SARDH,FAH,HAAO,KYNU,FTCD,OAT,HPD,KMO,PCBD1,CDO1,CSAD,HMGCL,PRODH2,ALDH8A1,GCDH,HDC,GPT,MAT1A,ALDH4A1,NOS1,HAL,GCAT
alpha amino acid metabolic process	6.69e-09	-2.76	146	GLYAT,MSRA,TDO2,AGXT,AGMAT,GLS2,HIBCH,ADI1,SDS,PHGDH,ARG1,GOT1,COMT,NIT2,MMUT,GLDC,ASPA,BHMT,CTH,GSTZ1,CBS,CPS1,DAO,MCCC1,GOT2,QDPR,AASS,OTC,ACAT1,RIDA,PEMT,TAT,IVD,PIPOX,SARDH,FAH,GNMT,MTHFD1,HAAO,KYNU,PSAT1,FTCD,OAT,ASS1,HPD,ART4,KMO,PCBD1,CDO1,BAAT,CSAD,HMGCL,PRODH2,ALDH8A1,ALDH5A1,GCDH,HDC,GPT,MAT1A,ALDH4A1,MTHFD2L,ASL,SLC7A7,TST,DCT,NR1H4,NOS1,HAL
amide biosynthetic process	6.69e-09	1.89	517	DLAT,ACLY,B4GALT3,NCBP2,CERS2,GARS1,YTHDF1,DARS2,GGCT,EIF2D,IGF2BP3,DAP3,HARS2,FASTKD3,COPS5,MRPL24,IARS2,UPF3B,MRPL9,HSPB1,CDC123,HSPA14,MRPS14,LARP1,PUS7,CAPRIN1,ELAVL1,ABCF1,DEGS1,CDK4,MTERF3,EIF3H,TPR,AIMP2,IARS1,NSUN3,ERAL1,LSM14A,MRPL13,SRP9,NAT10,SMPD2,MAPKAPK5,HABP4,EIF2AK1,EPRS1,UBA52,TRMT112,LSM14B,DNAJC24,MTIF2,GTPBP2,EIF2B1,LARP4B,B4GALNT1,CDK5RAP1,PAIP1,ITGA2,ACACA,MRPL58,DHX9,MRPS27,RPL14,ORMDL2,MRPS7,RBM3,SPTSSA,EIF2B4,EEF1A2,DDX1,RPLP1,RPL27,DHX29,RPS7,MRPL22,RPL8,DPH2,FXR1,EIF3M,MRPL11,HNRNPR,KHDRBS1,MRPS33,GAPDH,EIF3D,NCL,JMJD4,TYMS,METTL3,RPS21,RPL7,AGK,SOX4,EIF2S2,MRPS11,MRPL48,NDUFA7,EIF5A2,PA2G4,MRPL18,RPL38,MAPK1,DENR,RPS15,NCK1,EEF1D,CNOT6,CNOT3,RPL30,MRPS12,TSC1,EIF3E,EIF4A3,GCLM,VARS1,NGRN,RPS5,DPH5,RBM4B,NARS1,EIF3K,RPL15,CNOT9,PPP1CA,SLC7A11,COA3,MRPS10,RHOA,RARS1,EIF3B,RPS6KA3,TMA7,MPC2,MRPL3,RPL19,EIF2B2,ACSL3,EIF4G2,DRG1,NGDN,MRPS18A,MRPS30,POLR2G,MRPL42,MRPS17,MRPL15,FTSJ1,RPL35A,RPS19,RPL10A,FARS2,RPS14,OPLAH,NSMAF,ZCCHC4,EIF1,ETF1,MCTS1,EIF5B,LARS1,EIF3G,POLR2D,GCN1,CNOT8,NIBAN1,EIF3F,AIMP1,RPS6,RPL36,PCSK5,DARS1,MRPS18B,RPL32,EIF4ENIF1,RPL18,MRPL49,RPL10L,SYNCRIP,MRPS15,ACSL4,MRPL33,PPT1,EIF3J,RCC1L,AARS1,OXA1L,HNRNPL,ZC3H15,N6AMT1,ZNF706,LRPPRC,TRNAU1AP,RPL26L1,B4GALT6,KHSRP,ILF3,DALRD3,QRSL1,EIF4EBP2,PRR16,EIF4G3,MRPS35,CYFIP1,YARS1,CNOT2,MRPS34,DNAJC3,RPS23,RNF139,MTOR,ASNSD1,EIF4H,TCOF1,YTHDF3
anaphase promoting complex dependent catabolic process	6.69e-09	2.56	62	CCNB1,PSMB4,CDK1,MAD2L1,UBE2S,PSMC4,PSMD4,PTTG1,PSMD1,PSMB2,PSMD12,FBXO5,PSMC2,PSMD14,BUB3,UBA52,PSME3,CDC23,PSMA1,PSMD10,PSMD2,PSMD13,UBE2C,PSMB3,CDC20,PSMD9,PSMB5,AURKB,PSMC5,ANAPC5,PSMD11,PSMA4,PLK1,PSMC1,PSMD7,UBE2E1,PSMD3
anion transport	6.69e-09	-1.91	447	CPT2,ABAT,APOL1,SLC38A4,GABRP,MPC1,SLC27A2,AGXT,GLS2,ACSL1,CA2,SLCO2B1,SLC2A2,APOA1,APOC3,PLSCR4,ARG1,SLC10A1,SLC7A4,SLC2A8,SFXN1,SLC23A2,TMEM30B,SLC16A5,CFTR,SLC1A1,SLC6A12,SLC4A4,OXT,PCTP,ANO1,ATP8B4,FGF23,GOT2,SLC7A2,SLC22A7,SCP2,SLC17A1,SLC16A2,SLC25A20,SLC26A10,APOA4,SCARB2,PRKAG2,SLC17A3,PLA2G12A,STARD5,SLC34A2,ABCD3,FXYD1,CETP,CYB5R2,ADORA1,SLC25A42,SLC16A4,PLA2G5,SLC7A8,G6PC,SLC37A4,PLIN2,KMO,ABCG2,ATP10B,ACACB,KCNJ10,NPY5R,CLCN5,SLC66A2,FOLR2,SLC25A15,CA5A,ABCA1,MTTP,SLC6A20,ENPP1,SLC20A2,TMEM30A,PLA2R1,SLC52A1,SLC6A13,SLCO4C1,NCOR1,SLC27A5,PER2,SLC7A7,AQP1,SLC12A3,NR1H4,CCK,SLC13A4,ARL6IP1,CASR,PCYOX1,SLC25A11,HBB,SLC43A1,TTYH1,GABRB3,SLCO4A1,SLC6A11,SLC34A1,ACE2,TSPOAP1,SLC1A2,SLC38A3,SLC25A22,GLRA3,SLC25A23,CEACAM1,THBS1,SLC2A9,VAMP2,RXRA,PRKG2,SLC13A2,PLA2G2A,ANO3,IL1B,SLC22A13,AQP9,PRNP,RGS2,CRY2,AKT1,APBA1,PLSCR1,SLC26A1,SLC38A2,SLC25A38,GABRA1,EDN1,NMUR1,SLC25A13,SLC13A1,GABRA5,DRD2,SLC17A7,CPT1A,CA3,SLC4A10,HRH3,GABRR2,PLTP,SLC35D1,PLSCR2,SLC7A5,CA7,NTSR1,LCN1,ADAMTS8,CLCA4,DRD3,FOLR3,PLA2G4A,NTRK2,SLC6A5,SLC4A3
atpase activity	6.69e-09	2.07	290	KIF11,KIF20B,KIF20A,ATAD2,TWNK,RUVBL1,SMARCAL1,ABCC5,KIF15,DDX49,PSMC4,KIF2C,CDK7,MCM6,NVL,MCM4,BLM,HSPA14,DDX39A,DHX16,KIF14,KIF3B,SPATA5L1,ABCF1,PSMC2,MCM7,TOP2A,MTREX,DHX35,WRNIP1,RUVBL2,DYNC1I1,ATP6V1H,DDX41,SMARCA4,RAD54L,KATNB1,KIF18A,ATP5PD,DHX30,DDX10,RFC3,TOR3A,DHX9,GINS4,MCM3,NBN,ATP6V1F,ABCF2,DDX1,ATP1B1,CHD1L,MCM5,DHX29,KIFC1,MNAT1,RAD51C,MCM2,RECQL4,DYNLL1,CENPE,ABCC10,HLTF,CDC45,MSH6,KIF18B,RAD17,DYNC1H1,PSMC5,GTF2H1,KIF5B,HSPA9,GTF2H3,RFC5,MORC2,CCT8,DHX15,EIF4A3,PSMC1,RBBP4,CHD7,TTF2,DYNC1I2,DDX46,RFC1,PEX6,DDX23,HELLS,PEX1,YME1L1,RHOBTB3,DNAL4,HSPD1,KIF3A,ABCC4,PMS1,KIF21B,ERCC3,GINS1,OLA1,TAP2,SPAST,G3BP1,ASCC3,MSH2,VCP
atpase activity coupled	6.69e-09	2.21	195	KIF11,KIF20B,TWNK,RUVBL1,SMARCAL1,DDX49,PSMC4,CDK7,MCM6,MCM4,BLM,HSPA14,DDX39A,DHX16,KIF14,KIF3B,PSMC2,MCM7,TOP2A,MTREX,DHX35,RUVBL2,DYNC1I1,DDX41,SMARCA4,RAD54L,KATNB1,KIF18A,DHX30,DDX10,RFC3,DHX9,GINS4,MCM3,NBN,DDX1,CHD1L,MCM5,DHX29,MNAT1,RAD51C,MCM2,RECQL4,DYNLL1,HLTF,CDC45,MSH6,KIF18B,RAD17,DYNC1H1,GTF2H1,KIF5B,HSPA9,GTF2H3,RFC5,CCT8,DHX15,EIF4A3,PSMC1,RBBP4,CHD7,TTF2,DYNC1I2,DDX46,RFC1,PEX6,DDX23,HELLS,PEX1,YME1L1,DNAL4,KIF3A,ERCC3,GINS1,SPAST,G3BP1,ASCC3,MSH2
biological adhesion	6.69e-09	-1.6	997	SRPX,MYO10,ITGA9,DPT,TEK,EPHA3,ABAT,ANK3,SEMA6A,ANGPTL3,CD1D,FEZ1,CD81,PNP,MFAP4,VSIG4,ABI3BP,AXL,CXCL12,APOA1,HYAL1,SFRP1,MYH10,C1QTNF1,ARG1,LYVE1,SMAD6,FGB,SORBS3,THEMIS2,SIGLEC9,HABP2,STAB2,EPB41L4B,FNDC3A,HRG,CYFIP2,FBLN5,VTCN1,LAMC3,PRKCZ,TNN,ZFP36L1,RUNX3,MYBPC3,RND3,CD4,EFNB3,AJAP1,TACSTD2,PTPRC,SVEP1,ID1,CX3CL1,FGL2,MMRN1,STAB1,CDHR2,APOA4,CD300A,TRPV4,DDR2,CD160,FGL1,ADAMTS13,IL1RAP,IGF1,NDNF,VNN1,PLPP3,LAG3,CCL19,GNE,LIMCH1,SPON1,CLDN14,PLG,CDH19,ASS1,CLDN5,SPINT2,SEMA3E,SKAP1,IGFALS,SORBS1,EPHA2,FYN,PRKCQ,TENM1,FAT4,ADGRE1,BMP5,CDH1,AZGP1,EMILIN1,MPDZ,PLEKHA2,CD96,ZAP70,SMAD7,SELP,PIK3R1,PTPRO,EPO,GRHL2,CCL21,NCAM1,BAIAP2,FPR2,TENM3,CHST4,SERPINF2,COL14A1,PRKG1,NLRP3,CCL5,FERMT2,ECM2,FES,CLSTN2,CCR1,TOR1A,DUSP1,TMEM131L,ADIPOQ,CSF3R,NPHP4,ERBB2,CD226,IL4R,ENG,CELSR1,NCKAP1L,SIGLEC7,MAG,DLG2,SCARF1,RELN,AFDN,FGA,LGALS3BP,TNFRSF14,TSPAN32,GATA3,PTK2B,CDH15,MYF5,SNED1,DSCAM,PCDH9,COL18A1,BMP6,RAC2,ARHGDIB,MXRA8,S100A8,MIP,YES1,NECTIN3,HBB,AMIGO2,GCNT1,EPHB3,CLDN11,TTYH1,EFS,GPM6B,IL4,CTNNA3,LAMA1,AMBP,NCAM2,CEACAM6,PCDH7,PDCD1LG2,PERP,CDHR1,TNF,ACE2,SIGLEC1,DSG2,MYOT,LPXN,PKP3,AZU1,COL13A1,RHOB,COL6A2,SEMA4D,ZBTB16,EFNB1,CADM3,LAMC2,TNR,CYLD,MSLN,DCHS1,CEACAM1,THBS1,GAS6,NOTCH1,AIF1,B4GALT1,DNAJA3,SLURP1,MICALL2,WNT7B,AGER,EPCAM,ADGRB1,DMTN,RIPOR2,EPHB1,PLA2G2A,SIGLEC6,MADCAM1,CCN5,CCR2,UMOD,COL8A2,COL4A3,NPY2R,ADD2,FOXF1,CLDN8,SUSD5,PDLIM5,IL1B,CDH4,FZD7,PRNP,SELPLG,JAK3,APBB1IP,CRB1,CDH2,PTPRS,TIAM1,AKT1,HCK,APBA1,ACHE,SPN,NCK2,BMP10,CLDN6,CD22,DLG4,COL16A1,NRXN1,IL2,CNTN1,ITGB8,TECTA,ISLR,FLRT3,SELE,EBI3,CSRP1,ICAM3,CORO2B,FARP2,LAMB2,LTF,PLEK,CRNN,DOCK5,HAS2,GLI3,SCGB1A1,RS1,FOXP3,LMO7,SDK2,CHRD,VCAM1,NCAN
catalytic activity acting on rna	6.69e-09	2.46	244	MED20,FEN1,GARS1,ISG20L2,RPP40,TWISTNB,FBL,DARS2,POLR2K,HARS2,RPP38,PRIM1,DDX49,IARS2,EXOSC9,DROSHA,DDX39A,DHX16,RNASEH1,PTRH2,TRMT12,TRMT61B,MTREX,IARS1,DHX35,NSUN3,ANGEL2,DDX41,RNMT,FTSJ3,EPRS1,TRMT112,QTRT2,DHX30,DDX10,RNASEH2A,MRPL58,DHX9,EXOSC5,SND1,DDX1,TRMT5,TSEN34,EXOSC2,DHX29,POP1,WDR4,DUS4L,SAMHD1,POLR1C,POLR3G,POLR2H,METTL3,TARBP1,POP5,METTL1,RPP30,RBMX2,POP4,LCMT2,POLR3F,APEX1,PUS1,POLR2B,CNOT6,EDC3,DHX15,EIF4A3,TFB2M,EXOSC10,VARS1,TRMT2B,TGS1,REXO2,NARS1,POLR2L,RPAP1,EXOG,DDX46,DDX23,RARS1,TSN,RTCA,TRMT1,POLR2G,PPP1R8,TSEN2,EXOSC4,FTSJ1,MRM2,CD3EAP,FARS2,ZCCHC4,TUT4,LARS1,RRNAD1,POLR2D,CNOT8,G3BP1,CMTR1,DCP2,DARS1,TRMT13,NOP2,EMG1,POLR1D,AARS1,THUMPD2,TRMT1L,TDP2,POLR3K,DALRD3,QRSL1,RNASE2,PARN,TERT,DDX56,DHX8,YARS1,DDX50,RNASE1,CNOT2,EXO1,DHX34,CARS2,TRIT1,DUS1L,DHX57,DDX52,MEPCE,RTCB,BUD23,JMJD6,DDX21,METTL2B,TOE1,DIS3,CDKAL1
