pathway	padj	NES	size	leadingEdge
amide biosynthetic process	7.83e-09	1.96	590	FPGS,FASN,EIF3J,TRUB2,MRPL4,LARS2,DPH2,SHMT2,AIMP2,SCD,TSFM,TRAP1,GART,ERAL1,SOX4,ITGA2,MRPL38,MTHFD1,MRPS12,YARS1,MRPL14,RPL27,MRPL37,IARS1,FARSA,GGCT,GCN1,ATIC,ACLY,RPLP0,MTIF3,RPUSD3,RPUSD4,MRPS10,CNOT9,EIF3G,ABCE1,DPH7,MRPS34,OGFOD1,POLR2G,EIF3B,MTG2,TRMT112,NAT10,MRPL50,TIA1,GSPT1,NCBP2,LARP4,MRPS2,AARS1,FTSJ1,MRPS15,NOLC1,SLC7A11,ENC1,CNOT11,TARS1,NARS2,DHX33,EIF4EBP1,EIF5A2,GEMIN5,TYMS,UQCC1,EIF4A3,DARS2,MRPS26,MRPL58,CHAC1,EPRS1,MRPL32,MTERF3,EARS2,MRPL17,PUS7,EEFSEC,YTHDF1,MALSU1,MRPS35,PPA1,MRPL57,MRPS27,EIF3M,WARS1,POLR2D,ACSL4,PEMT,DARS1,MRPL15,AGO2,RPL18,GARS1,MRPL42,TARBP2,RPS15A,ASNS,MRPL19,EIF3I,VARS2,GSPT2,EIF3H,DENR,TRMT10C,ILF3,ASNSD1,HBS1L,HSPA14,EIF4G1,CDC123,RPS4X,ACACA,DPH6,AGK,EEF1D,VARS1,AIMP1,AKT2,SYNCRIP,IL6,GADD45GIP1,PPT1,TUFM,RPS19,EIF5B,MRPS30,RPL29,MRPL24,MRPS31,GUF1,NOTCH4,EIF2AK1,NSUN4,B4GALT6,MCTS1,RPL36,B4GALT3,EIF2S2,MRPL10,GGT5,MRPL55,MRPS23,NMRAL1,UPF3A,EIF3D,DHX9,CDK5RAP1,EIF2A,RBM3,HNRNPD,RPS5,MRPL48,HABP4,RPS21,C12orf65,FASTKD2,HNRNPL,CERS5,CAPRIN1,RCC1L,RARS1,KLHL25,MRPS18B,RPL35,ELAVL1,ZFP36L1,LARP1,YARS2,SPHK1,EIF4B,TCOF1,EIF2B5,MRPL30,LRPPRC,DDX1,ZC3H15,MAPKAPK5,NCBP1,GAPDH,MRPL11,CERS6,PDP1,EIF4H,ZNF598,YTHDF2,UPF1,EIF2B4,GCDH,KHDRBS1,GRB7,CPS1,RPS25,MARS2,HARS1,MRPS17,EIF2S1,RSL24D1,METTL3,ARG2,DRG2,DHX36,EIF2AK2,RPS9,HNRNPR,MRPL52,MRPL16,RPS18,CERS2,UBA52,PA2G4,TPR,KHSRP,RPL26L1,MRPL36,EIF1AD,MRPL51,PIWIL1,EIF2B2,C1QBP,RPS7,LARP6,RPL14,PAIP1,GATC,DAP3,ETF1,GSS,MTFMT,EEF1A1,LARS1,DHPS,PDK3,CALR,ABCF1,UPF3B,ST6GALNAC5,LSM14B,MEX3D,UCN,MRPL49,COPS5,GCLM,PCIF1,UQCC2,RPL35A,RPS6,MRPS28,DEGS1,RPL38,NSMAF,RPS24,IGFBP5,NOA1,ACSS1,RMND1,CARS1,N6AMT1,RPL7,MRPL13,DRG1,RPL15,MRPL47,PSTK,DPH5,RPLP1,IGHMBP2
atpase activity	7.83e-09	2.16	326	KIF23,KIF18A,DDX52,GINS2,VCP,MCM6,MCM2,KIF2C,BLM,RAD51,HSPA5,KIF11,KIF15,KIF20A,KIF14,CDC45,KIFC1,MCM3,DDX55,ERCC2,ATAD5,MCM4,DDX49,POLQ,GINS1,BRIP1,DDX39A,RAD54L,TWNK,MYO7A,KIF20B,CENPE,RUVBL1,ASCC3,ABCE1,DDX51,DHX30,MCM5,ERCC6L,DDX20,HELZ2,ATAD2,DHX57,DDX10,ATP13A2,ATP13A1,FIGNL1,DDX21,SUPV3L1,NBN,PTPA,KIF3A,CLPP,ABCC1,CLPB,DHX33,RFC3,TTF2,SMARCAD1,RUVBL2,EIF4A3,RFC2,DDX56,IDE,MRE11,TAP1,DHX37,GINS4,LONP1,MSH2,DHX8,PSMC2,ERCC3,GTF2F2,DDX28,MTREX,DDX23,DDX31,MCM8,HELLS,HSPA14,RECQL4,DDX18,RECQL,KIF5B,MORC2,PEX1,DDX41,SMARCA4,DDX46,KATNB1,MYO1B,PSMC4,KIF2A,DSCC1,MDN1,CCT8,CHTF18,HELB,FANCM,WDR60,ATP6V1H,DHX9,ABCC2,DDX27,DDX24,RAD51C,RAD51B,NAV2,DHX34,SPAST,SKIV2L,DDX1,CHD6,SMARCAL1,XRCC3,UPF1,DNAH5,CHD7,MYO10,KIF12,KIF22,ATRX,ATP6V1F,RFC1,DHX36,ABCB7,BTAF1,WRN,KIF3C,ABCG5,DDX50,RNF213,MYO19,CHD1L,TOR3A,MYH10,DHX35,ZRANB3,PSMD6,KATNA1,SPATA5L1,KIF27,G3BP1,ABCF1,MLH3,XRCC6,CDK7,PSMC6,MSH3,ATP6V1G1,CCNH,KIF3B,OLA1,SPATA5,WRNIP1,IGHMBP2,RBBP4,SHPRH,SMARCA5,ABCA12,HSPA13,ABCA7,DNAH6,DYNC1H1,PEX6,ABCF3,TNNT1,DNAH2,CLPX,VWA8,DDX42,GTF2H4,SWSAP1,TAP2
atpase activity coupled	7.83e-09	2.53	215	KIF18A,DDX52,GINS2,MCM6,MCM2,BLM,RAD51,HSPA5,KIF11,KIF14,CDC45,MCM3,DDX55,ERCC2,ATAD5,MCM4,DDX49,POLQ,GINS1,BRIP1,DDX39A,RAD54L,TWNK,MYO7A,KIF20B,RUVBL1,ASCC3,DDX51,DHX30,MCM5,ERCC6L,DDX20,HELZ2,DHX57,DDX10,FIGNL1,DDX21,SUPV3L1,NBN,KIF3A,CLPP,DHX33,RFC3,TTF2,SMARCAD1,RUVBL2,EIF4A3,RFC2,DDX56,MRE11,DHX37,GINS4,LONP1,MSH2,DHX8,PSMC2,ERCC3,GTF2F2,DDX28,MTREX,DDX23,DDX31,MCM8,HELLS,HSPA14,RECQL4,DDX18,RECQL,KIF5B,PEX1,DDX41,SMARCA4,DDX46,KATNB1,MYO1B,PSMC4,DSCC1,CCT8,CHTF18,HELB,FANCM,WDR60,DHX9,DDX27,DDX24,RAD51C,RAD51B,NAV2,DHX34,SPAST,SKIV2L,DDX1,CHD6,SMARCAL1,XRCC3,UPF1,DNAH5,CHD7,MYO10,ATRX,RFC1,DHX36,BTAF1,WRN,DDX50,CHD1L,MYH10,DHX35,ZRANB3,KATNA1
catalytic activity acting on a trna	7.83e-09	2.5	96	LARS2,WDR4,TSEN54,THUMPD2,YARS1,IARS1,METTL1,FARSA,TARBP1,PUS3,TRMT6,TRNT1,TSEN2,AARS1,RPP40,FTSJ1,TRMT1,TARS1,NARS2,DARS2,NSUN2,MRPL58,EPRS1,EARS2,PTRH2,TRMT11,RPP25,QTRT1,WARS1,DARS1,GARS1,VARS2,THUMPD3,TRMT10C,LRRC47,DUS1L,DUS4L,QTRT2,VARS1,TRIT1,DTD1,DUS3L,PTRH1,ELAC2,POP7,METTL8,TRMT2B,RARS1,TRMT44,YARS2,PUS1,TSEN34,MARS2,HARS1,TRMT61A,TRMT12,METTL6,GATC,MTFMT,LARS1
catalytic activity acting on dna	7.83e-09	2.6	159	GINS2,POLA2,MCM6,MCM2,BLM,RAD51,EXO1,LIG1,CDC45,MCM3,ERCC2,MCM4,ALKBH2,POLG2,POLD1,POLQ,GINS1,BRIP1,RAD54L,TWNK,PTGES3,PCNA,DNMT1,NTHL1,RUVBL1,ASCC3,MCM5,ERCC6L,APEX2,APEX1,SUPV3L1,NBN,NEIL3,DNMT3A,RFC3,SMARCAD1,RUVBL2,RFC2,TOP1MT,MRE11,ERCC1,GINS4,DNMT3B,ERCC3,DCLRE1A,POLL,GTF2F2,MCM8,POLE3,TDP1,RECQL4,TOP3A,RECQL,POLD2,MGME1,POLE2,DCLRE1B,HMGA1,DSCC1,DFFB,CHTF18,HELB,TERF1,RAD1,LIG3,DHX9,RAD51C,THAP10,NAV2,DDX1,POLH,RAG1,APTX,CHD6,SMARCAL1,XRCC3,EME1,CHD7,ATRX,FEN1,DHX36,CHRAC1,POLB,WRN,MPG,SLX4,TATDN1,HMGA2,CHD1L,UNG,ZRANB3,G3BP1,DNASE1L1,XRCC6,EXOG,TDG,ERCC4
catalytic activity acting on rna	7.83e-09	2.69	292	DDX52,LARS2,WDR4,EXO1,NOP2,TSEN54,THUMPD2,DDX55,YARS1,RNASEH2A,AZGP1,DDX49,FTSJ3,BRIP1,IARS1,DDX39A,METTL1,FARSA,TARBP1,EMG1,PNPT1,TFB2M,ERI1,PUS3,PRIM1,POLR3K,POLR3A,TRMT6,DDX51,DHX30,DDX20,POLR3H,CD3EAP,HELZ2,TRNT1,POLR2G,DHX57,TRMT112,DDX10,TSEN2,APEX1,ISG20L2,MEPCE,DDX21,SUPV3L1,POLR3G,AARS1,RPP40,FTSJ1,TRMT1,TARS1,TGS1,EXOSC2,NARS2,DHX33,POLR1D,EIF4A3,DARS2,TWISTNB,DDX56,NSUN2,MRPL58,PAN3,EPRS1,POLR1E,EARS2,BUD23,DHX37,DIS3,DBR1,PTRH2,ZNRD1,TRMT11,RPP25,DIS3L2,POLR2K,QTRT1,WARS1,DHX8,POLR2D,EXOSC9,DARS1,LACTB2,RCL1,AGO2,GARS1,XRN2,FBL,VARS2,DDX28,THUMPD3,MTREX,DDX23,DDX31,TRMT10C,POLR2C,REXO2,EXOSC5,DDX18,CPSF3,LRRC47,EXOSC7,POLR2I,DUS1L,DIMT1,MRM2,DUS4L,QTRT2,POLR1C,DDX41,VARS1,TRIT1,DDX46,PRIM2,DTD1,HENMT1,RPAP1,DUS3L,PTRH1,ELAC2,DROSHA,EXOSC10,NSUN4,PARN,CRCP,FANCM,POP7,DHX9,RNMT,METTL8,DDX27,DDX24,TRMT2B,RARS1,TRMT44,YARS2,DHX34,POLR3F,SKIV2L,DDX1,PUS1,DCPS,POLR2F,UPF1,POLR3D,TSEN34,MARS2,HARS1,FEN1,METTL3,TRMT61A,DHX36,TSN,TRMT12,DDX50,NOB1,JMJD6,PIWIL1,METTL6,TFB1M,PAN2,DHX35,GATC,MTFMT,LARS1,G3BP1
catalytic complex	7.83e-09	1.77	1066	CCNA2,RRM2,SKP2,PPIL1,CCNB1,ANAPC5,POLA2,WDR4,VCP,CARHSP1,EZH2,CKS2,SF3B3,CCNB2,DTL,PSME3,P4HA1,STT3B,CDK1,PKM,TSEN54,RBBP5,TNFAIP1,MCM3,PHKA1,DPM2,ERCC2,EFTUD2,ATAD5,CCNT1,KAT2A,POLG2,PIK3C2A,POLD1,CCND1,NEDD4,CDC20,PSME4,SMC6,FARSA,PNPT1,CDK5,PCNA,ADAT2,CHML,RBCK1,HDAC2,BRD9,PRIM1,POLR3K,BCS1L,ZFC3H1,POLR3A,KEAP1,TRMT6,PHF19,NAA25,RUVBL1,PRPF19,CDK2,PFKM,POLR3H,CD3EAP,DCAF16,DCAF13,PSMD1,SMARCC1,POLR2G,TAF6L,TSEN2,BRCA1,PSMB7,CCNE1,BAZ1A,MMS19,NAA10,SMARCD1,CUL4A,SUPV3L1,UBE2C,RIOK1,POLR3G,NDUFB11,UCHL5,PSMD14,RPP40,PTPA,MAD2L2,NOLC1,ENC1,CDK12,EXOSC2,PLOD1,SNRPB,NSMCE1,PRMT5,RAD23A,MAP3K7,PRPF4B,LAS1L,DCUN1D3,RUVBL2,PRPF31,ACVR1,POLR1D,MCCC2,CBLL1,EIF4A3,SNRPD1,TWISTNB,SIN3B,TRPC4AP,USP14,RRM1,YEATS4,NAA16,IDE,DCAF1,POLR1E,EXOSC8,UBAP2L,PSMB2,DIS3,RBBP7,SINHCAF,ZNRD1,ERCC1,SMURF2,PAAF1,PIGA,RPP25,TEX10,DIS3L2,POLR2K,DCUN1D5,CKS1B,NUDCD3,JADE3,DPY30,UBE2I,DHX8,ADRM1,PSMD2,POLR2D,SF3B1,EXOSC9,GMPR,CDC5L,PSMC2,DCAF12,PSMD3,AGO2,MTA2,TARBP2,ERCC3,WDR5B,YEATS2,NFRKB,RB1CC1,CCNE2,GTF2F2,CHM,PIK3R3,WDR83,SOCS7,TGFBR1,UBE3D,TRIM37,MTREX,DDX23,TRMT10C,POLE3,POLR2C,UBA2,ZDHHC9,CCNO,MAGOHB,HDAC8,EXOSC5,SAP18,EXOSC7,BARD1,POLR2I,WDR77,POLD2,RPN1,NOXO1,MORF4L2,TRAF2,ERH,DYNLRB1,SNRPG,SNRPD2,CDC16,FBXW8,NOX4,ACTR5,DCUN1D2,PHC1,POLR1C,DDX41,GNA15,DDB1,CDC23,PSMD11,SUGT1,HSD17B10,ACTL6A,BUD31,ERCC8,SMARCA4,VAC14,PSMD5,E2F6,PELP1,LSM2,PRPF6,PRIM2,SYNCRIP,PSMA1,MEN1,RBM15B,CCNJ,RAD23B,PHC2,OGT,LSM7,PSMC4,CACYBP,MRGBP,KLHL21,POLE2,PHF20,EEA1,CUL1,GNA12,SRSF1,PRPS2,TFPT,PSMB5,BCOR,BRD8,CLNS1A,BRMS1L,PIK3R2,DROSHA,DNTTIP1,EXOSC10,JARID2,PSMA3,TAF9B,HNRNPC,CRCP,PAXIP1,P3H4,TAF2,SF3B2,PSMB4,DPF2,XAB2,UBQLN4,TAF6,WDR60,CUL4B,ANP32E,POP7,GAR1,UBE2L6,GTF2H5,PSMD8,CBX4,AEBP2,DHX9,NSMCE2,HNRNPU,MED1,RPAP2,RNMT,UBE2V2,CBX8,FBXO6,INO80E,ANAPC10,STT3A,DYNC1LI1,DR1,FBXO21,PIAS4,SS18L1,PSMB1,KLHL25,RAD51C,ENY2,SUPT20H,NCOR2,SAP30,SNRPA1,SOCS3,BCKDHA,KMT2B,GLMN,PSMA2,RNF8,POLR3F,HTRA2,VIRMA,ALYREF,NDUFA11,FBXL13,SNRNP40,RBM15,P4HB,DCAF17,SNRPE,RAD18,SNRPF,FNTA,RAG1,SF3A3,DPM1,C9orf72,SDHAF4,MAT2A,GTF2E1,UBE2N,POLR2F,FBXL2,U2AF1,GNG4,ZNF507,EME1,DNAH5,POLR3D,MED10,TSEN34,ELOB,UBE2S,BRPF1,BCKDK,NHP2,RFC1,KCTD13,METTL3,TRMT61A,PSMD7,GTF2E2,SUPT7L,CHRAC1,MCRS1,FBXL4,REST,ZNF335,CLP1,HNRNPR,HMGXB4,SUPT3H,SLX4,OTULIN,CCND2,RHBDD2,HNRNPK,NSMCE3,HCFC1,GNAS,TPR,KHSRP,HNRNPA1,TMEM258,ACVR2B,UBQLN1,PPP1R9B,RANBP10,PCGF6,KRTCAP2
cation transport	7.83e-09	-1.64	936	FHL1,ATP1A2,RELN,SCN4B,SLC13A2,MYLK,P2RX1,SCN9A,CCL21,PIK3CG,SLC30A4,MEF2C,NLGN1,CD33,CCR2,PLCD4,CCL19,SLC22A17,NEDD4L,FXYD3,ANK3,GCG,AHNAK,SLC31A2,KCNN3,MCOLN2,CNNM2,TRPM6,SLC46A1,GPM6B,P2RY12,PRKACA,GDNF,FXYD1,FTH1,KCNK1,KCNMA1,TCN2,ADRB2,SLC9A2,CHRNA3,SLC25A20,ITPR1,IL16,SGK1,PTK2B,PSEN1,ATP6V0D1,CYSLTR1,ATP1B2,SLC36A1,SYT17,DPP10,SLC22A5,SLC44A4,CAMK2G,SCNN1B,CCL5,GPD1L,PPARGC1A,KCNA3,FLVCR2,NNT,DAPK1,SLC41A2,EDN3,DLG1,ANK2,PLCE1,ATP2A3,SLC4A4,TMEM37,AQP1,CACNA2D4,PLCD1,CACNB1,SLC35G1,OSR1,HSPA2,PTPRC,GPER1,TMEM63B,BTK,KCNK10,SLC17A5,SLC23A1,SLC5A11,CCL8,ANO10,AFG3L2,CNNM4,P2RX4,MAOB,CHRNA1,MS4A1,CD19,ATP5F1A,NIPAL3,SRI,SLC22A4,PRKCE,COX8A,CNGA1,STIM1,SLC30A1,AKAP9,VAMP8,COX6C,SLC9A1,ATP2B1,SLC39A5,SLC44A1,SCN7A,HVCN1,SLC12A6,VDR,MICU3,SLC17A4,SLC20A2,CD63,TRPM4,CNKSR3,LGALS3,CHP1,CLCA1,SLC22A18,PDE4D,CTSS,ATP1B3,RAB3B,CAB39,KCNMB1,RGS2,VPS4B,TLR9,HEPH,SCNN1A,RYR3,ABCB11,ADRA2A,SLC6A9,FCRL3,DNM2,KCNK5,SCN1B,COX4I1,SLC8B1,ATP6V0D2,COX5A,VAMP2,CHCHD10,ABAT,SLC1A1,YWHAH,LETM1,ATP8A1,RHAG,CCS,MYO5A,KCNK12,COX5B,CP,INPP5K,MINK1,SHISA7,SLC17A8,KCNJ2,KCNE2,NDUFS7,ATP5MC3,MCU,ATP5PB,B2M,PRSS8,PKP2,SNCG,SARAF,NIPAL2,CACNB2,MCOLN1,CNTN1,KCNG1,ATP6V1D,COX10,COX7C,DMD,BDKRB1,SLC6A2,SLC25A42,CD4,UTRN,ASIC5,TMEM175,SLC15A1,KCNJ4,FKBP1A,SLC15A2,CDH23,ATP5F1C,SYT13,SLC40A1,ATP5PF,RGS9,PKDREJ,ATP5PO,FASLG,SLC39A14,P2RX7,CNIH2,CXCL12,SLC20A1,ATP1A1,SLC2A10,NFE2L1,SYT4,CLCA3P,SCO1,SLC25A45,CLCN3,NIPA2,COX6A1,COX7B,RAB11B,COX7A2,ATP13A4,ATP5F1D,ATP5ME,SNAP23,KCNS3,SLC13A1,PLA2G1B,CRHBP,SLC44A2,CNGA3,KCNS2,KCNH6,ATP5MC1,ATP2C2,BCL2,ADCYAP1R1,GRIA3,RALBP1,STK39,GCK,CYB5A,CASR,SLC18A2,CCR7,KCNH7,DLG2,SNCA,SFXN1,SURF1,CLTC,KCNG2,MT3,DLG4,ATP5PD,SLMAP,TSC1,LTF,NMUR1,CLN3,HTR2B,KCNK6,SCN4A,SCN11A,SLC9A3,HCN2,MTNR1B,CACNG6,KCNG3,KCNJ5,SLC7A2,TTYH1,GNAO1,BAK1,ATP1A4,HPCA,ATP6V1A,GRIA1,ATP2B3,CACNA2D1,NEFL,DRD3,REM1,KCNH5,SLC38A4,COX6B1,SLC47A1,COX6A2,OXSR1,TMBIM6,HOMER2,HRC,EGF,ISCU,KCNJ16,COX7A1,ATG5,LILRB1,CNGB1,TSPAN13,VIP,CD84,PRKN,KCNMB2,KCNJ1,TUSC3,KCNQ4,SCO2,PLN,ABCC8,ZDHHC13,SLC22A16,NLGN3,CNGB3,CAMK2A,TF,TRPV3,SLC4A5,ATP6V1E1,S100A1
cellular lipid metabolic process	7.83e-09	-1.68	808	PDK4,CYP4V2,P2RX1,CCL21,PIK3CG,PRKAR2B,ST6GALNAC3,CD36,PLCD4,CCL19,PLPP3,SERINC1,PDK2,PLAAT4,PCYT1A,TNFRSF1A,INPP5A,PNLIPRP2,P2RY12,GPC6,AGPAT3,PLP1,LIPC,PCK1,LARGE1,HPGDS,CLN8,ACSF2,CRAT,VAPA,PTK2B,PHYH,ECI2,SLC44A4,NKX2-3,EPHX2,PRDX6,CES2,GPD1L,PCK2,PPARGC1A,ACAT1,PIK3CD,NAAA,FAM126B,FUCA1,ELOVL4,PLCE1,ELOVL6,CWH43,LIPH,DHDDS,MMUT,PLCD1,ACSS2,ENPP2,GPAT3,ETFDH,CROT,LPCAT3,B3GALT4,HMGCS2,NEU4,ARV1,SERINC2,ARSA,MTM1,IMPA2,APPL2,ACOX1,RARRES2,PIP5K1B,FABP4,PRKAA2,KLF4,GSTZ1,MTMR9,KIT,ABHD6,CD19,HADHA,CEACAM1,ACOT11,SLC22A4,CAPN2,ACADS,PRKCD,DAB2IP,B3GNT5,ADTRP,LPCAT4,WDTC1,CDS1,GBA3,ABCD3,SCP2,IMPA1,PECR,GBA2,ACAA2,SLC44A1,GDPD3,MAPK3,ABHD3,CYP4F12,SOCS2,MPPE1,MOGAT2,NAGA,CSF1R,SGPP2,ST8SIA4,EGFR,ETFBKMT,DHRS9,ECHDC2,PPARD,DGKA,TNFAIP8L3,IP6K2,SESN2,PIK3C3,ENPP6,B4GALNT2,ACADSB,PLA2G2D,ACADM,DOLPP1,PLD1,ACER3,NR1H3,ZADH2,CPT1A,DECR1,TYRP1,ALG12,FABP2,NAPEPLD,PGAP3,ACSM3,ABCD2,SGPP1,PITPNM3,ACADVL,B3GALT1,SYNJ1,PDK1,CYP2J2,PIGN,BDH2,CTSA,CERK,ACAD10,ALDH1A1,PLPP6,TEK,MTMR3,PIK3CB,ARF3,MYO5A,CHPT1,STARD10,SOCS6,GDE1,GAL3ST1,HADH,INPP5K,ABHD5,EHHADH,SACM1L,ABCG1,GPAT2,PPARA,CAT,TTC7A,FIG4,INPP5J,DHRS7B,PPM1L,ACOT4,B4GALT4,SPTSSA,ABHD4,PNPLA2,DGKQ,CERT1,ACSBG1,EDN2,GK5,SOAT1,ECI1,ADH6,MPDU1,PLA2G4F,PIGS,GAL3ST2,VAV3,APOBR,AKR1C1,ALKBH7,NR1H4,AGTR1,CYGB,CRYL1,PLA2G2A,FAR1,APOE,CYP2C18,FLT3,MOGAT3,DGKD,ALDH3A2,SMPDL3B,FAM135A,GAL3ST4,P2RX7,GALC,PTGR1,ATG14,GPLD1,PCTP,MTMR14,NFE2L1,ADH5,DHRS3,FGFR3,PLA2G5,PAFAH1B1,ADIPOQ,SLC45A3,BPNT1,FITM1,PIGV,PSAP,HSD17B8,PTGS1,PLA2G1B,SLC44A2,ACOT8,FA2H,ETFB,CHKA,PRKAA1,ECHDC1,ACSM5,PRKAG2,DLD,ACHE,DECR2,MTMR7,SIRT3,ABO,TTR,CCR7,SNCA,BCO1,STS,INPP4A,MT3,ACOX3,PLA2G4A,BCO2,ALG14,PLAAT2,MBOAT2,AGPAT2,HTR2B,CBR1,IDH1,PMVK,IPMK,PPARG,ADIPOR2,PIGG,SLC35C1,SLC27A6,ST3GAL6,PIGB,IVD,SGPL1,FAM135B,HMGCR,TLCD3B,ACACB
cellular protein containing complex assembly	7.83e-09	1.74	766	IPO4,CDT1,SRPK1,SOX9,H2AX,CENPA,EIF3J,CENPU,GEMIN4,KNL1,MCM6,MCM2,CHAF1B,PRPF3,RAD51,NOP2,GPX4,HJURP,STRAP,CDC45,PSRC1,ERAL1,FKBP4,CPSF6,OTUD6B,TRIM27,MCM3,DIAPH3,ERCC2,MID1IP1,CENPI,MCM4,HSPA4,ANLN,FCHO1,NDE1,CDC42EP1,PIK3C2A,ASF1B,KANK1,PTGES3,MACROH2A1,DIAPH1,MIS18A,CENPE,BCS1L,RPLP0,MRTO4,FBXO5,RUVBL1,PRPF19,EIF3G,ICAM1,CCT2,DHX30,OIP5,MCM5,DDX20,GRWD1,H3C2,NLE1,EIF3B,TAF6L,DAXX,PTK2,COPS7B,NAF1,CUL4A,LRRC6,NUP107,PMEPA1,UBE2C,NDUFB11,SART3,BBS10,CENPF,MET,ACAD9,TGS1,PSMG1,DHX33,NDC1,SNRPB,NUDT21,NUP93,PRMT5,RUVBL2,GEMIN5,MIS18BP1,PRPF31,UQCC1,NASP,SNRPD1,IMMP2L,POLR1E,BRIX1,ORC3,CAMSAP1,NAP1L1,RBBP7,CENPO,STXBP1,GEMIN7,USP39,NDUFAF7,LONP1,ARPC5L,EIF3M,TUBGCP4,HIRA,CENPJ,ADRM1,POLR2D,SF3B1,PSMC2,PARP1,LSM4,AGO2,ITGB3BP,TARBP2,ERCC3,LRRC49,RRS1,GEMIN6,GTF3C5,TAF1B,EIF3I,TMSB10,DDX28,EIF3H,DENR,H4C4,H1-5,DDX23,ABITRAM,POLE3,AAR2,HELLS,NUP98,EIF4G1,WDR77,HAT1,TRAF2,SNRPG,ATR,CENPH,TM9SF4,TBCE,SNRPD2,TUBGCP3,DDB1,PSMD11,TSPYL4,SNRPC,PIH1D2,SMARCA4,PSMD5,NOL3,SHQ1,PRPF6,RAD23B,ZNHIT6,SPIRE1,CAMSAP2,SMAD6,NUP153,VBP1,PSMC4,CENPQ,RPS19,CENPW,RPA3,ATAT1,RPF2,SRSF6,SRSF1,AP2S1,CLNS1A,STX1A,GTF3C3,CLASP2,MCTS1,GEMIN8,MLST8,HMGB2,VMA21,MDN1,TERF1,XAB2,EIF2S2,TAF6,CUL4B,GTF2H5,ELN,SNUPN,CCL24,MAPRE1,SOX12,EIF3D,DHX9,CETN2,RPS5,DNM1L,RAP1GDS1,FASTKD2,DR1,SMYD3,POMP,COIL,HIP1,ALDOB,HMGB1,EIF4B,STMN1,NDUFA11,NDUFAF4,DDX1,H2BC11,ANP32B,MCMDC2,SNRPE,SNRPF,SF3A3,AXIN1,BAG4,NCBP1,MRPL11,SDHAF4,ADAR,DNAH5,MKKS,SF1,UBE2S,COPS8,BRF1,RPA2,XPC,RANGRF,VPS41,ATRX,CENPN,RSL24D1,CLTA,NDUFAF2,NCKAP1,EIF2AK2,CCL26,CENPM,CLP1,WASHC3,TMEM70,ARL6,CDK5RAP2,DBN1,SRPK3,UBA52,DNAAF3,HSF1,KIRREL1,CHD1L,ZNHIT3,SFSWAP,TAZ,ABI2,BDP1,TP53,BIN1,CDH5,NUFIP1,GBP5,SGIP1,FHOD3,RASA1,WASF1,ERC2,COPS7A,CALR,STUB1,AP2B1,PSMD4,CDK7,PSMC6,CAPG,MYOM3,GEMIN2,UQCC2,H1-4,ARHGAP18,RPL38,CHAF1A,H4C13,H3C7,CDKN1B,SPTBN5,SART1,LUC7L,CCNH,SRPK2,H3C8,SNRPD3,NDUFAF5,PSMD13,DRG1,CDC42EP2,CADPS2,HAX1,SF3A2,RBBP4,SHPRH,CLASP1,TBP,SMARCA5,NDUFAF3,PWP2,NDUFA7,BRD2
