pathway	padj	NES	size	leadingEdge
adaptive immune response	5.63e-09	2.36	320	FYN,FCGRT,FOXJ1,SWAP70,WAS,SYK,C8A,FCGR2B,PDCD1LG2,ZAP70,SASH3,LILRB2,BCL6,CSK,CD3D,TNFRSF1B,RAB27A,C6,CD40,EBI3,EMP2,AZGP1,PRDM1,LILRB1,UNC93B1,HLA-DOA,PKN1,RORC,PDCD1,IRF4,HLA-DPA1,TFEB,POU2F2,C1RL,PRKD2,LAG3,IL18BP,C8B,CD48,IL7R,IL12RB1,CD19,INPP5D,TLR8,IL1R1,PRF1,PIK3CG,CD86,BATF,SH2D1A,NFKB2,SPN,CLCF1,SIT1,CTSH,CD84,IL18RAP,ATAD5,CD70,PTPRC,CD80,DCLRE1C,NEDD4,LAX1,SLC11A1,PTPN6,CD4,CFI,IL4,IL18R1,BTK,IL18,RORA,SIRT1,CD3E,GPR183,IL4R,IFNB1,LILRA6,FGA,ARG1,TFE3,CD7,HLA-DMB,BTN3A1,LAIR1,LAMP3,CTLA4,ADGRE1,TNFAIP3,STAT3,CD1B,HLA-DPB1,LEF1,ANXA1,CD79A,LAT2,LILRA1,SERPING1,C2,HFE,TCIRG1,BACH2,CTSS,IRF7,TLR4,UNG,XCL1,CR1,SLAMF1,CD226,C1R,CLEC4M,CD6,IL23A,CD81,C7,CD27,LY9,RIPK2,HPX,C3,MARCHF8,C4BPB,TRPM4,TNFRSF14,LTA,CD74,PYCARD,ADCY7,C4BPA,CLEC4A,CD244,TBX21,CD160,CEACAM1,HLA-DQB2,HLA-DOB,LIME1,CD3G,ICAM1,FADD,IFNA2,HLA-DMA,GATA3,CD1A,HLA-DQA1,CLEC10A,RELB,CRP,KDELR1
aerobic respiration	5.63e-09	-2.9	68	NDUFA4,COX6A1,PDHB,SUCLA2,COX5B,COX7C,MDH1,COX7B,FH,COX4I1,UQCRC2,COX6C,SDHB,OGDHL,ATP5F1D,COX8A,PANK2,MDH2,DLAT,CS,COX6B1,UQCRC1,DLD,SUCLG1,PDHA1,COX5A,SLC25A14,ADSL,IDH3A,IDH3B,UQCR10,NDUFS7,UQCRB,CYCS,SDHA,BNIP3,ME3,ACO2,FXN
alpha beta t cell activation	5.63e-09	2.49	106	ITPKB,SYK,BCL2,TCF7,ZAP70,SASH3,BCL6,ELF4,EBI3,ZBTB16,PRDM1,LILRB1,TNFSF8,NCKAP1L,RORC,IRF4,IL12RB1,CD86,BATF,CBFB,SPN,PTPRC,CD80,GPR18,LGALS9,IL18R1,IL18,RORA,DOCK2,CD3E,GPR183,IL4R,CD300A,IL15,PLA2G2D,ABL1,STAT3,LEF1,ANXA1,PAX1,HFE,TCIRG1,FUT7,XCL1,TWSG1,IL23A,CD81,LY9,RIPK2,RUNX3,GLI3,TNFRSF14,CLEC4A,RPL22,TBX21,CD160,PTGER4,TGFBR2,IHH,GATA3,RELB
amide biosynthetic process	5.63e-09	-2.19	566	MRPS22,MRPS33,PDHB,DPH2,ST3GAL5,MRPL15,PUS7,AGK,B4GALT6,DIO2,ELOVL4,MRPS10,PAIP1,RNF139,WARS1,B4GALNT1,MRPS15,B3GALT2,DDX1,ABCE1,METAP1,PDHX,NARS1,TSFM,FASTKD3,ELOVL6,RARS1,GRM5,UQCC1,COPS5,EIF1B,MRPL3,RSL24D1,ACLY,CARS1,DAP3,TRAP1,FTSJ1,DNAJC24,MRPL35,DDX25,SNCA,MRPS35,HABP4,HARS1,PDP1,ASNS,DLAT,MPC2,NOLC1,DHPS,GATB,MRPL39,GSPT2,EIF3K,EIF3I,DENR,DLD,EEF1A2,IARS1,MRPL16,GAPDH,COA3,GGCT,GSS,YTHDF2,PCSK1,PDHA1,SELENOT,NDUFA7,FASTKD2,CAPRIN2,MRPL22,CNOT7,MRPL17,CERS6,ST6GALNAC5,MRPS7,IARS2,LRPPRC,DRG1,PTK2B,RPL10A,MRPL13,EIF4H,NEURL1,EIF3M,MTHFD1,ASNSD1,FARSA,POLR2D,C1QBP,ROCK2,ACSL3,ACSL4,HSPA14,MRPL58,EIF2AK2,RBM8A,OGFOD1,ABCF1,EIF6,MRPS27,CDC123,MAPK1,RPL26L1,HAGH,TACO1,DHX29,PPCS,NGRN,MRPS11,SARS1,ENC1,MRPL44,MRPL20,MRPS16,GCH1,MRPL42,LARP6,AARS1,CDK5RAP1,ACACA,MRPL4,CPEB3,MRPS2,RGS2,MRPL9,FTO,RPL15,MRPS17,GARS1,NAT10,MRPL40,RMND1,MRPL18,RPL31,SPTLC1,TRMT112,YARS1,AIMP2,TMA7,EIF2B1,PPT1,GUF1,ELOVL2,CPEB1,MRPL34,MRPS30,GFM1,ZC3H15,EIF5A2,SLC25A15,MRPS31,MAPKAPK5,ZNF706,DALRD3,ACAT1,YARS2,EIF2S1,MRPS18C,MRPS28,EIF4G2,MRPS18A,MRPL46,MCTS1,PPP1CA,PPA1,OXA1L,LSM14B,MRPL12,ALKBH1,EFL1,LARP1,HNRNPD,UPF3B,APEH,PUM2,RPS4Y1,MRPL28,MPC1,EIF2AK1,B4GALT5,EIF2AK3,MRPL48,EIF4A3,EIF4ENIF1,EIF2B5,MRPL49,POLR2G,LTN1,GADD45GIP1,KARS1,PEMT,MRPL11,RPS24,ATIC,TARS1,CAPRIN1,ETF1,UBA52,RIDA,RWDD1,EIF1AY,CNOT9,ATXN2,B4GALT3,HNRNPR,LARP4B,YTHDF3,EIF3J,EIF3H,MRPS12,CIRBP,SHMT2,MTERF3,MRPL19,EIF5,DAPK1,PDK3,RPL38,TARBP2,LARS2,SMPD1,PPA2,AURKAIP1,MTOR,EIF2S2,ASS1,TUFM
anaphase promoting complex dependent catabolic process	5.63e-09	-2.58	67	PSMD14,PSMD12,PSMD6,PSMD5,PSMA3,PSMD8,PSMC6,ANAPC15,PSMC3,PSMA5,UBB,ANAPC10,PSMA4,PSMB6,UBE2S,PSMA1,PSMB5,PSMB2,MAD2L1,PSMB3,PSMD1,PSMD10,UBE2E1,CDC23,PSMD3,PSMC1,PSMC4,PSMB4,BUB3,PSMC5,CDC27,PSMC2,PSMA2,PSMD4,PSMD11,PSMD13,PSMB7,UBE2D1,PSMB10,PSMF1,CUL3,PSMD2,PSMD9,ANAPC5,UBA52,PSMB1,PSMD7,UBC
anatomical structure formation involved in morphogenesis	5.63e-09	2.09	883	ITGB4,APLNR,PAX6,FOXO1,ANGPT1,FOXJ1,PRKX,PLCD1,HIF3A,PLXNB2,TGFBR3,GJA1,SMO,SYK,GATA2,TBX2,ITGB8,GLI2,MSX1,SRPX2,TBX5,MED12,FOXC1,NFATC4,BMP4,CXCR4,TULP3,PGF,ITGAX,ROR2,SOX2,HSPB6,RFX2,DVL3,ITGB5,MYLK3,COL5A1,CSRP1,PRDM14,BCL6,WASF2,SP1,CSRP3,PAX2,PDPN,HIPK2,HEY2,FOXD1,RRAS,FOXO4,HDAC7,NOTCH2,SASH1,SH2D2A,C6,PAK4,TIE1,EPHA2,BMPR1A,HES1,NOTCH1,C3AR1,MMP14,EMILIN1,E2F2,TMOD3,HNF1B,PGM5,PPARA,PHACTR4,CD40,COL8A1,ELF5,SPINT1,APAF1,VASP,AQP1,EMP2,MAPK7,CCL2,SDC4,FOXF1,RARG,COL6A1,TNFRSF12A,PDGFRB,TBX3,TTN,MPL,SPHK1,HEYL,HOXB1,MYOZ1,KRIT1,PKN1,EPHB4,GATA4,HOXA3,TGFBI,SIX1,XRCC2,FOLR1,ERBB2,ANXA9,CD34,NFIB,ROBO4,PRKD2,HDAC1,SNAI1,FLT3LG,PF4,TBX6,TBX19,MMP19,MYOF,DICER1,COL1A1,AKAP13,NEUROG1,EHD2,VEGFB,SCRIB,NKX3-1,TNFAIP2,PIK3CG,GDF3,RBPJ,FUZ,CLDN5,C5AR1,NFKB2,GPNMB,KLF4,OPHN1,CTSH,GDF2,JMJD6,EYA1,MAP3K3,MYOM1,ACTL6A,ST14,TNNT3,ADAM8,DVL2,KLF2,COL8A2,HIPK1,SYNPO2L,DSPP,GDF15,VEZF1,RAMP3,LFNG,PTPN6,KDM6A,ACVRL1,BRCA1,ETS1,ANXA2,PTK7,IL18,TGFBR1,RORA,KRT19,ITGA5,PECAM1,ANGPT4,SIRT1,TP53,HSPG2,PTCH1,TREM2,VEGFC,GAB1,TBX1,APOD,ITGB3,TGFB2,LHX1,IL4R,PHLDB1,EYA2,EPHA1,GNA13,CDX2,MKS1,ELK3,MMP2,MYH11,LMOD1,LAMA3,MPP5,DCN,GCM1,EP300,PTPN18,JUNB,PAX8,JUP,ITGA7,STK3,WNT6,ITGA6,TNFAIP3,ABL1,PHOX2A,MFNG,AMELX,NOX1,WNT11,STAT3,EDA,CARD10,CELSR1,EFNA1,HOXB3,WNT1,CSF3R,CAV1,LEF1,ANXA1,MPIG6B,LATS1,LEP,ACKR3,PAX1,PTPRB,NPPB,TP63,STK4,NRAP,ATP8B1,MMP9,MED1,TYROBP,TBX4,TCIRG1,CASQ2,LRP6,TCAP,ADAMTS9,RAMP2,SOX4,ANXA3,FGFBP1,HAND2,ADGRG1,PIM1,FOXH1,RAPGEF3,TLR3,CALCRL,TCF15,EDAR,HYAL1,BMP10,MMP8,TWSG1,GBX2,LHX5,AMOT,HRG,SOX9,SOX17,ANGPTL4,FZD1,CD81,GATA1,COL11A1,SOX18,FGF18,SMAD4,CCR3,PRKD1,MMRN2,TFAP2B,FOXA2,C3,NPHS1,DYSF,TERT,IL1A,FOXC2,MMP20,SEMA6A,ALX1,TCF21,NKX3-2,APOLD1,CXCR2,GLI3,LAMA5,RS1,DLX6,HMOX1,SBNO2,SERPINE1,ANPEP,PLA2G3,HHEX,SIRT6,SALL1,NDNF,SP100,CCL7,MYOG,BTG1,OBSL1,ITGA2,SETD2,EGF,COL4A3,MTHFR,SMAD1,HMGA2,NR4A1,HAND1,RAMP1,CLEC1B,ITGA8,CD160,TLX2,CEACAM1,FZD7,CCL24,NOTCH3,PERP,ENG,GATA6,CYP1B1,KNL1,SLC34A1,KRT8,MAFB,THBS1,SPARC,WHRN,KIF20B,TGFBR2,KLK3,CSPG4,CNOT2,S1PR1,BCL2L11,EPB41L5,FGF2,B4GALT1,MYOD1,STAB1,SKI,IHH,ROCK1,HOXC11,RBM15,GATA3,ITGB2,HSPB1,CFLAR,DMP1,PDE3B,TAL1,CD53,AGT,PLCG1,HOXA7,NPR1,WLS,NODAL,ANKRD1
animal organ morphogenesis	5.63e-09	2.05	846	PPP1R13L,ITGB4,MYL3,PAX6,PHEX,CSF1,FOXO1,FOXJ1,PRKX,EGFR,LAMB2,TGFBR3,FANCC,SMO,SYK,IRX5,BCL2,GATA2,TBX2,TCF7,GPC4,GLI2,MSX1,PLEKHA4,BCAR3,LTF,TBX5,MED12,FOXC1,BMP1,BMP4,TULP3,RELA,PGF,ITGAX,ROR2,DVL3,RYR1,COL5A1,ID3,ID4,ACAN,ACP5,SFRP4,BMPR1B,SLC39A1,PAX2,IGFBP5,HIPK2,NIPBL,HEY2,FOXD1,ROM1,LTBP3,NOTCH2,SAV1,EPHA2,RXRA,BMPR1A,HES1,WWTR1,INPPL1,NOTCH1,MMP14,DHRS3,HNF1B,LGR4,PPARA,PHACTR4,COL8A1,AQP1,CSF1R,RPS6KA1,PRDM1,CCL2,FOXF1,RARG,COL6A1,EMX2,DAB2,TRIOBP,PDGFRB,YY1,MAN2A1,ZHX2,TBX3,LRP5L,ELF3,TTN,IFT140,HEYL,NFIC,TNNI1,FLI1,HOXB1,EPHB4,GATA4,HOXA3,HOXB2,SIX1,PAPPA2,FOXI1,ALX4,ZIC3,FGR,FOLR1,ANXA9,CD34,NFIB,HDAC1,SNAI1,COL6A2,LAMC1,TBX6,TBX19,NTN3,SCARA3,PITX3,COL1A1,NEUROG1,SCN10A,SMARCC1,SGPL1,SCRIB,YAP1,NKX3-1,RAB23,RBPJ,FUZ,CLDN5,LAMA2,VSX1,ODAM,PRRX1,GLG1,CTSH,FAT1,LAMA1,FGF4,EYA1,MYOM1,RUNX2,NEDD4,DVL2,COL8A2,HIPK1,NTN1,SYNPO2L,PGR,DSPP,LFNG,IRX4,KDM6A,ACVRL1,AQP6,ANXA2,PTK7,ELN,ETV7,PAX4,TGFBR1,LRP5,ALX3,LRP4,TP53,HSPG2,PTCH1,VEGFC,TBX1,SFTPB,TGFB2,LHX1,GLI1,VAX2,TNFRSF11B,SMAD6,HAS2,CDX2,PLOD3,MKS1,ARG1,TRPV4,MMP2,LAMA3,TGFB3,DCN,EP300,ATOH1,CTSZ,PAX8,GPC3,CHD7,NAGLU,CRB1,PAX3,MYO3A,WNT6,ITGA6,SMURF2,TNFAIP3,ABL1,WWOX,AMELX,WNT11,PROP1,STAT3,EDA,ASXL2,CELSR1,POU3F4,EFNA1,HOXB3,WNT1,CSF3R,TMEM176B,CAV1,NR2E3,LEF1,ASXL1,FOXE1,AGTR2,BTBD7,TSKU,COL13A1,PAX1,PAX5,MATN2,SIX3,TP63,MYC,MED1,TBX4,TCIRG1,LRP6,TCAP,DAAM1,SOX4,CER1,SEMA3A,SERPINH1,HAND2,CEMP1,PIM1,FOXH1,MYBPC3,MATN4,TCF15,LIMS2,EDAR,HYAL1,ZIC1,HOXD10,BMP10,TWSG1,RPGRIP1,GBX2,FOXE3,SOX9,SOX17,FZD1,CHST11,GDF11,SERPINB5,HOXD9,COL11A1,GNGT1,SOX18,FGF18,SMAD4,TACSTD2,PDGFC,AMBN,TFAP2B,ESR1,FOXC2,MMP20,SEMA6A,ALX1,VANGL1,BARX2,MDM4,TCF21,CSGALNACT1,NKX3-2,COL1A2,HOXB8,PHLDA2,COMP,GLI3,LAMA5,NKX6-1,ROR1,PAX9,RS1,TNC,DLX6,LIF,LHX3,SERPINE1,MSN,SIRT6,SALL1,LBX1,CHRNA10,ITGA2,SETD2,LAMC3,HAND1,FSCN2,GNAT2,ITGA8,TBX21,DLX2,HYAL2,TNFSF11,CEACAM1,TRIP11,PKP2,FZD7,ZEB1,PERP,ENG,GATA6,TULP1,SLC34A1,VDR,MAFB,NRL,WHRN,TGFBR2,LAMB4
anterior posterior pattern specification	5.63e-09	2.37	171	PAX6,SMO,GLI2,MSX1,MED12,FOXC1,BMP4,TULP3,ROR2,BPTF,HIPK2,HEY2,BMPR1A,HES1,NOTCH1,HNF1B,ZBTB16,FOXF1,RARG,EMX2,YY1,TBX3,LRP5L,HEYL,HOXB1,GATA4,HOXA3,HOXB2,ALX4,ZIC3,XRCC2,TBX6,TBX19,NEUROG1,NKX3-1,GDF3,RBPJ,FUZ,PCSK6,HIPK1,LFNG,KDM6A,TGFBR1,LRP5,TP53,TBX1,LHX1,CDX2,EP300,GPC3,PCSK5,CELSR1,HOXB3,WNT1,LEF1,PAX1,SIX3,LRP6,TCAP,CER1,FOXH1,HOXC10,TCF15,HOXD10,GBX2,CDX4,SOX17,GDF11,HOXD9,SMAD4,FOXA2,FOXC2,ALX1,HOXB8,GLI3,PBX3,BTG2,HHEX,BARX1,EPB41L5,RING1,SKI,HOXC11,HOXA7,WLS,NODAL,NR2F2,CTNNB1,HOXA2,HOXA4,HOXB9,FOXB1,HOXD4,HOXC13,ACVR2B,COBL,MYF6,HOXD13,HOXA6,WT1,FGF8
appendage development	5.63e-09	2.4	142	ITGB4,MAP3K20,TBX2,GLI2,MSX1,TBX5,BMP4,TULP3,ECE1,ROR2,BMPR1B,SLC39A1,NIPBL,NOTCH2,BMPR1A,FBXW4,NOTCH1,RAX,ZBTB16,RARG,TBX3,IFT140,ALX4,HDAC1,GNA12,PRRX1,HOXD12,FGF4,RUNX2,GDF5,ALX3,LRP4,KRT84,PTCH1,TMEM231,TGFB2,MKS1,PITX1,GPC3,CHD7,PCSK5,ITGA6,CREBBP,LEF1,TP63,MED1,TBX4,LRP6,ZNF358,SOX4,HAND2,HOXC10,HOXD10,SOX9,KREMEN2,CHST11,HOXD9,SMAD4,KAT2B,TFAP2B,ALX1,COMP,GLI3,DLX6,SLC7A11,SALL1
atp metabolic process	5.63e-09	-2.61	227	NDUFA4,COX6A1,ATP5PD,SEH1L,NDUFA3,COX5B,COX7A2,COX7C,NDUFA5,NDUFA9,NDUFS3,COX7B,ATP5F1C,GUK1,NDUFA8,ATP5MG,PID1,COX4I1,BPGM,NDUFB8,AK5,ATP6V1B2,ATP5F1B,PGK1,TIGAR,UQCRC2,ISCU,NDUFS4,COX6C,OGDHL,ATP5IF1,SNCA,ATP5F1D,NDUFB5,NDUFV2,COX8A,ENO2,SLC25A12,GPI,COX6B1,NUP42,NDUFB3,NDUFB4,UQCRC1,DNM1L,DLD,OLA1,ATP5PO,ATP5PB,NDUFB2,GAPDH,CYC1,ATP5MC3,NDUFAB1,ATP6V1A,ATP5MC1,NDUFB7,COX5A,NDUFAF1,ATP5F1A,ATP5PF,NDUFA7,NDUFB6,COQ9,HTR2A,UQCR10,NDUFS7,UQCR11,LDHA,NDUFA10,PFKM,UQCRFS1,NDUFS2,TPI1,ADCYAP1,UQCRB,HK1,ATP5ME,NDUFA1,CYCS,EIF6,COX7A1,SDHA,NDUFV1,UQCRQ,NUP155,NDUFS1,NUP93,FXN,NDUFC1,PRKAG1,MSH2,NUP85,NDUFB11,NDC1,ALDOA,NUP50,NIPSNAP2,SDHD,ALDOC,STOML2,PPARGC1A,ATP5MC2,OGT,PRKAG2,NUP58
