pathway	padj	NES	size	leadingEdge
catalytic activity acting on dna	2.12e-08	2.35	159	CDC45,EXO1,GINS2,DNMT1,POLD1,MCM5,NAV2,GINS1,DNASE2B,RUVBL1,RAD54B,MCM3,CHD1L,ERCC6L,RTEL1,POLA2,FEN1,RAD54L,ISG20,RECQL4,MCM6,EXOG,BLM,TDP1,DNA2,GINS4,TOP2A,SMUG1,RFC4,RECQL,NME1,LIG1,CHD4,MPG,RAD51C,RFC3,TOP3A,MCM7,DHX9,TERT,POLE2,RAD1,DDX11,RFC2,RAD51,MCM4,PCNA,CHD1,DSCC1,ALKBH4,POLQ,DNTT,ERCC2,ERCC3,DNASE1L1,CHD7,DNASE2,RUVBL2,XRCC3,XRCC5,MCM2,NTHL1,NBN,THAP10,POLH,NEIL3,MUS81,POLG2,APEX2,DCLRE1B,DCLRE1A,HMGA1,GTF2F2,RFC5,POLM,DFFB
cellular lipid metabolic process	2.12e-08	-1.83	773	ACADL,PIK3C2G,ALDH3A2,GPD1,HMGCS1,FABP7,GPC3,CRAT,ACACB,ACSF2,AACS,MVK,PNPLA3,HADH,CYP2J2,SRD5A1,FA2H,GPC1,GPLD1,ETFDH,PIK3C2B,ACSBG1,APPL2,CYP3A5,HMGCS2,INPP5A,DEGS1,SCP2,PLCH2,PLAAT1,CYP2E1,LCAT,ALOX15B,SGPL1,HPGDS,AGTR1,ABHD5,MBOAT2,ADH1B,CROT,DHDDS,MSMO1,PPARA,MTMR12,PLEKHA1,PON3,PPARG,PLPP1,SH3YL1,HMGCR,ACAT1,DGKA,PCK1,ELOVL4,FBXW7,SDC1,FGFR3,PIGV,EPHX2,PIP5K1B,PEX13,SDC4,ACSM3,PGAP2,ACADM,GNPAT,LSS,CYP4F12,PLPP3,ALOX12,ACAT2,FDFT1,ECHDC2,CYP4F8,PIGC,CYP2C18,PLPP2,HSD17B12,ADTRP,PTPN13,RBP4,INSIG1,PMVK,AADAC,ERLIN2,AKR1C3,ECHDC3,KLF4,AKR1C2,SLC27A6,ACSL1,IMPA2,ITGB8,HSD17B8,CSNK2A2,SPTLC3,ACOX2,PLCD1,PNPLA4,ALDH5A1,ANG,INPP1,EDN1,IP6K2,ACAA2,AUH,RGN,CLN8,PNPLA2,CPNE3,PTGIS,CYP26B1,PGAP1,PTGES,SERINC5,ELOVL6,PTGS1,ADIPOQ,PRKD2,SRD5A3,INSIG2,SPTLC1,DOLPP1,FAAH,ALOXE3,ADH1C,VAV3,GLTP,CDS1,PER2,PCCA,CWH43,HSD17B4,CRABP1,NR1H3,AVP,PDGFRA,IDI1,PEX7,SLC27A2,CAT,DHRS7B,ALDH3B2,PGAP3,EGFR,HAO2,SDC2,CBR4,ACOX1,IRS1,HADHA,RUFY1,ECI1,ATP6V1B1,FABP4,ABHD6,TBL1XR1,CES2,MGST2,PRKAG2,CYP1B1,MVD,FGF2,FADS2,PHYH,LRP1,CAV1,LPIN1,DHRS3,B3GALNT1,ACADVL,CERS6,CYP4F2,SGMS1,STAR,AKR1C1,CYP2C9,CISH,DLD,SERINC1,CERS4,ST6GALNAC4,CHPT1,HADHB,OLAH
cellular response to dna damage stimulus	2.12e-08	1.78	645	TIGAR,CDC45,PLK1,PTTG1IP,EXO1,TIMELESS,CCNB1,GINS2,DTL,TRIP13,IFI16,UBB,PARPBP,POLD1,MCM5,CDC7,FOXM1,PTTG1,AURKA,AEN,IRF7,RUVBL1,ISG15,RAD54B,RAD51AP1,MCM3,CHD1L,LYN,PEA15,POLR2D,FANCI,RTEL1,BRCA2,BCL2L11,SGK1,FEN1,MC1R,NSD2,NUDT1,RAD54L,NEK1,CENPX,TFPT,AKT1,PNKP,RPA3,RECQL4,MCM6,CHAF1B,CDK1,BLM,INTS7,POLR2F,CDK2,CHAF1A,DYRK3,TDP1,DNA2,PARP1,GINS4,PSMD14,BID,TOP2A,PCBP4,RNASEH2A,POLR2L,SMUG1,RFC4,PRKCD,MDC1,BATF,RECQL,TMEM161A,MSX1,EEF1E1,LIG1,BCL2A1,TONSL,MAPK12,BRCA1,ACD,E2F1,MPG,BAG6,MIF,GRB2,FAAP24,RAD51C,RFC3,EYA4,BAK1,FBXO5,SUV39H1,THOC5,PML,CYREN,IER3,MCM7,DHX9,H2AX,SPRED2,MRPS11,FANCA,SIRT6,AUNIP,POLE2,RAD1,DDX11,UBE2N,RFC2,RAD51,MCM4,CLSPN,NACC2,ABL1,SMYD2,GPS1,PCNA,PSME4,BAZ1B,FAM168A,FUS,TIPIN,PARP4,DONSON,RAD51D,FANCG,POLQ,PLK3,DNTT,TNFRSF1B,EYA1,ERCC2,CDC25C,PARK7,AP5S1,MOAP1,RAD23A,ERCC3,CBX3,RINT1,YJU2,SMC6,IKBKG,RUVBL2,WAS,MAPKAPK2,UBE2V2,ARID3A,ACTL6A,PCLAF,COPS8,PARP3,CTLA4,GNL1,XRCC3,PPP5C,RNF113A,XRCC5,SOX4,CIB1,CCNK,DDIT3,MCM2,NTHL1,NBN,NPLOC4,PYHIN1,ZMAT3,SP100,POLH,PRKCG,NEIL3,PAXIP1,MUS81,COPS7A,MDM2,FH,POLG2,MCM10,APEX2,DCLRE1B,HUS1,DCLRE1A,UBE2L6,PRKDC,AATF,POLR2J,BAX,HMGA1,CHRNA4,KDM4D,RFC5,ZNF365,FANCL,ASCC1,CNOT9,PPP1R15A,POLM,XRCC4,CINP,PPP1R10,RAD21,POLR2K,FANCC,HINFP,CDKN2D,HTRA2,UBA6,C9orf116,POLA1,ERCC4,KDM1A,PMAIP1,TRRAP,MNDA,RNF8,UCHL5,WDHD1,CHEK1,POLR2I,NEK4,MCRS1,GTF2H4,BRIP1
cell activation	2.12e-08	1.66	1119	ADGRE2,TIMP1,EXO1,SOX13,LPCAT1,MICB,SLC2A3,IMPDH1,S100A13,TREM2,C5AR1,GRN,APOLD1,FCGR2A,PPP2R3C,PLAUR,QSOX1,MYL12A,PRDX4,FPR1,C1QA,DERA,TNFSF9,JMJD6,DUSP10,TNFRSF21,LILRB4,TYROBP,MMP9,NR4A3,CXCL8,GLA,LEF1,HK3,FCER1G,CD180,CD300A,RHOG,INHBA,LYN,LILRA2,FUCA1,SNCA,SIGLEC9,MVP,RSAD2,BATF3,TNFSF4,LCP2,IL12RB1,CD79A,ARRB2,PA2G4,HEXB,MDK,NSD2,PKN1,PSMB10,SYT11,HLA-G,CTSD,LILRB2,BACE2,CXCL1,SLC11A1,CD63,SLAMF7,MMP8,SPHK1,AKT1,PLEKHO2,ITGA4,CXCL6,CLEC4E,CTSB,SERPINE2,IL2RA,C3AR1,DDOST,NCKAP1L,TLR1,GSDMD,VAV1,RAB29,TNFAIP6,CD14,LILRB3,CD70,IL27RA,MZB1,CD320,FTL,NLRP3,SAMSN1,HLX,DOCK10,CSK,CTSZ,ITGB3,GON4L,C1GALT1C1,IFNG,HPRT1,PSMD14,FTH1,CD1D,CTSS,KCNAB2,MAN2B1,PSAP,JAK3,CYBA,GUSB,S100A12,CCND3,THY1,SASH3,SH2B3,NCR1,RUNX3,ALDH3B1,PRKCD,RNASE2,PDCD1LG2,BATF,SIRPA,LILRB1,ADAMTS13,SIT1,ITGAX,CTSA,MGAM,ICAM1,SERPINA1,QPCT,BTN3A1,CAP1,CPNE1,CCT2,SERPINB1,CD160,TCIRG1,SIGLEC5,FCGR3B,PIK3CG,C1QTNF1,BAG6,SLC7A11,GGH,MAD1L1,MIF,PLSCR1,IL6,SPHK2,GRB2,RIPK2,IGFBP2,CD84,GNS,BAK1,TBK1,FIBP,PSMA5,MMP14,GYG1,CD22,CTPS1,F2RL3,GPR18,DNAJC13,MLEC,TICAM1,LILRA3,HLA-DOA,NTRK1,DCSTAMP,TNIP2,STXBP1,LGALS9,ACTB,CD83,FAM49B,CD38,FANCA,SOCS6,SLAMF8,EMILIN1,NCK2,AP3D1,PSMD2,RAB27A,GALNS,GNA12,CR1,CD27,ADGRG3,IGLL1,NCSTN,PRR7,ATP6V1D,ADRA2B,PSMC2,FADD,ATP11A,PIK3CD,RAB3A,ABL1,RAP2B,PLAC8,DGAT1,IRF1,PKM,ADAM8,ASAH1,TCF3,CXCL10,SDCBP,PLA2G2D,PTAFR,ARSB,P2RX4,HNF1A,DGKG,ICOS,RAB7A,HMGB3,GSTP1,PRG2,TLR8,TNFRSF4,ARPC5,RAB5C,NEU1,LGALS1,STAP1,CD40LG,APEH,CD53,NRAS,TCN1,SELL,CD58,DYSF,IL1B,IL12B,PSMD1,TNFRSF1B,LAT2,CD80,CD3G,DOK3,MMP25,ADAM9,CCL5,PRTN3,CEACAM3,MFHAS1,PRKCE,GPI,NAMPT,TNFRSF14,DSN1,CCR9,RELB,DNASE1L1,RHOH,SERPINB10,IGF2R,CHD7,CD5,ITGAL,LAMTOR2,LAIR1,TRPM2,LTBR,IL18RAP,HELLS,PIK3R5,OLR1,VAT1,CYBB,HSPH1,WAS,SRF,CAMK4,MSN,LAMP2,ADGRE5,BST2,NFKB2,PARP3,CTLA4,TUBB,APBB1IP,DNAJC3,FCN1,MME,TNFSF8,TIMP2,ITPKB,XRCC5,SOX4,CTSH,CORO1A,TBX21,PLEK,FYN,KARS1,NBN,FKBP1A,APOE,LAT,ZNF3,ITGB2,IDO1,SOCS1,CD177,PSMD13,PRKCG,GAA,LAG3,CASP8,PRF1,CST7,PAXIP1,CSF2,F8,FZD9,KDELR1,TUSC2,ADAM10,PTX3,VPS35L,CD2,SELPLG,BIN2,PTGES2,IL13
cell cycle	2.12e-08	1.6	1376	HJURP,KIF2C,CDC45,TYMS,PLK1,KIF14,E2F3,CDC25B,EXO1,TIMELESS,CCNB1,AURKB,CCNE1,DTL,HMMR,CCNA2,RHEB,CDKN3,PBK,KIFC1,TRIP13,UBB,ESPL1,ZWINT,POLD1,MCM5,CDC7,KIF18A,CENPA,TTK,FOXM1,PTTG1,PTTG3P,SIPA1,KIF4A,RTF2,AURKA,GSPT1,EIF4EBP1,GINS1,PSMB8,NR4A3,BIRC5,P3H4,SPAG5,CXCL8,PSMB4,CENPF,RUVBL1,ENTR1,RAD54B,NCAPG,CCNB2,PPM1G,KIF20A,INHBA,MCM3,STMN1,KLHL22,ASPM,PRC1,NDC80,PEA15,SKA1,CEP55,KIF11,ERCC6L,BUB1B,FANCI,UBE2C,RTEL1,CENPE,NAA10,CDC25A,KNTC1,URGCP,TBRG4,CKS2,BRCA2,TPX2,POLA2,BCL2L11,FEN1,RASSF2,FOSL1,PIM2,PSMB10,PKMYT1,HLA-G,HERC5,MELK,MED25,HMG20B,PTTG2,RAD54L,CDC20,NEK1,CDK4,TACC3,CENPX,TAF6,CDC6,SPHK1,NEK2,AKT1,RPA3,CHFR,MCM6,CHAF1B,POU4F1,KIF15,DLGAP5,CDK1,CDCA8,BLM,INTS7,KIF18B,ARHGEF2,CDK2,CHAF1A,DYRK3,SMC4,PHLDA1,NCAPH,DNA2,GNAI2,MKI67,IFNG,CKAP2,PSMD14,NUP62,BID,MIIP,TOP2A,PCBP4,CCND3,PIMREG,KIF25,BUB1,PSME3,RUNX3,CDC27,CDCA3,RFC4,TEX14,PARD6A,PRKCD,MDC1,CHMP6,PLK4,PAK4,LILRB1,PES1,FKBP6,KIF23,SPDL1,ORC1,MSX1,CCNJL,LIG1,CENPQ,CSNK2A1,TBCE,LIN37,DPEP3,RB1,CSNK1D,MAPK12,BRCA1,CUL7,CCNE2,TDRKH,E2F1,CFL1,BAG6,NUDT15,NCAPG2,MAD1L1,MIF,RACGAP1,PSMB9,LZTS1,FAP,VRK1,RAD51C,TUBG2,SIX3,RFC3,TUBB4A,INTS13,CDC16,LGMN,POLDIP2,BCAT1,BAK1,UBE2I,BORA,SSX2IP,OIP5,LAMTOR5,FBXO5,RRP8,PSMA5,UBE2L3,SUV39H1,EVI2B,THOC5,RANBP1,PML,RRM2,TUBG1,NUBP1,TOP3A,NEDD9,DHFR,MCM7,PRKAB1,H2AX,GADD45GIP1,SND1,DBF4,E2F6,ACTB,WRAP73,TUBB2B,TERT,FANCA,AUNIP,POLE2,ZWILCH,ZNF207,RAD1,WDR62,MAD2L1,PSMD2,DDX11,NES,SEPTIN9,AHCTF1,ZNRD2,RFC2,TAF10,ORC6,FBXL12,CDK2AP2,E2F2,MAD2L1BP,C2CD3,RAD51,MCM4,CLSPN,NACC2,PSMC2,CDKN2A,CEP250,JTB,ABL1,TADA3,IRF1,ODF2,CDK20,FGF8,PCNA,PSME4,AURKC,BRSK2,SDCBP,EZH2,DSCC1,MYBL2,PSMB2,RALA,ALKBH4,CRLF3,TIPIN,CKS1B,SMC2,CDK5,DONSON,RAD51D,AAAS,CDK5R1,VASH1,CALR,TUBA1B,PIN1,PLK3,SPOUT1,MLST8,IL1B,DNMT3L,CEP41,CEP131,IL12B,PSMD1,RASSF4,NINL,ERCC2
cell cycle process	2.12e-08	1.75	1024	KIF2C,CDC45,TYMS,PLK1,KIF14,CDC25B,TIMELESS,CCNB1,AURKB,CCNE1,DTL,HMMR,CCNA2,RHEB,CDKN3,KIFC1,TRIP13,UBB,ESPL1,ZWINT,POLD1,MCM5,CDC7,KIF18A,CENPA,TTK,FOXM1,PTTG1,PTTG3P,KIF4A,RTF2,AURKA,GSPT1,EIF4EBP1,GINS1,PSMB8,BIRC5,P3H4,SPAG5,CXCL8,PSMB4,CENPF,ENTR1,RAD54B,NCAPG,CCNB2,PPM1G,KIF20A,INHBA,MCM3,STMN1,KLHL22,ASPM,PRC1,NDC80,CEP55,KIF11,BUB1B,UBE2C,RTEL1,CENPE,NAA10,CDC25A,KNTC1,TBRG4,CKS2,BRCA2,TPX2,POLA2,FEN1,PIM2,PSMB10,PKMYT1,HLA-G,MELK,MED25,PTTG2,RAD54L,CDC20,CDK4,TACC3,CENPX,CDC6,NEK2,AKT1,RPA3,CHFR,MCM6,POU4F1,DLGAP5,CDK1,CDCA8,BLM,KIF18B,ARHGEF2,CDK2,DYRK3,SMC4,PHLDA1,NCAPH,DNA2,MKI67,IFNG,CKAP2,PSMD14,NUP62,BID,MIIP,TOP2A,PCBP4,CCND3,KIF25,BUB1,PSME3,CDC27,RFC4,TEX14,PARD6A,MDC1,CHMP6,PLK4,KIF23,SPDL1,ORC1,MSX1,CCNJL,LIG1,CENPQ,CSNK2A1,TBCE,DPEP3,RB1,CSNK1D,MAPK12,BRCA1,CUL7,CCNE2,TDRKH,E2F1,CFL1,BAG6,MAD1L1,MIF,RACGAP1,PSMB9,LZTS1,FAP,VRK1,RAD51C,TUBG2,SIX3,RFC3,TUBB4A,INTS13,CDC16,BCAT1,BORA,SSX2IP,LAMTOR5,FBXO5,RRP8,PSMA5,UBE2L3,EVI2B,RANBP1,PML,RRM2,TUBG1,NUBP1,TOP3A,DHFR,MCM7,PRKAB1,GADD45GIP1,SND1,DBF4,E2F6,WRAP73,TERT,FANCA,AUNIP,POLE2,ZWILCH,ZNF207,RAD1,WDR62,MAD2L1,PSMD2,DDX11,NES,SEPTIN9,AHCTF1,RFC2,TAF10,ORC6,FBXL12,CDK2AP2,MAD2L1BP,C2CD3,RAD51,MCM4,CLSPN,NACC2,PSMC2,CDKN2A,CEP250,JTB,ABL1,IRF1,ODF2,FGF8,PCNA,PSME4,AURKC,BRSK2,EZH2,DSCC1,MYBL2,PSMB2,ALKBH4,CRLF3,TIPIN,CKS1B,SMC2,CDK5,DONSON,RAD51D,AAAS,CDK5R1,VASH1,CALR,PIN1,PLK3,MLST8,IL1B,DNMT3L,CEP41,CEP131,IL12B,PSMD1,NINL,ERCC2
cell division	2.12e-08	1.95	439	KIF2C,PLK1,KIF14,CDC25B,TIMELESS,CCNB1,AURKB,CCNE1,CCNA2,POU3F2,KIFC1,ESPL1,ZWINT,CDC7,CENPA,PTTG1,KIF4A,AURKA,BIRC5,SPAG5,CENPF,RUVBL1,LEF1,ENTR1,NCAPG,CCNB2,KIF20A,STMN1,KLHL22,ASPM,PRC1,NDC80,SKA1,CEP55,KIF11,ERCC6L,BUB1B,UBE2C,CENPE,CDC25A,KNTC1,CKS2,BRCA2,TPX2,MDK,CDC20,NEK1,CDK4,TACC3,CENPX,CDC6,NEK2,CHFR,CDK1,CDCA8,BLM,KIF18B,ARHGEF2,CDK2,DYRK3,SMC4,NCAPH,GNAI2,CKAP2,NUP62,TOP2A,CCND3,PIMREG,BUB1,CDCA3,TEX14,PARD6A,CHMP6,PLK4,KIF23,SPDL1,LIG1,RB1,CUL7,CCNE2,CFL1,NCAPG2,MAD1L1,RACGAP1,OSM,VRK1,INTS13,CDC16,HTR2B,UBE2I,BORA,OIP5,FBXO5,EVI2B,NEDD9,ZWILCH,ZNF207,MAD2L1,SEPTIN9,AHCTF1,ZNRD2,ORC6,CDK2AP2,JTB,CDK20,FGF8,AURKC,BRSK2,RALA,ALKBH4,TIPIN,CKS1B,SMC2,CDK5,TUBA1B,PIN1,PLK3,SPOUT1,IL1B,ERCC2,ETV5,CDC25C,NUSAP1,PRKCE,DSN1,NDE1,ITGB3BP,UBE2S
chromosomal region	2.12e-08	2.1	275	HJURP,KIF2C,PLK1,CCNB1,AURKB,PSEN2,DNMT1,CENPM,ZWINT,POLD1,MCM5,KIF18A,CENPA,TTK,AURKA,BIRC5,SPAG5,CENPF,NCAPG,TELO2,MCM3,NDC80,SKA1,ERCC6L,BUB1B,RTEL1,CENPE,KNTC1,BRCA2,FEN1,RASSF2,CENPX,NEK2,RECQL4,MCM6,CDK1,CDCA8,BLM,CDK2,DNA2,PARP1,BUB1,TEX14,SPDL1,ORC1,LRIF1,CENPQ,ACD,MAD1L1,OIP5,CENPN,SUV39H1,THOC5,PML,MCM7,H2AX,TERT,SIRT6,ZWILCH,ZNF207,MAD2L1,AHCTF1,RAD51,MCM4,SALL1,NAT10,PCNA,AURKC,BAZ1B,CENPU,EZH2,DSCC1,RAD51D,SPOUT1,DSN1,CBX3,HIRA,NDE1,ITGB3BP,SMC6,HELLS,CKAP5,SPC25,NHP2,NUP98,ORC5,XRCC3,XRCC5,MCM2,NBN,SP100,NCAPD2,DAXX,PPP1CA,DCLRE1B,DCLRE1A,PRKDC,H2BC3,KDM4D,STAG3,CENPI,IKZF1,PPP1R10,RAD21,MIS18BP1,CDT1,ERCC4,KDM1A,DCTN5
chromosome organization	2.12e-08	1.73	904	HJURP,KIF2C,CDC45,PLK1,KIF14,EXO1,CCNB1,GINS2,AURKB,CCNE1,CCNA2,DPF1,RIOX1,KIFC1,DNMT1,TRIP13,NAA60,UBB,ESPL1,CENPM,ZWINT,POLD1,MCM5,KIF18A,CENPA,TTK,JMJD6,PTTG1,NAV2,PTTG3P,ATAD2,KIF4A,AURKA,GINS1,PPM1F,P3H4,SPAG5,CENPF,RUVBL1,LEF1,RAD54B,NCAPG,TELO2,MCM3,CHD1L,KLHL22,PRC1,NDC80,ASF1B,SNCA,ERCC6L,BUB1B,RTEL1,CENPE,NAA10,BRCA2,POLA2,FEN1,MRGBP,NSD2,PKN1,UBN1,HMG20B,PTTG2,RAD54L,CDC20,H2AZ1,TACC3,CENPX,SMG5,TAF6,CDC6,NEK2,PNKP,RPA3,RECQL4,MCM6,ITPA,PRDM13,CHAF1B,DLGAP5,CDK1,CDCA8,BLM,KIF18B,CDK2,CHAF1A,SMC4,NCAPH,UCN,MAP3K12,DNA2,PARP1,MKI67,GINS4,NUP62,TOP2A,KIF25,BUB1,CDC27,RPS6KA4,RFC4,TEX14,SMARCD1,PRKCD,CHMP6,SETD1A,KIF23,SPDL1,RECQL,CENPQ,RB1,BRCA1,CCNE2,H1-4,PRDM4,CCT2,ACD,CHD4,BAG6,NCAPG2,MAD1L1,RACGAP1,SPHK2,SART3,VRK1,RAD51C,TUBG2,RFC3,EYA4,ENY2,OIP5,FBXO5,CENPN,RRP8,SUV39H1,PML,TUBG1,TOP3A,HDAC1,MCM7,DHX9,H2AX,ZNHIT1,ACIN1,ACTB,TERT,SIRT6,POLE2,ZNF207,MAD2L1,DDX11,UBE2N,RFC2,TAF10,RAD51,MCM4,NACC2,CDKN2A,ABL1,TADA3,SMYD2,NAT10,GPS1,AIFM1,PCNA,PSME4,AURKC,BAZ1B,LOXL2,CENPU,EZH2,CHD1,DSCC1,ALKBH4,HMGB3,SMC2,CDK5,RAD51D,JADE3,SETDB1,POLQ,SSBP1,SATB2,IL1B,EYA1,ERCC2,VPS72,CCT3,RSF1,KAT7,NUSAP1,LCMT1,PRKD1,MCM3AP,PARN,H2AZ2,DSN1,ERCC3,CBX3,HIRA,ITGB3BP,HCFC1,MAP1S,CHD7,SAFB,MECP2,BUD23,SMC6,HELLS,PSRC1,RUVBL2,RBL1,CBX2,HLTF,NHP2,ACTL6A,NUP98,COPS8,PARP3,TAF5L,XRCC3,PPP5C,XRCC5,MYOD1,SUPT3H,MCM2,NBN,DPF2,CDY1,ACTL6B,SP100,CCT6A,NCAPD2,DAXX,SYCP2,NPM3,H2AC17,PAXIP1,CBX4,COPS7A,VPS4A,DCLRE1B,HUS1,H2BC11,PHC1,DCLRE1A,PRKDC,GRWD1,SMARCB1,RIOK2,YEATS2,CCT5,H2BC3,SMYD3,MOS,HMGA1,EHMT2,GTF2F2,KDM4D,STAG3,PRMT8,RFC5,ZNF365,JARID2,CENPI,ASXL1,IPO4,RCBTB1,IKZF1,DFFB,PPP1R10,RAD21,KDM5D
chromosome segregation	2.12e-08	2.32	221	HJURP,KIF2C,PLK1,KIF14,CCNB1,AURKB,CCNE1,KIFC1,TRIP13,NAA60,ESPL1,ZWINT,KIF18A,TTK,PTTG1,PTTG3P,KIF4A,BIRC5,P3H4,SPAG5,CENPF,NCAPG,KLHL22,PRC1,NDC80,SKA1,BUB1B,CENPE,NAA10,FEN1,PTTG2,CDC20,TACC3,CENPX,CDC6,NEK2,DLGAP5,CDCA8,KIF18B,SMC4,NCAPH,MKI67,NUP62,TOP2A,KIF25,BUB1,CDC27,TEX14,CHMP6,KIF23,SPDL1,CENPQ,CSNK2A1,RB1,BRCA1,CCNE2,BAG6,MAD1L1,RACGAP1,RAD51C,TUBG2,UBE2I,OIP5,FBXO5,CENPN,TUBG1,TOP3A,ZNF207,MAD2L1,DDX11
