pathway	padj	NES	size	leadingEdge
adaptive immune response	1.26e-08	2.01	319	DCLRE1C,IRF7,TCIRG1,BACH2,ADA,FCGR2B,BCL6,CD40,PIK3CD,RIPK2,LAT2,DUSP10,SPN,C1QA,INPP5D,THOC1,LAT,PRKD2,IL4R,LILRA6,AZGP1,WAS,TFEB,IFNA21,IFNA16,MICA,HLA-DQB2,IL12RB1,MAP3K7,PIK3CG,EBI3,LAX1,SIRT1,CD1D,PAXIP1,MSH6,RAB27A,C1R,FCGRT,CD48,AIRE,STAT6,HPX,IL7R,HLX,IRF1,LILRB1,JCHAIN,AICDA,LILRB5,P2RX7,ZAP70,SASH3,IL18,C1QB,PKN1,TNFRSF14,JAM3,FOXJ1,TRAF2,CD84,IL1B,IRF4,JAK3,CD4,IL1R1,MALT1,ADAM17,CR1,CD247,NEDD4,IL18R1,TNFRSF1B,SERPING1,CD19,CCR2,CTLA4,FGL2,POU2F2,SMAD7,LAG3,CTSS,TLR4,C3,IL6ST,ALOX15,IL4,TRAF6,CD74,LAIR1,PYCARD,CLCF1,FGB,JAG1,GCNT3,C8G,SLC11A1,LIME1,BTK,ATAD5,PTPRC,UNG,TNFSF4,MARCHF8,IL6,C4BPA,C4BPB,UNC93B1,FCER1G,C9,SYK,CTSC,LEF1,IFNA2,ADGRE1,CXCL13,IFNG,NFKB2,FGL1,GZMM,CD7,CLEC10A,LILRB2,C2,IL18BP,BATF,SUPT6H,HLA-F,TNF,HSPD1,DLG1,SAMSN1,PDCD1,FYN,HFE,C8A,VTCN1,LILRA1,SLAMF7,HLA-DQB1,CLC,CD3D,CD70,ALCAM,PDCD1LG2,FZD5,BCL10,RELB,NSD2,ARG1,MBL2,DUSP22,CD79B,HMGB1,LTA,EMP2,FGA,TRIM27,RIF1,CD244,IGLL1,B2M,PTK2B,FCER2,CD3G,IL12B,LYN,RORA,IL1RL1,TXK,CD86,NLRP3,CD40LG,SKAP1
aerobic respiration	1.26e-08	-2.6	68	DLD,MDH2,ME3,MDH1,SLC25A14,ME2,UQCRC2,OGDHL,OXA1L,IDH3B,FH,DLAT,SUCLA2,UQCRC1,UQCR10,COX6C,SDHA,ACO2,CYCS,PDHB,BNIP3,COX7B,NNT,COX5A,ACO1,SDHB,PANK2,FXN,PDHA1,COX6A1,IDH2,COX8A,ADSL,SDHC,COX6B1,DHTKD1,COX15,COX4I1,IDH3G,UQCRB,IDH1,IDH3A,ATP5F1D,NDUFA4,SUCLG2,CS,COX10
anatomical structure formation involved in morphogenesis	1.26e-08	1.61	882	MAP3K3,JMJD6,JUP,STARD13,VEZF1,STAB1,MSX1,FLT1,CXCR4,TCIRG1,CFLAR,FOXO4,KAT2A,NOTCH1,UNC5B,ADA,KDM4C,RAPGEF3,PAX6,CNOT2,PGF,BCL6,CD40,NFIB,ANGPT2,VASH1,PDGFRB,TAL1,ABCA2,ATP8B1,BTG1,SCRIB,TULP3,XRCC2,ITGB5,ADAMTS1,KRT8,BCL2L11,LAMA5,APAF1,LRP2,PTPN14,PODXL,PRKD2,IL4R,ABL1,DVL2,TNFSF14,NFE2L2,HDAC7,PLXNB2,RRAS,OPHN1,PPARA,GRN,ITGA5,ITGB4,NBEAL2,SP1,SMO,KDM6B,RBPJ,BMP4,EFNA1,NOS3,MED1,CSRP1,MYH9,HTATIP2,SPRY2,RELN,FZD7,RGCC,COBL,VEGFB,FOXO1,WHRN,WNT7A,FOXJ2,ROCK1,CSF3R,KLF2,TYROBP,TCTN1,ATM,FLT3LG,C3AR1,SALL1,IL1A,SKI,PIK3CG,STK4,SIRT1,EGLN1,GPNMB,ARID1A,WASF2,DCN,TREM2,FOXD1,LMOD1,TBXT,SPRY1,RLN2,NGFR,TGM2,EHD2,FAP,BRCA1,PLCG1,MMP14,RECK,RAMP1,HIPK2,TMOD1,HSPB1,MED12,EGFL7,MMP20,SEMA4C,FZD2,SETD2,MTMR2,ENPP2,PLXNA2,PLCD1,SEMA6A,PDGFA,IL18,HMOX1,GLUL,CAPN2,TIE1,FGF1,CLDN5,PIM1,STK3,ITGAX,PKN1,JAM3,SASH1,TTN,FOXB1,FOXJ1,PKNOX1,NFATC4,MMP8,HDAC1,MYOF,PPARG,NOS1,IL1B,PROX1,GAB1,MMP2,CD53,CD34,GATA1,ANGPTL4,SIRT6,HTRA1,CEMIP2,ADIPOR2,SP100,HS6ST1,GHSR,ADAM17,EMC10,APOD,B4GALT1,KDM6A,C5AR1,CNMD,ITGB1,ADAMTS9,TOPORS,PAX2,FGFR1,GATA2,TGFB2,TRIM15,NRP2,MFNG,GCM1,NOTCH2,CLIC4,STRA6,THBS2,KCNH1,TBX3,CCR2,SPARC,WNT6,MAFB,TGFBI,ITGB2,CAV1,HAND2,TLR2,ACTL6A,MMP9,SPHK1,PECAM1,HESX1,CELSR1,IFT122,C3,DVL3,PHACTR4,TGFBR3,TBX2,SP3,EP300,FOLR1,MMRN2,TRAF6,ITGA8,NR2E1,EGF,ANGPT1,PAX8,NEUROG1,HK2,EDA,CXCR3,VEGFA,GDF15,JCAD,NR4A3,GABPA,ADAM8,COL8A1,HHEX,TFAP2B,AMELX,TGFBR1,JAG1,CXCR2,HIF3A,EPHA1,SERPINE1,PTCH1,TM4SF1,PRDM14,MMP15,CSPG4,XBP1,DICER1,HEYL,KRIT1,ROR2,APOLD1,TCF15,TNFRSF12A,GJA1,TMOD3,GLI2,DYSF,WNT1,ANPEP,MYH11,APOH,LHX5,DCSTAMP,IL6,SBNO2,EPB41L5,MFGE8,BMP10,CHRD,ITGB3,COL8A2,CASP3,ALX1,SOX2,GATA6,STAB2,JUNB,SYK,SNAI2,FZD1,CMA1,LEF1,PIK3CA,EYA1,PAX1,KRT19,CXCL13,NFKB2,ITGA7,HYAL1,CAPN9,PRKX,PMP22,CASP9,MPL,FUZ,VASP,CARD10,LHX2,MYH6,MYH3,TBX5,SIX1,ECM1,S100A7,THBS3,ST14,LATS1,LHX1,SUPT6H,KLK5,MTHFR,FOXC1,TCAP,RFX2,TNF,PAK4,SH2D2A,FRS2,ADAM12,GLI3,ENG,GDF3,NRAP,HOXB13,PRKD1,DYRK1B,TP63,BMP7,GDF2,CALCRL,SH3PXD2A,CDX1,GREM1,IHH,CCR3,JUN,MYOG,FKBP1A,SDC4,TBXA2R,PALB2,ARHGAP22,EMILIN1,POGLUT1,UGT8,CTNNB1,EPHB3,ITGA2,ITGA4,HOXA7,PDGFRA,LEP,ADTRP,ILK,TLR3,FHL2,FGF18,ETS2,TLX2,EREG,FZD5,PLXND1,BCL10,MTDH,GNPAT,HIPK1
atp metabolic process	1.26e-08	-2.41	227	NDUFS1,PID1,ATP6V1A,DLD,ATP5IF1,NUP93,NDUFA5,ATP6V1B2,ATP5F1A,ATP5F1B,DNM1L,CYC1,NDUFA9,ATP5PB,ATP5F1C,UQCRC2,NDUFV2,ATP5MC3,CCNB1,OGDHL,HK1,NIPSNAP2,PFKM,NDUFB1,NDUFAB1,GAPDH,ISCU,SEH1L,NDUFB5,NUP58,TIGAR,SLC25A12,SLC25A13,PGK1,MSH2,NDUFA10,NDUFA7,HTR2A,NDUFB6,ATP5MC1,UQCRC1,TPI1,SNCA,NDUFB8,PRKAG1,NDUFA3,NUP155,UQCR10,STOML2,UQCRQ,COX6C,LDHA,BPGM,SDHA,CYCS,ENO2,AK5,EIF6,NDUFS3,ATP7A,COX7B,GPI,NDUFV1,UQCRFS1,PFKP,NDUFAF1,PGM1,NDUFA13,SPHK2,OLA1,ADPGK,PRKAA1,SLC2A6,ATP5PO,NDUFB2,PRKAG2,COX5A,NDUFA8,NDUFS2,ENO1,DMAC2L,ALDOC,ALDOA,ATP5MG,FXN,NDUFB3,ATP5PD,NDUFS4,CLPX,NUP37,COX6A1,ATP1B1,COX8A,ECD,COX7A2,SDHC,NDUFA1,COX6B1,DHTKD1,COX15,COX4I1
atp synthesis coupled electron transport	1.26e-08	-2.64	62	NDUFS1,DLD,NDUFA5,CYC1,NDUFA9,UQCRC2,NDUFV2,CCNB1,NDUFB1,NDUFAB1,ISCU,NDUFB5,NDUFA10,NDUFA7,NDUFB6,UQCRC1,SNCA,NDUFB8,NDUFA3,UQCR10,UQCRQ,COX6C,SDHA,CYCS,NDUFS3,COX7B,NDUFV1,UQCRFS1,NDUFAF1,NDUFA13,NDUFB2,COX5A,NDUFA8,NDUFS2,NDUFB3,NDUFS4,COX6A1,COX8A,SDHC,NDUFA1,COX6B1,COX15,COX4I1,UQCRB,NDUFA4,COX10,NDUFC1
biological adhesion	1.26e-08	1.53	1082	PIEZO1,JUP,CD22,LRRC1,PKP4,RELA,PTAFR,STAB1,CXCR4,MKLN1,CLDN15,PTPRK,NOTCH1,SCARB1,ADA,FCGR2B,BCL6,LAMA2,TYRO3,COL16A1,COL5A3,PTPN2,ANGPT2,MYL12A,LRRC32,VSIG4,RIPK2,SIRPA,SIGLEC8,DUSP10,SCRIB,ERBIN,PLEKHA2,SPN,ITGB5,NINJ1,NCAM2,BCL2L11,IQGAP1,LAMA5,ROBO3,CLIC1,STK10,PODXL,PRKD2,IL4R,ABL1,DNAJB6,MYOT,ROM1,TNFSF14,CEBPB,KANK1,BCL2,MICALL2,ICAM2,THEMIS2,PLXNB1,AZGP1,INPPL1,GNRH1,CEL,ITGA10,PLXNB2,PPARA,ITGA5,PCDH1,ITGB4,FSTL3,CDC42EP1,ZBTB16,BMP4,EFNA1,ICAM4,CSRP1,UMOD,MYH9,FLCN,TLN1,ZFP36L1,RELN,FZD7,RGCC,SIGLEC9,FBLN1,PNN,CDKN2A,IL12RB1,PXN,LYVE1,ROCK1,CSF3R,WNK1,FES,NCK2,CD300A,ATM,PIK3CG,EBI3,LAX1,CDH19,TMEM131L,ADAM10,CD1D,GPNMB,PELI1,PTPRD,SIGLEC1,CTNNAL1,SPOCK1,DUSP1,ACTN4,HAPLN2,TGM2,FAP,MBP,SORBS1,SCN1B,SELL,MMP14,MAP4K4,S100A11,MERTK,GPM6B,PDLIM1,MSLN,IL7R,MAP3K8,NCKAP1L,PALLD,ARHGEF7,HSPB1,FERMT1,HLX,IRF1,EGFL7,LILRB1,LPP,CD177,AP3B1,VAV1,PLA2G2E,PLXNA2,PLEK,SERPINF2,ADIPOQ,PRKCE,SEMA6A,ZAP70,DOCK5,SASH3,IL18,RREB1,GCNT2,SART1,CLDN5,IGSF9B,ITGAX,S100A8,TNFRSF14,S100A9,JAM3,MYB,FOXJ1,NEDD9,LAMB2,MPZL2,RHOH,KIFC3,SIGLEC7,CD84,PARD3,PTPRO,IL1B,BAIAP2,CD34,JAK3,GATA1,CD4,CELSR2,SPP1,LGALS3,CBFB,MALT1,SMAD6,RAC2,ADAM17,APOD,PKN2,CSF1,B4GALT1,MYO10,EFNB1,MUC16,KNG1,ITGB1,ADAMTS9,MUC1,FZD4,TIAM1,TGFB2,NRP2,PCDH12,ICOS,MMRN1,TRIOBP,THBS2,CCR2,CDH20,SELP,ARHGDIB,BCAN,TGFBI,CTLA4,ITGB2,FGL2,CYTH1,FGG,CTNNA1,CAV1,NUAK1,DDR2,GP1BA,VCAN,ITGAL,PECAM1,SMAD7,LAG3,MTSS1,MPDZ,TRPV4,MELTF,CELSR1,FLNA,CD151,TESK2,ITPKB,COL19A1,ACE2,IL6ST,ALOX15,EFS,MFAP4,SRC,TINAGL1,IL4,TRAF6,IL32,ITGA8,CD74,CLDN7,RPS3,ANGPT1,CYTIP,PLAU,PYCARD,EDA,MACF1,PIK3R1,CXCR3,VEGFA,LIMCH1,TSPAN32,JCAD,GP9,LGALS9,CCN5,CDH2,NR4A3,ADAM8,ACTN3,COL8A1,CDHR5,RUNX3,FGB,ABI3BP,AMELX,JAG1,HCK,ACAN,SELPLG,CCR7,NPHP1,EPHA1,SERPINE1,FAT4,SIGLEC5,XBP1,ADAMTS12,IL21,MYBPC1,PTPRJ,PTPRC,CDHR2,TNFRSF12A,TMOD3,NTNG1,DSG1,EGFR,CD33,RHOD,PSTPIP1,LPXN,GLI2,DYSF,TNFSF4,WNT1,APLP1,YES1,ITGA9,CDK6,BCAM,IL6,DOCK1,EPB41L5,MFGE8,CNTN2,TMEM8B,FAM107A,BMP10,EDIL3,CHRD,ITGB3,PCDHB3,LRP1,COL8A2,LYPD3,CASP3,BSG,AXL,PCDHA5,SOX2,STAB2,EPO,SYK,SNAI2,LEF1,IFNA2,PIK3CA,ATP4B,ADGRE1,CHST4,CEACAM5,CXCL13,IFNG,ITGA7,SVEP1,GRAP2,HYAL1,ITGAM,FGL1,PRKX,PDZD2,DLG5,CRNN,PAK2,MPL,CLDN8,OMD,HSPH1,SOCS6,CD44,CSTA,NPHP4,LILRB2,THBS3,EZR,AZU1,MINK1,LGALS4,PCDHB13,TNF,BPIFA1,PAK4,HSPD1,CALR,CCN4,TNN,DLG1,MSN,IGFALS,ADAM12,GLI3,ENG,ERBB3,CD58,NEO1,CDH16,IL1RN,PDCD1,PCDHA10,FYN,BMP7,LCK,HFE,GREM1,MYL9,EPHA4,IHH,STXBP3,CCR3,VTCN1,PPFIBP1,RDX,SDC4,SLAMF7,EMILIN1,S100A10,CTNNB1,PCDH9,CCL4,EPHB3,ITGA2,ITGA4,HOXA7,PDGFRA,LMO7,FEZ1,LIMS2,SEMA4D,CD5,PPARD,SORBS3,LEP,PCDHB12,ADTRP,SH2B3,ILK,ARVCF,CD70,PKP2,ITGA2B,ALCAM,TROAP,PDCD1LG2,PLA2G2A,LTF,SIGLEC6,PLXND1,BCL10
blood vessel morphogenesis	1.26e-08	1.83	510	MAP3K3,JMJD6,JUP,STARD13,MYO1E,VEZF1,STAB1,FLT1,CXCR4,FOXO4,NOTCH1,UNC5B,RAPGEF3,CHD7,PGF,CD40,ANGPT2,NPRL3,VASH1,PDGFRB,TAL1,BTG1,LAMA5,NR2F2,LRP2,PRKD2,ABL1,NFE2L2,HDAC7,LRP5,RRAS,GRN,ITGA5,SP1,SMO,SGPL1,RBPJ,BMP4,EFNA1,CUL7,NOS3,MED1,MYH9,HTATIP2,SPRY2,ZFP36L1,RGCC,VEGFB,WNT7A,FOXJ2,ROCK1,KLF2,C3AR1,IL1A,PIK3CG,STK4,SIRT1,EGLN1,PAXIP1,GPNMB,WASF2,DCN,TBXT,RLN2,NGFR,FAP,BRCA1,PLCG1,MMP14,RECK,RAMP1,HIPK2,HSPB1,EGFL7,SETD2,ENPP2,SERPINF2,PLCD1,SEMA6A,PDGFA,IL18,HMOX1,GLUL,TIE1,FGF1,CLDN5,ITGAX,TIPARP,JAM3,SPI1,SASH1,PKNOX1,NFATC4,PPARG,IL1B,PROX1,GAB1,MMP2,CD34,SOS1,ANGPTL4,SIRT6,CEMIP2,ADIPOR2,SP100,HS6ST1,GHSR,EMC10,APOD,B4GALT1,C5AR1,CNMD,NEDD4,ITGB1,ADAMTS9,FGFR1,FZD4,GATA2,TGFB2,NRP2,NOTCH2,CLIC4,STRA6,THBS2,CCR2,SPARC,TGFBI,ITGB2,CAV1,HAND2,SPHK1,PECAM1,SMAD7,QKI,C3,TGFBR3,TBX2,FOLR1,MMRN2,NR2E1,EGF,ANGPT1,HK2,CXCR3,VEGFA,JCAD,CDH2,ADAM8,COL8A1,HHEX,TFAP2B,TGFBR1,JAG1,CXCR2,HIF3A,EPHA1,SERPINE1,CSPG4,XBP1,KRIT1,APOLD1,TNFRSF12A,DYSF,ANPEP,APOH,IL6,MFGE8,PRRX1,ITGB3,LRP1,COL8A2,GATA6,STAB2,JUNB,SYK,CMA1,LEF1,PIK3CA,EYA1,YAP1,CXCL13,HYAL1,PRKX
cardiovascular system development	1.26e-08	1.77	599	MAP3K3,JMJD6,JUP,STARD13,MYO1E,VEZF1,STAB1,FLT1,CXCR4,CFLAR,FOXO4,NOTCH1,UNC5B,RAPGEF3,PAX6,CHD7,PGF,CD40,ANGPT2,NPRL3,VASH1,NFATC3,PDGFRB,TAL1,BTG1,GJA4,LAMA5,NR2F2,LRP2,PTPN14,PRKD2,ABL1,ROM1,DNMT1,NFE2L2,HDAC7,LRP5,RRAS,GRN,ITGA5,SP1,SMO,SGPL1,RBPJ,BMP4,EFNA1,CUL7,NOS3,MED1,MYH9,HTATIP2,SPRY2,ZFP36L1,RGCC,VEGFB,FOXO1,WNT7A,FOXJ2,ROCK1,KLF2,C3AR1,IL1A,PIK3CG,STK4,SIRT1,ADAM10,EGLN1,PAXIP1,GPNMB,ARID1A,WASF2,DCN,TBXT,RLN2,NGFR,FAP,BRCA1,PLCG1,MMP14,RECK,RAMP1,HIPK2,HSPB1,EGFL7,SETD2,ENPP2,SERPINF2,PLCD1,SEMA6A,PDGFA,IL18,HMOX1,GLUL,ANP32B,TIE1,FGF1,CLDN5,ITGAX,TIPARP,JAM3,SPI1,SASH1,SOCS3,PKNOX1,NFATC4,LYL1,PPARG,STK11,IL1B,PROX1,GAB1,MMP2,CD34,IL6R,SOS1,ANGPTL4,ZBTB14,SIRT6,CEMIP2,ADIPOR2,SP100,HS6ST1,GHSR,SMAD6,EMC10,APOD,NFATC1,B4GALT1,KDM6A,C5AR1,CNMD,NEDD4,ITGB1,ADAMTS9,FGFR1,FZD4,GATA2,TGFB2,GPER1,NRP2,TCF7L2,NOTCH2,CLIC4,STRA6,THBS2,TBX3,CCR2,SPARC,TGFBI,ITGB2,CAV1,HAND2,SPHK1,PECAM1,SMAD7,QKI,C3,TGFBR3,TBX2,FOLR1,MMRN2,NR2E1,EGF,ANGPT1,HK2,PDGFB,CXCR3,VEGFA,JCAD,CDH2,ADAM8,COL8A1,HHEX,TFAP2B,TGFBR1,JAG1,CXCR2,HIF3A,EPHA1,SERPINE1,CSPG4,XBP1,KRIT1,APOLD1,TNFRSF12A,DYSF,ANPEP,APOH,IL6,KCNQ1,MFGE8,PRRX1,ITGB3,LRP1,COL8A2,GATA6,STAB2,JUNB,SYK,CMA1,LEF1,PIK3CA,EYA1,YAP1,CXCL13,HYAL1,PCSK5,PRKX
cellular protein containing complex assembly	1.26e-08	-1.73	745	BBS4,CCNH,LRRC49,NDUFS1,SAMM50,TTC19,VBP1,MAP2,BRF2,NUP93,NAP1L2,TUBGCP5,SYNJ1,PAK3,FASTKD3,MRTO4,CSNK1D,TBCE,NDUFA5,WDR77,FHOD3,MAGEL2,STMN2,SRP19,DNM1L,MAP1B,NEFL,PSMG1,MTOR,NDUFA9,SNAP91,LSM4,TSPYL5,POMP,TENM1,RANBP9,ERC2,FGF13,SMARCA4,NDUFV2,PSMD4,SNUPN,EIF3K,DENR,CADPS2,RAP1GDS1,SV2A,COPS8,ORC3,MRPL20,DRG1,SNAP25,DDB1,COA1,TXNL4A,ARPC5L,PFN2,TSPYL1,OXA1L,STXBP1,NDUFB1,TBCA,MCTS1,NDUFAB1,SMYD3,COA3,ACTR3B,PRPF19,PSMD5,NSG2,COPS7A,RPA3,NDUFB5,EPS15,ACTR3,CLIP3,DDX1,SH3GL2,NDEL1,NAP1L3,STRAP,AP2M1,XPA,CETN2,FASTKD2,NDUFA10,NSG1,TOMM20,NDUFA7,MRPS7,NCKAP1,NDUFB6,AP2B1,ADD2,CAPZA1,CDK5R1,CDK7,SNCA,NDUFB8,MRPS11,TUBG1,NDUFA3,UQCR10,PSMC6,GEMIN6,NDUFAF4,RANGRF,VDAC2,CTNNA2,VAMP4,ARFGEF1,PSMD13,NAPA,EIF2AK2,PTBP2,DMTN,PSMD9,SRPK2,WASF3,PSMC5,TSPYL4,CAND1,EIF6,NDUFS3,TBP,EIF3I,NDUFV1,VAMP7,CKAP5,SLIT2,LDLRAD4,TMEM70,NDUFAF1,UQCC1,WASHC3,GTF2B,ECPAS,VPS41,GPX4,CLTC,DMAC2,NDUFAF7,RAD23B,SNAP29,SPTAN1,NDUFA13,VPS11,MSRB2,MYOM1,ANKRD27,SNRPD1,MACROH2A1,RTN4,DNAJB14,CALY,CAPZB,WASF1,SF3A3,NLE1,MCM4,SNU13,NDUFB2,ABITRAM,CSNK2B,HDGFL3,UBB,PSMC3,ERCC2,NDUFA8,PAK1,PRMT5,CLTA,NDUFS2,NUFIP1,SNRPE,ARPC1A,PSMD10,ATR,CLTB,NDUFB3,TMEM126B,CAPZA2,TBCC,NDUFS4,ZNHIT3,EFNA5,NUDT21,SNRPD2,MAPK8IP2,BCS1L,AP2S1,RPA2,RALB,RAB3A,DYRK1A,GTF2H5,STUB1,RNF4,COX7A2,NUBPL,PSMC2,NDUFA1,CCT2,TRIM9,DMD,AKAP9,TUBG2,NDUFAF5,VAMP1,COX15,RBX1,EIF3M,SRP54,ADAR,HCCS,UQCRB,RRN3,EVL,RUVBL1,CLNS1A,ARHGAP6,ATP5F1D,UBE2K,GTF2H1,AP1AR,DIAPH1,TPPP3,GRB2,CLASP1,ATAT1,CUL4A,TUBGCP3,CUL4B,MACROH2A2,HOPX,PSMD11,CLIP1,COX10,HDAC6,NDUFC1,CELF2,TAF1B,SMAD2,SCO2,CENPC,SPTBN2,PRMT7,HIRA,CTTN,TWF2,NDUFB11,DDX28,MKKS,SNRPF,RRS1,UNC13B,NUP107,POLE3,CHMP2A,RPLP0,RASA1,ARPC2,RSL24D1
cellular respiration	1.26e-08	-2.64	132	NDUFS1,DLD,MDH2,ME3,NDUFA5,MDH1,CYC1,NDUFA9,SLC25A14,ME2,UQCRC2,NDUFV2,CCNB1,OGDHL,OXA1L,NDUFB1,IDH3B,COQ10B,FH,DLAT,SUCLA2,NDUFAB1,CISD1,ISCU,NDUFB5,SLC25A12,SLC25A13,TRAP1,NDUFA10,NDUFA7,NDUFB6,UQCRC1,SNCA,NDUFB8,NDUFA3,UQCR10,UQCRQ,COX6C,SDHA,ACO2,CYCS,PDHB,BNIP3,NDUFS3,COX7B,NDUFV1,UQCRFS1,NDUFAF1,NNT,NDUFA13,NDUFB2,COX5A,ACO1,SDHB,NDUFA8,NDUFS2,PANK2,FXN,NDUFB3,PDHA1,NDUFS4,COX6A1,SLC25A22,IDH2,ALDH5A1,COX8A,ADSL,SDHC,NDUFA1,COX6B1,DHTKD1,COX15,COX4I1,IDH3G,UQCRB,SLC25A23,IDH1,IDH3A,ATP5F1D,NDUFA4,SUCLG2
