pathway	padj	NES	size	leadingEdge
cation channel activity	2.03e-07	1.93	281	MCU,CACNB2,ORAI1,KCNJ6,GRIN2B,GRIK3,KCNC2,JPH3,SLC4A11,SLC24A3,ABCC9,LRRC55,TRPM6,KCNH4,KCNK5,KCNA2,CACNA1G,HCN2,SNAP25,GRIN2C,CACNA1D,KCNH1,SCN2A,TMEM38A,TMC2,KCNJ11,TPCN2,IL1RAPL1,KCNH6,TRPV3,FXYD4,CACNG2,KCNS1,ASIC4,GRIK2,NCS1,RYR3,CNGA3,PIEZO2,CACNG5,GRIK1,RYR2,CHRND,SCN5A,NALCN,HPN,CACNA1A,ANO1,SCN1A,ASIC1,SCN2B,JPH2,CHRNB4,GRIA2,CACNG1,ABCC8,P2RX6,CACNA1I,GRIK4,KCNQ4,GRIN1,KCNH3,CACNB4,CHRNA1,CNGB1,TRPC4,CACNA1B,PKDREJ,KCNN3,KCNK13,CNGA1,CHRNA5,PTK2B,GRIN2D,PKD2L2,KCNG1,CHRNA6,KCNK3,CALHM1,KCNJ1,ANXA9,TRPC6,KCNQ3,KCNN1,CACNB1,KCNK6,HTR3B,CHRNA3,SCN3B,PKD1L2,GRIA4,KCNH5,KCNB1,PKD2L1,KCNS2,CATSPER1,CHRNB2,SLC24A2,CHRNA4,GRIA1,CNR1,KCNK16,KCNJ5,TRPM5,TRPM8,OTOP2,CACNG3,TMC1,CACNG7,LRRC38,KCNK17,KCNG4,P2RX3,SCN11A,HTR3A,KCNH7,HTR3C,TRPM4,TMEM63C,KCNQ2,KCNA5,SCN9A,TRPV4,GRIN3B,CACNG6
gated channel activity	2.03e-07	1.93	285	CACNB2,TTYH1,KCNJ6,GRIN2B,GRIK3,KCNC2,JPH3,LRRC55,KCNH4,KCNK5,KCNA2,CACNA1G,HCN2,CLCA2,SNAP25,GRIN2C,CACNA1D,KCNH1,SCN2A,ANO2,TMC2,KCNJ11,TMC5,TPCN2,IL1RAPL1,KCNH6,CACNG2,KCNS1,ZACN,GRIK2,NCS1,RYR3,GLRA2,CNGA3,PIEZO2,CACNG5,GRIK1,RYR2,CHRND,SCN5A,NALCN,GABRA6,HPN,CACNA1A,ANO1,SCN1A,ASIC1,SCN2B,JPH2,CHRNB4,CFTR,GABRR1,GRIA2,CACNG1,P2RX6,CACNA1I,GABRB1,GRIK4,KCNQ4,GRIN1,GABRB2,KCNH3,GABRB3,GABRA4,GABRA1,CACNB4,ANO4,CHRNA1,CNGB1,CACNA1B,GABRA5,KCNN3,KCNK13,CNGA1,CHRNA5,PTK2B,GRIN2D,KCNG1,CHRNA6,KCNK3,CALHM1,KCNJ1,GABRR3,GRID1,ANXA9,KCNQ3,NOX1,KCNN1,TMC7,CACNB1,KCNK6,HTR3B,CHRNA3,SCN3B,SLC17A3,GLRA3,GRIA4,KCNH5,KCNB1,PKD2L1,KCNS2,CATSPER1,CHRNB2,CLCA1,CHRNA4,GRIA1,CNR1,GABRQ,KCNK16,KCNJ5,TRPM5,CACNG3,TMC1,SLC17A7,GABRR2,CACNG7,LRRC38,KCNK17,KCNG4,P2RX3,SCN11A,HTR3A,KCNH7,HTR3C,TRPM4,TMEM63C,KCNQ2,KCNA5,SCN9A,TRPV4,GRIN3B,CACNG6
nervous system process	2.03e-07	1.61	903	CACNB2,SPRY2,LAMB2,GUCY2F,ABL1,MPP2,OR5L2,SLC52A3,BRINP1,LOXHD1,OR8B8,GRIN2B,CABP2,JPH3,C5AR1,OR1G1,HIF1A,IGSF9B,POU6F2,PTCHD1,FFAR4,OR10C1,BBS5,B3GNT2,ADCY1,IGDCC3,ADCY8,OR2C1,CRYBB1,KCNA2,CNIH2,CACNA1G,TBR1,IFT20,GLP1R,ADRA1A,SNAP25,BEST2,NGF,GRIN2C,CHMP2B,CACNA1D,TMEM108,TMPRSS3,BDNF,SCN2A,FZD4,SOBP,AOC2,TIMP3,CDKN2D,TMC2,KCNJ11,GBX1,OR10H2,CACNG2,ZACN,OR6B1,SLC45A2,POMK,OR1E1,ADGRF1,ADRA2C,GRIK2,SYT4,NBN,HOXD10,PRKAR1B,SPX,TACR2,OPN1SW,GJB2,DCDC2,ADORA1,CLRN1,LRP2,POU3F4,GLRA2,PTGS2,HRH1,CNGA3,PIEZO2,CACNG5,COMP,CHRND,RS1,SCN5A,CABP1,SHISA6,OR7E24,CEBPB,GABRA6,HPN,ANO1,SCN1A,OR14J1,ACTR2,GJB4,ATP1A2,NRXN1,MEIS2,NKX6-2,OR1J2,ASIC1,CCK,DMPK,NFATC4,TAC1,CHRNB4,EYA1,AQP4,GABRR1,OMP,USH1C,GIP,PRRT2,NLGN3,P2RX6,CACNA1I,ITGA8,TNR,MYO3B,GABRB1,OR8D2,OR51B6,CDH23,CALB1,TMIE,KCNQ4,CRYGA,MRGPRX2,PAX3,GRIN1,INSYN1,GJA10,BFSP2,EGFR,MYRF,GJB6,OR7A10,GABRB2,RIMS2,GABRB3,GABRA4,GABRA1,CHRNA1,CNGB1,IL12B,SHC3,PCARE,NPTX1,MUSK,OR1A2,GABRA5,CLDN19,GALR2,NTRK2,OR12D3,OTOR,AGER,OR1I1,OR51E1,UBA5,GHSR,HCRT,USH2A,GMFB,FABP7,CNGA1,CHRNA5,PTK2B,GRIN2D,MYO1A,TENM4,KIFC3,NRXN3,CHRNA6,OR1A1,FGF12,CALHM1,ATP2B2,OR8D1,GABRR3,NQO2,NPY1R,PDE6B,AIPL1,SRRM4,NEUROG1,PRKCG,ITGA2,OR51M1,OXT,TTBK1,NTRK1,POU4F2,TAS2R9,OXTR,TAS2R38,SYNJ1,OR1F1,MMP24,EPAS1,MTNR1B,AGTR2,HTR3B,CDH3,OLFM2,CHRNA3,OR51E2,NRCAM,SCN3B,LRRN4,GLRA3,SOX10,CST2,PDC,OR3A3,PKD2L1,CRH,KIAA0556,CABP4,ABCA4,OR4D1,PHOX2B,SYNPO,PBX3,LUM,ROM1,CHRNB2,SLC24A2,VAX2,RASGRF1,CRYBA2,CHRNA4,GRIA1,CNR1,CASP3,DRD4,GABRQ,TAS2R50,GJD2,NTSR2,ATP6V1B1,RIMS1,TRPM5,TRPM8,OR7D2,LHFPL5,MYH14,NTRK3,AVPR1A,NEUROD2,CACNG3,UNC13B,RP1,OTOF,ADCY5,TACSTD2,TMC1,TAS2R7,RBP3,RP2,SFRP5,TULP1,COL18A1,SLC17A7,SH3GL1,GABRR2,NETO1,GPR143,GSX2,DMRT3,OPRK1,UNC119,P2RX3,SEZ6,PPP1R9A,OR1Q1,SCN11A,CBLN1,RP1L1,HTR3A,RGS9BP,HTR3C,CA6,SLC7A11,OR2F2,SCN9A,NXNL2,CRYBB3,HMGCR,OR7A17,COL11A1,SHANK2,SEMA5B,TAS2R16,VSX1,OR2W1,OR52A1,CNGB3,HOXB8,TUSC3,OR5V1,CDC14A,RAX2,DOP1B,SIX3,NPAS1,REEP2,RHO,RRH,SLC4A10,CRYGN,CRYGB,RDH8,DLG2,AKT1,SCNN1B,PCDH15,LMX1A,PLA2G6,OR5P2,ARC,CRYGC,GNG13,OR2J3,SORCS3,SLC6A3,UBA6,RNF10,SOX14,GRM8,STX1A,EFEMP1,PIP,DRAM2,TH,ICAM1,TLX3,COL11A2,TULP2,NDP,DLL4,CNTN2,OR51I2,GRM7,AGTPBP1,MIP,ADGRV1,RBP4,CST7,PAX6,BACE1,CTSC,NR2E3
passive transmembrane transporter activity	2.03e-07	1.94	386	MCU,CACNB2,TTYH1,ORAI1,KCNJ6,GRIN2B,GRIK3,KCNC2,JPH3,SLC4A11,SLC24A3,ABCC9,LRRC55,TRPM6,KCNH4,KCNK5,KCNA2,CACNA1G,HCN2,FXYD1,CLCA2,SNAP25,BEST2,GRIN2C,CACNA1D,KCNH1,SLC5A8,SCN2A,TMEM38A,ANO2,TMC2,KCNJ11,TMC5,SLC26A9,TPCN2,IL1RAPL1,KCNH6,TRPV3,FXYD4,CACNG2,KCNS1,ZACN,ASIC4,GRIK2,GJB2,NCS1,RYR3,GLRA2,CNGA3,PIEZO2,CACNG5,GRIK1,RYR2,CHRND,SCN5A,NALCN,GABRA6,HPN,CACNA1A,ANO1,SCN1A,GJB4,ASIC1,SCN2B,JPH2,CHRNB4,AQP4,CFTR,GABRR1,GRIA2,CACNG1,ABCC8,P2RX6,CACNA1I,GABRB1,GRIK4,KCNQ4,GRIN1,GJA10,GJB6,GABRB2,KCNH3,GABRB3,GABRA4,GABRA1,CACNB4,ANO4,CHRNA1,CNGB1,TRPC4,CACNA1B,GABRA5,PKDREJ,AQP8,KCNN3,KCNK13,CNGA1,CHRNA5,PTK2B,GRIN2D,PKD2L2,KCNG1,CHRNA6,KCNK3,CALHM1,KCNJ1,GABRR3,GRID1,ANXA9,TRPC6,KCNQ3,NOX1,KCNN1,TMC7,CACNB1,KCNK6,HTR3B,CHRNA3,SCN3B,SLC17A3,GLRA3,PKD1L2,BEST4,GRIA4,KCNH5,KCNB1,PKD2L1,KCNS2,CATSPER1,CHRNB2,SLC24A2,CLCA1,CHRNA4,GRIA1,CNR1,GABRQ,KCNK16,KCNJ5,TRPM5,TRPM8,OTOP2,CACNG3,TMC1,SLC17A7,GABRR2,CACNG7,LRRC38,KCNK17,KCNG4,P2RX3,SCN11A,TOMM40L,HTR3A,KCNH7,HTR3C,TRPM4,TMEM63C,KCNQ2,KCNA5,SCN9A,TRPV4,GRIN3B,CACNG6,CLDN17,CNGB3,BSND
sensory perception	2.03e-07	1.72	516	CACNB2,SPRY2,LAMB2,GUCY2F,OR5L2,SLC52A3,LOXHD1,OR8B8,CABP2,C5AR1,OR1G1,POU6F2,FFAR4,OR10C1,BBS5,B3GNT2,OR2C1,CRYBB1,KCNA2,BEST2,CACNA1D,TMPRSS3,FZD4,SOBP,AOC2,TIMP3,CDKN2D,TMC2,GBX1,OR10H2,OR6B1,SLC45A2,POMK,OR1E1,ADRA2C,SPX,OPN1SW,GJB2,DCDC2,ADORA1,CLRN1,LRP2,POU3F4,PTGS2,CNGA3,PIEZO2,RS1,CABP1,OR7E24,HPN,ANO1,SCN1A,OR14J1,GJB4,OR1J2,ASIC1,CCK,TAC1,EYA1,OMP,USH1C,GIP,MYO3B,OR8D2,OR51B6,CDH23,TMIE,KCNQ4,CRYGA,MRGPRX2,PAX3,GRIN1,GJA10,BFSP2,GJB6,OR7A10,GABRB2,GABRB3,CNGB1,IL12B,PCARE,OR1A2,GABRA5,CLDN19,OR12D3,OTOR,OR1I1,OR51E1,USH2A,CNGA1,GRIN2D,MYO1A,KIFC3,OR1A1,CALHM1,ATP2B2,OR8D1,NPY1R,PDE6B,AIPL1,SRRM4,ITGA2,OR51M1,OXT,NTRK1,POU4F2,TAS2R9,TAS2R38,OR1F1,MMP24,EPAS1,CDH3,OLFM2,OR51E2,SCN3B,CST2,PDC,OR3A3,PKD2L1,CABP4,ABCA4,OR4D1,LUM,ROM1,CHRNB2,SLC24A2,VAX2,CRYBA2,CHRNA4,CNR1,CASP3,TAS2R50,GJD2,NTSR2,ATP6V1B1,RIMS1,TRPM5,TRPM8,OR7D2,LHFPL5,MYH14,RP1,OTOF,TACSTD2,TMC1,TAS2R7,RBP3,RP2,SFRP5,TULP1,COL18A1,GABRR2,GPR143,OPRK1,UNC119,P2RX3,OR1Q1,SCN11A,RP1L1,RGS9BP,CA6,OR2F2,SCN9A,NXNL2,CRYBB3,OR7A17,COL11A1,SEMA5B,TAS2R16,VSX1,OR2W1,OR52A1,CNGB3,HOXB8,OR5V1,CDC14A,RAX2,SIX3,REEP2,RHO,RRH,SLC4A10,CRYGN,CRYGB,RDH8,DLG2,SCNN1B,PCDH15,OR5P2,CRYGC,GNG13,OR2J3,SLC6A3,SOX14,GRM8,EFEMP1,PIP,DRAM2,TH,ICAM1,COL11A2,TULP2,NDP,DLL4,OR51I2,GRM7,MIP,ADGRV1,RBP4,PAX6,BACE1,NR2E3,NDUFB9,OR1D2,GRM1,PDE6C,GLRB,ALOXE3,OR10H3,DRD2,UCN,SHANK1,TMEM100,LCN1
lymphocyte activation	5.60e-07	-1.61	548	CD74,ADA,PURA,P2RX7,PIK3R1,PRNP,CD79B,CD22,BLNK,LAG3,JAK3,CD180,ZBTB7A,RUNX3,RAG1,ITGAL,MPL,CD44,FLT3,ATM,GPR18,HLA-DMB,BTN3A1,ZMIZ1,DOCK10,TNFSF8,NFATC2,TMEM98,FOXP1,TLR4,CD1C,GNRH1,CCR6,IKZF1,GATA3,IL12RB1,CD81,FGL2,MAD2L2,FADD,CD320,HLA-DPA1,TGFBR2,LILRB1,GPNMB,SATB1,PATZ1,HDAC9,FCRL1,TNFRSF1B,HLA-DPB1,CD8B,HMGB1,TMEM131L,NOD2,HLA-F,CSK,SLAMF6,ERBB2,PAG1,GPR183,MERTK,DUSP3,LEF1,NLRP3,IL12A,TCF3,PSMB10,MAD1L1,CCR7,TP53,TNFRSF4,MZB1,SMAD3,NCR3,CD79A,MAP3K8,ZFP36L2,MEF2C,TMIGD2,KIF13B,POU2F2,SRF,BST2,IL15,CD2,RUNX2,SLAMF8,CCR9,SYK,LY9,DNAJB9,CD3G,TNFRSF13B,FLT3LG,IL6,NLRC3,RPL22,VCAM1,PIK3CG,ITGA4,EXOSC6,JAML,CLEC7A,RAC1,CD1D,TCF7,GAL,MS4A1,CD86,TUSC2,IL7R,CDKN1A,HDAC4,RSAD2,IRF4,CARD11,ZAP70,IMPDH1,LILRB4,DCAF1,PRDX2,BTLA,BAG6,ARG2,BCL6,RORA,IL21R,RC3H1,PIK3CD,BANK1,HELLS,NCK2,CD160,MAFB
cell cell signaling	1.34e-06	1.43	1401	MCU,CACNB2,IGFBP2,IL1RAP,LRRFIP2,TEK,CYB5R4,EREG,ABL1,MPP2,LAMA2,DAB2IP,ALPK2,SFRP4,RAB11FIP1,LZTS1,ITGAM,GRM2,SOST,SDCBP,WNT11,GRIN2B,ASIP,GRIK3,KCNC2,JPH3,CCL22,HAP1,NOS1,OPHN1,SYN3,HIF1A,IGSF9B,EFNB3,AACS,CCL26,CPNE6,DOC2A,CNTNAP4,FFAR4,LHX5,IL26,ADCY1,SIRT3,PTHLH,ADCY8,ADRA1D,TLE6,DAGLA,DLX5,CDK5R1,CNTN4,LHX1,PDGFB,LALBA,PARD6A,CNIH2,ACHE,CACNA1G,TRHDE,STX4,RBPJ,UTS2,HCN2,IFT20,KIF5B,GLP1R,DNM1,ADRA1A,DGKB,SNAP25,PTPRD,FCRL2,NGF,GRIN2C,WNT5B,CACNA1D,TMEM108,GREM1,BDNF,MDFI,STRN,DACT3,CYP19A1,FZD4,GPC6,SRD5A2,ADRA2B,EPHA5,KCNJ11,RIT2,CD70,IL1RAPL1,RPH3AL,DKK2,OR10H2,SOSTDC1,GPRC5B,TBX3,IL17C,DKK4,FOXP3,SLC1A2,LIF,ZACN,PCDHB11,GCG,SNCAIP,FGF2,PTH,ADRA2C,FGA,DDIT3,WNT4,GRIK2,SYT4,TMEM198,APC2,NMB,PCDHB14,CALB2,PRKAR1B,SLC2A2,DHH,TACR2,GJB2,NPHP4,WNT9A,HTR1D,DCDC2,ADORA1,PLPP3,CCKAR,CRHR2,NCS1,PDLIM4,MARK1,GLRA2,PTGS2,HRH1,CACNG5,CX3CL1,SLC17A6,GRIK1,RYR2,SLC18A3,CHRND,PCDHB6,PLCB4,SCN5A,ACVR2B,GABBR2,CAMK2A,SHISA6,AFDN,CD33,KDM5B,GABRA6,TBX18,CACNA1A,FOXL1,ANO1,GJB4,ATP1A2,NRXN1,ENSA,MYOC,MYLK2,IL3,PLG,ASIC1,FAM3D,SCN2B,TNFSF11,DMPK,PHEX,NFATC4,TAC1,CHRNB4,SYT12,CDH8,IFNA2,FGF21,CFTR,RHOA,GABRR1,HNF1A,PPFIA3,OMP,GRIA2,CHRM4,GIP,PRRT2,DLGAP1,ABCC8,NLGN3,P2RX6,GRB10,TNR,RSPO1,GABRB1,ATP6V1C2,CALB1,GRIK4,NOS2,MCTP1,UNC13A,PFN1,GRIN1,INSYN1,CHST4,EGFR,PTK7,IGFBP1,GABRB2,RIMS2,SCEL,GABRB3,GABRA4,THY1,RSPO2,NOVA1,AMER2,SYT8,GABRA1,CACNB4,CDK16,CHRNA1,PCSK1,IL36G,BTK,SHC3,CACNA1B,REST,NPTX1,GABRA5,SOX11,UBC,GLI2,CPLX2,FGF4,STXBP4,SLC12A4,SCGN,NTRK2,DCC,AGER,GSC,LGI1,VSNL1,ENY2,RAF1,GHSR,HCRT,FOXL2,WNT8A,FUZ,CHRNA5,PTK2B,GRIN2D,SOX17,ADRA1B,FOXA1,HTR1E,WNT10A,RIMBP2,CHRNA6,PLEKHA4,PLP1,SHH,FZD7,FGF12,KCNK3,GABRR3,PDE7B,GRID1,TNN,PDE6B,ANXA9,SOX7,SCTR,DVL3,PYGO1,KCNQ3,SLC12A6,PRKCG,DKKL1,MAP1B,KCNN1,OXT,TFAP2C,RAPSN,EDN3,NTRK1,NAMPT,OXTR,PRICKLE1,LRP4,ZEB2,CPE,SYNJ1,CACNB1,PPFIA2,IL11,ERC2,RECK,FOLR1,MTNR1B,ILK,AGTR2,HTR3B,CDH3,TBX5,TNFAIP6,SNCB,BSN,CHRNA3,UCN3,SCN3B,NQO1,PSMB7,LPAR3,SNAP23,GLRA3,SOX10,GRIA4,KCNB1,PDYN,AXIN2,VANGL2,CTNND2,CRH,UNC13C,SIGLEC6,SLC5A7,SYNPO,GRHL3,WNK2,CHRNB2,GDF9,SLC24A2,VAX2,MCC,SLC18A2,RAPGEF4,LY6H,MPZ,FAT1,TSHB,GPC3,RASGRF1,USP46,GDNF,AXIN1,CHRNA4,GRIA1,CNR1,DRD4,GABRQ,APCDD1L,GJD2,AR,KCNJ5,TOR1A,STX19,INHBA,RIMS1,GCK,GHRH,CADPS,LYN,IGFBP6,FGF11,HNF1B,SYP,CASR,NEUROD2,GDF5,HTR6,HTR7,UNC13B,PMP22,STK4,OTOF,ADCY5,FERMT2,HHEX,FGB,PTPRO,SEMA5A,WNT9B,SFRP5,CLSTN2,RNF207,SLC17A7,SH3GL1,GABRR2,EFNA1,CBFB,NETO1,CCL23,WNT2,PREPL,STAR,GNG2,OPRK1,UNC119,GLI1,HNF4A,P2RX3,HTR2B,SEZ6,PPP1R9A,CAMK2B,CBLN1,HTR3A,NSMF,HTR3C,TRPM4,SLC7A11,KCNQ2,KCNA5,SYT5,GRM4,C3,SMAD2,GIPR,HMGCR,TRPV4,RAB5A,STXBP3,SLC6A5,GRIN3B,KREMEN2,WNT6,RIMS4,OSM,NKD2,SSTR5,SHANK2
synaptic signaling	1.62e-06	1.61	619	CACNB2,IL1RAP,ABL1,MPP2,LAMA2,LZTS1,GRM2,SDCBP,GRIN2B,GRIK3,JPH3,HAP1,NOS1,OPHN1,SYN3,IGSF9B,EFNB3,CPNE6,DOC2A,CNTNAP4,ADCY1,ADCY8,DAGLA,CDK5R1,CNTN4,CNIH2,ACHE,CACNA1G,STX4,UTS2,KIF5B,DNM1,ADRA1A,DGKB,SNAP25,PTPRD,NGF,GRIN2C,CACNA1D,TMEM108,BDNF,RIT2,IL1RAPL1,OR10H2,SLC1A2,ZACN,PCDHB11,SNCAIP,GRIK2,SYT4,PCDHB14,CALB2,PRKAR1B,TACR2,HTR1D,ADORA1,CRHR2,NCS1,PDLIM4,GLRA2,PTGS2,HRH1,CACNG5,CX3CL1,SLC17A6,GRIK1,SLC18A3,CHRND,PCDHB6,PLCB4,GABBR2,CAMK2A,SHISA6,GABRA6,CACNA1A,ATP1A2,NRXN1,MYLK2,PLG,ASIC1,SCN2B,DMPK,NFATC4,TAC1,CHRNB4,SYT12,CDH8,GABRR1,PPFIA3,OMP,GRIA2,CHRM4,GIP,PRRT2,DLGAP1,NLGN3,P2RX6,TNR,GABRB1,CALB1,GRIK4,MCTP1,UNC13A,GRIN1,INSYN1,EGFR,GABRB2,RIMS2,GABRB3,GABRA4,NOVA1,SYT8,GABRA1,CACNB4,CHRNA1,SHC3,CACNA1B,NPTX1,GABRA5,CPLX2,SLC12A4,SCGN,NTRK2,DCC,AGER,LGI1,GHSR,HCRT,CHRNA5,PTK2B,GRIN2D,HTR1E,RIMBP2,CHRNA6,PLP1,FGF12,KCNK3,GABRR3,PDE7B,GRID1,ANXA9,SCTR,KCNQ3,SLC12A6,PRKCG,MAP1B,KCNN1,OXT,RAPSN,NTRK1,OXTR,SYNJ1,CACNB1,PPFIA2,ERC2,MTNR1B,HTR3B,SNCB,BSN,CHRNA3,NQO1,LPAR3,SNAP23,GLRA3,GRIA4,KCNB1,PDYN,CRH,UNC13C,SLC5A7,SYNPO,CHRNB2,SLC24A2,SLC18A2,LY6H,MPZ,RASGRF1,USP46,GDNF,CHRNA4,GRIA1,CNR1,DRD4,GABRQ,GJD2,TOR1A,STX19,RIMS1,CADPS,SYP,NEUROD2,HTR6,HTR7,UNC13B,PMP22,OTOF,CLSTN2,SLC17A7,SH3GL1,GABRR2,NETO1,PREPL,STAR,OPRK1,UNC119,P2RX3,HTR2B,SEZ6,PPP1R9A,CAMK2B,CBLN1,HTR3A,NSMF,HTR3C,SLC7A11,KCNQ2,SYT5,GRM4,RAB5A,SLC6A5,GRIN3B,RIMS4,SHANK2,PPFIA4,DLGAP2,ITPKA,CDH11,SV2C,SRGN,SORCS2,SLC4A10,AKAP5,DLG2,AKT1,PLA2G6,ARC,SORCS3,SLC6A3,SST,SLC1A1,GRM8,STX1A
metal ion transmembrane transporter activity	1.67e-06	1.74	383	MCU,CACNB2,TTYH1,ORAI1,KCNJ6,SLC39A11,SLC30A2,GRIN2B,GRIK3,KCNC2,JPH3,ATP12A,ATP2B3,SLC4A11,SLC24A3,ABCC9,LRRC55,TRPM6,SLC39A5,KCNH4,KCNK5,KCNA2,CACNA1G,HCN2,ZDHHC13,SLC5A2,SNAP25,SLC5A4,GRIN2C,CACNA1D,KCNH1,SLC5A8,SCN2A,TMEM38A,TMC2,KCNJ11,TPCN2,IL1RAPL1,KCNH6,TRPV3,FXYD4,CACNG2,SLC1A2,KCNS1,ASIC4,SLC9A2,GRIK2,ATP1A4,NCS1,SLC17A4,RYR3,SLC10A2,SLC6A20,CACNG5,GRIK1,RYR2,SCN5A,SLC39A3,NALCN,HPN,CACNA1A,SCN1A,ATP1A2,ASIC1,SCN2B,JPH2,CACNG1,ABCC8,CACNA1I,SLC11A1,GRIK4,KCNQ4,GRIN1,ZDHHC17,KCNH3,CACNB4,TRPC4,CACNA1B,PKDREJ,SLC30A3,SLC12A4,KCNN3,KCNK13,SLC13A5,SLC22A1,GRIN2D,ATP2A1,PKD2L2,SLC13A4,KCNG1,KCNK3,SLC13A1,CALHM1,KCNJ1,ATP2B2,ANXA9,TRPC6,KCNQ3,SLC12A6,KCNN1,SLC9A5,CACNB1,KCNK6,SLC13A3,SLC5A12,SCN3B,ABCB11,SLC17A3,PKD1L2,KCNH5,KCNB1,SLC6A13,PKD2L1,KCNS2,SLC5A7,SLC6A11,CATSPER1,SLC24A2,SLC18A2,SLC28A1,SLC6A12,CNR1,SLC28A2,KCNK16,NIPAL4,KCNJ5,SLC4A4,TRPM5,TRPM8,CACNG3,SLC6A17,TMC1,SLC17A7,CACNG7,LRRC38,KCNK17,KCNG4,SCN11A,KCNH7,TRPM4,KCNQ2,KCNA5,SCN9A,TRPV4,SLC6A5,GRIN3B,CACNG6
transporter complex	1.67e-06	1.84	286	MCU,CACNB2,TTYH1,KCNJ6,GRIN2B,GRIK3,KCNC2,ATP12A,NOS1,ABCC9,LRRC55,DPP10,KCNH4,KCNA2,CNIH2,CACNA1G,HCN2,FXYD1,SNAP25,BEST2,GRIN2C,CACNA1D,KCNH1,SCN2A,ANO2,KCNJ11,FXYD4,CACNG2,KCNS1,GRIK2,ATP1A4,MICU1,RYR3,GLRA2,CNGA3,CACNG5,GRIK1,RYR2,CHRND,SCN5A,SHISA6,GABRA6,CACNA1A,ANO1,SCN1A,ATP1A2,ATP1B4,SCN2B,CHRNB4,CFTR,GABRR1,GRIA2,CACNG1,ABCC8,CACNA1I,GABRB1,AKAP6,GRIK4,KCNQ4,GRIN1,GABRB2,GABRB3,GABRA4,CATSPERB,GABRA1,CACNB4,CHRNA1,CNGB1,TRPC4,PEX13,CACNA1B,GABRA5,CHRNA5,PTK2B,GRIN2D,ATP2A1,KCNG1,CHRNA6,KCNJ1,GABRR3,TRPC6,KCNQ3,KCNN1,CACNB1,KCNK6,PDE4D,HTR3B,OLFM2,CHRNA3,SCN3B,GLRA3,BEST4,GRIA4,KCNB1,PKD2L1,KCNS2,CATSPER1,CHRNB2,CHRNA4,GRIA1,GABRQ,STXBP5,KCNJ5,CACNG3,GABRR2,CACNG7,LRRC38,KCNG4,SCN11A,DPP6,HTR3A,CATSPERD,TRPM4,KCNQ2,KCNA5,SCN9A,GRIN3B,CACNG6,SHANK2,CLDN17,CNGB3
