pathway	padj	NES	size	leadingEdge
activation of immune response	6.36e-09	2.16	472	EZR,GATA3,RIOK3,S100A14,LGALS3,MUC4,TNFRSF21,TNIP1,PAWR,KCNN4,CD55,F2RL1,CEACAM1,PAK1,ERBIN,C4BPB,IRAK2,DDX60,MUC16,PSMC6,PSMD14,CASP8,MYD88,ARPC1A,IFIH1,RSAD2,MUC13,ALPK1,PSMA4,PSEN1,NECTIN2,DMBT1,NPLOC4,INAVA,PSMB3,PSMA5,ARPC2,PSMB2,PSMC2,PSMC4,KRAS,RAC1,PTK2,CGAS,PSMD1,NCKAP1,PSMD10,PELI1,ACTR2,CARD11,WDFY1,ARPC1B,PSMB8,LSM14A,PSMB4,ABI1,BCL10,PHB,TRIM15,PRKDC,PSMD2,TBK1,PYCARD,PSMC1,NCK1,CBFB,PRKD2,ACTB,MUC1,PSMA1,MUC17,PSMA3,RIPK2,PSMD7,BTN3A2,HEXIM1,MUC5B,WNK1,WASL,PDE4D,TNIP2,PRKCD,FADD,CD276,CFB,CTSB,STING1,PSMD4,LYN,BIRC3,ELF1,NOD1,DDX58,PSMD13,BTN3A1,CTSS,SIN3A,CACNB3,IRF1,IRAK3,ARPC5,RBCK1,SPPL3,EIF2B2,PSME4,PSMD11,PLCG1,PSME1,TANK,PTPN6,MFHAS1,XIAP,ITCH,MAPK3,PIK3CA,IFI16,HMGB1,CD300LF,TRAF3,GRAMD4,OTULIN,RTN4,PSMD3,PSME3,UBE2D3,PLSCR1,PIK3R4,FOXP1,RAB29,MAP3K7,HHLA2,C2,PTPN22,UBE2D1,PSMB1,LGMN,MAPKAPK2,SRC,HLA-DQA1,SYK,BAX,LCK,SKAP1,CRKL,DOCK1,PSMD8,RC3H2,WIPF1,INPP5D,NCKAP1L,CYBA,ITGB2,SPG21,UFD1,GRB2,FYB1,CLEC4A,PTPRC,UBC,CTSK,CYFIP1,RAP1A,DUSP3,FYN,KLHL6,SKP1,TLR3,RC3H1,RELA,CUL1,PDE4B,THY1,THEMIS2,FPR3,MALT1,C1QC,PROS1,CYLD,NOD2,ITGAM,CD300A,RELB,HLA-DPA1,APPL2,RFTN1,HAVCR2,CCR7,UBE2N,FLOT1,TRAF6,RPS6KA3,HLA-DPB1,C1RL,EPG5,CD3G,C1QB,LIMK1,TLR2,RIPK1,UBE2D2,TICAM1,CLEC7A,PSMC3,NFKB1,CFI,AIM2,CHUK,CD38,VAV1,PIK3R1,WASF2,TLR5,ICAM2,LAX1,CMTM3,TLR1,BCAR1,CTLA4,PRKACB,TLR4,CSK,PTPN2,TNFAIP3,FCER1G,CD3D,DHX58,C1QA,TAB2,LCP2,LILRB4,C3AR1,UNC93B1,CD4,PSMC5,C1R,LPXN
activation of innate immune response	6.36e-09	2.31	255	RIOK3,S100A14,MUC4,TNIP1,F2RL1,PAK1,ERBIN,IRAK2,DDX60,MUC16,PSMC6,PSMD14,CASP8,MYD88,IFIH1,RSAD2,MUC13,ALPK1,PSMA4,DMBT1,NPLOC4,INAVA,PSMB3,PSMA5,PSMB2,PSMC2,PSMC4,KRAS,CGAS,PSMD1,PSMD10,PELI1,CARD11,WDFY1,PSMB8,LSM14A,PSMB4,BCL10,TRIM15,PRKDC,PSMD2,TBK1,PYCARD,PSMC1,MUC1,PSMA1,MUC17,PSMA3,RIPK2,PSMD7,HEXIM1,MUC5B,TNIP2,PRKCD,FADD,CTSB,STING1,PSMD4,LYN,BIRC3,NOD1,DDX58,PSMD13,CTSS,SIN3A,IRF1,IRAK3,PSME4,PSMD11,PSME1,TANK,MFHAS1,XIAP,ITCH,IFI16,HMGB1,CD300LF,TRAF3,GRAMD4,OTULIN,RTN4,PSMD3,PSME3,UBE2D3,PIK3R4,MAP3K7,PTPN22,UBE2D1,PSMB1,LGMN,MAPKAPK2,SRC,SYK,PSMD8,CYBA,ITGB2,UFD1,CLEC4A,UBC,CTSK,FYN,SKP1,TLR3,RELA,CUL1,MALT1,CYLD,NOD2,ITGAM,CD300A,RELB,APPL2,RFTN1,HAVCR2,UBE2N,FLOT1,TRAF6,RPS6KA3,EPG5,TLR2,RIPK1,UBE2D2,TICAM1,CLEC7A,PSMC3,NFKB1,AIM2,CHUK
anchoring junction	6.36e-09	2.19	670	ITGB4,ITGA3,ACTN4,CTNNA1,SDC4,JUP,ZNF185,PPP1CA,CLDN18,PERP,EZR,TRIM29,SLC2A1,BAIAP2L1,SHROOM3,FAT1,CDH3,DSG2,ECT2,LMO7,CTTN,FERMT1,NHS,DLG1,LRRC1,CAPN2,DLG5,EPHA4,CD2AP,ITGA2,CAPN5,POF1B,CEACAM1,ITGB8,LASP1,EFNB2,PDLIM5,TMOD3,ADAM9,PAK1,LPP,ERBIN,ARHGAP26,TES,ARHGEF2,GJB2,KIF23,EPPK1,VCL,ABI2,TWF1,PLEKHA7,NDRG1,ITGA6,PPFIBP1,PXN,AOC1,NECTIN4,PPFIA1,MTF2,MYO1E,CASK,CD9,CDC42BPA,TJP2,NECTIN2,PDZD11,UBA1,RRAS,MPZL1,KRT8,CAP1,ARPC2,B2M,ATP1B1,KRAS,RAC1,PTK2,YWHAB,CAPN1,PPL,CDC42BPB,MAP4K4,AHNAK,NCKAP1,ITGB5,ACTR2,ARPC1B,CTNNB1,MTDH,YWHAH,IQGAP1,EPHA2,FMN1,ATP2A2,PLEC,NCK1,PCDH1,NECTIN3,CFL1,SNAP23,PARD6B,CORO1C,FLRT3,ACTB,CDH17,MISP,ITGB1,VASP,PKN2,PPIA,GJB3,SH3KBP1,RHOA,RPGRIP1L,ARPC5L,TGFBR1,PLAUR,SLC9A1,PRKCD,DCAF6,USP33,ITGAV,CLTC,CALB2,LYN,PKP3,AFAP1,CYTH1,TADA1,DDX58,DSC2,ALKBH6,RAP1B,CDH11,MICALL2,HACD3,HSPG2,ARPC5,HMGA1,BMPR2,IRF2,SLC5A1,GJB5,PFN1,KRT18,COL16A1,PLCG1,PALLD,ARHGEF7,PPP1R12A,CBL,PKP4,NOX4,MYH9,DOCK7,PTPN6,CGN,PTPRK,PKP2,SDCBP,GJB6,TRAF4,ANXA1,FLT1,MAPK3,ZFYVE21,CLDN2,PRKCI,EPCAM,ADAM17,ACTN1,MAPRE2,RAB21,RND3,GNA13,OXTR,SDCCAG8,ILK,RAC2,CALR,LMLN,ITGA11,RAP2B,SENP1,MPRIP,KIRREL1,PLAU,MAPRE1,FLOT2,TPM4,MAP2K1,PEAK1,YWHAG,TGM2,FBLIM1,PLXDC1,LAP3,FSCN1,PRUNE1,SKAP1,CYTH3,PTK7,SNTB2,RAP2C,EGFR,TJP3,ENAH,GSN,FRS2,CLDN1,KLHL24,FAP,MSN,STRN,CLDN7,CYBA,ANXA5,CDH13,ITGB2,CNN2,CDCA3,SYMPK,MMP14,GRB2,FRMD6,CDH2,HMCN1,ARHGAP31,PTPRC,TRIOBP,CYFIP1,APP,PANX1,CDH6,ITGBL1,DST,DPP4,CLDN23,PDLIM4,ADD1,FRMD4B,KCNJ2,PMP22,LRP1,CD53,ITGA4,CD151,THY1,SSX2IP,PDGFRB,CSRP1,TM4SF20,PROCR,MPP5,CYTH2,TRPV4,DSG3,DBN1,BSG,MARCKS,KIT,RHOG,TNKS1BP1,FLNA,G3BP1,FHOD1,LAYN,PRAG1,DDX6,FLOT1,RND1,UBN1,VEGFA,TMEM204,ICAM1,VAPA,ATAT1,PPP1CB,DSC3,CLIC4,PDZD2,LIMK1,NIBAN2
antigen processing and presentation	6.36e-09	2.74	171	AP1S3,CTSV,KIF15,KIF18A,CD1A,KIF23,KIF11,RAB7A,PSMC6,PSMD14,CENPE,HLA-F,PSMA4,YTHDF1,DYNC1I2,PSMB3,PSMA5,B2M,PSMB2,PSMC2,PSMC4,KIF2C,RAB3B,PSMD1,DCTN5,ITGB5,AP2B1,PSMD10,VAMP3,PSMB8,DYNC1H1,PSMB4,CAPZA1,TAPBP,DYNC1LI2,PSMD2,TAPBPL,PYCARD,PSMC1,SNAP23,AP2M1,PSMA1,PSMA3,LNPEP,PSMD7,CTSH,VAMP8,ITGAV,CLTC,PSMD4,NOD1,TAP2,PSMD13,CTSS,CAPZA2,RAB5B,MR1,PSME4,PSMD11,PSME1,AP1S1,KIFAP3,KIF2A,ACTR1A,PSMD3,PSME3,CLTA,CALR,SEC23A,PSMB1,LGMN,HLA-DQA1,SEC24D,PSMD8,KIF3A,CD74,CYBA,CLEC4A,RAB8B,ACTR10,SEC24B,CD207,HLA-DOB,DYNLL1,HLA-DMB,SEC24A,RAB35,HLA-DMA,NOD2,RELB,HLA-DPA1,RFTN1,CCR7,TRAF6,HLA-DPB1,RAB32,ICAM1,AP1M1,AP1M2,PSMC3,ATG5,CHUK,AP3B1,NCF2
antigen processing and presentation of peptide antigen	6.36e-09	2.72	140	AP1S3,CTSV,KIF15,KIF18A,KIF23,KIF11,RAB7A,PSMC6,PSMD14,CENPE,HLA-F,PSMA4,DYNC1I2,PSMB3,PSMA5,B2M,PSMB2,PSMC2,PSMC4,KIF2C,PSMD1,DCTN5,ITGB5,AP2B1,PSMD10,VAMP3,PSMB8,DYNC1H1,PSMB4,CAPZA1,TAPBP,DYNC1LI2,PSMD2,TAPBPL,PYCARD,PSMC1,SNAP23,AP2M1,PSMA1,PSMA3,LNPEP,PSMD7,VAMP8,ITGAV,CLTC,PSMD4,TAP2,PSMD13,CTSS,CAPZA2,MR1,PSME4,PSMD11,PSME1,AP1S1,KIFAP3,KIF2A,ACTR1A,PSMD3,PSME3,CLTA,CALR,SEC23A,PSMB1,LGMN,HLA-DQA1,SEC24D,PSMD8,KIF3A,CD74,CYBA,CLEC4A,ACTR10,SEC24B,CD207,HLA-DOB,DYNLL1,HLA-DMB,SEC24A,HLA-DMA,HLA-DPA1,TRAF6,HLA-DPB1,AP1M1,AP1M2,PSMC3,CHUK,NCF2
antigen processing and presentation of peptide antigen via mhc class i	6.36e-09	2.66	73	PSMC6,PSMD14,HLA-F,PSMA4,PSMB3,PSMA5,B2M,PSMB2,PSMC2,PSMC4,PSMD1,ITGB5,PSMD10,VAMP3,PSMB8,PSMB4,TAPBP,PSMD2,TAPBPL,PSMC1,SNAP23,PSMA1,PSMA3,LNPEP,PSMD7,VAMP8,ITGAV,PSMD4,TAP2,PSMD13,MR1,PSME4,PSMD11,PSME1,PSMD3,PSME3,CALR,SEC23A,PSMB1,SEC24D,PSMD8,CYBA,CLEC4A,SEC24B,CD207
antigen receptor mediated signaling pathway	6.36e-09	2.41	189	EZR,GATA3,LGALS3,TNFRSF21,PAWR,KCNN4,CEACAM1,PAK1,PSMC6,PSMD14,PSMA4,PSEN1,NECTIN2,PSMB3,PSMA5,PSMB2,PSMC2,PSMC4,PSMD1,PSMD10,CARD11,PSMB8,PSMB4,BCL10,PSMD2,PSMC1,NCK1,CBFB,PRKD2,PSMA1,PSMA3,RIPK2,PSMD7,BTN3A2,WNK1,PDE4D,CD276,PSMD4,LYN,ELF1,PSMD13,BTN3A1,CACNB3,RBCK1,SPPL3,EIF2B2,PSME4,PSMD11,PLCG1,PSME1,PTPN6,PIK3CA,PSMD3,PSME3,FOXP1,RAB29,MAP3K7,HHLA2,PTPN22,PSMB1,HLA-DQA1,SYK,BAX,LCK,SKAP1,CRKL,PSMD8,RC3H2,INPP5D,NCKAP1L,SPG21,FYB1,PTPRC,DUSP3,FYN,KLHL6,SKP1,RC3H1,RELA,CUL1,PDE4B,THY1,THEMIS2,MALT1,CYLD,CD300A,HLA-DPA1,RFTN1,CCR7,UBE2N,TRAF6,HLA-DPB1,CD3G,PSMC3,NFKB1,CHUK,CD38,PIK3R1,LAX1,CMTM3,BCAR1,CTLA4,CSK,PTPN2,CD3D,TAB2,LCP2,LILRB4,CD4,PSMC5,LPXN
cadherin binding	6.36e-09	2.66	267	CTNNA1,JUP,STK24,SFN,PPP1CA,EZR,TRIM29,S100P,BAIAP2L1,CDH3,CTTN,GPRC5A,DLG1,SLK,CD2AP,LAD1,LASP1,PDLIM5,TMOD3,IST1,ANLN,PKM,TES,IDH1,CLINT1,GIPC1,CCNB2,KIF5B,PFKP,VCL,DIAPH3,CAPG,TWF1,CIP2A,NDRG1,ITGA6,PPFIBP1,CHMP5,PSEN1,TJP2,PTPRH,PLIN3,YWHAB,PPL,STK38,AHNAK,CTNNB1,EPS8L1,TXNDC9,PRDX1,ABI1,STAT1,CAPZA1,IQGAP1,EPHA2,MRE11,PAICS,PLEC,SEPTIN9,NCK1,TAGLN2,ATIC,CHMP4B,CDH17,LDHA,CEMIP2,ITGB1,VASP,MARK2,PKN2,SPTBN1,RAN,ACVR1,BZW1,ARHGAP1,TBC1D2,LRRFIP1,MACF1,SPTAN1,RUVBL1,PKP3,CDH11,FNBP1L,BMPR2,ARGLU1,PFN1,KRT18,TMPO,CBL,PKP4,MYH9,CGN,PKP2,ANXA1,BZW2,EPCAM,RTN4,TWF2,CHMP2B,PUF60,PROM1,AHSA1,MPRIP,MAPRE1,SRC,FSCN1,CRKL,SNX5,EGFR,PICALM,UBFD1,MB21D2,OLFM4,PTPN1,EFHD2,CDH13,CNN2,CDH2,FMNL2,ZC3HAV1,SNX9,CDH6,CALD1,GCN1,ADD1,SEPTIN7,UBAP2,PTPRO,GOLGA3,SLC3A2,PLCB3,PPP1R13L,DBN1,PTPN11,BSG,EHD1,TNKS1BP1,FLNA,DDX6,EPS15,VAPA,DNAJB1,SWAP70,NIBAN2,PTPRB
catalytic complex	6.36e-09	2.08	1106	DNTTIP1,GAN,HDAC1,PRIM2,PPP4R1,PPP1CA,KDM5B,WDR60,ENO2,PCNA,PHF19,LMO7,DTL,ORMDL2,PRKAA1,CHML,TBL1XR1,CDK2,PKM,CDK7,CCNG2,HMGXB4,TPR,ZDHHC9,SMC6,P4HA1,CCNB1,EZH2,SNRPG,DYNLRB1,UBE2L3,CCNB2,PSMC6,ZNF217,NOP10,PFKP,ACTL6A,DYNLT3,NSMCE2,ANKIB1,PSMD14,CASP8,CCNA2,PPP1R3B,RRM2,POLR3K,FBXO32,DYRK2,MAGOHB,PPP4C,AGO2,CKS2,MTF2,CAND1,GNA15,PSMA4,DHX35,CACYBP,ZNF462,ENC1,PLOD1,DYNC1I2,BARD1,PSMB3,PSMA5,POLE2,MAT2B,PSMB2,PSMC2,CDK1,MPHOSPH6,SPTLC2,GTF2H3,RNF8,DCUN1D1,PSMC4,PHKG2,LEO1,SNRPD1,SPOPL,POLR2H,PSMD1,RALY,GNG12,PSMD10,ERCC3,SNRPD3,CDC23,KLHL20,RNMT,EXOSC7,ZNF827,POLR2K,PSMB8,UBE2A,DYNC1H1,PSMB4,MYO6,SUPT20H,TRERF1,ZFC3H1,TRIM21,IRS1,DYNC1LI2,UBE2C,PSMD2,DROSHA,WDR26,CUL4A,CUL2,DHX8,PYCARD,PSMC1,NCK1,FBXO38,MED7,F3,RPN1,KCTD5,CDC73,CCNE1,BUD31,SNRPA1,GPATCH1,CAB39,CCNE2,USP14,RRM1,SF3B3,ACTB,MORF4L2,GTF2E1,CDK12,DR1,MED10,PSMA1,PSMA3,GNAI3,DYNLT1,KDM5A,SRSF1,PPP2R5E,PSMD7,HNRNPR,RBM8A,DNA2,INO80C,RSF1,SMARCA4,DERL1,SINHCAF,TGFBR1,DCAF7,NUDCD3,HNRNPF,RBM15,GNAQ,RRM2B,FADD,MED1,DCAF6,MRGBP,CASP10,BRD9,ACVR1,USP33,ERH,ATAD5,MMS19,DLAT,PDSS1,PSMD4,WWP1,CWC27,KEAP1,RUVBL1,NDUFB3,GTF2F2,NVL,TENT2,PRMT5,DDB1,PRDM10,PHC3,DYNC2H1,CDC20,TADA1,DCAF12,PSMD13,GNB1,POLG2,CCNK,SNRPB2,SIN3A,SPTLC1,FBXO45,PAXIP1,NEDD4,CRNKL1,RAD18,AGO4,TAF2,PPP2R2A,BAZ1A,SUPT7L,RBCK1,ACTR6,ANP32E,PIGU,N6AMT1,FBXO7,VCP,PSME4,ATG12,PSMD11,PSME1,TAF7,PPP1R12A,POGZ,NOX4,RHBDD2,PHF21A,SPTSSB,MBIP,SUGT1,RNF7,ATXN7L3,PPIL3,CDKN1B,UBE2L6,PDK1,GLMN,GTF2B,RNF168,JARID2,POLR3A,PIK3CA,AEBP2,RBM22,SS18,TSPAN17,EXOSC10,ACVR2A,EXOSC8,POLR2B,OTULIN,NDUFS2,BABAM2,PSMD3,PSME3,FBH1,KCTD10,TFPT,UBE2D3,DCAF13,ELOB,MED12,PIK3R4,GNA13,UBE2V2,EFTUD2,MAP3K7,UBE3A,PHF20,SNRPB,POP4,KLHL12,UBE2D1,UVRAG,PCGF3,GTF2A2,SLU7,PSMB1,DCAF17,PNPT1,FBXL2,CARHSP1,DHX9,TRMT61B,HDAC9,CDC5L,SF3B1,CNEP1R1,CHD8,SOCS4,SMARCC1,POLR3GL,MAEA,RTF1,CCND3,RNF2,AGL,PIGS,OGDH,GATAD2B,SKP2,HDAC2,MAX,TRIM37,PPP1R11,BRCA1,MKLN1,SHOC2,PSMD8,CHM,DIS3,PFKM,KLHL24,SF3A3,ATG14,KAT6A,TADA3,PRDM4,PRKAB1,ACTR5,SAP18,CYBA,SDHC,FBXL13,CDK5,GTF2A1,DCUN1D2,POLR2G,EXOSC9,RNF19A,CKS1B,FARSB,TFIP11,SOCS6,IFIT5,UBE2E1,CYCS,DCUN1D4,AGO3,HNRNPU,SMURF2,RBX1,NDUFA6,DCAF5,NDUFA9,DCAF1,DPY30,SMCR8,SKP1,NOLC1,SMARCA5,MEAF6,UQCRC2,PIGA,ZFAND2A,NAA50,CLP1,SPTSSA,CUL1,DDA1,SF3B2,DDX23,UQCR10,SDHA,DNAH2,EEA1,PHF12,INO80,SUPV3L1,NRBF2,MYSM1,UBE2I,TBPL1,DYNLL1,TRMT10C,NDUFB4,ARMC8,RNF144B,KDM4A,NDUFAB1,PBRM1,TRAF7,PEF1,KLHL2,DCAF16,NAA25,ADRM1,MTREX,YEATS2,TAF5L,PLRG1,POLD4,EIF4A3,RPP30,RANBP9,PIK3CG,CBX5,LSM7,TAF8,RNF40,TWISTNB,PRPF31,SRRM1,UBE2N,DDX41,SNRPF,PHC2,PPWD1,BRCC3,DHDDS,NDUFA8,ZBTB7A,TP53,YPEL5,PIK3C2G,METTL14,UBE2S,RBBP5,CTR9,GATAD2A,PPP1CB,MED20,CHRAC1,TEX10,PRKAR1A,RIPK1,HDAC8,DDB2,UBE2D2,TICAM1,ZYG11B,NRIP1,MCM3,E2F6,PSMC3,WDFY3,PNN,ATG5,DDX5,CHUK,MUS81,PIK3R1,NCF2,POP7,SNRNP40,SMARCE1,SPOP,MED31,HNRNPM,MORF4L1,PEX2,PPIL1,GNAI1,CCNY,CDC26,DPF2,PIK3C2A,CUL3,SNRPD2
cation channel activity	6.36e-09	-2.44	273	MCOLN3,SCN11A,GRIA3,KCNG3,TRPV6,P2RX1,TMC1,CACNB2,KCNC1,KCNJ8,CHRNB3,KCNK3,KCNC2,SCNN1G,KCNK16,KCNK17,KCNN2,SCN3B,KCNB1,RYR2,HPN,SCN2B,KCNJ16,KCNJ1,CACNA1B,KCNV2,ATP5F1A,SCN10A,KCNJ6,AQP1,GRIK4,KCNA2,CACHD1,HCN2,KCNJ5,KCNQ2,HCN1,KCNH1,KCNIP2,TRPM3,TSPOAP1,KCNH6,KCNE5,KCNJ11,KCNJ13,KCNG1,GPM6A,ANXA9,GRIA4,KCNT1,CACNG3,CACNA1G,CACNA1I,KCNK12,KCNA10,FAM155B,HTR3C,KCNF1,P2RX4,HCN4,TMEM175,KCNH3,KCNA6,OTOP2,KCNJ3,CHRNA2,CHRNG,KCNH4,KCNQ1,KCNAB1,TRPM5,GRIN3B,LRRC55,SCN1A,KCNK7,GRIK3,CNGB1,KCNA5,SCN1B,KCNJ9,KCNV1,GRIK5,SCNN1B,P2RX3,SCN4A,CHRNE,KCNJ15,SCN4B,CNGB3,ATP5F1D,KCNIP1,JPH2,GRIN2C,KCNH5,KCNAB3,KCNG4,CNGA3,GRIK2,KCNG2,PKD2L2,KCNJ4,P2RX2,ASIC5,ABCC8,KCNN1,TRPC7,CHRNA4,CACNA1F,CNGA4,HTR3B,CLCA3P,KCNA1,KCNMB2,CNGA1,CACNG2,HTR1B,PKD1L1,KCNK15,KCNJ10,ATP5MG,CHRND,GRIA2,RYR3,ASIC4,CACNG7,KCNC3,CACNA2D2,KCNQ5,GRIN1,SHROOM2,GRIA1,KCNK10,CACNA1E,ATP5PO,KCNS2,TMC2,RYR1,JPH3,CACNG5,CALHM1,GRIN2B,TRPC5,SCN9A,CACNG1,CHRNA10,GRIK1,KCNJ14,OPRM1,ATP5MC2,KCNH2,CHRNB4,KCNS1,KCNK13,TRPM2,P2RX6,SCN3A
