pathway	padj	NES	size	leadingEdge
cell activation	2.55e-07	-1.55	1252	DTX1,TUSC2,CD79A,CD79B,S100A12,SLC44A2,MME,CD19,JAML,GATA1,PSMC2,RAG1,P2RY12,ALDOC,GCLC,CD22,TMEM63A,CD24,BRI3,PPBP,ALOX12,CHRNA4,HPSE,HLA-DMB,TBC1D10C,LEF1,GPNMB,LTF,IL15,PRCP,FOLR3,TMEM98,CEACAM3,DNASE1L3,PGLYRP1,SYK,CAMP,ARHGAP9,ANPEP,CEACAM1,LPCAT1,IFNW1,APOE,VCAM1,MMP9,CRISP3,GP9,PIK3CD,RAG2,PECAM1,CNR2,TNFRSF13B,C1orf35,ORMDL3,ARMC8,SASH3,FADD,IRF4,CR2,HMOX1,CCN2,LCN2,S100A8,MZB1,FUCA1,SERPINE2,PF4V1,ZFPM1,ITGA2B,CD40LG,OLFM4,PLCL2,PRKCH,SMAD7,CYSTM1,SNCA,GCLM,F2RL3,GNA11,MMP25,SPTA1,CARD11,CCND3,CLC,QPCT,ZFP36L1,ADAM8,CXADR,CD58,C5AR1,IL33,ITPR3,GP6,RETN,ANXA3,LILRB2,AKAP12,SELL,MMP8,IGLL1,C17orf99,BANK1,CEACAM8,APEH,SELENOK,ABAT,IL23R,STOM,ARG1,BAD,SLC11A1,ATP6V0A1,PRG2,DEFA4,COL1A1,SOD1,PAG1,PDE5A,CLEC4D,FPR1,CR1,FLOT2,DSP,PRKCZ,MAPK3,CEACAM6,HLA-DOA,BTN3A1,IL18RAP,IL6ST,GATA3,PSMC3,DOCK10,PRDX2,CLEC4C,S100P,ATP7A,ORM1,ALAD,GPR84,RUNX3,DNAJB9,HMGB1,MPIG6B,PRG3,TRPC6,PEAR1,ZAP70,CD14,IL18R1,SERPINB12,LILRA3,LMO4,CD27,CD177,TMC6,BATF3,SMO,DSC1,CD300A,TSPAN14,TLN1,OLR1,S100A9,BST1,C1QA,FBXO7,BCL6,ERBB2,TCF3,MALT1,NCR3,FKBP1A,GNG2,BLNK,IGF2R,FZD9,ZNF683,DLL1,CXCL6,PSMD1,CXCR1,CD8B,SNX4,CLEC4E,FCN1,SH2D1B,LRRK2,CD160,CXCR2,TCN1,ABCA13,CD59,TFRC,HK3,TLR1,PRDX4,DGKA,SLC46A2,DYNLT1,SLC15A4,MAD2L2,TRAPPC1,TNFRSF14,RHOF,TGFBR2,TMEM131L,ADGRE3,CPNE3,CSTB,NFKB2,LTA4H,DMTN,MGAM,GNA12,GYG1,CAB39,SFRP1,FYN,CLEC1B,SIGLEC5,IL17A,CLEC4A,TNFRSF13C,PSMD6,SERPINB10,IL5,RASGRP1,ITGB3,PSAP,FPR2,CCL2,FCRL3,FGG,CD226,CDH17,MS4A1,LRMP,GCA,BLOC1S3,PAWR,TREML1,HLA-DPA1,RAB31,APP,TUBB,EXOSC3,ID2,LAG3,CCL19,PGM1,PLCG2,FLT3LG,ARPC5,HMOX2,MCEMP1,MS4A3,MAPK1,THEMIS,F2RL1,IFNE,SLPI,CLEC7A,CDA,LAMTOR1,WNT7A,PRKCQ,GRAP2,PRSS2,FTH1,IL13,IL4,AXL,IL7,LGALS3,MSH2,HES1,RORA,DLL4,KLF5,CYGB,HPRT1,TCF7,CRISPLD2,PSMA5,COL1A2,SPHK1,EXO1,NPC2,IL4R,SELP,IFNA5,MAD1L1,FZD6,AGER,RHOH,CXCR5,EFNB2,B2M,SIRPB1,NCR1,PDCD1,GPS2,DOK3,SHLD1,ALOX5,NLRC3,CCR7,BMP4,FGB,KRT1,CKAP4,MAPT,GGH,CTSS,CD3G,TCIM,ENPP4,HSPB1,NCK2,ARRB2,IL21R,RGCC,APOLD1,IRF1,YPEL5,STAT5B,CD36,PLEKHO2,LST1,CLEC5A,LILRA5,PDGFA,DPP4,CD6,DGKK,CLEC4G,LCK,PKM,ICOS,BTN2A2,MAFB,CD40,SLAMF8,HMGB3,DYNLL1,CCR2,MSH6,ACTR10,ATP6V1D,PELI1,SLCO4C1,CYBB,ATG5,TUBB4B,PAK1
cell activation involved in immune response	2.55e-07	-1.67	645	S100A12,SLC44A2,MME,CD19,PSMC2,ALDOC,TMEM63A,BRI3,PPBP,HPSE,HLA-DMB,TBC1D10C,LEF1,LTF,PRCP,FOLR3,TMEM98,CEACAM3,DNASE1L3,PGLYRP1,SYK,CAMP,ARHGAP9,ANPEP,CEACAM1,LPCAT1,IFNW1,MMP9,CRISP3,PIK3CD,PECAM1,C1orf35,ORMDL3,ARMC8,IRF4,HMOX1,LCN2,S100A8,FUCA1,ZFPM1,CD40LG,OLFM4,PLCL2,SMAD7,CYSTM1,MMP25,QPCT,ADAM8,CD58,C5AR1,IL33,RETN,ANXA3,LILRB2,SELL,MMP8,C17orf99,CEACAM8,APEH,IL23R,STOM,ARG1,SLC11A1,ATP6V0A1,PRG2,DEFA4,CLEC4D,FPR1,CR1,DSP,PRKCZ,CEACAM6,GATA3,PSMC3,DOCK10,CLEC4C,S100P,ATP7A,ORM1,ALAD,GPR84,HMGB1,PRG3,CD14,IL18R1,SERPINB12,LILRA3,CD177,TMC6,DSC1,CD300A,TSPAN14,OLR1,S100A9,BST1,BCL6,MALT1,IGF2R,ZNF683,DLL1,PSMD1,CXCR1,SNX4,CLEC4E,FCN1,SH2D1B,CXCR2,TCN1,ABCA13,CD59,TFRC,HK3,PRDX4,DYNLT1,SLC15A4,MAD2L2,TRAPPC1,RHOF,ADGRE3,CPNE3,CSTB,LTA4H,MGAM,GYG1,CAB39,SIGLEC5,PSMD6,SERPINB10,RASGRP1,PSAP,FPR2,CDH17,LRMP,GCA,RAB31,APP,TUBB,EXOSC3,CCL19,PGM1,PLCG2,ARPC5,HMOX2,MCEMP1,MS4A3,MAPK1,F2RL1,IFNE,SLPI,CDA,LAMTOR1,PRSS2,FTH1,IL13,IL4
leukocyte mediated immunity	2.55e-07	-1.67	699	TUSC2,S100A12,SLC44A2,MME,CD19,PSMC2,ALDOC,TMEM63A,BRI3,PPBP,HPSE,TBC1D10C,LTF,PRCP,FOLR3,CEACAM3,DNASE1L3,C1QB,PGLYRP1,HLA-DQB1,SYK,CAMP,ARHGAP9,ANPEP,CEACAM1,LPCAT1,MMP9,CRISP3,PIK3CD,PECAM1,C1orf35,ORMDL3,ARMC8,SASH3,FADD,CR2,HMOX1,LCN2,S100A8,FUCA1,C1QC,CD40LG,OLFM4,SMAD7,CYSTM1,MMP25,CLC,QPCT,ADAM8,CD58,C5AR1,RETN,ANXA3,LILRB2,SELL,MMP8,IGLL1,C17orf99,LTA,CEACAM8,APEH,IL23R,STOM,ARG1,SLC11A1,ATP6V0A1,PRG2,DEFA4,BTN3A3,CLEC4D,FPR1,CR1,DSP,PRKCZ,CEACAM6,IL18RAP,GATA3,PSMC3,CLEC4C,S100P,ORM1,ALAD,GPR84,HMGB1,PRG3,CD14,IL18R1,TRAF2,SERPINB12,LILRA3,CD27,CD177,TMC6,DSC1,CD300A,TSPAN14,OLR1,S100A9,BST1,C1QA,BCL6,MASP2,MALT1,NCR3,IGF2R,CXCL6,PSMD1,CXCR1,SNX4,FCN1,SH2D1B,CD160,CXCR2,TCN1,ABCA13,CD59,TFRC,HK3,PRDX4,DYNLT1,SLC15A4,MAD2L2,TRAPPC1,RHOF,ADGRE3,CPNE3,CSTB,LTA4H,MGAM,GYG1,CAB39,SIGLEC5,PSMD6,SERPINB10,RASGRP1,GZMM,PSAP,FPR2,CD226,LRMP,GCA,RFTN1,GCNT3,RAB31,TUBB,EXOSC3,LAG3,PGM1,ARPC5,HMOX2,MCEMP1,MS4A3,C9,MAPK1,F2RL1,FCGRT,SLPI,CDA,LAMTOR1,DBH,PRSS2,FTH1,IL13,IL4
rna binding	2.55e-07	1.52	1423	EIF2S3,MDM2,PUS3,TDRD3,RC3H1,DDX19B,MRPL44,TRMT1,TARBP2,NMD3,UBFD1,ALDH6A1,CSDE1,ESF1,ZFR2,PPARGC1A,AGO1,EEF1A2,CELF6,DDX52,DDX31,ZC3H15,PRPF40A,ASCC3,HUWE1,EIF2A,DDX10,MRPS30,NEMF,PABPC1,RBM26,PPARGC1B,ZNF598,SMAD1,CTIF,NAF1,EIF4G2,ZC3H18,SRBD1,DNAJC17,ARHGEF28,TOP3B,DNAJC21,MTIF2,PAN3,ABT1,CNOT7,EIF2B4,FIP1L1,IGF2BP2,NOP2,PSTK,SIN3A,SMAD2,COL14A1,HEATR6,CHERP,FASTKD1,GANAB,SUB1,CCNT1,CELF1,RBMS2,SRFBP1,RRBP1,U2AF2,EIF1AX,NSUN4,FUBP1,DDX3X,SMG5,DCAF13,RPL7,DHX37,TRMT2A,TIAL1,SPEN,DTD2,ZNF207,CCAR1,RBM28,PSPC1,SCAF8,NUFIP2,MCRS1,ASCC1,SAFB2,RPP14,IREB2,YTHDF3,TRIM25,HELZ,CAPRIN1,ZFR,YTHDF2,EEF2,PCID2,SRP72,ANXA7,MTHFSD,DARS1,RBMX2,PSMA1,TFB2M,PUS10,UBAP2,EIF5B,HOXB6,WT1,DIS3L2,TARS1,DNM1,SAP18,SF3B6,MRPL9,QKI,HSP90AA1,PRRC2C,TRIM71,CDKN2A,EIF3M,SUPT6H,NSUN2,FARSA,MOV10L1,UBR5,UTP23,RRS1,U2AF1L4,NLRP11,GNL2,UBAP2L,SYNCRIP,STRAP,GTF2F1,EXOSC6,ELP3,RPL10A,WDR43,GDI2,SRSF6,UTP3,CNBP,PUM1,PABPC3,GTF3A,CCAR2,MACF1,NOVA2,SRSF5,SUGP2,CNOT8,PRPF8,PES1,SOX2,DHX38,WDR46,EIF4G1,KARS1,RNPC3,SLC3A2,EIF2D,DHX8,ZC3H7B,ADAR,ADAD2,RSL1D1,NONO,PRPF4B,POLR2A,TLR9,MRPL43,EIF3J,YARS2,SKIV2L,RBM7,EXOSC10,RPS27L,RBM22,R3HDM2,SUMO1,PARN,TCERG1,PAIP1,TENT5A,CHTOP,DHX35,PNISR,RC3H2,ZNF579,SRRM2,TIMM50,RSL24D1,SEPSECS,GRSF1,SFSWAP,SUGP1,BZW1,SCG3,NOL3,CCNT2,PAPOLA,RBM10,YWHAE,ENO1,HELB,PDIA4,HTATSF1,RPL12,PCBP2,SRSF11,ZYX,MAK16,CCT4,SMNDC1,ZCRB1,RPL15,S100A16,RPS15,DPPA5,LUC7L,NOC2L,TFAM,MOV10,NQO1,ACIN1,SELENOH,PTBP2,ALG13,DUS3L,XRN2,RBM4B,TSR1,APOBEC3F,GTPBP4,DDX49,NUDT5,ACO1,EWSR1,DDX19A,GOLGB1,POP5,SRF,MARK2,CBX8,KNOP1,MRPL45,IGF2BP3,ABCF1,YBX1,CHD2,SF3B4,HSPA9,EIF3E,MRPS5,TUT4,DRG2,ACTN4,NABP1,PHF6,R3HDM1,THOC2,NIP7,EIF3H,HSP90AB1,FBRSL1,KHDC3L,NAA15,CYFIP1,SCAF4,NSA2,EDC3,KMT2C,RBM8A,SF3A1,PRPF6,DICER1,RPL29,DAP3,RNASEH1,ATXN2,NPM3,H1-4,PABPC4,LARP1,EIF4G3,GCN1,UTP20,METTL14,SCAF1,MKRN2,POLDIP3,OTUD4,ZNF326,MSN,XIRP1,NOP14,POLRMT,MBNL2,ZRSR2,EEF1D,RPL18,SYF2,RPS19,SF3B1,FLNA,POP1,GFM2,ALDOA,TRUB1,BAG4,NSUN6,SCAF11,RBM45,FCF1,FBLL1,APOBEC3C,HNRNPH1,THOC6,NOCT,UBA1,RBFOX1,CCDC47,CLNS1A,HDLBP,CSTF1,DNTTIP2,ETF1,RBM19,WBP11,RAVER1,SMARCE1,UTP25,FUBP3,UTP4,EXOSC5,ALDH18A1,DUSP14,PUF60,AGO3,NUDT16,CPSF6,KRT18,SNUPN,SLC4A1AP,EIF5,ALKBH8,PURG,RPF2,LRRC59,TARDBP,DNAJC2,FNDC3A,PRPF4,RPS17,WDR75,PUM3,KTN1,MRPL18,DDX21,RPL27,DIS3,AKAP8,TRUB2,SPATS2,RBM25,EIF2S2,MTDH,KDM2B,APEX1,NCBP2,NOL8,SRRM4,VCP,DHX58,SEC23IP,RPF1,HNRNPDL,CCDC59,PAPOLG,DDX4,PRRC2A,NR0B1,TEX19,THOC5,CPEB1,ATXN2L,SPOUT1,MAP3K20,LIN28B,FXR1,KHDRBS1,DIAPH1,EARS2,CELF4,YARS1,SAMD4B,G3BP2,MAPRE1,SETD1A,RPL38,IPO5,HADHB,LSM14B,TIA1,HNRNPL,MAP4,DQX1,PPRC1,RRP1B,CACTIN,MTRF1,DAZL,CELF2,UTP14A,IMP4,AATF,G3BP1,SMARCA4,DYNC1H1,TPD52L2,PKN2,MYBBP1A,EIF3D,FASN,ERI1,YWHAZ,UBC,PIWIL4,MRPS27,EP300,EIF2AK4,SMG6,CCT5,TDRD7,CNP,TWF2,SRSF3,GRWD1,ERAL1,LSM1,CCDC86,RPS7,WRAP53,MRPS35,PRKRA,ZNF106,FTSJ3,ZNF346,NXF1,U2SURP,XPOT,UTP6,LGALS1,WDR6,RBM43,IBA57,ADAD1,RPUSD4,PRR3,NOA1,FYTTD1,DIDO1,FARS2,ANKRD17,NOP9,EFTUD2,PPHLN1,BTF3,CWC15,UTP11,DDX54,ARCN1,SON,MPHOSPH10,DHX57,MEX3B,TRNT1,NIFK,DROSHA,SNRNP35,NOL9,AICDA,UNK,PNO1,ASS1,RTRAF,DIMT1,RBM3,SRPRA,LACTB2,TRMT10A,RPL41,SNRPD3,GRB7,MTO1,DDX51,DENR,SORBS2,RBM12B,STIP1,SFPQ,PPIB,MDH2,EXOSC1,SRSF12,ZCCHC13,PTCD3,GNL3L,EYA1,DHX32,RBM15B,RPL32,GRB2,THRAP3,FSCN1,NTPCR,PRKDC,AIMP1,CARS1,DAZAP1,CIRBP,RCC2,EIF3L,RPN1,DDX41,IMPDH2,NAT10,SPI1,C12orf50,A1CF,RPS15A,SECISBP2,DDX20,BCLAF1,RPS25,TRDMT1,TFB1M,XPO5,HNRNPUL1,EIF1,HARS2,ARC,NOL10,RTN4,ZNF385A,EIF4B,ADK,PNPT1,RO60,SREK1,SF3A3,USO1,SRRM3
myeloid leukocyte mediated immunity	8.88e-07	-1.76	499	TUSC2,S100A12,SLC44A2,MME,PSMC2,ALDOC,TMEM63A,BRI3,PPBP,HPSE,TBC1D10C,LTF,PRCP,FOLR3,CEACAM3,DNASE1L3,PGLYRP1,SYK,CAMP,ARHGAP9,ANPEP,CEACAM1,LPCAT1,MMP9,CRISP3,PIK3CD,PECAM1,C1orf35,ORMDL3,ARMC8,HMOX1,LCN2,S100A8,FUCA1,OLFM4,CYSTM1,MMP25,QPCT,ADAM8,CD58,C5AR1,RETN,ANXA3,LILRB2,SELL,MMP8,CEACAM8,APEH,STOM,ARG1,SLC11A1,ATP6V0A1,PRG2,DEFA4,CLEC4D,FPR1,CR1,DSP,CEACAM6,PSMC3,CLEC4C,S100P,ORM1,ALAD,GPR84,HMGB1,PRG3,CD14,SERPINB12,LILRA3,CD177,TMC6,DSC1,CD300A,TSPAN14,OLR1,S100A9,BST1,IGF2R,CXCL6,PSMD1,CXCR1,SNX4,FCN1,CXCR2,TCN1,ABCA13,CD59,HK3,PRDX4,DYNLT1,SLC15A4,TRAPPC1,RHOF,ADGRE3,CPNE3,CSTB,LTA4H,MGAM,GYG1,CAB39,SIGLEC5,PSMD6,SERPINB10,RASGRP1,PSAP,FPR2,LRMP,GCA,RAB31,TUBB,PGM1,ARPC5,HMOX2,MCEMP1,MS4A3,MAPK1,F2RL1,SLPI,CDA,LAMTOR1,PRSS2,FTH1,IL13
immune effector process	2.87e-06	-1.43	1046	SEMA7A,ISG20,TUSC2,S100A12,SLC44A2,CD5L,MME,CD19,PSMC2,ALDOC,CD22,TMEM63A,BRI3,CYFIP2,PPBP,HPSE,HLA-DMB,TBC1D10C,LEF1,LTF,IL15,PRCP,FOLR3,TMEM98,CEACAM3,DNASE1L3,C1QB,PGLYRP1,HLA-DQB1,SYK,CAMP,ARHGAP9,ANPEP,CEACAM1,LPCAT1,IFNW1,MMP9,APPL2,CRISP3,PIK3CD,PECAM1,C1orf35,ORMDL3,ARMC8,SASH3,FADD,IRF4,CR2,HMOX1,LCN2,S100A8,MZB1,FUCA1,ZFPM1,C1QC,CD40LG,OLFM4,PLCL2,SMAD7,CYSTM1,MMP25,CXCL9,PLCG1,NLRC5,CLC,QPCT,ADAM8,CD58,C5AR1,IL33,RETN,ANXA3,LILRB2,SELL,MMP8,IGLL1,HTRA1,C17orf99,LTA,CEACAM8,APEH,SELENOK,SLFN13,IL23R,STOM,ARG1,SLC11A1,ATP6V0A1,PRG2,DEFA4,BTN3A3,BNIP3L,CLEC4D,FPR1,CR1,MASP1,DSP,PRKCZ,MAPK3,CEACAM6,IL18RAP,GATA3,PSMC3,DOCK10,PRDX2,CLEC4C,S100P,ATP7A,ORM1,ALAD,GPR84,PTK2,HMGB1,PRG3,CD14,IL18R1,TRAF2,SERPINB12,LILRA3,CD27,CD177,TMC6,DSC1,CD300A,TSPAN14,MMP12,MX1,OLR1,S100A9,BST1,C1QA,BCL6,MASP2,MALT1,NCR3,IGF2R,ZNF683,DLL1,CXCL6,PSMD1,CXCR1,SNX4,CLEC4E,PPM1B,FCN1,SH2D1B,CD160,CXCR2,TCN1,ABCA13,CD59,TFRC,HK3,PRDX4,C5AR2,IFI44L,DYNLT1,FFAR2,SLC15A4,MAD2L2,TSPAN6,TRAPPC1,TNFRSF14,RHOF,ADGRE3,CPNE3,CSTB,TGFB3,LTA4H,MGAM,GYG1,CAB39,SEC14L1,FYN,SIGLEC5,IFITM3,PSMD6,SERPINB10,IL5,DMBT1,RASGRP1,GZMM,PSAP,FPR2,FCRL3,CD226,CDH17,LRMP,GCA,RFTN1,GCNT3,IFNLR1,RAB31,APP,TUBB,EXOSC3,LAG3,CCL19,PGM1,PLCG2,CYBC1,ARPC5,HMOX2,PROS1,MCEMP1,MS4A3,C9,MAPK1,F2RL1,FCGRT,OAS2,IFNE,SLPI,CDA,LAMTOR1,HK1,DBH,PRSS2,FTH1,IL13,IL4,CFHR4,LGALS3,MSH2,RORA,PARP9,PLPP4,IFIT1,HPRT1,CRISPLD2,MYO10,PSMA5,TGFB2,CRK,EXO1,NPC2,IL4R,PIK3R2,IFNA5,AGER,GZMB,B2M,NCKAP1,SIRPB1,NCR1,DOK3,COLEC10,SHLD1,ALOX5,KRT1,CKAP4,GGH,CTSS,CD3G,TCIM,ENPP4,ARRB2,RGCC,SERINC5,IRF1,YPEL5,STAT5B,CD36,PLEKHO2,CLEC5A
adaptive immune response	4.85e-06	-1.84	367	CD79A,CD79B,CD19,PRKD2,RAG1,BACH2,HLA-DMB,LEF1,TMEM98,C1QB,HLA-DQB1,SYK,CEACAM1,IFNW1,PIK3CD,TNFRSF13B,SASH3,FADD,IRF4,CR2,HMHB1,C1QC,CD40LG,SMAD7,HLA-DQA1,CLC,IL33,SKAP1,LILRB2,IGLL1,C17orf99,LTA,IL23R,ARG1,SLC11A1,BTN3A3,PAG1,CLEC4D,CR1,MCOLN2,LILRB5,PRKCZ,HLA-DOA,BTN3A1,IL18RAP,IL6ST,GATA3,CLEC4C,HMGB1,ZAP70,IL18R1,TRAF2,LILRA3,CD27,MARCHF8,CD48,C1QA,BCL6,MASP2,MALT1,ZNF683,CD8B,SH2D1B,CD160,LIME1,TFRC,CTSL,MAD2L2,TNFRSF14,NFKB2,FYN,CLEC4A,TNFRSF13C,GZMM,FCRL4,CD226,JAM3,RFTN1,JCHAIN,GCNT3,HLA-DPA1,EXOSC3,LAG3,CCL19,TNFRSF17,LILRA6,C9,THEMIS,FCGRT,IFNE,ALOX15,PRKCQ,IL4,MSH2,RORA,HPRT1,SIRT1,HLA-DOB,EXO1,IL4R,IFNA5,AGER,B2M,PDCD1,SHLD1,FGB,CTSS,CD3G,IRF1,CD6,CLEC4G,CD40,SIGLEC10,CCR2,MSH6,APCS,HPX,LAT,IFNA8,ARG2,C4BPA,HFE,MLH1,FZD5,CD1A,ATAD5,IFNK,FGL2,IFNA10,CD8A,BTLA,IFNG,CAMK4,SLAMF1,STX7,CD3E,TSTA3,CD274,TFEB,CLEC10A
humoral immune response	4.85e-06	-2.02	210	S100A12,CD5L,CD19,POU2AF1,DEFB126,PPBP,LTF,C1QB,PGLYRP1,HLA-DQB1,CAMP,IFNW1,CR2,LCN2,S100A8,PF4V1,C1QC,CXCL9,C5AR1,IGLL1,LTA,SLC11A1,DEFA4,CR1,MASP1,ST6GAL1,GATA3,ATP7A,REG3A,CXCL5,S100A9,BST1,C1QA,MASP2,BLNK,CXCL6,FCN1,PI3,CCL13,CD59,BPIFB1,C5AR2,H2BC11,DMBT1,CCL2,PAX5,MS4A1,ITLN1,JCHAIN,PROS1,C9,LEAP2,IFNE,SLPI,PRSS2,DEFA6,IL7,CFHR4,MUC7,EXO1,IFNA5,PDCD1,COLEC10,CCR7,FGB,BPIFB2,KRT1,RGCC,DEFB118,RNASE6,CCR2,APCS,HPX,IFNA8,SEMG1,C4BPA,CPB2,PRTN3,IFNK,IFNA10,IFNG,PDZD11,CXCL1
tertiary granule	4.85e-06	-2.18	152	ALDOC,TMEM63A,PPBP,TBC1D10C,LTF,PRCP,FOLR3,PGLYRP1,CAMP,CEACAM1,MMP9,CRISP3,ARMC8,OLFM4,CYSTM1,QPCT,ADAM8,CD58,LILRB2,MMP8,CEACAM8,STOM,SLC11A1,ATP6V0A1,CLEC4D,FPR1,CR1,DSP,CLEC4C,ORM1,GPR84,PRG3,SERPINB12,LILRA3,CD177,TMC6,DSC1,CD300A,TSPAN14,OLR1,TCN1,CD59,ADGRE3,CSTB,LTA4H,MGAM,SIGLEC5,SERPINB10,FPR2,PGM1,MCEMP1,CDA,LAMTOR1,FTH1,LGALS3,B2M,DOK3,GGH,CTSS,ENPP4,YPEL5,CLEC5A,DYNLL1,CYBB,ILF2,CNN2
external side of plasma membrane	5.74e-06	-1.84	286	SEMA7A,CD79A,CD79B,CD19,P2RY12,CD24,CHRNA4,FLOT1,FOLR3,IGSF21,ANPEP,VCAM1,GFRA2,CD163,ABCG2,PECAM1,SERPINE2,ITGA2B,CD40LG,NRCAM,FOLR2,CXCL9,TFR2,SELL,IGLL1,IL23R,BTN3A3,SCNN1B,ECE1,MUC17,BTN3A1,BTNL3,IL6ST,CA4,BCAM,HEG1,CD14,CXCL12,CD27,IL12RB2,ERMAP,CXCR6,CXCR1,FCN1,CXCR2,CD59,TFRC,SPA17,ANXA5,TGFBR3,TNFRSF14,TGFBR2,SDC1,IL17A,TNFRSF13C,DMBT1,ACKR4,CCR3,FGG,CD226,ITGA3,MS4A1,LAG3,CD248,FASLG,FLT3LG,DAG1,FCGRT,IL13,ABCG1,LRP2,S1PR1,ABCB1,SELP,NLGN1,CXCR5,BTNL9,PDCD1,MS4A2,ENG,CCR7,FGB,CD3G,ABCA1,IL2RB,FGF8,CD36,CD6,ICOS,BTN2A2,CD40,CCR2
