pathway	padj	NES	size	leadingEdge
actin binding	6.96e-09	-1.96	400	EPB41L3,MYOM2,CNN3,SHTN1,ADD3,FMNL2,MYO9A,PLS3,LIMA1,GSN,TMSB4Y,CCDC88A,SYNE1,ABL1,CORO1C,DSTN,BIN1,DIXDC1,ABLIM1,PRKN,SYNE2,PARVA,WASF3,CORO6,DST,UTRN,PXK,PDLIM5,COBL,ENAH,MSRB2,FAM107A,RCSD1,SHROOM3,ITPRID2,MYOT,TLN2,CTNNAL1,VILL,MPRIP,PDLIM1,DIAPH2,WIPF1,SNCA,LMOD1,MAP1B,ACTN1,SYNPO2,CACNB2,SHROOM1,TNNT3,CNN1,TMOD1,CORO2B,STK38L,TNS1,KLHL5,FHL3,MSN,TMOD2,EPB41L2,PLEKHH2,FLNC,MYO1F,TPM4,NEBL,PALLD,HCLS1,PDLIM3,FBXO25,NEXN,AIF1,SYNPO,EVL,CFL2,GMFG,CORO1A,FGD4,FLNA,ENC1,SNTA1,SORBS1,MYH3,SPIRE1,GCSAM,TLN1,MYOM1,SHROOM4,KCNMA1,LRRK2,TPM1,IQGAP2,MYH11,MYO5C,MACF1,MYH10,ANTXR1,SVIL,CAP2,FERMT2,ADD1,EPS8,FHOD1,SNTB1,ABL2,MSRB1,ABLIM3,SNTB2,MYO1B,MYO5A,NCALD,SMTN,MYLK,TPM2,CCR5,PARVG
actin cytoskeleton	6.96e-09	-1.85	473	IQGAP1,LURAP1,MYOM2,CNN3,ANXA1,SORBS2,MYO9A,PLS3,LIMA1,LPXN,GSN,ABCB4,DUSP22,CAPN2,ABL1,AXL,GABARAP,CDC42BPA,CORO1C,DSTN,BIN1,MSRA,ABLIM1,AKAP13,PARVA,IFIT5,LPP,UTRN,PKD2,PDLIM5,CTTNBP2,COBL,ROR1,FAM107A,RCSD1,AUTS2,SHROOM3,PPP1R12A,GNG12,AMOT,EHBP1,MYOT,TLN2,KAT2B,VILL,MPRIP,PDLIM1,BIN2,ILK,WIPF1,HDAC4,SNCA,LMOD1,CGNL1,ACTN1,SYNPO2,ITSN1,HCK,FILIP1,RAPGEF3,SHROOM1,CRYAB,PGM5,TNNT3,AHNAK,FGR,TMOD1,CORO2B,STK38L,SNX9,FHL3,TMOD2,EPB41L2,PLEKHH2,ARHGAP21,MYO1F,JAM3,TPM4,DPYSL3,NEBL,PALLD,HCLS1,ACTC1,PAK1,PDLIM3,NEXN,AIF1,SYNPO,MYADM,CFL2,GMFG,FLOT1,CORO1A,FLNA,DDR2,MYL9,SORBS1,DCTN6,MYH3,SPRY2,MYOM1,SHROOM4,TPM1,RHOQ,EPHA3,IQGAP2,AMPH,EEF1A1,GBP2,MYH11,MYO5C,MACF1,ARSJ,MYH10,SVIL,TJP1,CAP2,FYN,FERMT2,ACTG2,ADD1,FHOD1,PTPN12,CCDC102A,ABL2,CLIC4,MSRB1,ABLIM3,CDH2,GAS2,MYO1B,CDC42EP3,MYO5A,SMTN,FYB1,MYLK,TPM2,PARVG,ACTB
actin filament based process	6.96e-09	-2.12	694	EPB41L3,ARHGAP25,JAK2,LURAP1,MYOM2,CNN3,ANXA1,CFLAR,SHTN1,LPAR1,GAB1,ADD3,CDC42EP2,FMNL2,SORBS2,EHD2,PLS3,LIMA1,PIK3R1,ARHGAP18,SDCBP,GJA1,GSN,C9orf72,TMSB4Y,CCDC88A,ICAM1,ABL1,MEF2C,ARHGAP44,KANK1,SEMA3E,PAFAH1B1,CX3CL1,CDC42BPA,FGD2,CORO1C,NCK1,KIT,DSTN,BIN1,CLASP1,DIXDC1,CAMK2D,PAM,PRKN,ARHGEF10,S100A10,AKAP13,SYNE2,PARVA,NOTCH2,WASF3,CORO6,PHLDB2,TGFBR1,PDLIM5,TNIK,COBL,NTF3,ENAH,MSRB2,FAM107A,PDE4D,OBSL1,RUFY3,AUTS2,SHROOM3,ASAP3,AMOT,ABR,EHBP1,RHOC,CSRP1,VILL,KLHL41,PDLIM1,SCN1B,DIAPH2,ILK,TYROBP,WIPF1,MYOC,LMOD1,CGNL1,CASQ2,SMAD4,ACTN1,SYNPO2,CACNB2,HCK,ROCK2,RAPGEF3,SLIT2,SHROOM1,PGM5,TNNT3,CSF1R,CNN1,DES,TMOD1,CORO2B,SNX9,RHOB,SCN4B,FHL3,ARHGAP28,TMOD2,EPB41L2,PLEKHH2,MKLN1,JAM3,TPM4,DPYSL3,NEBL,FGF7,PLN,FRMD6,NTRK3,PALLD,HCLS1,ACTC1,PAK1,PDLIM3,AIF1,SYNPO,EPB41L5,MYADM,EVL,CUL3,CFL2,GMFG,TGFB3,CORO1A,FGD4,ARHGAP26,FLNA,SNTA1,KCNN2,CCL21,NPHS2,KCNE4,SFRP1,SORBS1,MYH3,ARRB1,CXCL12,SPIRE1,RHOBTB3,ROCK1,ELMO1,TLN1,PDE4B,MYOM1,SHROOM4,ATP1A2,TPM1,FCHSD2,RHOQ,EPHA3,IQGAP2,PDPN,FRMD3,CASS4,PDGFRA,SORBS3,MYH11,CDC42EP5,GPM6B,WASHC3,MYH10,ANTXR1,EPB41L4A,CACNA1C,NCK2,KCNH2,LATS1,RYR2,KCNJ8,CAP2,ADD1,EPS8,FHOD1,SGCD,IQSEC1,ABL2,ADRA2A,MSRB1,ABLIM3,DOCK2,LRP1,BBS4,MYO1B,PACSIN2,CDC42EP3,MYO5A,ARHGAP17,NCKAP1L,SMTN,TPM2,GPR65,PARVG,RICTOR,ACTB,CAVIN3,ZYX,ITGB1,MRAS,EDN1,KIRREL1,DMD,CACNA2D1,PRKAR1A,ARHGEF17,PPARGC1B,RGS4,BIN3,ANK2,RHOJ,RDX,S1PR1,MYL6,ITGB1BP1,CAV1,CD47,PIP5K1C,DAAM2,NISCH,WHAMM,STAP1,RND3,MYO1E,AQP1,NEDD9,CAPZA2,PROX1,RAC2,ABLIM2,SETD3,SPTBN5,LMOD3,SH3PXD2B,FHOD3,ARHGAP12,WAS,RND2,FAM171A1,ACTN2,PREX1,CCN2,SELE,VIM,MOB2,TEK,GMFB
actin filament organization	6.96e-09	-2.16	352	ARHGAP25,JAK2,MYOM2,SHTN1,LPAR1,ADD3,CDC42EP2,SORBS2,PLS3,LIMA1,PIK3R1,ARHGAP18,GSN,C9orf72,TMSB4Y,ICAM1,ABL1,KANK1,CX3CL1,CORO1C,NCK1,DSTN,BIN1,CLASP1,PRKN,ARHGEF10,S100A10,WASF3,CORO6,PHLDB2,TGFBR1,COBL,ENAH,MSRB2,FAM107A,RUFY3,SHROOM3,ASAP3,RHOC,VILL,DIAPH2,WIPF1,MYOC,LMOD1,CGNL1,ACTN1,SYNPO2,HCK,ROCK2,RAPGEF3,SLIT2,SHROOM1,TMOD1,CORO2B,SNX9,RHOB,ARHGAP28,TMOD2,PLEKHH2,TPM4,DPYSL3,NEBL,HCLS1,ACTC1,PAK1,PDLIM3,AIF1,SYNPO,MYADM,EVL,CUL3,CFL2,GMFG,TGFB3,CORO1A,FLNA,CCL21,SFRP1,SORBS1,ARRB1,CXCL12,SPIRE1,RHOBTB3,ROCK1,MYOM1,SHROOM4,TPM1,FCHSD2,RHOQ,IQGAP2,CASS4,SORBS3,CDC42EP5,WASHC3,NCK2,LATS1,CAP2,ADD1,EPS8,FHOD1,MSRB1,BBS4,MYO1B,CDC42EP3,ARHGAP17,NCKAP1L,TPM2,GPR65,RICTOR,ZYX,KIRREL1,PPARGC1B,RGS4,BIN3,RHOJ,RDX,S1PR1,ITGB1BP1,CD47,WHAMM,RND3,NEDD9,CAPZA2,PROX1,RAC2,SPTBN5,LMOD3,SH3PXD2B,FHOD3,ARHGAP12,WAS,RND2,FAM171A1,ACTN2,PREX1,CCN2,GMFB
adaptive immune response	6.96e-09	-2.12	362	PRKCB,CD8A,JAK2,CD4,C5,ANXA1,PRF1,SASH3,CFI,CD48,CTSL,C1QC,CD3E,C3,C1QB,CLEC10A,DUSP22,ICAM1,CD81,MEF2C,P2RX7,IL18,IL33,IL6ST,IL1R1,SLA2,SYK,THEMIS,PPP3CB,PAG1,STX7,RAB27A,TRAT1,JAG1,CCR2,IL18RAP,STAT3,FCER1G,FGL2,CD7,MICA,MALT1,TMEM98,ALCAM,GAPT,C1QA,LILRB1,TLR4,ZAP70,PIK3CD,CD55,TFEB,NDFIP1,CD74,CD160,CD247,FCGR2B,ITK,JAM3,GPR183,C7,NLRP3,ERAP2,IL7R,TNFSF13B,SOCS5,CD1D,SAMSN1,BTK,HLA-DPB1,PIK3CG,CLU,FCGRT,HLA-DMB,HLA-DPA1,SERPING1,RNF125,FYN,EOMES,RORA,LAT,SH2D1A,CD244,CD8B,C1R,LILRA6,IFNE,JAK3,C6,SLAMF6,C1S,CD27,TNFRSF1B,EIF2AK4,HLA-DMA,TLR8,SMAD7,B2M,NEDD4,HLA-DQA1,IL10,LY9,JCHAIN,INPP5D,ADGRE1,HLA-DQB1,CD84,MYO1G,BTN3A1,IL18R1,PDCD1LG2,CLEC4A,TNFAIP3,IL6,TEC,PTPRC,TFE3,WAS,LAT2,LOXL3,VTCN1,CD274,PRKCQ,CD79B,BTN3A3,PRDM1,CD3G,PTK2B,BTN3A2,SLAMF1,TSC1,CD1C,ZBTB1,CAMK4,CD6,MARCHF8,CLEC4C,IFNG,CR2,SIRT1,CD40,GCNT3,HAVCR2,LILRB2,IL1B,LILRB5,SIGLEC10,KLHL6,CCL19,SPN
anatomical structure formation involved in morphogenesis	6.96e-09	-1.79	1005	EPB41L3,PRKCB,WLS,SLC40A1,MYOM2,C5,NFIB,CX3CR1,ANXA1,THBS2,CFLAR,JUN,ETS1,ROBO1,ALDH1A3,GAB1,MEIS1,ISL1,NFE2L2,LAMB1,PRCP,LAMA3,ACVR1,HOXA11,MAPK3,SHH,EHD2,TANC1,SP100,COL4A3,C3,PROM1,GJA1,SPRY1,CAPN2,CD81,CDC73,ABL1,MAP3K3,ITGAV,MEF2C,RTN4,IL18,SEMA3E,PAFAH1B1,CX3CL1,CXCR2,ITGB8,HOXB13,PMP22,CLASP1,SYK,GLI3,EDAR,HIF1A,GPNMB,PTGIS,AKAP13,PARVA,PPP3CB,TGFBI,NOTCH2,PHLDB2,TXNRD1,TGFBR1,AHI1,JAG1,APOD,COBL,STARD13,PTCH1,CCR2,BTG1,FOXJ2,SERPINF1,OBSL1,SHROOM3,STAT3,HSPB6,FGF9,AMOT,CSRP1,IFT57,TGFBR2,HOXA5,PTEN,KLHL41,ILK,TYROBP,RRAS,FZD7,HOXA3,LMOD1,EPAS1,CASQ2,DDAH1,WNT5A,C3AR1,SMAD4,ACTN1,ROCK2,RAPGEF3,TGM2,HIPK2,MYOF,SLIT2,RBPJ,CYP1B1,PGM5,TNNT3,BMP4,MTHFR,RBP4,TMOD1,CDON,RHOB,NDNF,CD160,ADGRB3,TMOD2,LUZP1,CEP290,EYA1,BMERB1,MEOX2,GLUL,TGFBR3,JAM3,NEBL,PLK2,FOXF1,SFRP2,MMRN2,ACTC1,CD53,PIK3CA,TOPORS,RSPO3,EPB41L5,SHB,CUL3,RIPOR2,CFL2,FLOT1,RAMP1,DKK1,SRPX2,ALDH1A2,AGTR1,ACVRL1,STIM1,BMPR2,RNH1,WNT2B,TMEM100,SFRP1,JAK1,PLEKHO1,MYH3,FAM20C,ZEB2,FGF2,EGR2,ROCK1,SPRY2,CREB3L1,TNFSF13B,PTN,ADTRP,GATA5,SARS1,SASH1,MYOM1,TCF21,PIK3CG,NR4A1,SMOC2,TPM1,ITGB2,F3,MMP2,ATM,SOX7,PDPN,ITGA8,VEGFC,EMILIN1,C5AR1,PDGFRA,MYH11,STRA6,ADGRA2,RELN,OSR1,MYH10,KLF4,BMP5,ITGA7,CYBB,LATS1,EOMES,RORA,IFT122,GLI2,PRICKLE1,FGFR1,CSF3R,SMPD3,CAMK1,MAFB,HERC1,CLIC4,NFATC4,BMPR1A,STAB1,CNTNAP1,ACKR3,FHL2,FAIM2,EGR3,SLC12A6,RDH10,BBS4,C6,ANGPT1,EDNRA,MEOX1,SMARCD3,ANPEP,PROK2,FLT3LG,RECK,ITGA5,PPARA,DLL1,PIK3R6,LIAS,CSPG4,THBS3,TGFB2,DCN,ITGB1,ADAMTS1,BMP2,KLF2,EDN1,CCL2,ROR2,AGTPBP1,PRKAR1A,SPRED1,TLR3,ETS2,ANXA3,SNAI2,HYAL1,CC2D2A,PPARGC1B,PRKD1,HDAC5,EIF2AK3,EPHB1,SALL1,ANK2,AKT3,IL10,LFNG,NR4A3,RHOJ,NRP2,LMO4,S1PR1,ENPP2,NRARP,CLDN5,ITGB1BP1,CAV1,SSBP3,CCN1,CXCR4,PTGFRN,ITGA2,COL6A1,HDAC9,PPP1R16B,SP3,DCHS1,GATA2,NOTCH1,AQP1,TBC1D20,PIK3C2A,COL8A2,NFATC2,HOXA7,PROX1,OLFM1,MFNG,ARHGAP24,TNFAIP3,IL6,LRP6,LMOD3,FHOD3,CCBE1,ITGA4,COL18A1,GDNF,HHEX,BMP7,ATF2,FER1L5,HTRA1,CD34,ACTN2,CCN2,AR
anchoring junction	6.96e-09	-1.73	761	EPB41L3,JAK2,IQGAP1,CAV2,CNN3,ANXA1,GAB1,ADD3,MAPK3,SORBS2,ZFYVE21,LIMA1,PIK3R1,CD3E,LPXN,PPP3CA,PPFIBP1,FRMD4B,SDCBP,CAT,GJA1,SCARB2,GSN,AKAP12,ABCB4,CAPN2,ICAM1,CD81,ITGAV,STXBP6,P2RX7,CD44,NUMB,CDC42BPA,ITGB8,CORO1C,NCK1,KIT,PMP22,CLASP1,DIXDC1,THEMIS,SYNE2,PARVA,COL19A1,MAGI3,PHLDB2,LPP,DST,CD2,AKAP6,TGFBR1,PKD2,AHI1,JAG1,FHL1,PDLIM5,ARL14EP,ENAH,FAM107A,CDH17,OBSL1,RPLP1,SHROOM3,CD99,DAB2,PPP1R12A,ASAP3,AMOT,MPDZ,CSRP1,TLN2,MPRIP,PDLIM1,SCN1B,ILK,ALCAM,BVES,RSU1,ANK3,ANXA5,RRAS,CGNL1,CD59,ACTN1,SYNPO2,PLPP3,FRMD4A,HCK,CADM3,TGM2,ZAP70,SHROOM1,PGM5,AHNAK,CNN1,DES,MAPRE2,CORO2B,RHOB,TNS1,SCN4B,FHL3,MSN,EPB41L2,PCDH9,TNS2,FLNC,ITK,KLF11,JAM3,TPM4,FRMD6,PALLD,ITGBL1,ACTC1,PAK1,PDLIM3,SGCA,NEXN,CD53,NHS,MAGI2,SYNPO,L1CAM,EPB41L5,MYADM,EVL,APBB1IP,FLOT1,CORO1A,MME,APP,CD99L2,ARHGAP26,BMPR2,FLNA,JAM2,FXYD1,DDR2,NPHS2,JAK1,CDH19,SORBS1,JAML,PIANP,TLN1,SYNM,SHROOM4,ATP1A2,TNC,COL16A1,LIMS2,ITGB2,CLMP,ADGRE5,ITGA8,CASS4,SORBS3,PPP1CB,TSPAN9,SVIL,RAP1B,TJP1,STEAP1,FERMT2,ARHGAP31,LAT,ADD1,FHOD1,PTPN12,MXRA8,SNTB1,FBLN7,DNMBP,CLIC4,CNTNAP1,FHL2,RAP2B,SNTB2,LRP1,CDH2,USP53,PACSIN2,STARD8,ARHGAP17,PARVG,ACTB,ITGA11,ITGA5,RAPGEF2,DLL1,TGFB1I1,CSPG4,ZYX,ITGB1,MDC1,KIRREL1,DMD,RPL10A,IGSF21,VAMP5,LCP2,DSG3,ABCC2,YBX3,COL17A1,SMAD7,B2M,TSPAN4,SLC8A1,ANK2,RDX,VCL,VAV1,NECTIN3,CLDN5,FLRT1,CAV1,TSPAN33,SCARF2,PIP5K1C,PARD3B,ITGA2,TRPC6,KIAA1210,GIT2,AFAP1,RND3,MYO1E,CYTH1,NOTCH1,PEAK1,ADCYAP1R1,NEDD9
atpase activity	6.96e-09	1.93	386	MCM7,DHX34,ATP13A2,DDX54,KIF14,KIF4A,POLQ,KIF3C,RAD54L,MORC2,ERCC6L,RECQL4,MYO19,GINS2,DQX1,KIF2C,KIF15,GINS1,BLM,GINS4,XRCC3,RFC5,KIF24,TOP2A,ABCF2,HELLS,RUVBL2,KIF26B,KIF23,CDC45,DHX16,ABCB9,SPAST,KIF12,MCM2,TTF2,KIF20A,ATP5F1C,RFC4,KIFC1,KATNB1,GTF2H4,KIF11,DDX39A,TOR3A,DDX27,DHX33,DNA2,DDX55,GTF2H3,TWNK,PSMC2,CHTF18,CENPE,DDX49,RUVBL1,KIF20B,DHX37,DYNLL1,LONP1,HSPA14,MCM4,SMARCA4,RFC2,ATAD5,TOP2B,DNAH3,KIF22,WRNIP1,NVL,RFC3,ATP13A1,SKIV2L,ABCA4,MCM5,KIF18A,FIGNL1,ERCC2,ABCE1,WDR34,KIFC2,MCM6,DSCC1,ATAD2,CHD7,DHX38,ABCD3,ABCG4,CHD4,ABCA12,HSP90AB1,ABCC1,SPATA5L1,CCT8,KIF6,DDX52,DDX56,CLPP,CLPB,DDX23,CDK7,TNNT1,ATP5F1B,GET3,DHX57,PTPA,DHX9,CHTF8,MYO3A,ATP13A4,DDX41,FBH1,MYH4,ABCF1,PMS2P1,MCM3,CLPX,AFG1L,DNAH14,RAD51,DHX30,ABCB10,ATP5PD,DDX1,MSH2,ATP5ME,KIF21B,ERCC3,CHD1L,NSF,HLTF,EIF4A3,KIF9,DDX18,MYH8,KIFC3,HELZ2,PSMC4,KATNAL2,DHX8,ABCF3,UPF1,MYO9B,HSPD1,SWSAP1,DNAH9,SPATA5
atp dependent chromatin remodeling	6.96e-09	2.6	74	CENPO,SMARCC1,KNL1,CENPL,OIP5,ACTL6A,VPS72,CENPM,CENPI,HJURP,CENPW,CENPK,CENPX,CENPU,H4C4,ZNHIT1,RUVBL1,MIS18A,H2BC1,CENPH,SMARCB1,SMARCA4,CENPA,H4C5,MIS18BP1,CENPN,HDAC1,H4C1,MBD3,HDAC2,ACTR5,H4C13,CHD4,CENPQ,H4C9,ACTR8,ITGB3BP,NASP,SMARCE1,DMAP1
biological adhesion	6.96e-09	-2.09	1255	NPTN,JAK2,CD4,EPDR1,CSF1,IQGAP1,CCL5,CYLD,CX3CR1,CNN3,LGALS3,ANXA1,THBS2,ETS1,ROBO1,ZFP36L1,COL4A6,SASH3,FAT3,CDK6,LAMB1,AKNA,LAMA3,ACVR1,IGFBP2,SHH,VSIG4,COL4A3,PIK3R1,CD3E,LPXN,PPP3CA,PPFIBP1,OLFM4,SSPN,GSN,DUSP22,ICAM1,CD81,ABL1,ITGAV,STXBP6,KANK1,AXL,IL18,SEMA3E,CD44,CX3CL1,SERPINE2,DUSP1,RHOH,ITGB8,CNTN1,CORO1C,NCK1,KIT,DOCK8,CD200R1,CLASP1,IL6ST,PTPRD,GNE,SYK,GLI3,GPNMB,NT5E,PRNP,S100A10,PARVA,PAG1,SPOCK1,TGFBI,COL19A1,SPON1,PHLDB2,LPP,DST,FNDC3A,CD2,UTRN,CYTIP,JAG1,PDLIM5,INHBB,APOD,CCR2,NTN4,FAM107A,CDH17,CD164,IFT74,PTPN22,CD99,PPP1R12A,PCDH7,MPDZ,STXBP1,KIFAP3,CSRP1,MYOT,ICAM4,TLN2,TGFBR2,FGL2,CTNNAL1,FYB2,ABI3BP,VIT,MALT1,PTEN,PDLIM1,SCN1B,ILK,LGALS4,ALCAM,BVES,ADAM19,RSU1,ANK3,MYOC,ITGAE,CCR1,SRPX,ZBTB16,FBLN1,FZD7,NLGN1,LILRB1,WNT5A,MFAP4,ACTN1,ARHGAP5,NCAM1,PLPP3,HCK,CADM3,ROCK2,TGM2,FBLN5,ZAP70,HBB,CYP1B1,OMD,PGM5,GAS6,BMP4,CD55,CDON,CORO2B,NDFIP1,CCL4,CD74,RHOB,NDNF,CD160,MSN,DENND6A,ITGA10,FCGR2B,IL7,PCDH9,ADAM22,NTN1,PSTPIP1,CCN5,MKLN1,JAM3,DPT,FOXF1,FEZ1,PALLD,SFRP2,ITGBL1,LRFN5,PAK1,NEXN,AIF1,ITGAL,PIK3CA,L1CAM,EPB41L5,ISLR,MYADM,RIPOR2,APBB1IP,FLOT1,ELMO2,SELENOK,CORO1A,ASS1,SRPX2,APP,ACVRL1,CD99L2,CLSTN2,LAMC1,FLNA,JAM2,LYVE1,CCL21,DDR2,MYL9,NLRP3,SFRP1,CDH19,SORBS1,BOC,CXCL12,LAMC3,IL7R,FREM1,ROCK1,DUSP3,TNFSF13B,PTN,ADTRP,GATA5,SOCS5,JAML,CD1D,TLN1,SELP,GCNT2,NEGR1,ITPKB,TNC,HLA-DPB1,COL16A1,ELANE,IL15,LIMS2,PIK3CG,SMOC2,TPM1,SCARF1,ITGB2,STAT5B,EPHA3,ADGRE5,ATM,LCK,LAMB2,PDPN,GNRH1,ITGA8,HLA-DMB,HLA-DPA1,CASS4,EMILIN1,ANOS1,PDGFRA,SORBS3,PPP1CB,GPM6B,MACF1,RELN,MYH10,MEGF9,ANTXR1,KLF4,BMP5,SIRPA,IL32,ITGA7,NCK2,FBLN2,FYN,FERMT2,CD33,DOCK5,GLI2,PDE5A,CSF3R,MXRA8,FBLN7,KITLG,ABL2,IL1RAP,STAB1,CNTNAP1,ACKR3,RAP2B,DOCK1,LRP1,IGF1,CDH2,EGR3,DCHS2,JAK3,PCDHB5,NCKAP1L,MMRN1,ANGPT1,RAPGEF1,CD27,PARVG,ACTB,ECM2,ITGA11,ITGA5,GLDN,PPARA,DLL1,TGFB1I1,PIK3R6,RGMB,THBS3,TGFB2,ZYX,ITGB1,MBP,BMP2,SNED1,ICAM2,CCM2L,KIRREL1,NLGN4X,PPFIA2,CCDC80,ITGAM,LRRC4C,DACT2,PCDHB15,CCL2,VCAM1,TMEM8B,FAT4,HSD17B12,PRKAR1A,IGSF21,DSG3,COL6A2,PTPRO,SNAI2,HYAL1,LAMA2,ATP1B2,COL17A1,SMAD7,CADM2,RASGRP1,EPHB1,STXBP3,IL10,NLGN4Y,NFAT5,NR4A3,NRP2,GPC6,RDX,VCL,SPARCL1,S1PR1,DLG2,VAV1,NRARP,TNFAIP6,NECTIN3,CLDN5,ITGB1BP1,FLRT1,THEMIS2,CAV1,CD47,CCN1,SCARF2,LY9,NINJ1,PIP5K1C,CERCAM,CXCR4,PARD3B,ITGA2,CD300A,COL6A1,WHAMM,FBN1,MPZ,MERTK,PTPRS,RND3,DCHS1,NEO1,CYTH1,CHL1,NOTCH1,ADGRE1,CD84,PEAK1,C1QTNF1,NEDD9,MYO1G,COL6A5,TMEM131L,AOC3,COL8A2,PDCD1LG2,HOXA7,RAC2,ITGA9,LRRC32,CLEC4A,CD22,IL6,LGALS1,LRP6,PRPH2,LSAMP,FSTL3,PTPRC,TFE3,DSC3,ITGA4,CDH11,COL18A1,BMP6,NTNG1,BMP7,CLDN11,LOXL3,PELI1,CD34,ACTN2,PREX1,CCN2,SELE,NRXN1,VTCN1,TEK,CD274,PDZD2,PCDH18,PRKCQ
