pathway	padj	NES	size	leadingEdge
activation of immune response	5.47e-09	1.92	488	LILRB4,CGAS,CNPY3,CD276,RELA,CACNB3,LIMK1,CTSB,THY1,LYN,MICB,CD55,PLCG1,PSMD2,C4BPA,FPR3,CLEC4A,C2,RIPK2,NFKB1,IKBKE,CLEC7A,SLC39A10,PSMC4,FCER1G,TLR8,CD300LF,IFI16,RELB,CD300A,PYCARD,PSMD3,EIF2B2,SPG21,PSMD14,IRAK1,PSMC3,HAVCR2,PIK3AP1,NPLOC4,PLSCR1,FPR2,ELMO2,MFHAS1,PSMB4,NOD1,PSMB7,PSMB3,PSMB2,UNC93B1,PTPN6,HCK,PSMA1,CBFB,CD14,CD81,PSMD12,LCP2,VAV2,TNFAIP3,PRKDC,NECTIN2,PTK2,CMTM3,AIM2,PSMD11,TRIM15,MNDA,FLOT1,CTSK,C1QB,C3,C5AR1,CYBA,PSME3,PAWR,ARPC5,S100A9,PSMA4,PSMB5,MALT1,PSMB1,ITGB2,RBCK1,UFD1,CSK,IRAK2,C1QC,HSPD1,CTLA4,TLR2,PSMD7,NONO,FPR1,MAP3K7,NCKIPSD,PSME4,STING1,PSMC5,TRAF3,PSMA5,TLR4,RAB29,CASP8,PSMD1,TANK,PSMD10,BAX,PSMA3,CLEC4E,NCK1,PIK3CA,PSME1,RFTN1,ITGAM,PTPN2,PELI1,STOML2,C3AR1,MUC13,NLRC4,PSMC2,NCKAP1L,WIPF1,FYB1,DOCK1,LSM14A,ACTB,PSMD8,PSMD6,OTUD4,OTULIN,UBE2D1,ACTR2,PAG1,PSMD4,CUL1,PHB,C1S,CEACAM1,PIK3R4,PLD2,CMKLR1,MUC5B,RTN4,CRKL,SERPING1,HLA-DPA1,EIF2B5,NOD2,CYFIP1,ICOSLG,VAV1,C1QA,SPPL3,FCN3,PSMD13,TBK1,MUC17,IRF1,UBE2D2,FADD,MUCL1,PSMF1,GRB2,MUC16,RC3H2,HLA-DQA1,RPS27A,PROS1,TRAT1,UBE2N,PSMB8,LAT2,TNIP3,PRNP,HRAS,PTPRC,PDE4B,ARRB2,C1QBP,FGR,CD226,IRF3,PQBP1
anaphase promoting complex dependent catabolic process	5.47e-09	2.57	67	PSMD2,PSMC4,PSMD3,PSMD14,PSMC3,UBE2C,AURKB,PSMB4,PSMB7,PSMB3,PSMB2,PTTG1,PSMA1,PSMD12,CDC20,CCNB1,FBXO5,CDK2,PSMD11,CDK1,PSME3,PSMA4,PSMB5,PSMB1,BUB3,MAD2L1,PSMD7,FBXO31,PSME4,PSMC5,PSMA5,PSMD1,PSMD10,PSMA3,PSME1,PLK1,PSMC2,PSMD8,PSMD6,UBE2D1,PSMD4,UBE2S,PSMD13,PSMF1,ANAPC10,RPS27A,UBE2E1,PSMB8,ANAPC11,ANAPC5,CDC23,PSMC1,PSMD5
anatomical structure formation involved in morphogenesis	5.47e-09	1.78	957	COL5A2,COL1A1,GRN,MYOF,COL12A1,ITGAX,STAT1,TREM2,TNFRSF12A,SULF1,STAT3,CXCL9,COL4A1,TGFBI,APLNR,ANGPT2,IFT52,SRPX2,PODXL,CXCL10,THY1,FAP,WARS1,HOXA11,MYH9,CTHRC1,LEF1,PLCG1,DVL3,NIBAN2,ELK3,THBS2,ITGB1,CDH13,STK3,COL4A2,NOTCH3,ANXA1,ETS2,TNFAIP2,TGM2,KAT2A,PDGFRB,FMNL3,PTGFRN,COL8A1,TGFB2,ESM1,SDCCAG8,CYBB,WNT5A,IL4R,PGK1,COL15A1,EDNRA,CXCL8,WNT2,MMP14,HPSE,TNFSF13B,SALL4,SERPINE1,MMP9,SOX9,ITGA3,NRP1,GDF15,COL5A1,STK4,TYROBP,ECM1,NOLC1,PKNOX1,NEB,MTHFD1,MBOAT7,TP53,NOTCH1,MED12,STIL,ITGB5,EPHB4,ADAMTS9,LOXL2,HOXB3,PDPN,ANXA9,TGFBR1,COL11A1,CDK5,HSPB1,SPARC,PTPN6,AGT,ITGA5,PKM,TM4SF1,CDH5,CD81,HMOX1,VAV2,PLK2,TNFAIP3,EPHB1,PRKDC,CD109,NCL,NECTIN2,ENG,HIF1A,NRCAM,HEY1,CCNB1IP1,SPRY2,PTK2,DKK1,JUP,HSPG2,TULP3,MSX2,PTPN11,HHEX,SOX4,NOX1,TRIM15,LAMB1,COL18A1,MDK,ACVR1,GPNMB,FLOT1,CALCRL,GLMN,PML,SH3PXD2A,ITGA2,C3,PRCP,C5AR1,INHBA,PTK7,KIF20B,TWSG1,MFGE8,ITGB8,THBS1,PTGS2,DYSF,CD9,ITGB2,HOXC11,FN1,EFNA1,GPX1,ITGB1BP1,BYSL,FJX1,LUZP1,CDX2,PPIH,HTRA1,TLR2,MYH10,ETS1,FOXC1,ADAM17,VASH1,RNH1,WDR74,SNAI1,MED1,ACTL6A,PFN1,THBS4,TBX19,DAG1,GJA1,NECTIN1,PALB2,NLE1,JCAD,E2F7,GNA13,SCRIB,ROBO1,EFNA3,VEGFC,TANC1,PIK3CA,GREM1,SUPT6H,FOXD1,HEYL,CCL8,EPHA2,KDM2B,NF1,STRA6,BRCA1,SPRY1,AQP1,BCL6,BMPR2,S100A7,ROBO2,SEMA4C,WDR72,C3AR1,RRAS,CAMK1,SBNO2,ALDH1A3,HOXB13,SRF,DLX5,COL6A1,WDR1,TIE1,FZD6,KDR,AGTPBP1,ERCC1,DLL4,SEMA5A,CD34,KNL1,KIF26B,KRIT1,TCOF1,OTULIN,MMP2,COL7A1,PGF,ITGB4,ECSCR,EXT2,LEMD2,FZD2,DCSTAMP,MAFB,IL6,GPC1,PLEKHO1
antigen processing and presentation of exogenous peptide antigen via mhc class i	5.47e-09	2.56	62	TAP2,PSMD2,CLEC4A,TAPBP,PSMC4,CYBB,FCER1G,PSMD3,PSMD14,PSMC3,ITGB5,PSMB4,PSMB7,PSMB3,PSMB2,PSMA1,PSMD12,PSMD11,CYBA,PSME3,PSMA4,PSMB5,NCF2,PSMB1,PSMD7,PSME4,PSMC5,PSMA5,PSMD1,PSMD10,PSMA3,HLA-F,PSME1,PSMC2,PSMD8,PSMD6,PSMD4
atpase activity	5.47e-09	2.11	352	TAP2,DDX23,DHX33,MYH9,RUVBL1,MCM7,MCM2,RUVBL2,DDX31,DDX10,DDX18,PSMC4,DDX39A,KIF2C,CDC45,ATAD2,DDX56,MYO1B,TOR1A,KIFC1,RECQL,MCM5,MCM6,RFC3,TOP2A,EIF4A3,KIF5B,DDX21,KIF14,KIF23,ATP13A2,ABCE1,ATAD5,ABCA1,PSMC3,DDX50,CHD7,NBN,DHX8,ABCF1,KIF18A,RAD54L,ASCC3,DHX9,KIF20A,MCM3,TWNK,ABCF2,SMARCAL1,ERCC6L,MRE11,MORC2,POLQ,GINS4,DHX30,KIF22,HSPA14,RFC2,GTF2H3,RECQL4,NVL,DHX34,DSCC1,MSH6,MDN1,KIF20B,HELZ2,DHX36,MCM4,KIF15,DHX37,CENPE,ABCA12,GTF2F2,HSPD1,MYH10,KIF11,MSH2,DHX15,PSMC5,FIGNL1,TOR1B,DNA2,ZRANB3,DYNC1H1,BLM,DDX54,KIF24,DHX38,HELB,GINS2,ERCC3,VCP,MYO7A,TTF2,RAD51,PSMC2,MLH3,DDX49,FANCM,PEX1,WDR34,PTPA,ATP13A1,MCM8,MYO19,ABCC1,KIF26B,PSMD6,WRNIP1,DDX55,PFN2,DDX20,KIF13A,SUPV3L1,SMARCA4,CHD4,CCT8,HELLS,ATP6V1F,KIF1B,GINS1,HLTF,KIF21B,G3BP1,DDX46,SKIV2L,MYO1E,GET3,CHD1L,LONP1,DHX57,DDX41,SETX,KATNA1,KIF3C,CFTR,DDX1,SMARCA5,WRN,BRIP1,CHTF8,RNF213,XRCC3,RFC5,KIF9,KIF18B,ABCC10,YME1L1,TOR3A,HSPA9,SPATA5L1,DDX59,CHD1,DDX24,ATF7IP,ABCC4,ABCA13,SMARCAD1,MOV10,ABCB1,DHX16,SPAST,DDX52,CCNH,PSMC1,KATNAL1
atpase activity coupled	5.47e-09	2.29	236	DDX23,DHX33,MYH9,RUVBL1,MCM7,MCM2,RUVBL2,DDX31,DDX10,DDX18,PSMC4,DDX39A,CDC45,DDX56,MYO1B,RECQL,MCM5,MCM6,RFC3,TOP2A,EIF4A3,KIF5B,DDX21,KIF14,ATAD5,DDX50,CHD7,NBN,DHX8,KIF18A,RAD54L,ASCC3,DHX9,MCM3,TWNK,SMARCAL1,ERCC6L,MRE11,POLQ,GINS4,DHX30,HSPA14,RFC2,GTF2H3,RECQL4,DHX34,DSCC1,MSH6,KIF20B,HELZ2,DHX36,MCM4,DHX37,GTF2F2,MYH10,KIF11,MSH2,DHX15,FIGNL1,DNA2,ZRANB3,DYNC1H1,BLM,DDX54,DHX38,HELB,GINS2,ERCC3,MYO7A,TTF2,RAD51,PSMC2,DDX49,FANCM,PEX1,WDR34,MCM8,KIF26B,DDX55,DDX20,SUPV3L1,SMARCA4,CHD4,CCT8,HELLS,KIF1B,GINS1,HLTF,G3BP1,DDX46,SKIV2L,MYO1E,CHD1L,LONP1,DHX57,DDX41,SETX,KATNA1,DDX1,SMARCA5,WRN,BRIP1,CHTF8,XRCC3,RFC5,KIF18B,YME1L1,HSPA9,DDX59,CHD1,DDX24,SMARCAD1,MOV10,DHX16,SPAST,DDX52,CCNH,PSMC1,KATNAL1,CDK7,DDX58
blood vessel morphogenesis	5.47e-09	1.95	519	GRN,LOX,ITGAX,STAT1,TNFRSF12A,SULF1,STAT3,COL4A1,TGFBI,APLNR,ANGPT2,SRPX2,CXCL10,THY1,COL3A1,FAP,WARS1,MYH9,LEF1,PLCG1,NIBAN2,ELK3,THBS2,ITGB1,CDH13,COL4A2,NOTCH3,ANXA1,TNFAIP2,PDGFRB,FMNL3,COL8A1,TGFB2,ESM1,CYBB,WNT5A,PGK1,COL15A1,EDNRA,CXCL8,MMP14,HPSE,SERPINE1,APOE,NEDD4,NRP1,STK4,CHD7,ECM1,PKNOX1,NOTCH1,EPHB4,ADAMTS9,LOXL2,HOXB3,ANXA9,TGFBR1,HSPB1,SGPL1,SPARC,HAS2,AGT,ITGA5,PKM,CDH5,HMOX1,VAV2,PLK2,TNFAIP3,EPHB1,NCL,ENG,HIF1A,NRCAM,HEY1,SPRY2,PTK2,JUP,HSPG2,HHEX,SOX4,NOX1,COL18A1,MDK,ACVR1,GPNMB,CALCRL,GLMN,PML,C3,PRCP,C5AR1,MFGE8,ITGB8,THBS1,PTGS2,HEG1,DYSF,ITGB2,FN1,EFNA1,GPX1,ITGB1BP1,PPIH,ETS1,FOXC1,VASH1,RNH1,MED1,THBS4,DAG1,JCAD,E2F7,GNA13,BAX,ROBO1,EFNA3,VEGFC,PIK3CA,GREM1,EPHA2,NF1,STRA6,BRCA1,ASB4,AQP1,BMPR2,S100A7,LRP5,C3AR1,RRAS,PKD2,LRP1,HOXB13,SRF,TIE1,KDR,DLL4,YAP1,SEMA5A,CD34,KRIT1,OTULIN,MMP2,PGF,ADGRF5,CCM2,ECSCR,IL6,PAXIP1,CEACAM1,MTDH,HGS,IL1A,NRP2,JMJD6,SHB,EPHA1,ADAM15,MYO1E
cardiovascular system development	5.47e-09	1.87	623	COL1A1,GRN,LOX,ITGAX,STAT1,TNFRSF12A,SULF1,STAT3,COL4A1,TGFBI,APLNR,ANGPT2,SRPX2,CXCL10,THY1,COL3A1,FAP,WARS1,MYH9,DNMT1,LEF1,PLCG1,NIBAN2,ELK3,THBS2,ITGB1,CDH13,COL4A2,NOTCH3,ANXA1,TNFAIP2,PDGFRB,FMNL3,COL8A1,TGFB2,ESM1,LIF,ANTXR1,CYBB,WNT5A,PGK1,COL15A1,EDNRA,CXCL8,WNT2,MMP14,HPSE,SERPINE1,APOE,NEDD4,NRP1,COL5A1,STK4,CHD7,ECM1,PKNOX1,NOTCH1,EPHB4,ADAMTS9,LOXL2,HOXB3,PDPN,ANXA9,TGFBR1,HSPB1,SGPL1,SPARC,HAS2,AGT,ITGA5,PKM,CDH5,HMOX1,VAV2,PLK2,TNFAIP3,EPHB1,NCL,ENG,HIF1A,NRCAM,HEY1,SPRY2,PTK2,JUP,HSPG2,HHEX,SOX4,NOX1,COL18A1,MDK,ACVR1,GPNMB,CALCRL,GLMN,PML,C3,PRCP,C5AR1,AP2B1,PTK7,MFGE8,PDGFB,ITGB8,THBS1,PTGS2,HEG1,DYSF,ITGB2,FN1,EFNA1,GPX1,ITGB1BP1,ANP32B,LUZP1,CDX2,PPIH,MYH10,ETS1,FOXC1,VASH1,RNH1,MED1,THBS4,DAG1,DHCR7,JCAD,E2F7,GNA13,BAX,ROBO1,EFNA3,VEGFC,PIK3CA,GREM1,EPHA2,NF1,FOXS1,STRA6,BRCA1,ASB4,AQP1,BMPR2,S100A7,ROBO2,LRP5,C3AR1,RRAS,PKD2,LRP1,HOXB13,SRF,TIE1,KDR,DLL4,YAP1,SEMA5A,CD34,KRIT1,ADAMTS6,OTULIN,MMP2,PGF,ADGRF5,CCM2,ECSCR,DCTN5,IL6,PAXIP1,AHR,CEACAM1,MTDH,HGS,IL1A,NRP2,JMJD6,SHB,EPHA1,ADAM15,MYO1E,CRKL
catalytic activity acting on a trna	5.47e-09	2.46	107	WARS1,TARBP1,PTRH2,METTL1,RPP40,VARS1,FARSA,TRMT5,FTSJ1,TRMT12,LARS2,TRMT1,DARS2,EPRS1,NARS2,IARS1,ALKBH8,TRMT6,EARS2,MARS2,NSUN2,POP4,CARS2,THUMPD3,TSEN15,RPP38,DUS4L,POP7,ELAC2,IARS2,POP1,PTRH1,MTFMT,QTRT2,FARSB,METTL8,LARS1,DTD1,WDR4,TSEN34,GARS1,QTRT1,FTO,MRPL58,AARS2,TRMT61A,TRIT1,CDKAL1,TSEN54,THUMPD2,TRMT10C,TRNT1,DALRD3,RPP30,DUS3L,DUS2,PUS1,RPP25,PARS2,TRMT11,RARS1,QRSL1,TARS1,ALKBH1,METTL6,TYW3
catalytic activity acting on rna	5.47e-09	2.59	320	DDX23,DHX33,WARS1,XRN2,NOP2,DDX31,TARBP1,EXO1,EXOSC5,EDC3,DDX10,DDX18,HENMT1,PIWIL1,PTRH2,DDX39A,FBL,DDX56,RNASE2,DIMT1,METTL1,ISG20L2,EIF4A3,DDX21,POLR3D,RPP40,PRIM2,DDX50,LACTB2,POLR1C,POLR1A,VARS1,FARSA,POLR1E,TRMT5,DCPS,TRMT112,PRIM1,POLR2D,DHX8,FTSJ1,EXOSC2,DHX9,MEPCE,TRMT12,LARS2,EXOSC4,TRMT1,RNASEH2A,METTL3,DARS2,EPRS1,NARS2,CPSF3,DHX30,POLR3H,IARS1,ALKBH8,DHX34,TRMT6,EARS2,MARS2,EMG1,NSUN2,TWISTNB,POP4,PPP1R8,HELZ2,CD3EAP,DHX36,CARS2,DHX37,FTSJ3,BUD23,THUMPD3,TSEN15,RPP38,POLR3F,DUS4L,DHX15,POP7,ELAC2,IARS2,POP1,PTRH1,POLR2G,DDX54,MRM2,ERI1,TFB2M,SAMHD1,DHX38,MTFMT,RPAP1,POLR2A,ERI3,QTRT2,AGO3,APEX1,FARSB,RNASEH1,DDX49,METTL8,FANCM,LARS1,CNOT7,POLR3K,DIS3,PNPT1,SND1,POLR3G,DTD1,WDR4,CMTR1,BMT2,DDX55,MRM1,TSEN34,GARS1,DDX20,RCL1,MED20,QTRT1,SUPV3L1,FTO,TGS1,MRPL58,DROSHA,EXOSC10,NSUN4,POLR2C,G3BP1,JMJD6,DDX46,POLR2H,SKIV2L,AARS2,TOE1,RNASE6,EXOSC9,USB1,TRMT61A,POLR2B,TRIT1,CNOT2,CDKAL1,DHX57,TSEN54,THUMPD2,DDX41,PARN,RNMT,TRMT10C,TRNT1,DALRD3,DDX1,ZNRD1,BRIP1,TSN,RPP30,DUS3L,DUS2,PUS1,RPP25,PRPF8,PCIF1,CNOT1,PARS2,TRMT11,RARS1,NOCT,DDX59,DDX24,QRSL1,DIS3L2,FEN1,POLR2K,MOV10,DHX16,TARS1,DDX52,SMG6,DDX58,ALKBH1,METTL6,TYW3,METTL14,MTREX,TFB1M,RBMX2
