pathway	padj	NES	size	leadingEdge
kegg - neuroactive ligand receptor interaction	6.63e-08	-2.21	261	ADRA2C,P2RX3,S1PR4,GRM1,GABRR2,HTR6,MC4R,BDKRB2,P2RX1,TBXA2R,GABRD,ADRA2B,P2RX5,S1PR5,GABRQ,ADORA1,HTR7,SSTR3,GRIK4,GRIA3,FSHB,F2RL3,GLRA1,GRM4,GRIA1,GALR1,CRHR1,HRH2,PRLHR,HRH3,HTR5A,CALCR,PRLR,PRSS3,NPY2R,GRIN1,GRIK2,GABRA1,ADRA1A,SSTR2,MC1R,TAAR5,GRM3,TRHR,CGA,PRSS2,CHRNG,KISS1R,CHRM5,P2RY2,GALR2,GPR50,OPRL1,CHRM4,MCHR1,CHRND,AVPR2,GPR35,GALR3,GCGR,GRM2,LTB4R2,ADCYAP1R1,SSTR5,SCTR,TSHB,GRM7,OPRD1,TAAR2,CHRNA4,HRH4,HTR1E,GH2,GHRHR,GIPR,OPRK1,CYSLTR1,GRIN2B,GRIK1,CHRNB3,F2,GLP2R,GLRB,NMUR1,THRA,P2RX6,FSHR,GABRA6,GABRB1,DRD5,GNRHR,FPR2,GPR156,DRD4,CHRNE,CCKBR,ADRB1,CHRM3,GRIA4,HTR2A,SSTR1,NTSR2,TACR2,LEP,HCRTR1,CHRNA5,GABRA3,VIPR2,CHRM1,GHSR,PTGIR,MTNR1A,NPBWR2,MTNR1B,MC5R,BDKRB1,NPBWR1,CSH1,GRIN2C,SSTR4,AGTR2,NPFFR1,F2RL1,HTR1D,MC3R,GRM6,GABBR2
reactome - antigen processing ubiquitination proteasome degradation	6.63e-08	2.05	286	HECTD2,PSMB4,RNF25,PJA1,UBE2Z,TRIM32,ANAPC7,ASB12,TRIM37,BTRC,FBXL12,ASB2,LRRC41,ASB7,FBXO32,FBXO15,AREL1,NPEPPS,UBE3B,PSMD1,RLIM,KCTD6,ATG7,UBAC1,KBTBD6,RNF144B,KLHL9,KLHL2,UBE2L6,CDC23,RNF19A,ASB1,UBE2A,CBLB,HUWE1,ASB8,FBXW8,PSMC6,FBXO31,CUL5,RNF114,PSMC2,PSMD4,PSMC4,CUL2,FBXL3,FBXO6,STUB1,UNKL,UBE3C,ZNRF2,PSMD10,UBE2D1,RNF217,ANAPC4,FBXO22,PJA2,UBE2E3,MKRN1,BTBD1,FBXO30,RNF14,FBXW11,ZNRF1,UBE2W,PSME3,HERC2,UBE2F,BTBD6,PSMD2,PSMD5,FBXO9,MEX3C,UBR1,FBXL5,LONRF1,ITCH,KLHL13,ASB9,HERC1,KEAP1,PSMB5,UBA6,ANAPC13,TRIP12,KBTBD7,LTN1,UFL1,ELOB,TRIM69,FBXL20,RBX1,SIAH1,HACE1,PSMD7,SMURF1,RCHY1,ASB3,FBXL16,RNF4,GLMN,LNPEP,SPSB2,UBR2,FBXO21,FBXW2,ASB5,SOCS1,RNF123,UBE2E1,UBE2U,RNF6,UBA3,NEDD4,LMO7,NEDD4L,RNF220,TRIM4
reactome - chromosome maintenance	6.63e-08	-2.53	91	TERT,H2BC13,CHTF18,H4C5,H4C1,H2AC8,H2BC4,H2AC4,H2BC1,H4C4,H2BC6,H2BC9,H2BC3,H2BC5,H4C9,PRIM1,PIF1,POLD1,OIP5,CENPM,H2BC11,CENPI,H2AX,H2BC14,RTEL1,TERF2IP,CENPA,H2AC14,H4C13,RFC2,LIG1,H2BC21,H2BC17,PCNA,HJURP,H2AZ2,RBBP4,H3-4,WRAP53,POLD4,RFC4,DSCC1,CENPH,CENPN,H2AJ,STN1,H2BC15
reactome - class i mhc mediated antigen processing presentation	6.63e-08	1.98	344	HECTD2,PSMB4,RNF25,PJA1,UBE2Z,TRIM32,ANAPC7,ASB12,TRIM37,BTRC,FBXL12,ASB2,LRRC41,ASB7,FBXO32,VAMP3,FBXO15,SEC24B,AREL1,NPEPPS,UBE3B,PSMD1,RLIM,KCTD6,ATG7,UBAC1,KBTBD6,RNF144B,KLHL9,TLR4,KLHL2,UBE2L6,CDC23,RNF19A,ASB1,CTSL,UBE2A,CBLB,HUWE1,HLA-C,ASB8,FBXW8,PSMC6,FBXO31,ITGAV,CUL5,HLA-A,RNF114,PSMC2,PSMD4,PSMC4,TLR2,CUL2,CD14,SEC23A,FBXL3,FBXO6,STUB1,UNKL,UBE3C,ZNRF2,PSMD10,TAP1,UBE2D1,RNF217,ANAPC4,FBXO22,MRC1,PJA2,UBE2E3,MKRN1,BTBD1,FBXO30,RNF14,FBXW11,ZNRF1,UBE2W,PSME3,HERC2,UBE2F,IKBKG,BTBD6,PSMD2,PSMD5,FBXO9,MEX3C,UBR1,ITGB5,FBXL5,LONRF1,CD36,ITCH,KLHL13,ASB9,HERC1,KEAP1,PSMB5,IKBKB,UBA6,ANAPC13,TRIP12,KBTBD7,LTN1,UFL1,ELOB,TRIM69,FBXL20,RBX1,SIAH1,HACE1,PSMD7,SMURF1,RCHY1,ASB3,FBXL16,RNF4,GLMN,LNPEP,SPSB2,UBR2,FBXO21,FBXW2,SEC61B,ASB5,SOCS1,RNF123,UBE2E1,CHUK,UBE2U,RNF6
reactome - dna methylation	6.63e-08	-2.87	40	H2BC13,H4C5,H4C1,H2AC8,H2BC4,H3C8,H2AC4,H3C6,H2BC1,H3C1,H4C4,H2BC6,H3C7,H2BC9,H2BC3,H3C11,H2BC5,H3C2,H4C9,H2BC11,DNMT3B,H2AX,H2BC14,DNMT3L,UHRF1,DNMT1,H2AC14,H4C13,H2BC21,H2BC17
reactome - telomere maintenance	1.03e-07	-2.65	69	TERT,H2BC13,CHTF18,H4C5,H4C1,H2AC8,H2BC4,H2AC4,H2BC1,H4C4,H2BC6,H2BC9,H2BC3,H2BC5,H4C9,PRIM1,PIF1,POLD1,H2BC11,H2AX,H2BC14,RTEL1,TERF2IP,H2AC14,H4C13,RFC2,LIG1,H2BC21,H2BC17,PCNA,H2AZ2,H3-4,WRAP53,POLD4,RFC4,DSCC1,H2AJ,STN1,H2BC15,H2AZ1
reactome - base excision repair	2.85e-07	-2.58	72	PNKP,H2BC13,POLE2,H4C5,H4C1,XRCC1,H2AC8,H2BC4,H2AC4,H2BC1,H4C4,POLE3,H2BC6,H2BC9,H2BC3,H2BC5,H4C9,NTHL1,POLD1,H2BC11,NEIL2,H2AX,H2BC14,TERF2IP,H2AC14,H4C13,RFC2,LIG1,H2BC21,H2BC17,PCNA,H2AZ2,H3-4,MUTYH,POLD4,RFC4,POLE,H2AJ,H2BC15,H2AZ1
reactome - condensation of prophase chromosomes	3.36e-07	-2.63	49	H2BC13,H4C5,H4C1,H2AC8,PLK1,H2BC4,H3C8,H2AC4,H3C6,H2BC1,H3C1,H4C4,H2BC6,H3C7,H2BC9,H2BC3,H3C11,H2BC5,NCAPG2,H3C2,H4C9,H2BC11,H2AX,H2BC14,H2AC14,H4C13,H2BC21,H2BC17
reactome - ercc6 csb and ehmt2 g9a positively regulate rrna expression	7.09e-07	-2.6	49	GATAD2A,H2BC13,H4C5,H4C1,H2AC8,H2BC4,H3C8,H2AC4,H3C6,H2BC1,H3C1,H4C4,H2BC6,H3C7,H2BC9,H2BC3,H3C11,H2BC5,H3C2,H4C9,H2BC11,H2AX,H2BC14,H2AC14,H4C13,H2BC21,H2BC17,H3C3,H2AZ2,RBBP4
reactome - gpcr ligand binding	7.62e-07	-1.8	424	SCT,OXT,TAS2R39,ADRA2C,NMU,UCN2,CCL27,GPER1,WNT4,TAS2R3,S1PR4,GNG7,GRM1,CCR6,HTR6,MC4R,GNG3,BDKRB2,TBXA2R,KISS1,ADRA2B,S1PR5,ADORA1,CXCR4,HTR7,SSTR3,FSHB,F2RL3,CCR9,FFAR1,GRM4,WNT8B,WNT7B,GALR1,GPR39,FZD9,CRHR1,TAS2R5,HRH2,FFAR2,PRLHR,HRH3,HTR5A,CALCR,WNT16,CCR3,NPY2R,GPR132,CXCL8,C5AR2,RGR,RRH,ADRA1A,SSTR2,MC1R,TAAR5,CORT,GRM3,CCL1,TAS1R1,TRHR,CGA,CRH,GAL,GPR65,KISS1R,TAS2R41,GPR143,CHRM5,P2RY2,WNT7A,GALR2,PPY,OPRL1,CHRM4,MCHR1,PTH2,FFAR4,AVPR2,OPN4,GPR35,GALR3,GPHA2,OPN5,GRM2,LTB4R2,ADGRE3,CCR10,ADCYAP1R1,SSTR5,TAS2R1,SCTR,TSHB,GRM7,OPRD1,TAAR2,HCAR3,POMC,PF4,PTGDR2,HRH4,SMO,HTR1E,GHRHR,GIPR,GPR18,OPRK1,CYSLTR1,SHH,F2,GLP2R,INSL3,EDN2,GPR37L1,SST,PNOC,NMUR1,GPRC6A,FSHR,ECE2,GPR183,DRD5,GNRHR,FPR2,AVP,DRD4,CCKBR,ADRB1,CHRM3,HTR2A,INSL5,GIP,PRLH,CCL20,SSTR1,IAPP,CXCR1,RLN3,NTSR2,RXFP3,PLPPR2,TACR2,HCRTR1,PROK2,TAS2R13,GPHB5,ADM2,VIPR2,CHRM1,UTS2B,MLN,GHSR,PTGIR,MTNR1A,NPBWR2,MTNR1B,MC5R,BDKRB1,NPBWR1,CCL7,NLN,SSTR4,ACKR4,CD55,CXCR5,AGTR2,OPN1SW,HCAR1,GHRH,NPFFR1,GNAS,F2RL1,RLN2,HTR1D,WNT2B,MC3R,GRM6,GABBR2
