pathway	padj	NES	size	leadingEdge
reactome - cell cycle	1.72e-08	2.24	529	RCC2,RMI2,RMI1,H2BC5,PSMD3,LIG1,CENPM,CEP250,NSL1,RHNO1,KIF20A,HMMR,PTTG1,NDC1,NUP43,ORC5,BRCC3,MCM2,FKBPL,MND1,CCNE1,PSMB3,CKAP5,CENPK,MIS18A,BUB1,ZWINT,H2BC6,DHFR,PSMC1,MNAT1,BORA,TOP2A,SPDL1,PSMD4,CDKN2A,TYMS,CCNB2,CCNB1,PSMC5,ERCC6L,NCAPD3,CENPX,FEN1,H3C7,ORC1,PLK4,KIF2C,CEP72,NCAPG,PSMB4,GMNN,NUP133,CDK1,BARD1,GINS4,POLE2,H2BC12,SGO1,SPC25,H2BC14,PSMD2,CENPU,MAD2L1,KIF23,BIRC5,FOXM1,TUBAL3,TPX2,RAD51,CENPF,MCM4,POLD2,EXO1,UBE2C,ZW10,GORASP2,HAUS8,DNA2,NEK2,E2F2,HJURP,RRM2,LCMT1,CDC20,H2BC9,TK1,NDC80,TUBA4A,CDK7,RPA3,PKMYT1,PSMD1,CENPI,PLK1,KIF18A,KNTC1,CDCA8,BRCA2,MCM8,CDCA5,SEM1,CENPE,PPME1,MCM6,BRCA1,NUP85,ZWILCH,CDC45,H2AX,NUP88,CCNE2,CENPN,RANGAP1,CDC6,PSMB2,CCNA2,KNL1,MCM5,CHTF18,SMC4,AURKB,ANAPC11,MCM10,CKS1B,OIP5,CHMP4C,SKP2,NUP155,CEP131,CDK4,POLA2,RBBP7,TNPO1,PTK6,H2BC21,H4C5,NUF2,BLM,SGO2,NCAPD2,RBBP8,TUBB4A,GAR1,POLE,RAE1,XPO1,NHP2,MDM2,H2BC3,SKA1,SYCP2,CDT1,STAG3,ESCO1,KPNB1,PSMD14,YWHAZ,LMNB1,NDE1,CDC25A,CENPH,ORC6,PSMA5,LIN9,PSMD11,PSME4,MASTL,PSMB5,PSMC2,E2F3,PSMA8,HDAC1,SYCE2,NUP42,LPIN3,NUP107,E2F4,SMC1B,NUP93,CDC25C,NUDC,POLD1,SMC2,MCM7,COP1,HDAC8,PCNA,PSMD13,KIF2B,MYBL2,MCM3,BUB3,YWHAG,H2BC13,ITGB3BP,PRIM1,H2AC4,MIS18BP1,SPAST,NUP160,ORC4,E2F5,SFN,PRIM2,TOPBP1,NIPBL,CDC7,TERT,ESPL1,TUBB,TP53BP1,TFDP1,PPP2R5E,HUS1
reactome - cell cycle checkpoints	1.72e-08	2.55	235	RCC2,RMI2,RMI1,H2BC5,PSMD3,CENPM,NSL1,RHNO1,NUP43,ORC5,BRCC3,MCM2,CCNE1,PSMB3,CKAP5,CENPK,BUB1,ZWINT,H2BC6,PSMC1,SPDL1,PSMD4,CDKN2A,CCNB2,CCNB1,PSMC5,ERCC6L,ORC1,KIF2C,PSMB4,NUP133,CDK1,BARD1,H2BC12,SGO1,SPC25,H2BC14,PSMD2,CENPU,MAD2L1,BIRC5,CENPF,MCM4,EXO1,UBE2C,ZW10,DNA2,CDC20,H2BC9,NDC80,RPA3,PKMYT1,PSMD1,CENPI,PLK1,KIF18A,KNTC1,CDCA8,MCM8,SEM1,CENPE,MCM6,BRCA1,NUP85,ZWILCH,CDC45,H2AX,CCNE2,CENPN,RANGAP1,CDC6,PSMB2,CCNA2,KNL1,MCM5,AURKB,ANAPC11,MCM10,H2BC21,H4C5,NUF2,BLM,SGO2,RBBP8,XPO1,MDM2,H2BC3,SKA1,PSMD14,YWHAZ,NDE1,CDC25A,CENPH,ORC6,PSMA5,PSMD11,PSME4,PSMB5,PSMC2,PSMA8,NUP107,CDC25C,NUDC,MCM7,COP1,PSMD13,KIF2B,MCM3,BUB3,YWHAG,H2BC13,ITGB3BP,NUP160,ORC4,SFN,TOPBP1,CDC7,TP53BP1,PPP2R5E,HUS1,DSN1,CENPO,PSME3
reactome - cell cycle mitotic	1.72e-08	2.26	435	RCC2,H2BC5,PSMD3,LIG1,CENPM,CEP250,NSL1,KIF20A,HMMR,PTTG1,NDC1,NUP43,ORC5,MCM2,FKBPL,CCNE1,PSMB3,CKAP5,CENPK,BUB1,ZWINT,H2BC6,DHFR,PSMC1,MNAT1,BORA,TOP2A,SPDL1,PSMD4,CDKN2A,TYMS,CCNB2,CCNB1,PSMC5,ERCC6L,NCAPD3,FEN1,H3C7,ORC1,PLK4,KIF2C,CEP72,NCAPG,PSMB4,GMNN,NUP133,CDK1,GINS4,POLE2,H2BC12,SGO1,SPC25,H2BC14,PSMD2,CENPU,MAD2L1,KIF23,BIRC5,FOXM1,TUBAL3,TPX2,CENPF,MCM4,POLD2,UBE2C,ZW10,GORASP2,HAUS8,DNA2,NEK2,E2F2,RRM2,LCMT1,CDC20,H2BC9,TK1,NDC80,TUBA4A,CDK7,RPA3,PKMYT1,PSMD1,CENPI,PLK1,KIF18A,KNTC1,CDCA8,MCM8,CDCA5,SEM1,CENPE,PPME1,MCM6,NUP85,ZWILCH,CDC45,H2AX,NUP88,CCNE2,CENPN,RANGAP1,CDC6,PSMB2,CCNA2,KNL1,MCM5,SMC4,AURKB,ANAPC11,MCM10,CKS1B,CHMP4C,SKP2,NUP155,CEP131,CDK4,POLA2,TNPO1,PTK6,H2BC21,H4C5,NUF2,SGO2,NCAPD2,TUBB4A,POLE,RAE1,XPO1,H2BC3,SKA1,CDT1,ESCO1,KPNB1,PSMD14,LMNB1,NDE1,CDC25A,CENPH,ORC6,PSMA5,LIN9,PSMD11,PSME4,MASTL,PSMB5,PSMC2,E2F3,PSMA8,HDAC1,NUP42,LPIN3,NUP107,E2F4
reactome - dna repair	1.72e-08	2.15	255	RMI2,RMI1,GPS1,H2BC5,LIG1,PALB2,RHNO1,BRCC3,TIMELESS,PARP1,UBE2T,ASCC3,H2BC6,MNAT1,APEX1,DCLRE1A,YY1,FANCI,CENPX,FEN1,TDP1,DDB1,NEIL3,FANCG,POLN,BARD1,POLE2,H2BC12,H2BC14,ERCC2,PRPF19,RAD51AP1,PCLAF,RAD51,POLD2,EXO1,PAXIP1,ACTR5,CHD1L,DNA2,H2BC9,FANCE,CDK7,FAAP100,COPS7B,RPA3,MAD2L2,SMUG1,BRCA2,POLR2H,BRCA1,H2AX,PARP2,FAAP24,PIAS3,ACTL6A,CCNA2,POLQ,ISG15,FANCB,H2BC21,POLB,H4C5,BLM,EME1,XRCC6,POLR2D,POLR2I,RBBP8,SIRT6,POLE,H2BC3,XRCC3,MSH6,PRKDC,SPRTN,FANCF,TIPIN,MSH2,NTHL1,FANCA,POLD1,MPG,XRCC4,NPLOC4,PCNA,PNKP,H2BC13,H2AC4,GEN1,FAAP20,TOPBP1,DTL,KPNA2,TP53BP1,HUS1,POLR2G,EYA2,POLD4,MUTYH,TP53,POLM,CUL4B,USP1,UNG,ALKBH2,UFD1,H4C13,BRIP1,RFC3,XRCC2,POLR2F,SLX4,ASCC2,ERCC1,FANCM
reactome - dna replication	1.72e-08	2.39	112	PSMD3,LIG1,ORC5,MCM2,CCNE1,PSMB3,PSMC1,PSMD4,PSMC5,FEN1,ORC1,PSMB4,GMNN,GINS4,POLE2,PSMD2,MCM4,POLD2,UBE2C,DNA2,E2F2,RPA3,PSMD1,MCM8,SEM1,MCM6,CDC45,CCNE2,CDC6,PSMB2,CCNA2,MCM5,ANAPC11,MCM10,SKP2,POLA2,POLE,CDT1,PSMD14,ORC6,PSMA5,PSMD11,PSME4,PSMB5,PSMC2,E2F3,PSMA8,POLD1,MCM7,PCNA,PSMD13,MCM3,PRIM1,ORC4,PRIM2,CDC7,PSME3,GINS3,POLD4,E2F1,DBF4
reactome - g2 m checkpoints	1.72e-08	2.39	130	RMI2,RMI1,H2BC5,PSMD3,RHNO1,ORC5,BRCC3,MCM2,PSMB3,H2BC6,PSMC1,PSMD4,CCNB2,CCNB1,PSMC5,ORC1,PSMB4,CDK1,BARD1,H2BC12,H2BC14,PSMD2,MCM4,EXO1,DNA2,H2BC9,RPA3,PKMYT1,PSMD1,MCM8,SEM1,MCM6,BRCA1,CDC45,H2AX,CDC6,PSMB2,MCM5,MCM10,H2BC21,H4C5,BLM,RBBP8,H2BC3,PSMD14,YWHAZ,CDC25A,ORC6,PSMA5,PSMD11,PSME4,PSMB5,PSMC2,PSMA8,CDC25C,MCM7,PSMD13,MCM3,YWHAG,H2BC13,ORC4,SFN,TOPBP1,CDC7,TP53BP1,HUS1
reactome - hemostasis	1.72e-08	-1.81	503	ARRB1,ITPR1,HBD,PRKCE,SELP,CD244,P2RX1,GNG2,SERPINB6,KLC1,PDE2A,THBD,GNG11,EHD1,DOK2,GATA2,ITGA5,CTSW,ITGAL,PROS1,HABP4,TRPC6,VWF,ZFPM2,PPBP,TEK,TMX3,MAFF,PPP2CB,F8,SELE,TREM1,CFD,TSPAN7,RAPGEF4,GYPC,CRK,VEGFC,JAM3,PECAM1,PRKCH,FGR,GAS6,CAPZA2,IRF1,SERPING1,ABHD6,CD36,ITGA10,PDE5A,TIMP3,PRKCB,PIK3R5,RHOB,DOCK11,PRKAR1A,SH2B3,GATA5,GNAQ,PTPN1,JAM2,TUBB6,LCP2,PDGFB,HBB,TNFRSF10D,TGFB2,CAV1,JAML,FERMT3,RAB5A,SLC7A7,RARRES2,KIF9,SIRPA,P2RY12,ANGPT1,KIF1C,OLR1,DOCK8,PHACTR2,FYN,MMRN1,F10,RAPGEF3,CLU,RHOA,P2RX7,CD58,CD44,RASGRP2,ATP2B4,ARRB2,APBB1IP,DGKH,PRKCZ,SELENOP,STXBP3,IGF1,PRKAR2B,CLEC1B,SELPLG,PPP2R5A,CARMIL1,SERPINE1,PIK3R1,GATA6,ABL1,TUBB1,SLC8A1,MAFK,PTPN6,PDPN,ITGAM,GATA3,KCNMA1,S100A10,GNAI1,PROCR,EHD2,RHOG,RAP1B,RAP1A,RAF1,PRCP,CD9,GNA13,GNAI2,CD99L2,F3,PF4,MAPK1,FCER1G,SRGN,PTPN11,NFE2,DOCK6,INPP5D,RBSN,VCL,PRKACB,GRB2,ITIH3,DGKE,SDC2,DOCK4,GNA11,DOCK2,TFPI,NOS3,EHD3,ORAI1,PLCG2,PIK3R3,SERPINA3,ANXA5,TLN1,GNGT2,ATP1B3,GNG5,CDC37L1,ATP2B1,CABLES1,JMJD1C,KCNMB4,CD109,KCNMB1,PRKCD,HGF,RAC2,P2RY1,GUCY1A1,NHLRC2,SYK,SELL,DOCK1,ITGA6,KCNMB2,ITGA4,PPP2R5B,JCHAIN,KIF13B,PTGIR,GNB1,PIK3CG,ITGAX,FN1,PRKAR1B,PRKG2,THBS1,TRPC3,MAPK3,ITGB2,KIF5B,LHFPL2,PLEK,MRVI1,F13A1,F11,ITPK1,PSAP,CD48,KLKB1,SIN3A,PRKG1
reactome - innate immune system	1.72e-08	-1.7	823	ITPR1,CFP,CXCR2,STK10,NFKBIA,ICAM2,PPP3CB,PRKCE,TNFRSF1B,CRISPLD2,P2RX1,GAB2,ROCK1,OSCAR,SERPINB6,PLEKHO2,PTPRC,NLRC4,FCN3,RNF125,S100A12,ANO6,C6,PTPRB,TLR4,IRAK3,ITGAL,WASF3,PROS1,TRIM25,PLAC8,PPBP,PPP2CB,CLEC4E,GNLY,TREM1,CFD,NCF2,CLEC12A,MME,CD93,CRK,HK3,FCN1,SLC11A1,CAMP,MCEMP1,AGER,MGAM,PECAM1,C8B,FGR,CAPZA2,STOM,GMFG,SERPING1,MAP3K8,KCNAB2,CD36,C7,ELMO1,FOLR3,DEGS1,FOS,TXK,RPS6KA5,NLRP3,C5AR1,MNDA,HCK,CD247,RAB31,LCP2,SDCBP,HBB,LAT2,RETN,METTL7A,PTAFR,CPB2,TNFAIP3,ARPC5,C6orf120,CLEC4D,NFASC,RPS6KA2,PELI2,SIRPA,FPR1,RAB37,OLR1,BST1,ARPC2,SLPI,PTX3,GSN,TLR8,CYB5R3,YPEL5,ITLN1,PGM1,ALOX5,BIN2,CYFIP1,FYN,TYROBP,ITK,FGL2,MYD88,CLU,CLEC10A,PSMF1,EEF1A1,SLCO4C1,S100A8,RHOA,P2RX7,CD58,CD44,MS4A2,PYCARD,DUSP7,ADAM10,RASGRP2,RELA,CAT,CTSG,ADA2,KLRD1,MYO1C,C1QB,BTK,TBC1D10C,TXNIP,CD33,CD81,TICAM1,CPPED1,STAT6,PIK3R1,TRAF6,ABL1,TSPAN14,FPR2,JUN,RASGRP4,PTPN6,RAB7A,LTA4H,ITGAM,B2M,GCA,ATP6V1E1,C1QA,BCL2,IL1B,CMTM6,MEF2C,C2,RAB5B,BRI3,RHOG,SLC44A2,RAP1B,RAP1A,RAF1,GRN,PRCP,C4BPA,VAT1,LAMP1,MAPK1,FCER1G,MAP3K14,SNAP23,COTL1,FCER1A,GOLGA7,HERC5,PTPN11,DUSP3,AP1M1,ENPP4,RBSN,CTSS,VCL,PRKACB,GRB2,NFKB1,HVCN1,UBE2L6,ATP6V1B2,CYBB,PSTPIP1,CD55,DOCK2,LYZ,C1QC,MEF2A,NOS3,COLEC11,PLCG2,ATF1,UNC13D,WASF2,SERPINA3,COLEC10,DYNC1LI1,CD14,WIPF1,IQGAP1,NCF4,DOK3,SPTAN1,CD4,LAIR1,NFATC3,TRIM21,PPP3CA,CLEC4A,PSMB10,MAP2K4,MMP25,ARMC8,TANK,C3,CLEC4C,SIGLEC9,C1S,ARHGAP9,LY86,CD53,PRKCD,GRAP2,CCR2,RAC2,PIN1,CTSH,PGLYRP1,SYK,SELL,DOCK1,CUL1,TLR1,PSMD6,EEA1,TLR7,GZMM,CPNE3,ACPP,STING1,MUC15,CAB39,C3AR1,BRK1,ITGAX,CXCL1,ATP6V0D1,HEXB,RAB14,MAPK3,ANPEP,ITGB2,TAB2,C5,ELANE,PAFAH1B2,ADGRG3,MYO5A,PSAP,NKIRAS1,NHLRC3,MAPK10,NLRC3,DNAJC13,GLIPR1,S100A9,MS4A3,SRP14,IQGAP2,OSTF1,NLRC5,DNM3,SYNGR1,LAMTOR1
reactome - metabolism of rna	1.72e-08	2.1	526	EXOSC4,EPRS1,PSMD3,SNRPC,TRIT1,BUD23,RPL39L,FTSJ3,NDC1,SMG5,MRM2,NUP43,UTP25,NOB1,MRM1,SNRNP25,PSMB3,CTU2,EXOSC5,CNOT1,PSMC1,MNAT1,LAGE3,LSM5,TFB1M,CPSF3,PSMD4,CSTF2,PSMC5,IGF2BP3,SNRPA,PSMB4,PUF60,CPSF4,GTPBP3,NUP133,PSMD2,PPIL1,ERCC2,SMG8,RTCB,PRPF19,NAT10,LSM2,METTL1,RPP40,TSEN54,CLNS1A,WDR46,CPSF2,NT5C3B,CDK7,APOBEC1,ADAR,PSMD1,ELAVL2,FTSJ1,SEM1,SKIV2L,USP39,PRMT5,UPF3B,MPHOSPH10,POLR2H,NUP85,HEATR1,IMP4,TRMU,NUP88,PSMB2,DHX16,GSPT1,CNOT11,NUP155,ZBTB8OS,UTP4,NOL11,CDC5L,WDR4,TNPO1,WDR3,SNRPG,POLR2D,POLR2I,SF3B3,DDX23,UTP6,PAPOLA,GAR1,RAE1,XPO1,NHP2,HNRNPU,POP7,PES1,HNRNPL,EFTUD2,LAS1L,RNPS1,PSMD14,YWHAZ,GEMIN6,RRP36,HNRNPR,CPSF1,NSUN2,TRNT1,DCPS,PSMA5,PSMD11,THOC5,DUS2,PSME4,PUS7,PSMB5,PSMC2,WDR12,DHX37,PUS1,PSMA8,CSTF3,THOC6,PRPF4,NUP42,ISG20L2,NUP107,SNRNP70,NOP14,TSEN34,NUP93,BYSL,RTRAF,HSPB1,PAIP1,PPIH,CCAR1,RPL8,SLBP,U2AF2,SRRT,DDX39A,SF3B4,UTP15,WDR77,BUD31,UTP11,PSMD13,TUT4,TRMT12,PARN,NCBP1,TRMT61A,TBL3,WDR75,CHTOP,APOBEC2,PWP2,XPOT,NUP160,SNRPA1,PRPF40A,EMG1,NOL6,SNRPD2,MTERF4,UTP20,LSM4,DDX49,IGF2BP1,NOP2
reactome - mitotic metaphase and anaphase	1.72e-08	2.33	185	RCC2,PSMD3,CENPM,NSL1,PTTG1,NDC1,NUP43,PSMB3,CKAP5,CENPK,BUB1,ZWINT,PSMC1,SPDL1,PSMD4,CCNB2,CCNB1,PSMC5,ERCC6L,KIF2C,PSMB4,NUP133,CDK1,SGO1,SPC25,PSMD2,CENPU,MAD2L1,BIRC5,TUBAL3,CENPF,UBE2C,ZW10,CDC20,NDC80,TUBA4A,PSMD1,CENPI,PLK1,KIF18A,KNTC1,CDCA8,CDCA5,SEM1,CENPE,NUP85,ZWILCH,CENPN,RANGAP1,PSMB2,KNL1,AURKB,ANAPC11,CHMP4C,NUP155,TNPO1,NUF2,SGO2,TUBB4A,XPO1,SKA1,KPNB1,PSMD14,LMNB1,NDE1,CENPH,PSMA5,PSMD11,PSME4,PSMB5,PSMC2,PSMA8
