pathway	padj	NES	size	leadingEdge
reactome - rna polymerase ii transcription	1.13e-04	1.47	1203	ZNF610,ZNF607,TACO1,ABCA6,ZFPM1,FBXO32,IL2RA,TEAD2,DDB2,GLS2,ZNF793,ZFP90,ZNF415,CTLA4,ZNF589,ZNF266,ZNF224,ZNF606,ZNF546,CDKN2A,ZNF470,PPP2R5C,ZNF37A,ZNF233,ZNF613,ZNF226,ZNF354B,ZNF101,CDC16,SMAD2,ZNF585B,LEF1,ZNF573,ZNF764,ZSCAN32,ZKSCAN7,MOV10,ZNF347,MDC1,RPAP2,ZNF615,ZNF382,SCMH1,PIP4K2C,ZNF337,SNAPC5,SMAD4,TRIM33,ZNF544,ZNF480,ZNF680,ZNF302,CDK12,ZNF510,PRMT6,ZNF875,ZNF621,ZNF551,ZNF443,ZNF17,ZNF23,ZNF616,ZNF2,ZNF597,ZNF79,ZNF420,ZNF34,RRAGB,ZNF585A,INTS4,MED7,ZNF496,FANCC,GTF2E1,RPA1,MECP2,ZNF197,ZNF684,ZNF583,ZNF264,ZFP37,ZNF665,MED15,RTF1,ZNF671,ZNF691,ZNF25,RING1,ZNF436,CPSF7,ZNF770,ZNF200,ZFP14,ZFP69,ZNF564,TNFRSF10D,TTC5,TAF2,ZNF45,COX4I1,RFC5,ZNF212,PRKCB,ZNF235,ZNF776,SRSF5,TNRC6B,CUL1,ZNF717,ZNF30,ZNF234,ZNF605,INTS2,ZNF92,ZNF543,PDPK1,PRDM7,ZNF567,KRAS,ZNF614,RPRD2,ZNF439,CDC40,ZNF678,BRPF3,ZNF471,TCF7,ANAPC4,ZNF189,ZNF626,ZNF611,ZNF28,ANAPC10,ZNF740,ZNF586,KMT2A,MEAF6,ZNF227,ZNF248,AIFM2,ZNF140,PSMB4,RRAGA,ZNF41,SMARCC2,PLK3,CTR9,MED23,CDC23,THOC1,TFAP2E,MGA,CSNK2A2,ZNF569,ZNF782,MYL9,ZNF320,NR2C2AP,ZKSCAN8,CSTF3,RNF34,BRD1,ZNF268,MAP2K6,ERCC3,ZNF417,YAF2,CSTF2T,ZNF230,TAF1L,ZNF596,CNOT7,SOCS4,ZNF418,ZNF426,U2AF1L4,SETD1B,ZNF700,ZFP2,MAPK1,ZKSCAN1,ZFP28,ZNF461,NFATC2,CTSK,ZNF720,RORB,NELFCD,ZNF558,ZNF577,HDAC6,RXRB,ZNF550,TCF12,ZNF500,ZNF383,ZNF440,ZNF432,ZNF570,ICE2,NCOR1,CPSF2,ZNF419,ESR1,TP53I3,ZNF519,ZNF540,SRSF1,TNRC6A,PIN1,MSTN,LEO1,THRA,USP9X,INTS8,ZNF75A,ZNF721,ZNF250,INTS5,ZNF675,FANCD2,ZNF696,ZNF211,TSC1,KAT5,ZNF777,ZNF138,ZNF566,TNFRSF10B,ZNF701,ZNF274,PTPN1,ZNF175,INTS14,SMARCB1,ZNF565,KRBOX4,HDAC7,ANAPC7,ATF2,ZNF710,PSMC6,MAPK3,RBL2,PCBP4,MED8,BTG2,ZNF529,CNOT11,FZR1,ZNF599,RBBP5,ZNF485,SSU72,ZNF514,ZIK1,CHM,GPAM,CCND1,TAF8,ZNF562,ZNF154,NUAK1,ZNF33A,TP53RK,ZKSCAN3,HDAC3,CDKN2B,ZNF681,ZKSCAN5,INTS12,ZNF202,ZNF484,CREB1,PTPN11,ZSCAN25,SMYD2,ZNF253,ZNF160,CSTF1,TBL1XR1,MEN1,PMAIP1,PGR,PHC3,PSMB1,AKT2,ICE1,OPRM1,ANAPC5,PSMB10,ZNF398,RNPS1,POLR2B,MAML2,MED1,ZNF568,CNOT6,RHNO1,ZNF792,EHMT1,TBP,ZNF682,ZNF77,POLR2I,MED31,NR2C1,CNOT1,ZKSCAN4,ZNF416,ZNF706,PCGF5,ZNF257,RPA2,CBX5,ZNF446,FIP1L1,ZNF354A,ARID1A,ZNF468,SUPT16H,PSMF1,NR5A2,RARG,SRSF4,RAD9B,KMT2B,RBL1,ZFP30,ZNF563,ANAPC2,ZNF785,ZNF786,SRSF11,ZNF649,ZFP1,SNAPC2,PSMD4,AGO3,LSM10,PSMB8,SUPT4H1,ZNF549,DPY30,ING5,ZNF155,ZNF708,NR2C2,ZNF641,MOBP,HTT,ZNF624,POLR2F,ZNF221,L3MBTL2,HDAC11,ZNF749,POLR2G,ZNF184,SLC38A9,SMARCE1,EED,MED12,ZNF555,COX7C,AXIN1,POLR2H,ZNF557,GTF2A1,ZNF688,TAF11,TAF1,ZNF620,ZNF12,CNOT4,FOXO4,ERBB2,ZNF133,CBX6,PSMC2,IFNG,PCF11,ITCH,YWHAQ,ATXN3,POU2F1,RXRA,EHMT2,DHX38,GTF2E2,INTS3,ZNF506,ZNF195,TFAP2D,ZNF74,STAT1,TAF12,ESRRA,TAF6,TFAP2C,ZNF18,PSMD10,ZNF343,RNMT,TFAP2A,SRSF7,COX14,RGCC,ZNF14,RARB,ZNF180,NUDT21,CASP6,CPSF4,POLR2C,HDAC1,AFF4,PAX5,WDR61,KMT2D,BNIP3L,AGO4,CHEK1,ZNF556,NOTCH1,ZNF287,ZNF655,ZNF778,LSM11,NCBP2
pid - cxcr4 pathway	2.24e-02	-1.97	97	ITGA4,STAT5A,PIK3CG,PAG1,PIK3R5,PIK3R6,HCK,FYN,VAV1,GNAI3,RAP1B,STAT5B,RGS1,GRK6,PLCB3,BAD,PIK3CD,PTK2,PTK2B
kegg - chemokine signaling pathway	4.11e-02	-1.75	176	GNB4,PRKACB,PIK3CG,PIK3R5,GRK4,HCK,GNG3,ELMO1,VAV1,GNAI3,RAP1B,STAT5B,GRK6,PLCB3,GNB2,CCL22,CCR9,PIK3CD,MAP2K1,PTK2,GNG11,PTK2B,CCL28,PRKCD,NFKBIA,NFKB1,VAV3,PARD3,GNGT2,PREX1,GNG12,JAK3,NFKBIB,ADCY9,GSK3B,PLCB4,GNG5,GRK5,CXCL2,PIK3R1,PRKACA,CHUK,CXCL8,CCL1,ARRB2,DOCK2,TIAM2,CXCL13,ADCY5,BCAR1,ADCY3,AKT1,GNAI1,PRKX,ADCY6,CRK,CXCL10,CXCL6,WAS,CXCR1,CCL25
naba - matrisome	4.11e-02	-1.31	906	GPC4,CRELD2,PLXNC1,CCN2,CLCF1,ADAMTS8,MFAP2,IL6,KAZALD1,CRIM1,FGF3,LGALS8,CST9,PARM1,AREG,COL6A6,S100Z,COL5A1,MFGE8,AGRN,TNFSF8,FBLN2,SDC1,EBI3,HAPLN3,ADAMTS7,CRHBP,FGF9,OSM,CLEC2B,SEMA5A,CCL22,PXDN,IL17F,MASP1,PLXNA2,ADAM23,MUC5B,FST,MMP12,ADAM15,ADAM8,FGF14,TCHH,NDNF,FGF22,HBEGF,LOXL4,AMELY,GAS6,BMP7,ANXA6,CCL28,IL22,NTN3,LAMB2,EGFLAM,IL37,PLXNB2,VWA5B1,IL15,PLOD1,SEMA6B,SERPINE1,TNR,HPSE,HTRA1,F12,CHADL,TIMP3,CTSV,MMP20,IFNK,GDF11,GPC5,LGALS3,CSPG5,DMBT1,TGM2,PLXDC1,BMP4,INHBB,SEMA3D,FGF8,SERPINB11,ADAMTS18,MUC6,S100A5,ANGPTL4,ACAN,S100A10,NTF3,SMOC1,NRTN,ADAMTS19,FN1,SEMA5B,SERPINE2,TINAGL1,LGI3,ADAMTS14,ARTN,DCN,WNT7A,TPO,BRINP3,CCN3,FGF16,COL6A1,TLL2,THPO,ITIH5,SERPINA6,COL4A1,IHH,PLAU,COL8A2,IGFBPL1,IL10,OPTC,ADAMTS13,ANXA4,TNFSF4,MATN4,COL12A1,ADAMTS17,FREM1,CLEC4A,CXCL2,MMRN1,ADIPOQ,MMP7,CST4,PRL,MUC16,EMILIN3,SEMA7A,SERPINB6,LTBP2,FSTL3,WFIKKN1,TNFSF15,VWA3B,SERPINA9,IL25,COL3A1,MMP28,S100A1,EMILIN1,INSL3,CRISPLD2,LGALS2,COL27A1,COMP,C1QA,LOXL3,REG1B,RSPO3,CST3,CST11,FBLN5,NPNT,LGALS13,CXCL8,GPC1,IL1A,CCL1,COL19A1,CCN1,CCBE1,FGF18,VWA5B2,IL17B,HHIP,CLEC4F,IGFBP3,PLXNA1,IGSF10,C1QTNF4,WIF1,COL25A1,SERPINB1,TNC,CILP2,CTHRC1,LTBP1,AGT,CLEC11A,ADAM12,SULF1,MEGF8,GDNF,REG1A,EPO,CXCL13,COLEC12,BMP15,CELA2B,HAPLN4,GDF10,WFIKKN2,C1QL1,EGFL6,ZP4,FCN1,ADAMTSL3,PAPPA,TGM5,WNT6,ECM2,RELN,ADAMTS12,BMP1,FNDC1,SERPING1,KY,SEMA3E,NTN1,NCAN,COL1A1,ANGPT4,EFEMP2,BMP10,MMP24,MMP9,VEGFA,HAPLN1,CBLN4,CXCL10,MFAP4,ANGPTL7,HCFC1,MGP,CXCL6,VWCE,ADAM9,CSF2,HABP2,TMPRSS15,IL17D,S100A2,BCAN,CCL25,CSF1,WNT9B,COL11A2,CPN2,ADAM21,DPT,FCN2,IGFBP2,COL20A1,MUC17,LGALS9,CSTB,COL23A1,SERPINA1,NTNG2,GDF5,BMP8A,MMP10,CHRDL2,CCL20,ANXA13,IFNA21,C1QTNF1,COL17A1,PLXNA4,EMILIN2,CLEC1B,FBLN7,ADAMTS5,COL5A3,SSPO,P4HA2,COL13A1,IL19,COL7A1,S100A7,ADAM17,MATN1,INHBA,SLIT2,TNFSF11,C1QC,LGALS1,GPC2,FGF10,INHBC,AMBP,LGALS12,P3H3,VEGFC,F2,PAMR1,LMAN1,SFRP5,LTB,MMP15,CTSD,CTSL,CSF3,HAPLN2,CSTL1,CRISPLD1,ITIH6,EMID1,IL17A,CCN5,TNFSF14,SFTPC,IBSP,FGF5,ITIH1,VIT,COL6A3,SRPX,TIMP4,BMP2,C1QB,FGF6,FGF23,HRG,MEGF9,WNT2,LAMB3,MMP25,CTSG,NRG2,WNT4,S100P,PRG3,BMP5,FGF13,LOXL1,TGM6,CELA1,TSPEAR,SERPINB10,ANXA3,IL1B,ADAMTSL4,S100A9,CLEC12A,FGL1,SPARCL1,MATN2,COL9A1,NID2,PLXNB1,SERPINB7,TSKU,CCL4,EGFL7,TGM3,HGF,FGA,CXCL12,ADAMTS4,CLEC12B,FBN3,ADAMTS3,HYAL4,CXCL3,ADAM18,RSPO2,LUM,FBN1,CLEC4D,NID1,AMELX,COL6A2,TECTB,FGF21
naba - matrisome associated	4.11e-02	-1.35	646	GPC4,PLXNC1,CLCF1,ADAMTS8,IL6,KAZALD1,FGF3,LGALS8,CST9,PARM1,AREG,S100Z,TNFSF8,SDC1,EBI3,ADAMTS7,CRHBP,FGF9,OSM,CLEC2B,SEMA5A,CCL22,IL17F,MASP1,PLXNA2,ADAM23,MUC5B,FST,MMP12,ADAM15,ADAM8,FGF14,TCHH,FGF22,HBEGF,LOXL4,BMP7,ANXA6,CCL28,IL22,IL37,PLXNB2,IL15,PLOD1,SEMA6B,SERPINE1,HPSE,HTRA1,F12,TIMP3,CTSV,MMP20,IFNK,GDF11,GPC5,LGALS3,CSPG5,TGM2,PLXDC1,BMP4,INHBB,SEMA3D,FGF8,SERPINB11,ADAMTS18,MUC6,S100A5,ANGPTL4,S100A10,NTF3,NRTN,ADAMTS19,SEMA5B,SERPINE2,ADAMTS14,ARTN,WNT7A,TPO,BRINP3,FGF16,TLL2,THPO,ITIH5,SERPINA6,IHH,PLAU,IL10,ADAMTS13,ANXA4,TNFSF4,ADAMTS17,FREM1,CLEC4A,CXCL2,MMP7,CST4,PRL,MUC16,SEMA7A,SERPINB6,FSTL3,WFIKKN1,TNFSF15,SERPINA9,IL25,MMP28,S100A1,INSL3,LGALS2,C1QA,LOXL3,REG1B,CST3,CST11,LGALS13,CXCL8,GPC1,IL1A,CCL1,CCBE1,FGF18,IL17B,HHIP,CLEC4F,PLXNA1,C1QTNF4,WIF1,SERPINB1,AGT,CLEC11A,ADAM12,SULF1,MEGF8,GDNF,REG1A,EPO,CXCL13,COLEC12,BMP15,CELA2B,GDF10,WFIKKN2,C1QL1,EGFL6,FCN1,ADAMTSL3,PAPPA,TGM5,WNT6,ADAMTS12,BMP1,SERPING1,KY,SEMA3E,ANGPT4,BMP10,MMP24,MMP9,VEGFA,CBLN4,CXCL10,ANGPTL7,HCFC1,CXCL6,ADAM9,CSF2,HABP2,TMPRSS15,IL17D,S100A2,CCL25,CSF1,WNT9B,CPN2,ADAM21,FCN2,MUC17,LGALS9,CSTB,SERPINA1,GDF5,BMP8A,MMP10,CHRDL2,CCL20,ANXA13,IFNA21,C1QTNF1,PLXNA4,CLEC1B,ADAMTS5,P4HA2,IL19,S100A7,ADAM17,INHBA,TNFSF11,C1QC,LGALS1,GPC2,FGF10,INHBC,AMBP,LGALS12,P3H3,VEGFC,F2,PAMR1,LMAN1,SFRP5,LTB,MMP15,CTSD,CTSL,CSF3,CSTL1,ITIH6,IL17A,TNFSF14,SFTPC,FGF5,ITIH1,TIMP4,BMP2,C1QB,FGF6,FGF23,HRG,MEGF9,WNT2,MMP25,CTSG,NRG2,WNT4,S100P,BMP5,FGF13,LOXL1,TGM6,CELA1,SERPINB10,ANXA3,IL1B,ADAMTSL4,S100A9,CLEC12A,PLXNB1,SERPINB7,CCL4,EGFL7,TGM3,HGF,CXCL12,ADAMTS4,CLEC12B,ADAMTS3,HYAL4,CXCL3,ADAM18
reactome - gap junction trafficking and regulation	4.11e-02	-2.04	41	TUBB6,TUBB2B,GJD4,CLTB,TUBB4B,SRC,GJA4,GJD3,GJA3,DNM2,TUBA4B,TUBA1C,TUBB2A,ACTB,GJC2,GJB6,TUBB1,TJP1,GJA1,CLTCL1,AP2M1
reactome - g protein beta gamma signalling	4.11e-02	-2.09	31	GNB4,PIK3CG,PIK3R5,PIK3R6,GNG3,PLCB3,GNB2,GNG11,GNGT2,ARHGEF6,GNG12
reactome - metabolism of rna	4.11e-02	1.45	579	NSUN4,MPHOSPH10,RNPC3,EDC4,SNRNP35,RPL37A,PPWD1,ZCRB1,ADAR,PWP2,POP4,RIOK2,APOBEC1,C2orf49,DDX23,NSUN6,PABPC1,MTO1,ADAT1,CPSF7,RPS23,HNRNPA0,DHX16,PRPF8,DDX52,SNRNP48,SRSF5,DUS2,LSM2,CDKAL1,CCAR1,EXOSC10,METTL3,CDC40,TUT7,DNAJC8,PARN,MRM2,TPR,PSMB4,PRPF31,NUP85,EXOSC1,TRNT1,MTREX,TRMT13,GEMIN2,NOL12,THOC1,WDR36,XRN1,DDX1,CSTF3,ERCC3,CSTF2T,NUP205,USP39,TRMT11,CNOT7,U2AF1L4,TRMU,FTSJ3,PPIE,UPF3A,CPSF2,LAS1L,RBM17,PPIL3,ALKBH8,PNRC2,SRSF1,NUP107,GEMIN7,TTC37,PLRG1,NUP42,RPS14,RPP38,TFB1M,TUT4,LSM1,U2SURP,TYW1,NUP43,AQR,PSMC6,PAIP1,NOL9,EPRS1,CNOT11,PAN3,EXOSC8,ELAC2,UTP15,TRMT61B,TP53RK,MTERF4,SNRPD2,APOBEC3C,DDX6,EDC3,CSTF1,PUS3,RPL15,METTL14,UTP25,LSM8,PSMB1,DDX46,CRNKL1,MPHOSPH6,PSMB10,RANBP2,RNPS1,POLR2B,SMG8,CNOT6,HNRNPR,SF3A3,NUP133,POLR2I,CWC27,CNOT1,FIP1L1,LCMT2,PSMF1,PDCD7,SRSF4,DCP2,WDR77,SRRM2,EXOSC2,SRSF11,NUP160,PSMD4,EIF4B,IGF2BP3,LSM10,PSMB8,GEMIN6,NOL11,RPS27L,POLR2F,POLR2G,PAN2,SF3B1,POLR2H,FTSJ1,RPL7,RPS27,CHERP,SMG9,CNOT4,UTP18,PSMC2,PCF11,SF3B2,OSGEP,FBL,SNRPA,DHX38,ELAVL2,TRMT12,SMG5,RTCB,IMP3,PUS1,PSMD10,RNMT,POP5,SRSF7,SNRNP40,GEMIN5,NUDT21,CPSF4,RBM22,POLR2C,EXOSC3,WDR61,ADAT2,NT5C3B,DDX42,UTP20,CD2BP2,LSM11,NCBP2,SRSF6,PSMC5,MNAT1,NUP35,TYW5,NOP2,GTF2H1,GSPT2,GEMIN8,RPL35,TSEN34,SARNP,UTP14A,SNRNP27,PSMD2,SNRNP70,SUGP1,SYMPK,PELP1,CWC15,TGS1,RBM5,SNRPC,RPP30,ZMAT5,PPIL4,NAT10,CSTF2,TRMT6,DIS3,LSM6,POP1,NUP88,RPL36AL,RPL10A,SUPT5H,PSMB6,UPF1,GTF2H5,HNRNPF,WBP4,ZBTB8OS,WDR75,NSUN2,SF3B6,GLE1,GTF2H3,FUS,GPKOW,KRR1,MAPKAPK2,NUP37,GTPBP3,CWC22
reactome - g alpha i signalling events	6.16e-02	-1.37	369	GNB4,PRKACB,GALR3,LDLR,GPC4,PDE4D,KPNA2,GRK4,GPSM3,GNG3,RGS19,NPW,GNAI3,AGRN,GPER1,SDC1,NPY,NPB,RGS16,ADRA2A,RGS1,PLCB3,PPP2R1B,GNB2,CCR9,HSD17B6,LRP8,GNG11,RDH8,CCL28,NPBWR1,SAG,PRKCD,OPRL1,SST,RGS9,GUCY2D,GPC5,SSTR1,PPP1R1B,P2RY12,GNGT2,GNG12,PPP3CA,PPP1CA,PMCH,RGS8,PPP3CB,GPR183,GPSM1,MCHR2,ADCY9,SRC,PLCB4,ACKR3,MYO7A,CLPS,PTGER3,GNG5,CXCL2,RCVRN,HEBP1,PPP3R1,SSTR2,FPR3,PRKACA,GPSM2,OXER1,GAL,SSTR4,CXCL8,PRKAR1B,GPC1,CCL1,PYY,CAMK2B,APOE,AGT,GALR2,TTR,PPP2R1A,CNGB1,NMT2,CXCL13,ADCY5,OPRK1,C5AR1,GPR37L1,NMU,ADCY3,PLB1,GNAI1,NPBWR2,PRKX,GPR55
reactome - opioid signalling	6.22e-02	-1.82	85	GNB4,PRKACB,PDE4D,KPNA2,GNG3,GNAI3,PLCB3,PPP2R1B,GNB2,GNG11,PRKCD,PPP1R1B,GNGT2,GNG12,PPP3CA,PPP1CA,PPP3CB,ADCY9,PLCB4,GNG5,PPP3R1,PRKACA,PRKAR1B,CAMK2B,PPP2R1A,ADCY5,ADCY3,GNAI1,PRKX,ADCY6,GNAT2,ITPR1
