pathway	padj	NES	size	leadingEdge
kegg - cell cycle	6.03e-09	2.43	111	CDC25B,CDC20,CDC7,PRKDC,CDK1,MCM4,CCNA1,CDC45,CCNE1,MCM3,DBF4,CCNB1,TTK,PLK1,CHEK1,CCNB2,RAD21,PCNA,CDK2,ORC1,CCNE2,ATR,MCM7,CDK6,MCM2,MAD2L2,CDC6,MCM6,BUB1,MAD2L1,YWHAH,CDC25C,CDC25A,ANAPC13,CUL1,ORC5,CCNA2,BUB3,SKP2,ORC3,ANAPC10,PKMYT1,TGFB2,CDK4,YWHAG,HDAC2,YWHAQ,PTTG1,MCM5,RBL1,E2F3,SFN,E2F1,SMC3,MYC,CDKN1A,TFDP1,TFDP2
reactome - activation of the pre replicative complex	6.03e-09	2.6	33	POLE4,CDC7,MCM4,CDC45,MCM3,DBF4,MCM10,CDK2,ORC1,POLE2,MCM7,PRIM2,MCM2,CDC6,MCM6,POLA2,PRIM1,ORC5,ORC3,MCM8,POLE3,RPA3,POLA1,MCM5,GMNN,POLE,CDT1
reactome - apc c mediated degradation of cell cycle proteins	6.03e-09	2.56	73	PSMB2,PSME4,UBE2C,PSMB4,PSMB5,CDC20,NEK2,PSMA4,PSMA1,CDK1,CCNA1,PSMD2,CCNB1,PSMB7,PLK1,AURKB,PSMD9,PSMD12,PSMD14,PSMA2,CDK2,FBXO5,PSMC2,PSME3,PSMB3,PSMD11,MAD2L1,PSMD3,CUL1,CCNA2,BUB3,SEM1,SKP2,ANAPC10,PSMC4,PSMA5,PTTG1,PSMD8,PSMC3,PSMD7,PSMA3,PSMD13,PSMB1,PSMB8,PSMD5
reactome - assembly of collagen fibrils and other multimeric structures	6.03e-09	2.47	56	ITGA6,LAMA3,ITGB4,MMP3,LAMC2,PLEC,COL4A1,MMP13,COL4A5,DST,LAMB3,COL4A2,LOXL2,COL27A1,COL7A1,MMP7,PXDN,COL24A1,COL10A1,MMP9,CD151,COL5A2,COL12A1,TLL1,COL5A3,CTSB,COL5A1,BMP1,COL8A1,COL6A3,COL17A1,LOX,COL1A1,LOXL3,COL2A1,COL11A1
reactome - assembly of the pre replicative complex	6.03e-09	2.57	61	PSMB2,PSME4,PSMB4,PSMB5,PSMA4,PSMA1,MCM4,MCM3,PSMD2,PSMB7,PSMD9,PSMD12,PSMD14,PSMA2,ORC1,PSMC2,PSME3,MCM7,PSMB3,MCM2,CDC6,PSMD11,MCM6,PSMD3,ORC5,SEM1,ORC3,PSMC4,PSMA5,MCM8,MCM5,PSMD8,PSMC3,GMNN,E2F3,CDT1,PSMD7,PSMA3,PSMD13,PSMB1,E2F1,PSMB8,PSMD5
reactome - cell cycle	6.03e-09	2.7	546	PSMB2,NDE1,PSME4,RCC2,UBE2C,FOXM1,ODF2,GINS1,HJURP,CENPI,TPX2,RUVBL1,BORA,PSMB4,KIF2C,CENPO,DSN1,CKAP5,PSMB5,CDCA5,BIRC5,RAD1,NCAPG2,POLE4,CDCA8,CDC25B,H2BC9,CDC20,NEK2,CDC7,EXO1,NUP155,DSCC1,PSMA4,PSMA1,CDK1,ZWINT,MCM4,OIP5,NUP37,CCNA1,CDC45,BRCA2,NUP160,CENPE,KIF18A,CCNE1,MCM3,PSMD2,DBF4,KIF20A,CCNB1,DNA2,PSMB7,PLK4,MASTL,SKA1,MZT1,TK1,PLK1,CHEK1,AURKB,PSMD9,CCNB2,CENPF,NUF2,ERCC6L,NDC80,MCM10,PSMD12,RAD21,UBE2V2,PCNA,PSMD14,PSMA2,CDK2,FBXO5,ORC1,PSMC2,CCNE2,PSME3,ATR,POLE2,ANKLE2,MCM7,PPP2R2D,TUBB,NEDD1,CENPQ,ZWILCH,PSMB3,PRIM2,CDK6,CENPK,MCM2,RRM2,BRCA1,CDC6,PSMD11,CSNK2A2,TOP3A,MIS18A,H2BC17,MCM6,TOP2A,SPC25,POLA2,BRIP1,BUB1,NCAPD2,MAD2L1,PRIM1,PSMD3,YWHAH,HAUS6,GINS4,MDC1,H2AX,CDC25C,CDC25A,MNAT1,MND1,CLSPN,BLM,AJUBA,RAN,DYNC1H1,TOPBP1,NUP93,CUL1,KNL1,ORC5,NUP54,CCNA2,NUP107,LIN9,XPO1,NDC1,RMI1,SYCP2,LMNB1,CEP164,CENPT,BUB3,HMMR,MYBL2,SEM1,SKP2,RAD51,ESCO2,REC8,SMC2,FEN1,ORC3,CC2D1B,NUDC,ANAPC10,TYMS,PKMYT1,GINS2,RBBP8,AKT1,SGO2,CEP72,PSMC4,PSMA5,POLD3,CENPH,CKS1B,RFC2,DYNC1LI1,KIF23,MCM8,CDK4,YWHAG,NCAPD3,RAE1,NUP85,MAPRE1,NEK7,TNPO1,YWHAQ,TP53BP1,NUP42,POLE3,PSMC3IP,NCAPG,PTTG1,NBN,RPA3,RFC3,POLA1,H2AZ1,H2BC12,CLASP1,MCM5,NME7,PSMD8,NOP10,SRC,PSMC3,CEP192,TUBAL3,SMC4,NUP153,RBL1,GMNN,POLE,HAUS8,ARPP19,E2F3,KNTC1,WRN,SPDL1,CDT1,PSMD7,H3C2,PPP2R5B,MIS12,CHTF18,SFN,PSMA3,PSMD13,HUS1,CEP70,PSMB1,CENPN,POLD1,LEMD2,H3C11,COP1,H2BC11,E2F1,POT1,PSMB8,H2AC8,SMC3,PSMD5,MYC,MIS18BP1,SKA2,NSL1,CENPM,CEP290,LIN52,CDKN1A,H2BC3,TFDP1,NUP35,CEP78,TFDP2,ACD,CENPU,PPP2R5E,WRAP53,RNF168,KPNB1,NUP188,CENPJ,H2BC21,CETN2,H4C8,H2AZ2,RMI2,PPME1,TUBA1C,RFC5,GAR1,RFC1,POLD2,ANAPC11,GINS3,H2BC14,PSMD4,H2BC5,LYN,HDAC1,MRE11,PSMB6,PSMB10,HDAC8,CEP135,PIF1,UBE2I
reactome - cell cycle checkpoints	6.03e-09	2.9	239	PSMB2,NDE1,PSME4,RCC2,UBE2C,CENPI,PSMB4,KIF2C,CENPO,DSN1,CKAP5,PSMB5,BIRC5,RAD1,CDCA8,H2BC9,CDC20,CDC7,EXO1,PSMA4,PSMA1,CDK1,ZWINT,MCM4,NUP37,CCNA1,CDC45,NUP160,CENPE,KIF18A,CCNE1,MCM3,PSMD2,DBF4,CCNB1,DNA2,PSMB7,SKA1,PLK1,CHEK1,AURKB,PSMD9,CCNB2,CENPF,NUF2,ERCC6L,NDC80,MCM10,PSMD12,UBE2V2,PSMD14,PSMA2,CDK2,ORC1,PSMC2,CCNE2,PSME3,ATR,MCM7,CENPQ,ZWILCH,PSMB3,CENPK,MCM2,BRCA1,CDC6,PSMD11,TOP3A,H2BC17,MCM6,SPC25,BRIP1,BUB1,MAD2L1,PSMD3,YWHAH,MDC1,H2AX,CDC25C,CDC25A,CLSPN,BLM,DYNC1H1,TOPBP1,KNL1,ORC5,CCNA2,NUP107,XPO1,RMI1,CENPT,BUB3,SEM1,ORC3,NUDC,ANAPC10,PKMYT1,RBBP8,SGO2,PSMC4,PSMA5,CENPH,RFC2,DYNC1LI1,MCM8,YWHAG,NUP85,MAPRE1,YWHAQ,TP53BP1,NBN,RPA3,RFC3,H2BC12,CLASP1,MCM5,PSMD8,PSMC3,KNTC1,WRN,SPDL1,PSMD7,PPP2R5B,MIS12,SFN,PSMA3,PSMD13,HUS1,PSMB1,CENPN,COP1,H2BC11,PSMB8,PSMD5,SKA2,NSL1,CENPM,CDKN1A,H2BC3,CENPU,PPP2R5E
reactome - cell cycle mitotic	6.03e-09	2.68	451	PSMB2,NDE1,PSME4,RCC2,UBE2C,FOXM1,ODF2,GINS1,CENPI,TPX2,BORA,PSMB4,KIF2C,CENPO,DSN1,CKAP5,PSMB5,CDCA5,BIRC5,NCAPG2,POLE4,CDCA8,CDC25B,H2BC9,CDC20,NEK2,CDC7,NUP155,PSMA4,PSMA1,CDK1,ZWINT,MCM4,NUP37,CCNA1,CDC45,NUP160,CENPE,KIF18A,CCNE1,MCM3,PSMD2,DBF4,KIF20A,CCNB1,DNA2,PSMB7,PLK4,MASTL,SKA1,MZT1,TK1,PLK1,AURKB,PSMD9,CCNB2,CENPF,NUF2,ERCC6L,NDC80,MCM10,PSMD12,RAD21,PCNA,PSMD14,PSMA2,CDK2,FBXO5,ORC1,PSMC2,CCNE2,PSME3,POLE2,ANKLE2,MCM7,PPP2R2D,TUBB,NEDD1,CENPQ,ZWILCH,PSMB3,PRIM2,CDK6,CENPK,MCM2,RRM2,CDC6,PSMD11,CSNK2A2,H2BC17,MCM6,TOP2A,SPC25,POLA2,BUB1,NCAPD2,MAD2L1,PRIM1,PSMD3,HAUS6,GINS4,H2AX,CDC25C,CDC25A,MNAT1,AJUBA,RAN,DYNC1H1,NUP93,CUL1,KNL1,ORC5,NUP54,CCNA2,NUP107,LIN9,XPO1,NDC1,LMNB1,CEP164,CENPT,BUB3,HMMR,MYBL2,SEM1,SKP2,ESCO2,SMC2,FEN1,ORC3,CC2D1B,NUDC,ANAPC10,TYMS,PKMYT1,GINS2,AKT1,SGO2,CEP72,PSMC4,PSMA5,POLD3,CENPH,CKS1B,RFC2,DYNC1LI1,KIF23,MCM8,CDK4,YWHAG,NCAPD3,RAE1,NUP85,MAPRE1,NEK7,TNPO1,NUP42,POLE3,NCAPG,PTTG1,RPA3,RFC3,POLA1,H2AZ1,H2BC12,CLASP1,MCM5,NME7,PSMD8,SRC,PSMC3,CEP192,TUBAL3,SMC4,NUP153,RBL1,GMNN,POLE,HAUS8,ARPP19,E2F3,KNTC1,SPDL1,CDT1,PSMD7,H3C2,PPP2R5B,MIS12,PSMA3,PSMD13,CEP70,PSMB1,CENPN,POLD1,LEMD2,H3C11,H2BC11,E2F1,PSMB8,H2AC8,SMC3,PSMD5,MYC,SKA2,NSL1,CENPM,CEP290,LIN52,CDKN1A,H2BC3,TFDP1,NUP35,CEP78,TFDP2,CENPU,PPP2R5E,KPNB1,NUP188,CENPJ,H2BC21,CETN2,H4C8,H2AZ2,PPME1,TUBA1C,RFC5,RFC1,POLD2,ANAPC11,GINS3,H2BC14,PSMD4,H2BC5,LYN,HDAC1,PSMB6,PSMB10,HDAC8,CEP135
reactome - chromosome maintenance	6.03e-09	2.44	83	HJURP,CENPI,RUVBL1,CENPO,H2BC9,DSCC1,OIP5,DNA2,PCNA,CENPQ,PRIM2,CENPK,MIS18A,H2BC17,POLA2,PRIM1,H2AX,BLM,KNL1,CENPT,FEN1,POLD3,CENPH,RFC2,RPA3,RFC3,POLA1,H2AZ1,H2BC12,NOP10,WRN,CHTF18,CENPN,POLD1,H2BC11,POT1,H2AC8,MIS18BP1,CENPM,H2BC3,ACD,CENPU,WRAP53,H2BC21,H4C8,H2AZ2,RFC5,GAR1,RFC1,POLD2,H2BC14,H2BC5,PIF1
reactome - collagen formation	6.03e-09	2.58	82	ITGA6,PLOD1,LAMA3,ITGB4,MMP3,LAMC2,PLEC,COL4A1,P4HA1,MMP13,COLGALT1,P4HA2,COL4A5,PLOD3,DST,P3H1,LAMB3,COL4A2,LOXL2,COL27A1,COL7A1,PLOD2,MMP7,SERPINH1,PXDN,P3H2,COL24A1,COL22A1,COL10A1,MMP9,CD151,COL5A2,COL12A1,TLL1,COL5A3,CTSB,COL5A1,BMP1,COL16A1,COL8A1,PPIB,COL6A3,COL17A1,ADAMTS2,LOX,COL1A1,COL13A1,LOXL3,COL2A1,COL11A1
