pathway	padj	NES	size	leadingEdge
kegg - cell cycle	3.66e-09	2.74	113	CDC25C,CDK2,RBL1,CDC6,CCNB2,CHEK2,MCM4,CDC25B,SKP2,CDC45,CHEK1,TFDP2,TTK,CDK4,CDC25A,BUB1,MCM6,ORC6,CDKN2A,CCNE1,CCNE2,CREBBP,MCM5,E2F3,MCM3,ANAPC5,CCNA2,MCM7,ORC1,E2F2,BUB3,PRKDC,CDK1,CDKN1A,MAD2L1,PTTG1,TFDP1,PCNA,CDC20,YWHAH,STAG1,RAD21,SMC1A,GSK3B,DBF4,CDC23,ORC2,ORC3,ANAPC11,ORC5,ATR,MDM2,HDAC2,SMC3,HDAC1,RB1,CDKN2C,E2F5,MAD2L2,YWHAG,PLK1,ORC4,ANAPC13,ESPL1,YWHAQ,SMAD2
kegg - dna replication	3.66e-09	2.63	35	PRIM1,PRIM2,RFC3,POLE2,MCM4,RFC4,POLA1,POLE,MCM6,DNA2,MCM5,MCM3,FEN1,MCM7,RPA1,RPA3,PCNA,RNASEH2A,RNASEH1,POLA2,LIG1,POLE4,POLD1,RPA2
kegg - neuroactive ligand receptor interaction	3.66e-09	-2.29	224	PRSS3,PRSS2,VIPR2,CTSG,LPAR6,ADRB2,BDKRB1,GHR,VIPR1,GABRG2,ADRA2A,PTGER3,CNR1,GNRHR,GRIA1,LPAR1,HTR1E,GRIA2,TSPO,ADRA1D,GABRG3,BRS3,ADCYAP1R1,THRA,GABRB2,PTGDR,MAS1,GRIA3,EDNRB,ADRA1B,NPY1R,AGTR2,GLP2R,GABRB1,TAAR2,HTR2B,PRLR,LPAR4,P2RX1,THRB,TAAR8,HCRTR2,AGTR1,CALCRL,TACR1,GRIK1,P2RY4,NMUR1,GRIK2,GRPR,FSHB,TAAR9,HRH4,TBXA2R,PTGIR,NPY5R,EDNRA,PLG,CHRM3,OPRD1,GABRA4,GRIA4,SSTR5,GRIK3,GLRB,CCKBR,PTGER2,PRL,CHRND,GABRA6,CHRNA6,GRIN1,GRM7,HTR4,F2,GPR50,MC3R,MC5R,MCHR1,RXFP1,GALR3,TRHR,TAAR5,GH2,RXFP2,GRIK5,P2RY2,GH1,FSHR,GRIN2A,SCTR,PTGFR,SSTR3,GABRA3,MCHR2,MTNR1A,GRID1,TAAR1,CHRNA1,CALCR,ADRA1A,CHRNA9,GABRA2,SSTR1,GABRR2,MC4R,TSHB,CHRNG,P2RX3,GIPR,GLP1R,P2RY1,NPY2R,CHRM5,SSTR4,AVPR1A,HTR1A,CHRM1,HTR7,CHRNB2,UTS2R,CHRNA4,GHSR,S1PR1,P2RY13,SSTR2,CNR2,F2R,TACR3,GLRA2,GCGR,P2RX2,GABBR1,NMUR2,ADRB3,AVPR2,GABRA5,GLRA3,GLRA1,GRM4,CYSLTR2,S1PR2,HRH2,FPR2,CHRNA3,HTR1D,CCKAR,MTNR1B,ADRB1
kegg - spliceosome	3.66e-09	2.67	108	U2SURP,PRPF3,PRPF4,CTNNBL1,TCERG1,CHERP,ALYREF,DHX16,PHF5A,SNRNP70,PRPF38A,SNRPG,USP39,SRSF4,LSM2,WBP11,TRA2B,EFTUD2,PRPF40A,NCBP1,DDX23,NCBP2,HNRNPM,RBM22,SRSF10,SNRNP40,PPIH,SNRPB,PUF60,THOC1,DHX15,LSM4,SNRPD1,PPIL1,SNRPA,SNW1,U2AF2,SNRPA1,PRPF38B,SRSF7,SF3B2,SF3A3,U2AF1,DHX8,LSM5,SNRNP27,PRPF31,PRPF19,SNRPB2,SRSF1,HNRNPU,EIF4A3,ACIN1,LSM8,BUD31,LSM3,HNRNPK,SF3B4,CDC5L,SMNDC1,SRSF3,HSPA2,SF3A1,SNRPF,RBM8A,DHX38,LSM6,SNRPC,SF3A2,SF3B1,SRSF6,DDX46,PCBP1,THOC2,SNRPE,BCAS2,PPIE,DDX5,SF3B6,SNRPD2,PLRG1,SNRNP200,AQR,SNRPD3,LSM7,MAGOHB,CRNKL1
naba - matrisome	3.66e-09	-1.86	864	CRNN,TGM3,PRSS3,CXCL14,SFTA2,SPON1,PRSS2,RPTN,LGALSL,MUC15,THSD4,IL36RN,PAMR1,SERPINB11,SERPINB12,SBSPON,PDGFD,IL1RN,CTSG,VWA5A,ECM1,CSTA,TGM5,IL34,LAMC3,FLG,S100A12,WNT4,AREG,IGFBP5,SFTPD,TGM7,EMILIN3,F9,IL25,SERPINB2,CLEC4M,MASP1,FGF9,GAS6,CRISPLD1,CCN3,LAMB2,SERPINB13,VWF,CST6,PI3,CILP,NTF3,HYAL2,SEMA6B,SLIT3,LTBP4,PLXDC2,S100A14,SEMA5A,CHRD,SCUBE2,TSKU,ADAM22,PRELP,DCN,BMP4,VEGFB,CCN5,CHAD,HPSE2,HMCN1,ABI3BP,MFAP4,SPARCL1,WNT5A,ADAM23,CCL26,S100A9,SERPINB8,S100A7,BMP3,FAM20A,PODNL1,FGFBP1,EFEMP2,ANGPT1,NDNF,NTNG1,SNED1,SLIT2,COL17A1,MUC6,MEGF10,WNT8A,EMCN,ADAM33,SVEP1,C1QTNF7,PODN,CLEC10A,NRG2,ANXA9,RELN,PAPPA2,IL36B,PCSK5,S100Z,ITIH5,COL18A1,CST4,CLEC11A,S100A8,PCSK6,FGF10,CBLN1,MATN2,LGALS14,HBEGF,MUC5B,SFRP1,ANXA1,FGF14,PARM1,FREM1,CLEC14A,LGI4,SEMA3B,TGM1,ADAMTS4,FMOD,HGF,EFEMP1,LAMA2,COL23A1,EGFL7,CCL16,SFTPC,IGF1,THBS3,NTN1,ADAMTSL1,IGFBP4,SEMA3D,BTC,COL21A1,TECTB,CTSF,MUC12,SEMA6D,VWCE,EMILIN1,S100A16,COL9A1,ZP2,CTF1,FBLN2,SEMA3E,BDNF,CCL2,CPAMD8,CCN6,CHRDL1,ANGPTL7,CBLN2,DPT,OMD,FGF22,FGF7,CCL21,CSTB,IL16,SLPI,WIF1,IGFBP6,TGFB3,CRHBP,REG4,VWC2,COLQ,ADAMTS5,ADAMTS8,HAPLN4,RSPO1,IL1F10,AMELY,CLEC12B,MMRN1,TNFSF11,GPC6,MMP2,CXCL12,TMPRSS15,OGN,CCL1,BMP7,DMBT1,SHH,COL5A3,SEMA3G,COL6A2,CLEC1A,IL18,ADAMTSL3,IGFBP7,IL9,WFIKKN2,ADAM30,NID1,ADAMTSL5,NGF,EDA,ECM2,ADAM20,MMP19,PDGFB,ADAM12,SERPINE2,OGFOD1,A2M,MFGE8,SEMA4A,WNT16,PZP,COL19A1,CRISPLD2,PLXNA4,AGT,ELN,COL28A1,MBL2,ANGPTL1,KAZALD1,FGF1,PLG,IL17B,TINAG,LGALS3,SERPINF1,MATN1,SERPINI1,FBLN1,WNT10A,TIMP4,NRTN,CST11,CST9,LGI3,ITIH4,MMP26,FCN1,LGI2,PRG2,F13A1,IL2,VWA5B1,WNT5B,MMP17,SERPINB10,SERPINA12,ANGPTL2,SEMA4G,SERPINA6,FGF2,COL6A5,CLEC4G,PRL,LAMB4,PTN,TSPEAR,ADAMTS19,IHH,EPO,MEGF9,SRPX,INHA,VIT,LTBP3,CCN1,CCL23,KY,TLL1,NTN3,MEGF6,P3H2,ADAM32,INSL6,GDF10,F2,CCL24,COL11A2,FGB,SEMA3F,INHBB,SFRP4,ADAMTS10,C1QTNF1,BRINP2,MMP24,CSF3,PF4,GPC5,IGFBP1,LGALS12,CLEC4D,ADAMTS9,FGF3,CCBE1,MMP28,ADAMTS1,MEPE,CRLF1,CST9L,FLG2,BCAN,FGF12,REG1A,IFNA2,HHIP,S100A4,GH2,COL25A1,FRAS1,SERPINB3,CRELD1,SEMA6C,WNT8B
naba - matrisome associated	3.66e-09	-1.75	619	CRNN,TGM3,PRSS3,CXCL14,SFTA2,PRSS2,RPTN,LGALSL,MUC15,IL36RN,PAMR1,SERPINB11,SERPINB12,PDGFD,IL1RN,CTSG,CSTA,TGM5,IL34,FLG,S100A12,WNT4,AREG,SFTPD,TGM7,F9,IL25,SERPINB2,CLEC4M,MASP1,FGF9,SERPINB13,CST6,PI3,NTF3,HYAL2,SEMA6B,PLXDC2,S100A14,SEMA5A,CHRD,SCUBE2,ADAM22,BMP4,VEGFB,HPSE2,WNT5A,ADAM23,CCL26,S100A9,SERPINB8,S100A7,BMP3,FAM20A,FGFBP1,ANGPT1,MUC6,MEGF10,WNT8A,EMCN,ADAM33,C1QTNF7,CLEC10A,NRG2,ANXA9,PAPPA2,IL36B,PCSK5,S100Z,ITIH5,CST4,CLEC11A,S100A8,PCSK6,FGF10,CBLN1,LGALS14,HBEGF,MUC5B,SFRP1,ANXA1,FGF14,PARM1,FREM1,CLEC14A,SEMA3B,TGM1,ADAMTS4,HGF,EGFL7,CCL16,SFTPC,IGF1,ADAMTSL1,SEMA3D,BTC,CTSF,MUC12,SEMA6D,S100A16,CTF1,SEMA3E,BDNF,CCL2,CPAMD8,CHRDL1,ANGPTL7,CBLN2,FGF22,FGF7,CCL21,CSTB,IL16,SLPI,WIF1,TGFB3,CRHBP,REG4,VWC2,ADAMTS5,ADAMTS8,IL1F10,CLEC12B,TNFSF11,GPC6,MMP2,CXCL12,TMPRSS15,CCL1,BMP7,SHH,SEMA3G,CLEC1A,IL18,ADAMTSL3,IL9,WFIKKN2,ADAM30,ADAMTSL5,NGF,EDA,ADAM20,MMP19,PDGFB,ADAM12,SERPINE2,OGFOD1,A2M,SEMA4A,WNT16,PZP,PLXNA4,AGT,MBL2,ANGPTL1,KAZALD1,FGF1,PLG,IL17B,LGALS3,SERPINF1,SERPINI1,WNT10A,TIMP4,NRTN,CST11,CST9,ITIH4,MMP26,FCN1,F13A1,IL2,WNT5B,MMP17,SERPINB10,SERPINA12,ANGPTL2,SEMA4G,SERPINA6,FGF2,CLEC4G,PRL,PTN,ADAMTS19,IHH,EPO,MEGF9,INHA,CCL23,KY,TLL1,MEGF6,P3H2,ADAM32,INSL6,GDF10,F2,CCL24,SEMA3F,INHBB,SFRP4,ADAMTS10,C1QTNF1,BRINP2,MMP24,CSF3,PF4,GPC5,LGALS12,CLEC4D,ADAMTS9,FGF3,CCBE1,MMP28,ADAMTS1,CRLF1,CST9L,FLG2,FGF12,REG1A,IFNA2,HHIP,S100A4,GH2,SERPINB3,SEMA6C,WNT8B
pid - e2f pathway	3.66e-09	2.59	67	CDK2,RBL1,CDC6,TOPBP1,BRCA1,TYMS,POLA1,TFDP2,CDC25A,RRM2,CDKN2A,CCNE1,CCNE2,CREBBP,E2F3,MCM3,TK1,CCNA2,ORC1,E2F7,E2F2,RRM1,CDK1,PLAU,CDKN1A,TFDP1,CBX5,DHFR,RANBP1,MYBL2,SP1,RBBP4,SERPINE1,HDAC1,RB1,CDKN2C,CASP7,E2F5,RYBP,TRIM28
pid - fanconi pathway	3.66e-09	2.58	42	RFC3,FANCI,TOPBP1,BRCA1,RFC4,CHEK1,UBE2T,FANCG,FANCE,USP1,FANCL,BRCA2,FANCD2,RPA1,RMI1,PALB2,FANCA,RPA2,FAN1,MRE11,ATR,NBN,H2AX,RAD1,BRIP1,RFC2,FANCC,FANCB,RAD17,RFC5
reactome - activation of atr in response to replication stress	3.66e-09	2.61	33	CDC25C,CDK2,MCM10,CDC6,RFC3,MCM4,RFC4,CDC45,CHEK1,CDC25A,MCM6,ORC6,MCM5,MCM3,MCM7,ORC1,RPA1,RPA3,MCM8,RAD9B,RPA2,DBF4,ORC2,ORC3,ORC5,ATR,RAD1
reactome - activation of the pre replicative complex	3.66e-09	2.76	31	CDK2,MCM10,PRIM1,PRIM2,CDC6,POLE2,MCM4,POLA1,CDC45,POLE,MCM6,ORC6,MCM5,MCM3,GMNN,MCM7,ORC1,RPA1,RPA3,MCM8,POLA2,POLE4,RPA2,DBF4,ORC2,ORC3,POLE3,ORC5,CDT1
reactome - base excision repair	3.66e-09	2.47	66	PARP2,RFC3,POLE2,RFC4,NEIL3,POLE,FEN1,H2AC8,RPA1,H2BC9,RPA3,PARP1,PCNA,H2BC12,H2BC4,H2BC6,LIG1,POLE4,UNG,TERF2,H2BC5,POLD1,RPA2,H2AZ1,MBD4,POLE3,H2BC11,H2AX,ACD,POLD3,APEX1,POT1,RFC2,RFC1,TDG,H2AC14,MUTYH
