pathway	padj	NES	size	leadingEdge
reactome - metabolism of rna	7.44e-08	1.95	538	PUS7,NDC1,NOP58,TRMT10A,PSMA5,RPL32,NUP42,WDR12,RPS7,XPOT,ELAVL2,RPL18,TRMT12,RPL22L1,BYSL,RPS6,METTL1,WDR43,HNRNPK,RPP40,TXNL4A,QTRT1,RAN,POLR2H,RPL14,RRP9,RPP38,HNRNPF,RPL8,PUS3,CPSF3,NOP10,WDR75,WDR3,SNRPB,DDX21,NSUN6,SEH1L,TRMT6,EPRS1,NUP58,DDX39A,METTL3,RPL34,EXOSC5,GEMIN4,GEMIN8,UTP6,MPHOSPH10,SNRPA,POP1,NUP50,PSME4,SNRNP40,NSUN2,UTP18,DDX49,PES1,CNOT11,PRMT5,UBA52,NOP2,WDR77,RRP1,NUP88,NCBP2,GSPT1,XRN2,WDR4,POP7,TUT7,POLR2D,RPS29,PSMB5,UTP11,RPL30,NCL,FTSJ1,NOP14,CNOT6,MRM3,RCL1,QTRT2,RPS21,SF3B6,NIP7,RPL11,CRNKL1,SMG5,PSMD3,CSTF1,PQBP1,NUP93,CLNS1A,PSMB7,MRM1,TSR1,EXOSC4,RPL35A,PPIH,PWP2,SLBP,UTP3,DHX15,EIF4G1,GTF2H1,CNOT10,SRSF6,PSMC6,RPL29,RPS28,NUP43,PSMA1,TRIT1,HSD17B10,THOC2,AKT1,RPL27,RPS25,TRNT1,TRMT10C,RPS24,TRMT1,EIF4E,YBX1,PDCD11,CSTF3,PCBP2,IMP4,PRCC,CSTF2,UTP25,EDC3,SRSF11,CSNK1D,RPL36,TRMT5,NUP188,LSM7,RTRAF,SEC13,RPLP1,XAB2,NOL6,SKIV2L,CDK7,LSM3,SNRPE,SYMPK,EIF4B,HNRNPL,DDX52,U2AF2,POP4,PSMB3,ZNF473,RPL19,APOBEC2,SMG8,RPS15A,PSMD8,PSMD11,THOC6,UPF1,TBL3,WDR46,CPSF2,LSM4,SRSF1,CCAR1,PNO1,NHP2,RRP36,CPSF7,RPL15,PNRC2,NOL11,LSM8,PRPF19,CNOT9,GLE1,HEATR1,PSME3,ELAVL1,RPL35,RPS23,RIOK1,CHERP,HNRNPA0,RPS5,GEMIN6,EXOSC9,A1CF,ELAC2,PSMA4,PSMC5,RPL10L,HNRNPUL1,NUP35,SNW1,THOC5,MRM2,ISG20L2,NCBP1,SNRPD3,CCNH,CNOT2,SRRM2,SNRPC,POLR2B,YWHAZ,RPL10A,UTP15,POLDIP3,SNRPA1,EIF4A3,NUP155,PSMD13,FBL,PELP1,PSMA3,TGS1,TNKS1BP1,CNOT6L,PHAX,SRRT,SF1,SNRPF,GEMIN5,NUP98,SF3B5,NOB1,UPF3A,RPL41,PSMC4,NAT10,THOC7,PSMD14,SUPT5H,RPS15,XPO1,ADAT2,PRPF8
reactome - rrna processing	7.44e-08	2.41	139	NOP58,RPL32,WDR12,RPS7,RPL18,RPL22L1,BYSL,RPS6,WDR43,RPP40,RPL14,RRP9,RPP38,RPL8,NOP10,WDR75,WDR3,DDX21,RPL34,EXOSC5,UTP6,MPHOSPH10,UTP18,DDX49,PES1,UBA52,NOP2,RRP1,XRN2,RPS29,UTP11,RPL30,NCL,NOP14,MRM3,RCL1,RPS21,NIP7,RPL11,MRM1,TSR1,EXOSC4,RPL35A,PWP2,UTP3,RPL29,RPS28,HSD17B10,RPL27,RPS25,TRMT10C,RPS24,PDCD11,IMP4,UTP25,CSNK1D,RPL36,RPLP1,NOL6,DDX52,RPL19,RPS15A,TBL3,WDR46,PNO1,NHP2,RRP36,RPL15,NOL11,HEATR1,RPL35,RPS23,RIOK1,RPS5,EXOSC9,ELAC2,RPL10L,MRM2,ISG20L2,RPL10A,UTP15,FBL,PELP1
reactome - translation	7.44e-08	2.59	221	SRPRB,TARS1,SEC61G,NARS2,MRPL44,MRPL3,RPL32,MRPL47,RPS7,EIF3J,MRPS35,RPL18,MRPL17,RPL22L1,RPS6,SSR2,SRP54,DARS2,VARS1,FARSB,MRPS15,AIMP2,GFM2,IARS2,SRP72,RPL14,DDOST,MRPS33,EEF1A2,EEF2,SEC61B,RPL8,MRPS17,MRPL37,SEC61A1,DAP3,EIF3M,EPRS1,EIF3B,LARS1,EIF1AX,YARS1,MRPL50,SPCS3,EIF2B4,CARS1,RPL34,EIF4EBP1,FARSA,EIF3I,MRRF,MRPL15,IARS1,RPN1,RARS1,MRPL57,SSR3,UBA52,GSPT1,MTIF2,PPA1,TSFM,MRPS34,RPS29,MRPL58,MRPS2,MRPL24,LARS2,RPL30,MRPL41,RPS21,MRPS12,RPL11,MRPL48,EARS2,EIF3D,RPL35A,EIF4G1,MARS2,APEH,RPL29,RPS28,WARS1,EIF3A,MRPL42,RPL27,RPS25,MRPS30,RPS24,EIF4E,EIF2B5,MRPS23,RPL36,CHCHD1,RPLP1,OXA1L,VARS2,MRPS26,EIF4B,EIF3E,SRPRA,RPL19,MRPS5,MRPL13,RPS15A,TUFM,MRPL30,MRPL14,RPL15,MRPL23,GARS1,MRPL28,RPL35,MRPL9,MRPS18B,RPS23,RPS5,MRPS9,RPL10L,MRPS7,ERAL1,MRPS14,PTCD3,PARS2
reactome - muscle contraction	1.02e-07	-2.1	175	ACTG2,TPM1,MYL9,MYLK,ATP1B1,PAK1,SORBS3,ACTA2,TPM2,SORBS1,ANXA6,ATP1A2,ATP1B2,MYH11,ATP2B4,ITPR1,CALD1,NPR2,CAMK2G,DYSF,KCNK3,VCL,TRPC1,ATP2A3,LMOD1,FXYD1,ANXA1,CACNB2,DMPK,ABCC9,ACTC1,PLN,ATP1B3,CACNB4,TMOD1,DMD,FGF12,SCN7A,CAMK2D,SLC8A1,KAT2B,CACNA2D3,KCNJ2,WWTR1,KCNH2,TBX5,SCN4B,MYL6B,CACNG4,CACNB1,CACNA2D1,KCNIP2,TLN1,NOS1,CASQ2,ACTA1,SRI,ASPH
kegg - dilated cardiomyopathy	2.35e-07	-2.3	79	ITGB4,TPM1,TGFB3,TPM2,ADCY5,ITGA3,ITGB8,ADCY4,SGCB,ITGA5,ITGA2,ITGA9,CACNB2,ACTC1,PLN,ADCY2,CACNB4,IGF1,ACTB,ITGB3,LMNA,DMD,SGCA,TGFB2,SLC8A1,ADCY3,CACNA2D3,ITGA7,SGCG,CACNG4,ITGA8,CACNB1,CACNA2D1,SGCD
reactome - extracellular matrix organization	4.00e-07	-1.95	269	ITGB4,COL27A1,ADAMTS5,TGFB3,ADAM19,EFEMP1,CEACAM1,NTN4,SH3PXD2A,ITGA3,COL7A1,ITGB8,NID2,CTSB,CAPNS2,HTRA1,EFEMP2,COL9A1,LRP4,COL18A1,COL4A4,COL4A5,BMP1,LAMB3,KDR,FGF2,FBN2,EMILIN1,COL17A1,P3H2,SDC1,CD44,COLGALT2,ITGA5,PRKCA,COL13A1,LAMB2,JAM3,COL4A3,DDR2,NCAM1,ITGA2,BMP4,ITGA9,SDC2,CRTAP,DST,TIMP1,COL6A1,ADAMTS1,BMP2,JAM2,SPOCK3,EMILIN3,MMP16,CAPN6,ITGB3,DMD,BMP7,COL8A2,TGFB2,LAMA4,COL16A1,SCUBE3,MMP2,COL14A1,ITGA7,PCOLCE2,COL6A2,LAMA3,TNC,ICAM2,COL5A1,COL5A3,LOXL3,ITGA8,COL21A1,FBN3,LAMB1,COL22A1,LTBP4,LOXL1,ADAMTS9,FBLN1
reactome - srp dependent cotranslational protein targeting to membrane	6.47e-07	2.32	66	SRPRB,SEC61G,RPL32,RPS7,RPL18,RPL22L1,RPS6,SSR2,SRP54,SRP72,RPL14,DDOST,SEC61B,RPL8,SEC61A1,SPCS3,RPL34,RPN1,SSR3,UBA52,RPS29,RPL30,RPS21,RPL11,RPL35A,RPL29,RPS28,RPL27,RPS25,RPS24,RPL36,RPLP1,SRPRA,RPL19,RPS15A,RPL15,RPL35,RPS23,RPS5,RPL10L,RPL10A,RPL41,SSR1,RPS15,SEC11C,SEC11A,RPS14
naba - matrisome	8.61e-07	-1.63	831	CX3CL1,COL27A1,ADAMTS5,LGALS1,SERPINF1,PDGFC,SCUBE2,SPARCL1,TGFB3,S100A16,ADAM19,ANXA6,EFEMP1,SMOC1,NTN4,CST3,SRPX,SPON1,THSD4,COL7A1,CTF1,OGN,PARM1,CPAMD8,CSPG4,ANGPTL2,NID2,CTSB,CHRDL1,HTRA1,EFEMP2,COL9A1,IGFBP4,COL18A1,MATN2,CSTA,DPT,ANGPT1,GPC1,ADAMTS10,COL4A4,COL4A5,CRISPLD2,WIF1,BMP1,LAMB3,WNT5B,S100B,NRG4,FGF2,FBN2,SEMA6D,EMILIN1,COL17A1,P3H2,SERPINB5,TGM4,CTSH,ECM1,SDC1,C1QTNF1,NDNF,SULF2,ITIH5,SEMA5A,SERPINB1,TIMP4,COL13A1,LAMB2,ANGPTL4,COL4A3,CXCL12,KITLG,SEMA4D,PCSK5,BMP4,SERPINB11,COCH,ANGPTL1,ANXA1,CCN1,MFGE8,SEMA4G,SDC2,SLPI,EMCN,SEMA4C,FREM2,ECM2,S100A14,INTS6L,WNT4,PAMR1,PAPPA,VIT,TIMP1,COL6A1,NTNG2,SBSPON,SEMA3E,PRSS12,GAS6,IGFBP7,ADAMTS1,MEGF9,BMP2,NRG2,SPOCK3,SEMA4F,EMILIN3,MMP16,FSTL3,IGF1,MASP1,CLEC2B,WNT2,EGFLAM,RSPO3,ADAM33,F10,CCN4,FGF12,ADAM22,NTN1,PDGFD,BMP7,ADAM28,LGALS3,COL8A2,FST,CD109,TGFB2,ADAM23,S100A6,LAMA4,TGM1,COL16A1,SCUBE3,MMP2,ANXA7,COL14A1,HCFC2,C1QTNF7,FRAS1,PLXNB1,NELL1,CXCL13,VWCE,PCOLCE2,ANXA9,GLDN,VEGFA,COL6A2,LAMA3,ADAMTSL3,TNC,EDIL3,SEMA3D,ANOS1,COL5A1,COL5A3,SNED1,LOXL3,VWDE,VEGFC,COL21A1,FBN3,TIMP3,CLEC1A,CCN5,CLEC4F,ISM2,LAMB1,LGI4,IL18,HYAL1,SERPINF2,COL22A1,LTBP4,LOXL1,S100A10,ADAMTS9,CXCL1,ANXA4,FBLN1,FLT3LG,LGI3,BMP5,MUC4,SERPINA5,SEMA3A,DCN,CLEC14A,BDNF,OMD,SRGN,PGF,MEGF6,NRTN,NID1,CCBE1,CLEC3A,NRG1,S100P,SLIT2,CCL21,MMP7,NTF3,MFAP5,CCL28,FGFBP1,ADAMTSL4,FBLN2,SEMA4B,ADAM20,NGF
reactome - asparagine n linked glycosylation	1.28e-06	1.94	228	EDEM3,TSTA3,GNPNAT1,MGAT4A,UAP1,ST6GALNAC1,MIA3,PGM3,PMM2,MOGS,ALG14,SEC24A,TMED3,GFPT1,PMM1,GNE,ALG3,ALG8,NGLY1,MGAT2,SPTBN2,COG5,SEC24D,COPZ1,DDOST,SLC17A5,RAD23B,SAR1B,F5,SEC22C,SRD5A3,B4GALT3,LMAN1,DERL1,COPG1,SEC16A,STT3A,ANK3,COPB2,RPN1,ALG6,NANS,DPAGT1,UBA52,DPM2,USO1,TMED2,TUSC3,ALG2,CALR,COG3,VCP,EDEM1,GOLGB1,PRKCSH,TUBB2A,YKT6,CTSC,GANAB,DCTN4,COPE,MLEC,DOLPP1,GMPPA,COPA,MPI,ARF4,EDEM2,CSNK1D,TUBA1C,SEC13,MANEA,ANKRD28,SEC23IP,MAN2A2,DYNC1LI1,TFG,COG4,ARCN1,MGAT5,ARF3,CANX
reactome - smooth muscle contraction	1.56e-06	-2.38	30	ACTG2,TPM1,MYL9,MYLK,PAK1,SORBS3,ACTA2,TPM2,SORBS1,ANXA6,MYH11,CALD1,DYSF,VCL,LMOD1,ANXA1
