pathway	padj	NES	size	leadingEdge
kegg - cell cycle	6.20e-09	2.28	122	BUB1B,CCNA2,CDC7,CCNE2,CDC45,CCNB1,CDK1,PTTG1,TTK,MCM4,CDC20,SMC1A,CCNE1,MCM2,CDC25A,PKMYT1,ESPL1,MCM3,E2F1,PCNA,BUB3,MAD2L1,DBF4,CDC6,RBL1,ORC6,RAD21,ORC1,PRKDC,MCM6,E2F2,CDKN2A,ANAPC7,CHEK2,CDK4,ORC5,PLK1,MCM5,CDC25C,E2F5,HDAC2,YWHAZ,E2F3,MAD2L2,CDK2,YWHAB,ANAPC11,CDC25B,MCM7,GADD45G,CDK7,TFDP1,CCNB2,YWHAH,TGFB1,GSK3B,MDM2
kegg - ribosome	6.20e-09	-2.51	70	RPL11,RPL7,RPL32,RPS25,RPL6,RPL23A,RPL9,RPS12,RPL22,RPS23,RPL36AL,RPS16,RPL37A,RPL36A,RPL29,RPL31,RPS4X,UBA52,RPL3,RPL34,RPL27,RSL24D1,RPS27A,RPL24,RPS17,RPL37,RPL10A,RPL14,RPS7,RPL10L,RPS29,RPL15,RPS6,RPS15A,RPL35A,RPL12,FAU,RPS27,RPL41,RPS27L,RPL38,RPS28,RPS9,RPS4Y1,RPL39,RPS10,RPS18,RPL35,RPL27A,RPLP0,RPS24,RPS5,RPLP2,RPL19,RPL36,RPS3,RPS11,RPS15
reactome - activation of atr in response to replication stress	6.20e-09	2.46	36	CDC7,CDC45,RFC4,MCM4,MCM2,CDC25A,MCM3,DBF4,CDC6,ORC6,ORC1,MCM6,ORC5,RAD1,MCM10,MCM5,CDC25C,RFC2,MCM8,CLSPN,RFC3,CDK2,MCM7
reactome - activation of the pre replicative complex	6.20e-09	2.45	33	CDC7,CDC45,POLE2,MCM4,MCM2,MCM3,PRIM2,DBF4,CDC6,ORC6,POLA2,CDT1,ORC1,MCM6,ORC5,MCM10,MCM5,POLE,MCM8,CDK2,POLA1,MCM7
reactome - cell cycle	6.20e-09	2.61	628	BUB1B,KIF2C,BIRC5,CCNA2,TOP2A,CDC7,ZWINT,CENPF,CCNE2,HMMR,NDC80,NUF2,BORA,BRIP1,LMNB1,KNTC1,SMC4,KIF23,CDC45,RRM2,FEN1,AURKA,TK1,CENPM,TYMS,DNA2,UBE2C,KIF20A,NCAPG,CCNB1,H2AX,POLE2,NCAPH,DSN1,CDCA8,CENPL,CDK1,RFC4,RAD51,RMI1,MND1,KNL1,CENPK,MIS18A,PTTG1,ZWILCH,SGO2,MCM4,CDC20,SMC1A,FBXO5,CCNE1,MCM2,CDC25A,PKMYT1,GINS1,RMI2,FOXM1,MYBL2,CENPI,ESPL1,NUP210,MCM3,PRIM2,E2F1,SPDL1,SKA1,PCNA,MASTL,BRCA2,HJURP,CENPE,GINS4,RUVBL1,BUB3,BRCA1,MAD2L1,CENPW,DBF4,AURKB,CDC6,BLM,RBL1,NUP85,PPME1,CDCA5,PLK4,ORC6,OIP5,NCAPG2,POLA2,RAD21,CDT1,HAUS8,NEK2,KIF18A,H2AZ1,TPX2,ORC1,SPC24,NUP205,ODF2,NUP133,NCAPD2,ERCC6L,H2BC5,NSD2,NUP62,MCM6,PIF1,E2F2,PMF1,H2BC6,H2BS1,CENPX,NUP93,PSMD3,CDKN2A,NUP155,ANAPC7,CHEK2,RNF8,H2BC9,PTK6,CENPU,TUBA1C,H3C6,RHNO1,SPC25,H3C7,CDK4,H4C4,ORC5,CENPN,H4C8,RAB8A,REC8,CSNK2A1,RAD1,PLK1,SEM1,TMPO,TUBA1B,NHP2,RCC1,PSMC4,PSMB9,MCM10,MCM5,PSMB4,H3C2,H2BC12,BARD1,CEP72,LEMD2,H2AC14,SYCP2,SYCE3,POLD2,CDC25C,TOP3A,CENPA,SRC,FKBPL,EXO1,H2BC4,LCMT1,E2F5,H2AC8,CKAP5,GINS2,RAN,AKT1,H2AC18,SMC2,SYCE2,RCC2,H2BC21,POLD1,TUBB,VRK2,NUP42,SEC13,POLE,ESCO1,NDC1,RAE1,H3C3,SSNA1,RFC2,CCP110,BRCC3,PSMB3,ENSA,YWHAZ,HSP90AA1,E2F3,PSMB2,MCM8,CHTF18,PSME3,TOPBP1,PSMD14,CEP70,NUP50,CLSPN,PIAS4,PSMD11,VRK1,RFC3,TUBG1,NCAPD3,RBBP7,CEP78,CEP135,PSMB5,CDK2,PSMA4,H4C5,HSP90AB1,H3C8,RUVBL2,YWHAB,PSMA5,ANAPC11,NBN,POLA1,ESCO2,CDC25B,CSNK2B,TUBB4B,CEP250,MCM7,RANGAP1,PSMB8,H2AC6,SKA2,TUBAL3,HDAC8,XPO1,H2AC4,NUP58,SGO1,SPAST,E2F6,CDK7,RAB1B,TFDP1,CENPH,LIG1,BANF1,DSCC1,GORASP2,CCNB2,PSMB10,NEK6,YWHAH,NDE1,NUP37,H2BC3,NSL1,PCNT,H2BC14,PRIM1,GSK3B,CENPO,POT1,NUP107,UBE2N,DYNC1LI1,UBE2I,MDM2,RAD50,PSMC2,PPP2R1A,PSMD12,PHF8,H3C1,CEP76,UBE2V2,HAUS7,HAUS3,GOLGA2,KIF2A,PSME1
reactome - cell cycle checkpoints	6.20e-09	2.69	272	BUB1B,KIF2C,BIRC5,CCNA2,CDC7,ZWINT,CENPF,CCNE2,NDC80,NUF2,BRIP1,KNTC1,CDC45,CENPM,DNA2,UBE2C,CCNB1,H2AX,DSN1,CDCA8,CENPL,CDK1,RFC4,RMI1,KNL1,CENPK,ZWILCH,SGO2,MCM4,CDC20,CCNE1,MCM2,CDC25A,PKMYT1,RMI2,CENPI,MCM3,SPDL1,SKA1,CENPE,BUB3,BRCA1,MAD2L1,DBF4,AURKB,CDC6,BLM,NUP85,ORC6,KIF18A,ORC1,SPC24,NUP133,ERCC6L,H2BC5,NSD2,MCM6,PMF1,H2BC6,H2BS1,PSMD3,CDKN2A,ANAPC7,CHEK2,RNF8,H2BC9,CENPU,RHNO1,SPC25,H4C4,ORC5,CENPN,H4C8,RAD1,PLK1,SEM1,PSMC4,PSMB9,MCM10,MCM5,PSMB4,H2BC12,BARD1,CDC25C,TOP3A,CENPA,EXO1,H2BC4,CKAP5,RCC2,H2BC21,SEC13,RFC2,BRCC3,PSMB3,YWHAZ,PSMB2,MCM8,PSME3,TOPBP1,PSMD14,CLSPN,PIAS4,PSMD11,RFC3,PSMB5,CDK2,PSMA4,H4C5,YWHAB,PSMA5,ANAPC11,NBN,MCM7,RANGAP1,PSMB8,SKA2,XPO1,SGO1,CENPH,CCNB2,PSMB10,YWHAH,NDE1,NUP37,H2BC3,NSL1,H2BC14,CENPO,NUP107,UBE2N,DYNC1LI1,MDM2,RAD50,PSMC2,PPP2R1A,PSMD12,UBE2V2,KIF2A,PSME1,RAD9A,MAPRE1,PPP2CA
reactome - cell cycle mitotic	6.20e-09	2.6	518	BUB1B,KIF2C,BIRC5,CCNA2,TOP2A,CDC7,ZWINT,CENPF,CCNE2,HMMR,NDC80,NUF2,BORA,LMNB1,KNTC1,SMC4,KIF23,CDC45,RRM2,FEN1,AURKA,TK1,CENPM,TYMS,DNA2,UBE2C,KIF20A,NCAPG,CCNB1,H2AX,POLE2,NCAPH,DSN1,CDCA8,CENPL,CDK1,RFC4,KNL1,CENPK,PTTG1,ZWILCH,SGO2,MCM4,CDC20,SMC1A,FBXO5,CCNE1,MCM2,CDC25A,PKMYT1,GINS1,FOXM1,MYBL2,CENPI,ESPL1,NUP210,MCM3,PRIM2,E2F1,SPDL1,SKA1,PCNA,MASTL,CENPE,GINS4,BUB3,MAD2L1,DBF4,AURKB,CDC6,RBL1,NUP85,PPME1,CDCA5,PLK4,ORC6,NCAPG2,POLA2,RAD21,CDT1,HAUS8,NEK2,KIF18A,H2AZ1,TPX2,ORC1,SPC24,NUP205,ODF2,NUP133,NCAPD2,ERCC6L,H2BC5,NUP62,MCM6,E2F2,PMF1,H2BC6,H2BS1,NUP93,PSMD3,CDKN2A,NUP155,ANAPC7,H2BC9,PTK6,CENPU,TUBA1C,H3C6,SPC25,H3C7,CDK4,H4C4,ORC5,CENPN,H4C8,RAB8A,CSNK2A1,PLK1,SEM1,TMPO,TUBA1B,RCC1,PSMC4,PSMB9,MCM10,MCM5,PSMB4,H3C2,H2BC12,CEP72,LEMD2,H2AC14,POLD2,CDC25C,CENPA,SRC,FKBPL,H2BC4,LCMT1,E2F5,H2AC8,CKAP5,GINS2,RAN,AKT1,H2AC18,SMC2,RCC2,H2BC21,POLD1,TUBB,VRK2,NUP42,SEC13,POLE,ESCO1,NDC1,RAE1,H3C3,SSNA1,RFC2,CCP110,PSMB3,ENSA,HSP90AA1,E2F3,PSMB2,MCM8,PSME3,PSMD14,CEP70,NUP50,PSMD11,VRK1,RFC3,TUBG1,NCAPD3,CEP78,CEP135,PSMB5,CDK2,PSMA4,H4C5,HSP90AB1,H3C8,PSMA5,ANAPC11,POLA1,ESCO2,CDC25B,CSNK2B,TUBB4B,CEP250,MCM7,RANGAP1,PSMB8,H2AC6,SKA2,TUBAL3,HDAC8,XPO1,H2AC4,NUP58,SGO1,SPAST,E2F6,CDK7,RAB1B,TFDP1,CENPH,LIG1,BANF1,GORASP2,CCNB2,PSMB10,NEK6,NDE1,NUP37,H2BC3,NSL1,PCNT,H2BC14,PRIM1,GSK3B,CENPO,NUP107,DYNC1LI1,UBE2I,PSMC2,PPP2R1A,PSMD12,PHF8,H3C1,CEP76,HAUS7,HAUS3,GOLGA2,KIF2A,PSME1
reactome - chromosome maintenance	6.20e-09	2.56	97	FEN1,CENPM,DNA2,H2AX,CENPL,RFC4,KNL1,CENPK,MIS18A,CENPI,PRIM2,PCNA,HJURP,RUVBL1,CENPW,BLM,OIP5,POLA2,H2AZ1,H2BC5,PIF1,H2BC6,H2BS1,CENPX,H2BC9,CENPU,H4C4,CENPN,H4C8,NHP2,H2BC12,H2AC14,POLD2,CENPA,H2BC4,H2AC8,H2AC18,H2BC21,POLD1,RFC2,CHTF18,RFC3,RBBP7,H4C5,RUVBL2,POLA1,H2AC6,H2AC4,CENPH,LIG1,DSCC1,H2BC3,H2BC14,PRIM1,CENPO,POT1
reactome - condensation of prophase chromosomes	6.20e-09	2.4	51	SMC4,CCNB1,H2AX,CDK1,NCAPG2,H2AZ1,H2BC5,H2BC6,H2BS1,H2BC9,H3C6,H3C7,H4C4,H4C8,PLK1,H3C2,H2BC12,H2AC14,H2BC4,H2AC8,H2AC18,SMC2,H2BC21,H3C3,NCAPD3,H4C5,H3C8,H2AC6,H2AC4,H2BC3,H2BC14,PHF8,H3C1,H3-3A,H2AJ,H2BC11,H4C13,H2BC17
reactome - deposition of new cenpa containing nucleosomes at the centromere	6.20e-09	2.5	55	CENPM,H2AX,CENPL,KNL1,CENPK,MIS18A,CENPI,HJURP,RUVBL1,CENPW,OIP5,H2AZ1,H2BC5,H2BC6,H2BS1,CENPX,H2BC9,CENPU,H4C4,CENPN,H4C8,H2BC12,H2AC14,CENPA,H2BC4,H2AC8,H2AC18,H2BC21,RBBP7,H4C5,H2AC6,H2AC4,CENPH,H2BC3,H2BC14,CENPO
