pathway	padj	NES	size	leadingEdge
kegg - alzheimers disease	7.41e-09	-2.34	134	NDUFS1,NDUFA5,ATP5F1A,ATP5F1B,CYC1,NDUFA9,ATP5PB,CDK5,ATP5F1C,UQCRC2,NDUFV2,ATP5MC3,PLCB1,NDUFB1,NDUFAB1,GAPDH,NDUFB5,PSEN2,PLCB4,NDUFA10,NDUFA7,NDUFB6,ATP5MC1,UQCRC1,CDK5R1,SNCA,NDUFB8,NDUFA3,ITPR1,UQCR10,UQCRQ,COX6C,SDHA,CHP1,CYCS,GSK3B,NDUFS3,COX7B,NDUFV1,UQCRFS1,NAE1,PPP3CB,ATP2A2,MAPK1,ATP5PO,NDUFB2,COX5A,SDHB,NDUFA8,NDUFS2,NDUFB3,ATP5PD,NDUFS4,ATP2A3,COX6A1,COX8A,COX7A2,HSD17B10,SDHC,NDUFA1,COX6B1,COX4I1,UQCRB,ATP5F1D,NDUFA4,ATP5PF
kegg - cytokine cytokine receptor interaction	7.41e-09	2.16	218	FLT1,CXCR4,CD40,PDGFRB,IL17RB,TNFRSF10B,IL4R,TGFB3,TNFSF14,IL10RA,IFNA21,IL11RA,IFNA16,LTBR,VEGFB,IL12RB1,CSF3R,TNFRSF1A,FLT3LG,IL1A,CCR9,NGFR,IL7R,CCL22,TNFRSF10D,PDGFA,IL3,CXCR6,IL18,IL17RA,PPBP,TNFRSF14,CXCR1,TNFRSF9,CSF1R,IL15RA,IL1B,IL6R,IFNGR2,PRLR,IL1R1,IL3RA,CSF1,IL18R1,TNFRSF1B,TGFB2,TPO,CCR2,CCR4,IL6ST,CCL17,IL12RB2,IL4,EGF,EPOR,EDA,PDGFB,CXCR3,VEGFA,CLCF1,IL2RG,TNFRSF11B,TGFBR1,CXCR2,CCR7,IL10RB,PDGFC,IL21,TNFRSF12A,EGFR,TNFSF4,IL6,IL1R2,EPO,IFNAR2,IFNA2,IL9R,CXCL13,IFNG,MPL,CTF1,CXCL1,OSM,IL17B,TNF,LIF,IL11,CSF2RB,IL22,CXCL6,BMP7,CCR3,IL21R,GH1,BMPR1B,CCL4,PDGFRA,CCL16,LEP,IL22RA1,CD70,CCL1,CCL18,IL9,IFNGR1,LTA,CXCL9,KIT,FLT4,PF4,OSMR,CXCR5,GH2,TNFRSF8,IL12B,GDF5,FAS,IL2RA,CD40LG,TNFRSF13B,INHBA,HGF,CCL13,PLEKHO2,CCR5,IL5RA,IFNA8,CD27,EDA2R,IL12A,CSF2RA,IFNA10,TNFSF11,IL19,CCL5,CCL24,ACVRL1,IL13RA1,IL15,AMHR2,IFNW1,CCL7,MET,EDAR,TNFSF8,CCR6,TNFSF15,INHBE
kegg - huntingtons disease	7.41e-09	-2.44	139	NDUFS1,BDNF,IFT57,NDUFA5,ATP5F1A,ATP5F1B,CYC1,NDUFA9,ATP5PB,ATP5F1C,UQCRC2,NDUFV2,ATP5MC3,PLCB1,DCTN2,NDUFB1,NDUFAB1,VDAC3,NDUFB5,POLR2C,AP2M1,PLCB4,NDUFA10,GRM5,NDUFA7,TBPL1,NDUFB6,ATP5MC1,AP2B1,UQCRC1,SLC25A4,NDUFB8,NDUFA3,ITPR1,UQCR10,UQCRQ,COX6C,VDAC2,POLR2K,SDHA,CYCS,VDAC1,NDUFS3,COX7B,TBP,NDUFV1,UQCRFS1,SLC25A5,CLTC,AP2A2,POLR2L,ATP5PO,NDUFB2,COX5A,SDHB,NDUFA8,CLTA,NDUFS2,CLTB,NDUFB3,ATP5PD,NDUFS4,COX6A1,AP2S1,COX8A,COX7A2,SOD1,SDHC,NDUFA1,POLR2B,COX6B1,COX4I1,UQCRB,CREB3,ATP5F1D,NDUFA4,ATP5PF
kegg - oxidative phosphorylation	7.41e-09	-2.77	91	NDUFS1,ATP6V1A,ATP6V1H,NDUFA5,ATP6V1B2,ATP5F1A,ATP5F1B,CYC1,NDUFA9,ATP6V0D1,ATP5PB,ATP5F1C,UQCRC2,NDUFV2,ATP5MC3,ATP6V1G1,NDUFB1,ATP6V1C1,NDUFAB1,PPA2,NDUFB5,ATP6V1D,ATP6V0E2,NDUFA10,NDUFA7,NDUFB6,ATP5MC1,UQCRC1,NDUFB8,NDUFA3,ATP6V1F,UQCR10,UQCRQ,ATP6V1E1,COX6C,ATP6V0A1,SDHA,NDUFS3,COX7B,NDUFV1,UQCRFS1,ATP6V0B,ATP6V0C,ATP5PO,NDUFB2,COX5A,SDHB,NDUFA8,NDUFS2,ATP5MG,NDUFB3,ATP5PD,NDUFS4,COX6A1,COX8A,COX7A2,SDHC,NDUFA1,COX6B1,COX15,COX4I1,UQCRB,ATP5F1D,NDUFA4,ATP5PF
kegg - parkinsons disease	7.41e-09	-2.79	89	NDUFS1,NDUFA5,ATP5F1A,ATP5F1B,CYC1,NDUFA9,ATP5PB,ATP5F1C,UQCRC2,NDUFV2,ATP5MC3,NDUFB1,NDUFAB1,VDAC3,NDUFB5,UCHL1,SLC18A2,TH,NDUFA10,NDUFA7,NDUFB6,ATP5MC1,UQCRC1,SNCA,SLC25A4,NDUFB8,NDUFA3,SLC6A3,UQCR10,UQCRQ,COX6C,VDAC2,SDHA,CYCS,VDAC1,NDUFS3,COX7B,NDUFV1,UQCRFS1,SLC25A5,SLC18A1,HTRA2,ATP5PO,NDUFB2,UBB,COX5A,SDHB,NDUFA8,NDUFS2,NDUFB3,ATP5PD,NDUFS4,COX6A1,COX8A,COX7A2,SDHC,NDUFA1,COX6B1,COX4I1,UQCRB,UBE2J1,ATP5F1D,NDUFA4,ATP5PF
kegg - proteasome	7.41e-09	-2.59	39	PSMC1,PSMD14,PSMB7,PSMD12,PSMB4,PSMD2,POMP,PSMD4,PSMA4,PSMA1,PSMD6,PSME3,PSMD8,PSMD1,SEM1,PSMA3,PSMC6,PSMA5,PSMD13,PSMD7,PSMB10,PSMB2,PSMC5,PSMB5,PSMB6,PSMB3,PSMB1,PSMC3
reactome - auf1 hnrnp d0 binds and destabilizes mrna	7.41e-09	-2.57	48	PSMC1,PSMD14,PSMB7,PSMD12,PSMB4,PSMD2,HNRNPD,PSMD4,PSMA4,PSMA1,PSMD5,PSMD6,PSME3,PSMD8,PSMD1,SEM1,PSMA3,PSMC6,PSMA5,PSMD13,PSMD7,PSMB10,PSMD9,PSMB2,PSMC5,PSMB5,PSMB6,PSMB3,PSMB1,UBB,PSMC3,PSMD10
reactome - complex i biogenesis	7.41e-09	-2.58	34	NDUFS1,NDUFA5,NDUFA9,NDUFV2,NDUFB1,NDUFAB1,NDUFB5,NDUFA10,NDUFA7,NDUFB6,NDUFB8,NDUFA3,NDUFAF4,NDUFS3,NDUFV1,NDUFAF1,NDUFAF7,NDUFA13,NDUFB2,NDUFA8,NDUFS2,NDUFB3,TMEM126B,NDUFS4,NUBPL,NDUFA1,NDUFAF5
reactome - cross presentation of soluble exogenous antigens endosomes	7.41e-09	-2.58	43	PSMC1,PSMD14,PSMB7,PSMD12,PSMB4,PSMD2,PSMD4,PSMA4,PSMA1,PSMD5,PSMD6,PSME3,PSMD8,PSMD1,SEM1,PSMA3,PSMC6,PSMA5,PSMD13,PSMD7,PSMB10,PSMD9,PSMB2,PSMC5,PSMB5,PSMB6,PSMB3,PSMB1,PSMC3,PSMD10
reactome - defective cftr causes cystic fibrosis	7.41e-09	-2.57	51	PSMC1,PSMD14,PSMB7,PSMD12,PSMB4,PSMD2,PSMD4,PSMA4,PSMA1,PSMD5,PSMD6,PSME3,PSMD8,PSMD1,SEM1,PSMA3,PSMC6,PSMA5,PSMD13,PSMD7,PSMB10,PSMD9,PSMB2,PSMC5,PSMB5,PSMB6,PSMB3,PSMB1,UBB,PSMC3,PSMD10
