pathway	padj	NES	size	leadingEdge
kegg - ribosome	2.23e-08	-2.71	66	RPS27L,RPL36A,RPS25,RPL9,RPL34,RSL24D1,RPL23A,RPS4X,RPS23,RPL14,RPL10A,RPL38,RPS24,RPS11,RPL31,RPS6,RPL36AL,RPL36,RPS12,RPL19,RPS15A,RPL32,RPL22,RPL27,RPS29,RPL24,RPS15,RPL6,RPL12,RPL10L,RPL15,RPS4Y1,RPS27,RPL11,RPS7,RPL18,RPS5,RPS3,RPS9,RPS16,RPS27A,RPL27A,RPL39,RPL30
reactome - cell cycle	2.23e-08	2.02	622	MCM2,CDK1,FEN1,MCM4,HMMR,CHTF18,NDC80,ANAPC15,TYMS,CDC7,TOP2A,MCM5,CDC45,NCAPG,KIF2C,BUB1B,NCAPD2,PCNT,NCAPD3,KNL1,CCNE1,MASTL,ZWINT,SFN,CDC20,KIF20A,CCNB1,CCNB2,NHP2,NEK6,TUBA4A,RAD51,CENPK,H2AX,CENPX,CENPF,BRCA2,RMI2,POLE,PSMD8,DSCC1,H2BC12,NCAPH,PSMC4,PTTG1,CCNA2,RCC2,KIF18A,BABAM1,HUS1,RFC2,BLM,HAUS8,RRM2,TOPBP1,RANGAP1,BORA,H2BC9,RCC1,MCM3,TPX2,MCM7,CENPN,PLK4,EXO1,CDK2,CSNK2A1,ESPL1,PIF1,FOXM1,NUP155,MIS18A,CDKN2A,NSD2,NDC1,CENPL,UBE2C,CDCA5,SMC4,MYBL2,MCM10,H2AC8,AURKB,DNA2,HAUS7,BIRC5,ERCC6L,NUF2,LEMD2,VRK1,SKA1,PTK6,POLD1,PSMD2,NEK2,MND1,MCM8,CEP72,POLE2,CENPE,TK1,LIN37,RFC4,NCAPG2,NUP85,BANF1,CABLES1,CDC25A,TUBG1,H2AC14,CENPH,H3C3,SYCE2,CKS1B,CEP250,PCNA,NOP10,AURKA,GINS3,AKT1,KIF23,FKBPL,SGO1,SPC24,ORC6,BRIP1,CDT1,CDC6,E2F1,H4C8,E2F3,CCNE2,PSMD3,NUMA1,NUP210,BRCA1,SEC13,NUP93,KNTC1,OIP5,CDCA8,MCM6,CENPW,PSMB2,PMF1,POLD2,MAD2L1,ZWILCH,H4C5,ANAPC11,LMNB1,ORC1,CHMP4C,CENPI,CENPO,ACTR1A,E2F2,PCBP4,HJURP,H3C8,SPDL1,SRC,SPC25,H2BC11,CKAP5,DYNLL2,TUBA8,LIN9,BARD1,CDC25B,RAB1B,TOP3A,RFC3,CENPA,PSMD14,NUP214,DYNC1LI1,ZW10,ORC5,RSF1,NUP205,NUP42,RHNO1,MRE11,SYCP2,ENSA,CSNK1E,CDC25C,CENPJ,PPP2R5A,SSNA1,NUP62,CDKN2B,SKP2,TINF2,H2BC5,PPP2R5D,PLK1,CEP131,DSN1,DCTN1,E2F4,RAE1,CDK4,LIG1,PIAS4,PSME1,TUBA1C,NUP107,POLD4,DYNC1H1,PPP2R5B,SYCE3,GOLGA2,COP1,H2BC21,PSME3,H2BC17,NUP88,POLA2,GSK3B,CENPU,GINS1,BUB1,HDAC1,RAD9A,PSMA7,CSNK2B,PSMB5,VRK2,H2AC6,ESCO2,TP53,NDE1,RMI1,MAD1L1,H4C4,SKA2,CC2D1B,PSMB3,CHEK2,FBXO5,PSMD13,RUVBL1,AAAS,ANAPC7,TUBB4A,HDAC8,GINS2
reactome - cell cycle checkpoints	2.23e-08	2.2	270	MCM2,CDK1,MCM4,NDC80,ANAPC15,CDC7,MCM5,CDC45,KIF2C,BUB1B,KNL1,CCNE1,ZWINT,SFN,CDC20,CCNB1,CCNB2,CENPK,H2AX,CENPF,RMI2,PSMD8,H2BC12,PSMC4,CCNA2,RCC2,KIF18A,BABAM1,HUS1,RFC2,BLM,TOPBP1,RANGAP1,H2BC9,MCM3,MCM7,CENPN,EXO1,CDK2,CDKN2A,NSD2,CENPL,UBE2C,MCM10,AURKB,DNA2,BIRC5,ERCC6L,NUF2,SKA1,PSMD2,MCM8,CENPE,RFC4,NUP85,CDC25A,CENPH,SGO1,SPC24,ORC6,BRIP1,CDC6,H4C8,CCNE2,PSMD3,BRCA1,SEC13,KNTC1,CDCA8,MCM6,PSMB2,PMF1,MAD2L1,ZWILCH,H4C5,ANAPC11,ORC1,CENPI,CENPO,PCBP4,SPDL1,SPC25,H2BC11,CKAP5,DYNLL2,BARD1,TOP3A,RFC3,CENPA,PSMD14,DYNC1LI1,ZW10,ORC5,RHNO1,MRE11,CDC25C,PPP2R5A,H2BC5,PPP2R5D,PLK1,DSN1,PIAS4,PSME1,NUP107,DYNC1H1,PPP2R5B,COP1,H2BC21,PSME3,H2BC17,CENPU,BUB1,RAD9A,PSMA7,PSMB5,TP53,NDE1,RMI1,MAD1L1,H4C4,SKA2,PSMB3,CHEK2,PSMD13,ANAPC7
reactome - cell cycle mitotic	2.23e-08	2.04	512	MCM2,CDK1,FEN1,MCM4,HMMR,NDC80,ANAPC15,TYMS,CDC7,TOP2A,MCM5,CDC45,NCAPG,KIF2C,BUB1B,NCAPD2,PCNT,NCAPD3,KNL1,CCNE1,MASTL,ZWINT,CDC20,KIF20A,CCNB1,CCNB2,NEK6,TUBA4A,CENPK,H2AX,CENPF,POLE,PSMD8,H2BC12,NCAPH,PSMC4,PTTG1,CCNA2,RCC2,KIF18A,RFC2,HAUS8,RRM2,RANGAP1,BORA,H2BC9,RCC1,MCM3,TPX2,MCM7,CENPN,PLK4,CDK2,CSNK2A1,ESPL1,FOXM1,NUP155,CDKN2A,NDC1,CENPL,UBE2C,CDCA5,SMC4,MYBL2,MCM10,H2AC8,AURKB,DNA2,HAUS7,BIRC5,ERCC6L,NUF2,LEMD2,VRK1,SKA1,PTK6,POLD1,PSMD2,NEK2,MCM8,CEP72,POLE2,CENPE,TK1,LIN37,RFC4,NCAPG2,NUP85,BANF1,CABLES1,CDC25A,TUBG1,H2AC14,CENPH,H3C3,CKS1B,CEP250,PCNA,AURKA,GINS3,AKT1,KIF23,FKBPL,SGO1,SPC24,ORC6,CDT1,CDC6,E2F1,H4C8,E2F3,CCNE2,PSMD3,NUMA1,NUP210,SEC13,NUP93,KNTC1,CDCA8,MCM6,PSMB2,PMF1,POLD2,MAD2L1,ZWILCH,H4C5,ANAPC11,LMNB1,ORC1,CHMP4C,CENPI,CENPO,ACTR1A,E2F2,H3C8,SPDL1,SRC,SPC25,H2BC11,CKAP5,DYNLL2,TUBA8,LIN9,CDC25B,RAB1B,RFC3,CENPA,PSMD14,NUP214,DYNC1LI1,ZW10,ORC5,NUP205,NUP42,ENSA,CSNK1E,CDC25C,CENPJ,PPP2R5A,SSNA1,NUP62,CDKN2B,SKP2,H2BC5,PPP2R5D,PLK1,CEP131,DSN1,DCTN1,E2F4,RAE1,CDK4,LIG1,PSME1,TUBA1C,NUP107,POLD4,DYNC1H1,PPP2R5B,GOLGA2,H2BC21,PSME3,H2BC17,NUP88,POLA2,GSK3B,CENPU,GINS1,BUB1,HDAC1,PSMA7,CSNK2B,PSMB5,VRK2,H2AC6,ESCO2,TP53,NDE1,MAD1L1,H4C4,SKA2,CC2D1B,PSMB3,FBXO5,PSMD13,AAAS,ANAPC7,TUBB4A,HDAC8,GINS2,NUP188,PSMC3,CEP152,H2BC13,HAUS5,PSMD1,POLE3
reactome - dna repair	2.23e-08	2	301	PCLAF,POLR2H,FEN1,UNG,TIMELESS,PARP1,FANCD2,DTL,TFPT,RAD23A,ALKBH2,RAD51,H2AX,CENPX,BRCA2,GEN1,RMI2,POLE,NTHL1,H2BC12,DCLRE1B,CCNA2,BABAM1,HUS1,RFC2,FANCC,UBE2T,BLM,TOPBP1,H2BC9,RAD51AP1,ISG15,EXO1,CDK2,KPNA2,ASCC1,NSD2,POLQ,POLR2J,H2AC8,PPIE,DNA2,FANCI,PPP4C,POLD1,FANCG,POLR2L,RAD18,POLE2,PRKDC,NPLOC4,RFC4,H2AC14,GTF2H4,FANCA,CHD1L,PCNA,POLR2F,BRIP1,COPS6,H4C8,PPP5C,BAP1,SMUG1,BRCA1,ISY1,NEIL3,POLD2,BAZ1B,H4C5,GPS1,MUTYH,MCRS1,ERCC2,H2BC11,BARD1,MSH2,ACTR5,TOP3A,RFC3,PRPF19,PARG,RHNO1,MRE11,UBE2L6,SPIDR,COPS7A,MAD2L2,EME1,POLR2D,TINF2,H2BC5,POLH,ACTL6A,DDB1,LIG1,PIAS4,POLR2I,COPS7B,POLB,FAAP100,POLD4,PALB2,MPG,H2BC21,H2BC17,KDM4A,RAD9A,H2AC6,TP53,RMI1,H4C4,XRCC5,CHEK2,RUVBL1,VCP,H2BC13,EYA2,PAXIP1,POLR2K,POLE3,PNKP,ATR
reactome - eukaryotic translation elongation	2.23e-08	-2.66	70	EEF2,RPS27L,RPL36A,RPS25,RPL9,RPL34,RPL23A,EEF1A1,RPS4X,RPS23,RPL14,RPL10A,RPL38,RPS24,RPS11,RPL31,RPS6,RPL36AL,RPL36,RPS12,RPL19,RPS15A,RPL32,RPL22,RPL27,RPS29,RPL24,RPS15,RPL6,RPL12,RPL10L,RPL15,RPS4Y1,RPS27,RPL11,RPS7,RPL18,RPS5,RPS14,RPS3,RPS9,RPS16,RPS27A,RPL27A,RPL39,RPL30
reactome - g2 m checkpoints	2.23e-08	2.16	150	MCM2,CDK1,MCM4,CDC7,MCM5,CDC45,SFN,CCNB1,CCNB2,H2AX,RMI2,PSMD8,H2BC12,PSMC4,BABAM1,HUS1,RFC2,BLM,TOPBP1,H2BC9,MCM3,MCM7,EXO1,CDK2,NSD2,MCM10,DNA2,PSMD2,MCM8,RFC4,CDC25A,ORC6,BRIP1,CDC6,H4C8,PSMD3,BRCA1,MCM6,PSMB2,H4C5,ORC1,H2BC11,BARD1,TOP3A,RFC3,PSMD14,ORC5,RHNO1,MRE11,CDC25C,H2BC5,PIAS4,PSME1,H2BC21,PSME3,H2BC17,RAD9A,PSMA7,PSMB5,TP53,RMI1,H4C4,PSMB3,CHEK2,PSMD13,PSMC3,H2BC13,PSMD1
reactome - mitotic metaphase and anaphase	2.23e-08	2.02	220	CDK1,NDC80,ANAPC15,KIF2C,BUB1B,KNL1,ZWINT,CDC20,CCNB1,CCNB2,TUBA4A,CENPK,CENPF,PSMD8,PSMC4,PTTG1,RCC2,KIF18A,RANGAP1,RCC1,CENPN,ESPL1,NUP155,NDC1,CENPL,UBE2C,CDCA5,AURKB,BIRC5,ERCC6L,NUF2,LEMD2,VRK1,SKA1,PSMD2,CENPE,NUP85,BANF1,CENPH,SGO1,SPC24,PSMD3,SEC13,NUP93,KNTC1,CDCA8,PSMB2,PMF1,MAD2L1,ZWILCH,ANAPC11,LMNB1,CHMP4C,CENPI,CENPO,SPDL1,SPC25,CKAP5,DYNLL2,TUBA8,CENPA,PSMD14,DYNC1LI1,ZW10,NUP205,PPP2R5A,NUP62,PPP2R5D,PLK1,DSN1,PSME1,TUBA1C,NUP107,DYNC1H1,PPP2R5B,PSME3,CENPU,BUB1,PSMA7,PSMB5,VRK2,NDE1,MAD1L1,SKA2,CC2D1B,PSMB3,FBXO5,PSMD13,ANAPC7,TUBB4A,HDAC8,NUP188,PSMC3,PSMD1
reactome - mitotic prometaphase	2.23e-08	1.97	193	CDK1,NDC80,NCAPG,KIF2C,BUB1B,NCAPD2,PCNT,KNL1,ZWINT,CDC20,CCNB1,CCNB2,NEK6,TUBA4A,CENPK,CENPF,NCAPH,RCC2,KIF18A,HAUS8,RANGAP1,CENPN,PLK4,CSNK2A1,CENPL,CDCA5,SMC4,AURKB,HAUS7,BIRC5,ERCC6L,NUF2,SKA1,NEK2,CEP72,CENPE,NUP85,TUBG1,CENPH,CEP250,SGO1,SPC24,NUMA1,SEC13,KNTC1,CDCA8,PMF1,MAD2L1,ZWILCH,CENPI,CENPO,ACTR1A,SPDL1,SPC25,CKAP5,DYNLL2,TUBA8,CENPA,DYNC1LI1,ZW10,CSNK1E,CENPJ,PPP2R5A,SSNA1,PPP2R5D,PLK1,CEP131,DSN1,DCTN1,TUBA1C,NUP107,DYNC1H1,PPP2R5B,CENPU,BUB1,CSNK2B,NDE1,MAD1L1,SKA2,TUBB4A,HDAC8
reactome - m phase	2.23e-08	1.95	371	CDK1,NDC80,ANAPC15,NCAPG,KIF2C,BUB1B,NCAPD2,PCNT,NCAPD3,KNL1,MASTL,ZWINT,CDC20,KIF20A,CCNB1,CCNB2,NEK6,TUBA4A,CENPK,H2AX,CENPF,PSMD8,H2BC12,NCAPH,PSMC4,PTTG1,RCC2,KIF18A,HAUS8,RANGAP1,H2BC9,RCC1,CENPN,PLK4,CSNK2A1,ESPL1,NUP155,NDC1,CENPL,UBE2C,CDCA5,SMC4,H2AC8,AURKB,HAUS7,BIRC5,ERCC6L,NUF2,LEMD2,VRK1,SKA1,PSMD2,NEK2,CEP72,CENPE,NCAPG2,NUP85,BANF1,TUBG1,H2AC14,CENPH,H3C3,CEP250,KIF23,SGO1,SPC24,H4C8,PSMD3,NUMA1,NUP210,SEC13,NUP93,KNTC1,CDCA8,PSMB2,PMF1,MAD2L1,ZWILCH,H4C5,ANAPC11,LMNB1,CHMP4C,CENPI,CENPO,ACTR1A,H3C8,SPDL1,SPC25,H2BC11,CKAP5,DYNLL2,TUBA8,RAB1B,CENPA,PSMD14,NUP214,DYNC1LI1,ZW10,NUP205,NUP42,ENSA,CSNK1E,CENPJ,PPP2R5A,SSNA1,NUP62,H2BC5,PPP2R5D,PLK1,CEP131,DSN1,DCTN1,RAE1,PSME1,TUBA1C,NUP107,DYNC1H1,PPP2R5B,GOLGA2,H2BC21,PSME3,H2BC17,NUP88,CENPU,BUB1,PSMA7,CSNK2B,PSMB5,VRK2,H2AC6,NDE1,MAD1L1,H4C4,SKA2,CC2D1B,PSMB3,FBXO5,PSMD13,AAAS,ANAPC7,TUBB4A,HDAC8,NUP188,PSMC3,CEP152,H2BC13,HAUS5,PSMD1
