pathway	padj	NES	size	leadingEdge
kegg - cell cycle	3.92e-09	2.48	106	PRKDC,CCNB1,RAD21,TTK,CDK1,MAD2L1,CDKN2A,PTTG1,CDK7,MCM6,CCNA2,MCM4,CDK4,PCNA,MCM7,CDKN2C,CCNB2,CDKN2B,YWHAH,BUB3,CDC23,CDC7,ESPL1,STAG1,YWHAQ,MCM3,CCNE2,YWHAZ,MCM5,CDC20,MCM2,CDC45,PKMYT1,CDC6,SMAD3,E2F2,ANAPC5,SKP2,YWHAB,PLK1,HDAC2,SMC3,CDC25B,HDAC1,CDC25C,SFN,SKP1,E2F1,E2F5,E2F3,ORC5
kegg - complement and coagulation cascades	3.92e-09	-2.79	60	C7,MBL2,C8B,FGB,MASP1,C1QA,F3,CFD,C1QB,CR2,SERPIND1,C5,SERPINA5,C9,F8,PLG,C6,F10,KLKB1,C8A,SERPING1,F9,CFI,SERPINF2,F11,PROS1,F7,FGA,MASP2,CPB2,F2,F12,PROC,C8G,C1S
kegg - neuroactive ligand receptor interaction	3.92e-09	-2.55	216	AGTR1,GABRP,GHR,ADRA1A,P2RX3,CHRNE,VIPR1,GCGR,P2RY13,FPR1,CHRNA4,GABBR1,ADORA1,LPAR1,PLG,GRIN1,ADRA2B,NPY1R,NPY5R,APLNR,GZMA,TBXA2R,TACR2,FPR2,GRM8,PTGER4,NPBWR2,SSTR2,SCTR,EDNRB,GPR50,PTGDR,P2RY1,P2RX1,SSTR3,NPFFR1,F2,GLP2R,GABRB3,ADRA1B,S1PR5,GLRA3,AVPR2,ADCYAP1R1,GRIK3,MC2R,VIPR2,TSHR,NPY2R,FSHR,GIPR,HRH4,OPRD1,P2RX2,ADRA2A,NTSR2,GRIK5,GRIN2C,MC4R,CNR2,OPRM1,GABRA1,HCRTR1,NMUR1,HTR1A,GRIA3,GABRA5,DRD2,GHSR,PTGIR,HTR6,HRH3,GABRR2,ADRB1,HTR7,GRM4,CTSG,F2R,DRD5,TACR3,CHRNA2,NTSR1,PTGER2,DRD3,GRIN2A,FSHB,F2RL2,MC3R,C5AR1,GNRHR,HTR1B,GLRA1,ADRB2,GABRB2,AVPR1A,MC5R,GRID2,GRM1,HTR1E,CHRM5,GRM7,CHRNG,GRIN2D,S1PR4,OPRL1,GLRA2,TSHB,HTR1F,HTR5A,GLP1R,LPAR2,HCRTR2,TAAR5,OPRK1,CRHR2,BRS3,CYSLTR1,CCKAR,GALR3,CHRM2,CNR1,CHRNA9,HRH2,GRM3,SSTR4,TRHR,CHRNA3,GALR1,GABRR1,TACR1,GRIA1,P2RY10,CHRNB3,PTAFR,NMBR,TAAR2,F2RL1,CCKBR
naba - matrisome	3.92e-09	-1.93	662	ADAMTSL2,SRPX,DPT,SFRP5,LTBP4,MBL2,COLEC10,BGN,SEMA6A,HPX,ANGPTL3,COLEC11,DCN,NTF3,MFAP4,CRHBP,ABI3BP,CXCL12,HYAL1,ADAMTSL3,SFRP1,C1QTNF1,CXCL14,SERPINA10,FGB,MASP1,C1QA,HABP2,CLEC1B,IGFBP4,HRG,IGFBP3,PAMR1,FCN2,SERPINA4,FBLN5,LAMC3,PCOLCE,CTF1,CTSO,TNN,ECM1,FGF23,CLEC10A,CLEC11A,SEMA4A,C1QB,ADAMTS2,PRELP,GDF2,ITIH5,SVEP1,CX3CL1,FGL2,MMRN1,FCN3,SERPIND1,SDC3,FGL1,ADAMTS13,PZP,CPN2,IGF1,MXRA5,NDNF,SERPINA5,CCL19,SPON1,ANXA3,PLG,FCN1,ANXA10,SEMA3E,SERPINA3,IGFALS,F10,SERPINB9,CTSW,CILP,SERPING1,MEP1B,PDGFC,OVGP1,PXDN,BMP5,SEMA6D,EMILIN1,F9,HGFAC,AEBP1,FMOD,EPO,WNT11,CCL21,PRG4,THSD4,SERPINF2,COL14A1,CCL5,ECM2,CTSZ,NRG1,SDC1,ANGPTL4,ADIPOQ,CST7,HGF,P3H2,SERPINA7,S100A12,F7,CCL23,RELN,GPC1,ITIH1,FGA,MASP2,SNED1,LUM,COL18A1,WNT2,BMP6,ASPN,WNT7A,BRINP2,F2,S100A8,F12,COL11A2,CRISPLD2,COL9A3,IL16,CXCL6,IL4,LAMA1,AMBP,CHRDL1,TNF,CCL16,COL13A1,COL6A2,SEMA4D,LAMC2,TNR,NTN3,TCHH,THBS1,GAS6,WNT6,WNT7B,ANXA6,PF4,FBN2,LMAN1,LGI1,CCN5,COL8A2,COL4A3,CLEC7A,IL1B,CCL1,INHBE,CSF3,CST3,IL24,MMP17,ANXA13,MUC5B,ITIH2,BMP10,TSKU,PPBP,IGFBP1,COL16A1,CLEC2B,IL2,BMP15,SRGN,FGF22,MUC2,TECTA,EBI3,VWA7,CLC,MATN4,LAMB2,LTBP1,TGM1,CRNN,MMP25,FRAS1,CHRD,NELL1,MUC7,ADAMTS7,NCAN,IL18,MMP28,FGF3,FGF20,SEMA5A,CHAD,SPOCK2,PRG2,SERPINF1,CTSB,IFNW1,FGF17,CSF2,IL19,MATN1,NGF,CTSG,COL6A1,FGF9,CTSF,VEGFB,IL10,CCL2,MUC1,HAPLN2,LGALS2,IL15,FGF6,ADAMTS8,S100A14,BMP1,TGM2,PLXNB1,FNDC8,MMP19,SEMA6B,TNFSF8,ADAMTS1,S100G,HYAL4,ELN,WNT10B,CCL24,LGALS14,FASLG
reactome - apc c mediated degradation of cell cycle proteins	3.92e-09	2.59	68	CCNB1,PSMB4,CDK1,MAD2L1,PSMC4,PSMD4,PTTG1,CCNA2,PSMD1,PSMB2,PSMD12,FBXO5,PSMC2,PSMD14,BUB3,UBA52,PSME3,CDC23,SEM1,PSMA1,PSMD10,PSMD2,PSMD13,UBE2C,PSMB3,CDC20,PSMD9,PSMB5,AURKB,PSMC5,ANAPC5,PSMD11,SKP2,PSMA4,PLK1,PSMC1,PSMD7,SKP1,UBE2E1,PSMD3
reactome - assembly of the pre replicative complex	3.92e-09	2.62	58	PSMB4,PSMC4,PSMD4,MCM6,PSMD1,MCM4,PSMB2,PSMD12,PSMC2,PSMD14,MCM7,UBA52,PSME3,SEM1,PSMA1,PSMD10,MCM3,PSMD2,PSMD13,PSMB3,MCM5,PSMD9,MCM2,PSMB5,GMNN,CDC6,PSMC5,E2F2,PSMD11,PSMA4,PSMC1,CDT1,PSMD7,E2F1,E2F3,ORC5,PSMD3
reactome - cellular responses to external stimuli	3.92e-09	2.36	412	RRAGD,NOX4,LMNB1,NUP133,PSMB4,ATP6V1E1,H2BC6,CDKN2A,H3C7,TUBA1C,PSMC4,H2AX,PSMD4,PRDX1,EZH2,STIP1,HSPB1,CCNA2,PSMD1,PSMB2,HSPA14,H2AZ1,H2BC11,PSMD12,HMGA1,TXNRD1,BAG2,H1-2,TXN,CDK4,NUP107,HSPA4,TPR,PSMC2,PSMD14,CEBPG,CDKN2C,TUBB2A,RBBP7,NUP37,DYNC1I1,CDKN2B,ATP6V1H,DCTN2,CBX4,MAPKAPK5,RHEB,ATP6V1C1,EIF2AK1,UBA52,PSME3,CDC23,DNAJC2,SEM1,NUP155,PSMA1,H2BC21,LAMTOR2,CUL2,ELOC,NUDT2,PSMD10,NUP42,RPL14,CCNE2,PSMD2,PSMD13,UBE2C,NBN,ATP6V1F,ATOX1,CBX8,ATP6V0E1,KPTN,MAPKAPK2,PSMB3,SEH1L,NUP93,POT1,RPLP1,RPL27,SEC13,H2BC12,RPS7,RPL8,PSMD9,DYNLL1,PSMB5,ACD,NUP153,HSPH1,DYNC1H1,PSMC5,RPS21,NDC1,RPL7,HSPA9,MAP4K4,EIF2S2,DNAJC7,RRAGC,E2F2,ANAPC5,ATF2,MRPL18,RPL38,MAPK1,CAMK2G,PSMD11,LAMTOR5,RPS15,PSMA4,NUP85,RNF2,RPL30,RAE1,P4HB,NCF2,UBE2D2,PSMC1,RBBP4,RPS5,H2BC5,EED,TERF2,NUP160,H2AC6,RPL15,ASF1A,DYNC1I2,PSMD7,ATP6V0B,RPS6KA3,ATP6V1A,RPL19,PTGES3,E2F1,H2AZ2,H1-0,UBE2E1,HSF1,E2F3,CAPZA2,RPL35A,RPS19,PSMD3,NUP43,RPL10A,RPS14,UBN1,ELOB,TFDP1,GCN1,SERPINH1,PSME1,RRAGB,RPS6,RPL36,EHMT2,VCP,RRAGA,RPL32,DYNC1LI1,H2AJ,LIMD1,RPL18,HIKESHI,RPL10L,GPX1,RB1,DDIT3,RBX1,ACTR10,RING1,ATP6V0D1,RPA1,CDK2,AQP8,PSMB7,DCTN4,CDC16,GRB10,RPL26L1,MAPK9,H2BC9,BAG5,TINF2,CREBBP,BAG3,RPA3,VHL,RPS23,MTOR,NPRL2,PSMA3,PSMC6,MDM4,RELA,ANAPC15,NUP188,GPX2,MTF1,AAAS,ATR,RPL39L,RPS28,H3C2,ASNS,TUBA4A,H4C4,MAPKAPK3,PSMB1,H1-4,H2AC4
reactome - cell cycle	3.92e-09	2.92	486	PPP2R5A,SKA1,PLK4,LBR,LMNB1,KIF20A,RRM2,FEN1,TPX2,CENPF,CCNB1,ZWINT,RAD21,NUP133,NCAPG2,PSMB4,NDC80,CDK1,BIRC5,KNTC1,H2BC6,MAD2L1,SMC4,POLE2,RUVBL1,CDKN2A,DSN1,H3C7,TUBA1C,FOXM1,HMMR,PRIM1,CDCA8,PSMC4,H2AX,PSMD4,PTTG1,KIF2C,NHP2,LMNA,CDK7,CENPM,MCM6,CKS1B,CCNA2,PSMD1,MCM4,SMC2,PSMB2,BLM,H2AZ1,H2BC11,PSMD12,MCM10,RMI1,OIP5,ZWILCH,FBXO5,CDK4,NUP107,TPR,PSMC2,PSMD14,PCNA,MCM7,HJURP,TOP2A,CDKN2C,TUBB2A,RBBP7,KNL1,GORASP2,CCNB2,NUP37,RUVBL2,DYNC1I1,CDKN2B,TK1,DCTN2,MIS18A,CENPQ,YWHAH,KIF18A,RNF8,CENPU,BUB3,UBA52,ENSA,PSME3,CDC23,CDC7,SEM1,NUP155,PSMA1,CENPX,H2BC21,NCAPG,ESPL1,RFC3,STAG1,YWHAQ,PSMD10,CETN2,NUP42,NEK7,GINS4,MCM3,CCNE2,PSMD2,CSNK2B,RAN,PSMD13,UBE2C,POLA2,NBN,BARD1,PSMB3,POLD1,SEH1L,NUP93,NSL1,POT1,YWHAZ,BANF1,SEC13,MCM5,HAUS5,NCAPD2,H2BC12,FBXW11,CHMP2A,MNAT1,RAD51C,CDC20,PSMD9,CKAP5,MCM2,POLA1,DYNLL1,CENPE,PSMB5,ACD,SPDL1,CDC45,LCMT1,GMNN,PKMYT1,NUP153,RAD17,TYMS,CDC6,DYNC1H1,AURKB,PSMC5,ITGB3BP,NDC1,CENPJ,TUBB,KPNB1,ARPP19,E2F2,VRK2,UBE2I,ANAPC5,MAPRE1,RFC5,MAPK1,RBBP8,PSMD11,XPO1,SPC25,SKP2,PSMA4,YWHAB,NUP85,LYN,CEP152,CSNK1D,ZW10,RAE1,PLK1,PSMC1,RBBP4,GINS3,H2BC5,CEP131,TERF2,PPP1CC,SMC3,NUP160,H2AC6,PRKCA,EMD,CEP250,CDC25B,HDAC1,CDT1,DYNC1I2,TOPBP1,PSMD7,CDC25C,RFC1,UBE2V2,CENPI,SFN,SKP1,E2F1,H2AZ2,LPIN1,BORA,CDK5RAP2,E2F5,TAOK1,POLD3,UBE2E1,PPP2R1A,SUN1,TMPO,ALMS1,E2F3,RAD1,UBE2N,ORC5,CENPO,PPP2R5D,PSMD3,NUP43,CEP290,ANKLE2,TFDP1,NDE1,GINS1,BRCA2,PSME1,BRCC3,SPAST,CEP41,IST1,FKBPL,TP53BP1,DYNC1LI1,H2AJ,CHEK1,MDC1,PSMC3IP,PPP1R12A,LIG1,RB1,NEK2,NIPBL,RBX1,BABAM1,FBXL7,MIS18BP1,NME7,RPA1,CDK2,PSMB7,CDC16,CENPN,POLE3,NOP10,MAU2,TUBGCP5,STAG2,H2BC9,TERT,MLH1,TINF2,PDS5A,RPA3,DIDO1,EXO1,PSMA3,PSMC6,MDM4,CEP192,SMC1A,PPME1,UIMC1,RBL1,ANAPC15,NUP188
reactome - cell cycle checkpoints	3.92e-09	3.01	215	PPP2R5A,SKA1,CENPF,CCNB1,ZWINT,NUP133,PSMB4,NDC80,CDK1,BIRC5,KNTC1,H2BC6,MAD2L1,CDKN2A,DSN1,CDCA8,PSMC4,H2AX,PSMD4,KIF2C,CENPM,MCM6,CCNA2,PSMD1,MCM4,PSMB2,BLM,H2BC11,PSMD12,MCM10,RMI1,ZWILCH,NUP107,PSMC2,PSMD14,MCM7,KNL1,CCNB2,NUP37,DYNC1I1,CENPQ,YWHAH,KIF18A,RNF8,CENPU,BUB3,UBA52,PSME3,CDC23,CDC7,SEM1,PSMA1,H2BC21,RFC3,YWHAQ,PSMD10,MCM3,CCNE2,PSMD2,PSMD13,UBE2C,NBN,BARD1,PSMB3,SEH1L,NSL1,YWHAZ,SEC13,MCM5,H2BC12,CDC20,PSMD9,CKAP5,MCM2,DYNLL1,CENPE,PSMB5,SPDL1,CDC45,PKMYT1,RAD17,CDC6,DYNC1H1,AURKB,PSMC5,ITGB3BP,ANAPC5,MAPRE1,RFC5,RBBP8,PSMD11,XPO1,SPC25,PSMA4,YWHAB,NUP85,ZW10,PLK1,PSMC1,H2BC5,PPP1CC,NUP160,DYNC1I2,TOPBP1,PSMD7,CDC25C,UBE2V2,CENPI,SFN,TAOK1,UBE2E1,PPP2R1A,RAD1,UBE2N,ORC5,CENPO,PPP2R5D,PSMD3,NUP43
reactome - cell cycle mitotic	3.92e-09	2.98	406	PPP2R5A,SKA1,PLK4,LBR,LMNB1,KIF20A,RRM2,FEN1,TPX2,CENPF,CCNB1,ZWINT,RAD21,NUP133,NCAPG2,PSMB4,NDC80,CDK1,BIRC5,KNTC1,H2BC6,MAD2L1,SMC4,POLE2,CDKN2A,DSN1,H3C7,TUBA1C,FOXM1,HMMR,PRIM1,CDCA8,PSMC4,H2AX,PSMD4,PTTG1,KIF2C,LMNA,CDK7,CENPM,MCM6,CKS1B,CCNA2,PSMD1,MCM4,SMC2,PSMB2,H2AZ1,H2BC11,PSMD12,MCM10,ZWILCH,FBXO5,CDK4,NUP107,TPR,PSMC2,PSMD14,PCNA,MCM7,TOP2A,CDKN2C,TUBB2A,KNL1,GORASP2,CCNB2,NUP37,DYNC1I1,CDKN2B,TK1,DCTN2,CENPQ,KIF18A,CENPU,BUB3,UBA52,ENSA,PSME3,CDC23,CDC7,SEM1,NUP155,PSMA1,H2BC21,NCAPG,ESPL1,RFC3,STAG1,PSMD10,CETN2,NUP42,NEK7,GINS4,MCM3,CCNE2,PSMD2,CSNK2B,RAN,PSMD13,UBE2C,POLA2,PSMB3,POLD1,SEH1L,NUP93,NSL1,BANF1,SEC13,MCM5,HAUS5,NCAPD2,H2BC12,FBXW11,CHMP2A,MNAT1,CDC20,PSMD9,CKAP5,MCM2,POLA1,DYNLL1,CENPE,PSMB5,SPDL1,CDC45,LCMT1,GMNN,PKMYT1,NUP153,TYMS,CDC6,DYNC1H1,AURKB,PSMC5,ITGB3BP,NDC1,CENPJ,TUBB,KPNB1,ARPP19,E2F2,VRK2,UBE2I,ANAPC5,MAPRE1,RFC5,MAPK1,PSMD11,XPO1,SPC25,SKP2,PSMA4,NUP85,LYN,CEP152,CSNK1D,ZW10,RAE1,PLK1,PSMC1,RBBP4,GINS3,H2BC5,CEP131,PPP1CC,SMC3,NUP160,H2AC6,PRKCA,EMD,CEP250,CDC25B,HDAC1,CDT1,DYNC1I2,PSMD7,CDC25C,RFC1,CENPI,SKP1,E2F1,H2AZ2,LPIN1,BORA,CDK5RAP2,E2F5,TAOK1,POLD3,UBE2E1,PPP2R1A,TMPO,ALMS1,E2F3,ORC5,CENPO,PPP2R5D,PSMD3,NUP43
