pathway	padj	NES	size	leadingEdge
naba - matrisome	2.23e-07	1.59	814	IGFBP2,CLC,CSF1,LAMB2,MATN2,POSTN,EREG,LAMA2,LGALS12,SFRP4,LGALS14,PRG2,ANGPTL6,CHAD,ADAMTSL2,BMP1,ADAMTS14,CELA2B,ANGPT2,WNT11,INSL6,TGM5,CCL22,WFIKKN1,NTN1,ISM1,COL15A1,EGFLAM,CCL26,ADAMTS7,SMOC1,SERPINA4,IL26,COL4A2,GDF10,SERPINB12,PDGFB,FBN3,ADAMTS18,MMP9,PXDNL,MUC4,LOXL2,SCUBE1,LAMB4,ANXA13,BMP7,CHRD,NGF,WNT5B,GREM1,BDNF,GPC6,TIMP3,INSL5,MMP11,P3H2,ECM2,MUC13,COL8A1,IL17C,LIF,LMAN1,IL13,ADAMTSL3,FGF2,FGA,WNT4,DHH,OPTC,WNT9A,SLPI,MUC2,LAMB1,OIT3,THBS2,COL28A1,PI3,MMP3,CX3CL1,COMP,VWA5B1,SEMA3G,PRL,MUC5B,FREM1,EGFL6,TINAG,SERPINB10,MMP13,COL4A1,CSF3,PLOD2,P4HA3,FREM3,THPO,F13B,IL3,A2ML1,MMP19,PLG,TNFSF11,MSTN,ANGPTL7,ZP1,IFNA2,FGF21,C1QTNF6,DMP1,IL4,REG1A,LAMA1,FGF19,S100A1,MUC16,PODN,ZP2,LAMA3,TNR,RSPO1,CCL1,GDF11,IL25,NELL1,CBLN4,SERPINC1,S100A14,MMP15,MATN4,IL22,SDC2,COL26A1,IGFBP1,TGM1,C1QTNF2,RSPO2,S100A13,IL36G,IL12B,F9,CSPG4,HCFC2,CST11,FGF4,CILP,FGF8,SERPINB5,LGI1,ANGPTL3,C1QTNF7,PLXNB3,GDF3,USH2A,COL5A3,ITIH1,COL6A1,WNT8A,DPT,ADAMTS8,WNT10A,COL5A2,SHH,IL20,FGF12,LAMA4,TNN,ANXA9,P4HA1,ARTN,ADAM30,ADAM12,MXRA5,CSTL1,IGFBP5,MMP24,ADAM9,IL11,BMP10,HAPLN1,SERPINB11,CSF2,TNFAIP6,MMP20,SERPINB13,FCN3,COL4A5,ADAMTS17,CST2,FLG,IL9,TLL2,SERPINA6,CST6,IFNB1,HMCN2,ADAMTS4,COL12A1,LUM,GDF9,IL19,TGM7,TLL1,CBLN2,HPSE2,CPN2,GPC3,NTN3,SCUBE2,NDNF,GDNF,F2,LGI2,PLXNA2,ELFN1,SEMA6A,MMP26,DSPP,F10,ECM1,BCAN,INHBA,SERPINA10,IGFBP6,FGF11,PAMR1,IL37,PLAU,NPNT,GDF5,RPTN,EPO,AMBN,PAPPA,FGB,SEMA5A,WNT9B,SFRP5,PODNL1,COL18A1,SEMA3A,CCL23,S100A16,NCAN,WNT2,OGFOD2,AMELY,AMELX,COLEC11,CBLN1,ADAMTS5,SERPINA7,S100A7,CLEC11A,SERPINF2,FCN2,PCSK6,LMAN1L,FRAS1,IL5,ADAMTS16,LOX,IL36A,ITIH3,ZPLD1,COL11A1,NRG4,WNT6,S100A7A,OSM,S100A6,SEMA5B,VIT,CRNN,ADAMTSL5,ASPN,COL25A1,VWA3B,LGI3,CXCL8,S100G,IFNE,ANXA4,FN1,CCN5,TGM4,SRGN,BGN,CCL21,ADAM19,MMP1,PLXDC1,WNT1,TGM3,VWC2,COL16A1,COL10A1,MMP10,COL9A1,F12,KNG1,ITIH5,MBL2,HABP2,FST,NRTN,EFEMP1,CLEC4E,PRG3,THSD4,COL11A2,MMP7
reactome - adaptive immune system	1.59e-06	-1.56	594	CD74,TRIM32,CLEC2D,LGMN,PIK3R1,CD79B,CUL1,ITPR3,CD22,BLNK,AKT2,LAG3,BTN3A2,FBXL14,ITGAL,CD200,CTSF,HLA-DOB,BTBD6,HLA-DMB,ITPR1,BTN3A1,UBE2G2,HLA-DQA1,PPIA,NFATC2,HLA-DMA,KLHL5,MAP3K14,UBE3B,TLR4,TAP2,NFATC3,CD1C,CTSH,PSME1,LY96,CD81,SIGLEC1,CTSO,UBE2L6,FBXO31,HLA-DPA1,KLHL21,RNF220,LILRB1,DYNLL2,SOCS3,KCTD6,TLR2,HLA-DPB1,LILRB5,HERC5,CD8B,KIF2A,DZIP3,FBXO32,HLA-F,CSK,SLAMF6,ANAPC2,FBXO21,KLRF1,PAG1,PLCG1,RNF213,TAB2,SH2D1A,SH2D1B,UBE2Z,STUB1,UBE2D1,UBE2O,PSMB10,SIGLEC9,RASGRP3,NPDC1,LNPEP,DYNC1H1,NFKB1,HERC1,FBXL22,NCR3,SPSB2,CD79A,DTX3L,MAP3K8,KLC2,PSMB8,NEDD4L,UBE2E2,SPSB1,WWP1,KLRB1,SYK,CD96,CD3G,VCAM1,ITGA4,ZNRF1,RBBP6,JAML,RAC1,CD1D,PRKACB,UBE2Q1,CD86,MKRN1,AP2A1,THEM4,FBXW12,PIK3R2,TREML1,FBXO15,CD247,CBLB,KLHL13,PJA1,PSMD5,CARD11,ZAP70,LILRB4,SKP1,DCAF1,SELL,BTLA,DAPP1,FBXL4,FBXW2,HLA-DQB2,CRTAM,KLHL22,PIK3CD,CTSA,UBE2N,CD160,RNF14,TLR1,DET1,TAPBP,TRAT1,B2M,SLAMF7,CD4,PDCD1LG2,TRPC1,AP2B1,BTRC,FBXO41,LAIR1,HECTD3,FBXW11,CD8A
kegg - neuroactive ligand receptor interaction	1.71e-05	1.81	230	PTH2R,SSTR2,RXFP1,GRM2,GRIN2B,GRIK3,C5AR1,C3AR1,ADRA1D,PTGER3,FSHB,GLP1R,ADRA1A,GRIN2C,ADRA2B,PTGFR,ADRA2C,GRIK2,TACR2,HTR1D,ADORA1,CCKAR,CRHR2,GLRA2,TACR3,HRH1,GRIK1,CHRND,PRL,GABBR2,GABRA6,PLG,FSHR,CHRNB4,GABRR1,GRIA2,CHRM4,P2RX6,GABRB1,MCHR2,F2RL3,GRIK4,GRIN1,GABRB2,NPFFR2,GABRB3,GABRA4,GABRA1,CHRNA1,FPR1,GABRA5,SSTR4,GALR2,RXFP2,GHSR,CCKBR,CHRNA5,GRIN2D,ADRA1B,HTR1E,SSTR1,CHRNA6,NMBR,NPY1R,GRID1,SCTR,ADCYAP1R1,OXTR,MTNR1B,AGTR2,CHRNA3,LPAR3,GLRA3,GRIA4,CHRNB2,CGA,FPR2,TAAR8,TSHB,F2,CHRNA4,GRIA1,CNR1,DRD4,MC5R,GABRQ,TACR1,NTSR2,NMUR1,MAS1,AVPR1A,HTR6,HTR7,GABRR2,OPRK1,P2RX3,HTR2B,TBXA2R,GRM4,UTS2R,P2RY6,GIPR,GRIN3B,MCHR1,PTGER1,SSTR5,PRLHR
naba - matrisome associated	3.43e-05	1.55	578	CLC,CSF1,EREG,LGALS12,SFRP4,LGALS14,ANGPTL6,ADAMTSL2,BMP1,ADAMTS14,CELA2B,ANGPT2,WNT11,INSL6,TGM5,CCL22,WFIKKN1,ISM1,CCL26,ADAMTS7,SERPINA4,IL26,GDF10,SERPINB12,PDGFB,ADAMTS18,MMP9,MUC4,LOXL2,SCUBE1,ANXA13,BMP7,CHRD,NGF,WNT5B,GREM1,BDNF,GPC6,TIMP3,INSL5,MMP11,P3H2,MUC13,IL17C,LIF,LMAN1,IL13,ADAMTSL3,FGF2,WNT4,DHH,WNT9A,SLPI,MUC2,PI3,MMP3,CX3CL1,SEMA3G,PRL,MUC5B,FREM1,EGFL6,SERPINB10,MMP13,CSF3,PLOD2,P4HA3,FREM3,THPO,F13B,IL3,A2ML1,MMP19,PLG,TNFSF11,MSTN,ANGPTL7,IFNA2,FGF21,C1QTNF6,IL4,REG1A,FGF19,S100A1,MUC16,CCL1,GDF11,IL25,CBLN4,SERPINC1,S100A14,MMP15,IL22,SDC2,TGM1,C1QTNF2,S100A13,IL36G,IL12B,F9,CSPG4,HCFC2,CST11,FGF4,FGF8,SERPINB5,ANGPTL3,C1QTNF7,PLXNB3,GDF3,ITIH1,WNT8A,ADAMTS8,WNT10A,SHH,IL20,FGF12,ANXA9,P4HA1,ARTN,ADAM30,ADAM12,CSTL1,MMP24,ADAM9,IL11,BMP10,SERPINB11,CSF2,MMP20,SERPINB13,FCN3,ADAMTS17,CST2,FLG,IL9,TLL2,SERPINA6,CST6,IFNB1,ADAMTS4,GDF9,IL19,TGM7,TLL1,CBLN2,HPSE2,CPN2,GPC3,SCUBE2,GDNF,F2,PLXNA2,ELFN1,SEMA6A,MMP26,F10,INHBA,SERPINA10,FGF11,PAMR1,IL37,PLAU,GDF5,RPTN,EPO,PAPPA,SEMA5A,WNT9B,SFRP5,SEMA3A,CCL23,S100A16,WNT2,OGFOD2,COLEC11,CBLN1,ADAMTS5,SERPINA7,S100A7,CLEC11A,SERPINF2,FCN2,PCSK6,LMAN1L,IL5,ADAMTS16,LOX,IL36A,ITIH3,NRG4,WNT6,S100A7A,OSM,S100A6,SEMA5B,CRNN,ADAMTSL5,CXCL8,S100G,IFNE,ANXA4,TGM4,CCL21,ADAM19,MMP1,PLXDC1,WNT1,TGM3,VWC2,MMP10,F12,KNG1,ITIH5,MBL2,HABP2,FST,NRTN,CLEC4E
reactome - extracellular matrix organization	1.13e-04	1.73	260	LAMB2,LAMA2,ACTN1,ITGAM,BMP1,ADAMTS14,COL15A1,COL4A2,PDGFB,ITGA9,FBN3,ADAMTS18,ITGA2B,MMP9,LOXL2,SCUBE1,BMP7,TMPRSS6,CEACAM6,MMP11,P3H2,CAPN9,COL8A1,NCAM1,FGF2,P4HB,FGA,CMA1,COLGALT2,OPTC,LAMB1,COL28A1,MMP3,COMP,MMP13,COL4A1,PLOD2,P4HA3,NRXN1,MMP19,PLG,DMP1,LAMA1,LAMA3,ITGA8,TNR,MMP15,MATN4,SDC2,COL26A1,ITGA7,ITGB4,MUSK,COL5A3,COL6A1,KLK2,ADAMTS8,COL5A2,LAMA4,TNN,P4HA1,ITGA2,ADAM12,CAPN11,LRP4,MMP24,ADAM9,BMP10,HAPLN1,MMP20,COL4A5,TLL2,ADAMTS4,COL12A1,LUM,TLL1,KDR,CASP3,DSPP,BCAN,GDF5,FGB,COL18A1,NCAN,ICAM5,ADAMTS5,TTR,ADAMTS16,LOX,COL11A1,KLK7,ITGA11,ASPN,COL25A1,FN1,BGN,ADAM19,MMP1,CAPN1,COL16A1,COL10A1,MMP10,COL9A1,EFEMP1,ICAM1,COL11A2,MMP7
reactome - keratinization	1.13e-04	1.93	94	KRT4,TGM5,KRT18,KRT7,KAZN,KRT79,IVL,PKP3,KRT15,DSG4,PI3,LELP1,KRT19,KRT27,SPRR3,KRT40,LCE3D,KRT78,KLK13,KRTAP3-3,TGM1,LOR,CASP14,KRT32,KRT24,LCE1B,DSG1,KRTAP13-1,FLG,KRT20,PKP1,KRTAP4-2,SPRR1A,PRSS8,RPTN,KRT9,KLK5,KRT71,KRTAP11-1,KRTAP8-1,PCSK6,KRT8,KRT23,KRT77,KRTAP19-3,KRTAP4-1,SPRR1B,CAPN1,KRT36,KRT82,KRT80,KRT14,KRT75,KRTAP17-1,DSG3
reactome - formation of the cornified envelope	8.22e-04	1.9	80	KRT4,TGM5,KRT18,KRT7,KAZN,KRT79,IVL,PKP3,KRT15,DSG4,PI3,LELP1,KRT19,KRT27,SPRR3,KRT40,LCE3D,KRT78,KLK13,TGM1,LOR,CASP14,KRT32,KRT24,LCE1B,DSG1,FLG,KRT20,PKP1,SPRR1A,PRSS8,RPTN,KRT9,KLK5,KRT71,PCSK6,KRT8,KRT23,KRT77,SPRR1B,CAPN1,KRT36,KRT82,KRT80,KRT14,KRT75,DSG3
reactome - degradation of the extracellular matrix	1.80e-03	1.8	112	BMP1,COL15A1,COL4A2,FBN3,ADAMTS18,MMP9,SCUBE1,TMPRSS6,MMP11,CAPN9,COL8A1,CMA1,OPTC,LAMB1,MMP3,MMP13,COL4A1,MMP19,PLG,LAMA3,MMP15,COL26A1,COL5A3,COL6A1,KLK2,ADAMTS8,COL5A2,CAPN11,MMP24,ADAM9,MMP20,COL4A5,TLL2,ADAMTS4,COL12A1,TLL1,CASP3,BCAN,COL18A1,ADAMTS5,ADAMTS16,COL11A1,KLK7,COL25A1,FN1,MMP1,CAPN1,COL16A1,COL10A1,MMP10,COL9A1,COL11A2,MMP7
kegg - antigen processing and presentation	2.87e-03	-2.22	38	CD74,LGMN,HLA-DOB,HLA-DMB,HLA-DQA1,HLA-DMA,TAP2,PSME1,HLA-DPA1,HLA-DPB1,CD8B,HLA-F
naba - secreted factors	3.57e-03	1.61	263	CSF1,EREG,SFRP4,ANGPTL6,ANGPT2,WNT11,INSL6,CCL22,WFIKKN1,ISM1,CCL26,IL26,GDF10,PDGFB,SCUBE1,BMP7,CHRD,NGF,WNT5B,BDNF,INSL5,IL17C,LIF,IL13,FGF2,WNT4,DHH,WNT9A,CX3CL1,PRL,EGFL6,CSF3,THPO,IL3,TNFSF11,MSTN,ANGPTL7,IFNA2,FGF21,IL4,FGF19,S100A1,CCL1,GDF11,IL25,CBLN4,S100A14,IL22,S100A13,IL36G,IL12B,HCFC2,FGF4,FGF8,ANGPTL3,GDF3,WNT8A,WNT10A,SHH,IL20,FGF12,ARTN,IL11,BMP10,CSF2,FLG,IL9,IFNB1,GDF9,IL19,CBLN2,SCUBE2,GDNF,INHBA,FGF11,IL37,GDF5,RPTN,EPO,WNT9B,SFRP5,CCL23,S100A16,WNT2,CBLN1,S100A7,IL5,IL36A,NRG4,WNT6,S100A7A,OSM,S100A6,CRNN,CXCL8,S100G,IFNE,CCL21,WNT1
