pathway	padj	NES	size	leadingEdge
kegg - calcium signaling pathway	6.20e-09	-2.39	156	SLC8A2,CCKBR,CAMK4,PRKCB,PRKACB,CAMK2B,CACNA1A,GNAL,ATP2B2,CACNA1B,PPP3CA,ITPR1,PPP3CB,RYR2,SLC25A4,GRM1,ITPKA,CAMK2G,ATP2B3,GRIN1,PDE1A,ADCY1,GNAQ,HTR5A,CACNA1G,PTK2B,PRKCG,CAMK2A,PLCB1,TRPC1,ATP2B1,ADRB1,HTR2A,TACR2,ERBB4,CACNA1C,VDAC3,RYR3,CACNA1D,SLC8A3,PLCB4,HTR6,GRIN2A,CHRM1,NOS1,CACNA1E,PDE1B,CHP1,TNNC2,GNAS,PRKACA,CACNA1F,GRIN2C,ATP2A3,ADCY2,CACNA1I,ADRA1B,RYR1,PTGER3,ATP2A2,CCKAR,HTR2C,CHRM3,PRKACG,ADCY9,CALML3,CHRM5,CALML6,NTSR1,PDE1C,ADRA1A,HRH2,PPID,ADCY3,GNA14,PRKCA,CHP2,ADRA1D,CHRM2,ERBB3,DRD1,ADORA2B,GRIN2D,TACR3,CACNA1H,CAMK2D,DRD5,HTR4
kegg - spliceosome	6.20e-09	2.71	105	SF3B2,SF3B4,DDX23,PLRG1,ACIN1,PUF60,SRSF1,SNRPA,U2SURP,LSM2,SNRPG,HNRNPM,DHX38,AQR,SNRPC,SRSF6,EFTUD2,HNRNPU,PRPF38A,SF3A3,EIF4A3,CWC15,SRSF4,ALYREF,SNRPF,LSM5,PRPF31,PRPF40A,SRSF10,CHERP,USP39,RBM22,DHX8,ISY1,SNRPB,MAGOHB,SF3B3,SNRPE,CTNNBL1,PRPF3,U2AF2,U2AF1,LSM7,DHX16,LSM8,TRA2B,NCBP1,SNRPB2,NCBP2,SF3B6,BUD31,SNRPD1,LSM6,THOC2,PHF5A,HNRNPK,SF3A1,DHX15,PRPF4,SNRPD2,RBM8A,SF3A2,PPIH,DDX42,LSM3,SART1,SF3B5,SRSF3,SNW1,XAB2,PPIL1,DDX46
reactome - activation of nmda receptors and postsynaptic events	6.20e-09	-2.79	77	MAPK1,CAMK4,PRKACB,CAMK1,CAMK2B,PRKAR1B,DLG2,CAMKK1,CAMK2G,GRIN1,TUBB4A,TUBA4A,ADCY1,LIN7A,NEFL,ACTN2,GRIA2,LIN7B,DLG3,NBEA,PRKAG2,PDPK1,CAMK2A,GRIA3,PPM1E,APBA1,GIT1,HRAS,TUBB2A,ERBB4,DLG1,DLG4,GRIN3A,KRAS,GRIA1,PRKAA2,CAMKK2,RASGRF1,RPS6KA2,GRIN2A,PRKACA,NRGN,GRIN2C,RPS6KA6,GRIA4,PRKAR2B,MAPK3,PRKAR1A
reactome - cardiac conduction	6.20e-09	-2.56	121	SCN2A,SLC8A2,CACNB3,KCNK1,CAMK2B,CACNB4,FXYD7,FGF12,ATP1A3,ATP2B2,CACNB2,CACNA2D2,ITPR1,RYR2,KCNIP2,CAMK2G,ATP2B3,ATP1B1,CACNG2,KCNK3,SCN2B,KCNK12,KCND3,CAMK2A,SCN3B,TRPC1,ATP2B1,ATP1A1,FXYD1,SCN8A,CACNB1,CACNA1C,ATP1A2,RYR3,CACNA1D,CACNG3,SLC8A3,SCN1B,CACNG8,NOS1,CACNA2D3,CACNA2D1,CASQ2,PRKACA,CACNA1F,SCN4B,ATP2A3,CASQ1,RYR1,FGF13,ATP2A2,SCN1A,KCNIP3,TNNI3
reactome - cell cycle	6.20e-09	2.39	542	PSME1,RCC2,MIS12,RAB8A,RBBP8,TPR,CDKN2C,RB1,WRN,PSMB8,MCM5,MCM3,BRCA1,RAD51,CDK4,KPNB1,NCAPD2,AKT1,POLD1,NCAPD3,CCND1,SEM1,BARD1,NIPBL,TUBB6,MCPH1,RBBP7,MRE11,NUP37,KNTC1,FOXM1,H2AX,HDAC1,MDM2,RPA1,NUF2,HAUS8,NBN,CENPQ,ITGB3BP,NUP107,CDK6,OFD1,IST1,GAR1,CENPU,ABL1,CDK2,ODF2,PSMC2,PTTG1,CKS1B,PCNA,RBL1,PIF1,NUP155,ESPL1,BRCA2,AAAS,PHLDA1,DSN1,WRAP53,DHFR,POLA1,MAPRE1,KIF23,NEDD1,MDC1,NUP214,SMC4,CETN2,NUP188,KIF2C,MCM2,NSL1,CDC25A,POLD2,CENPK,TP53,POLD3,LBR,MLH1,PRIM2,CDKN2A,SYCE2,GINS3,TK1,WEE1,NDC80,MCM10,KNL1,RUVBL1,MYC,NUP42,FBXL7,CDCA8,NUP43,NUMA1,UBE2C,TINF2,HJURP,PKMYT1,MCM7,ZWINT,LMNA,NME7,ERCC6L,BORA,CEP135,SGO2,NEK2,ANAPC11,AURKB,GINS1,AKT2,CENPH,E2F2,ORC1,POT1,CDCA5,LEMD2,PLK4,NCAPG,CDC20,CCNB2,PHF8,TOP2A,CHMP2A,CENPE,KIF18A,POLE2,CENPN,UBA52,CHMP6,NUP160,CEP131,BRIP1,DSCC1,ABRAXAS1,KIF20A,MND1,RBL2,RRM2,SKP2,E2F5,PLK1,AJUBA,CDC45,NUP98,POLD4,OIP5,CNTRL,SKA1,CHTF18,CDKN2B,TPX2,TFDP2,PRIM1,CDC23,CENPM,RFC2,CENPF,CDKN1A,NEK9,HMMR,CDK1,SKA2,LIG1,SPC25,CSNK2A2,PSMC3IP,H2BC9,POLA2,CCNB1,CCNA2,BIRC5,CEP192,RFC1,REC8,CEP164,TYMS,MASTL,ZW10,H2BC12,UBE2E1,ORC6,NDC1,PCM1,STAG2,CSNK2B,ESCO2,MIS18BP1,MIS18A,CCND2,STAG1,NUP133,NUP88,UBE2I,CDC6,TMPO,H2AJ,DBF4,MAD2L1,PSMB1,RAD9B,PSMB3,RPA3,CENPI,PSMA4,BLM,TFDP1,EML4,EXO1,HUS1,RPS27A,TOP3A,RAB1B,SMC3,SMARCA5,CENPO,NOP10,FBXO5,CTDNEP1,MDM4,SYNE2,RNF168,SMC2,PSMA3,RPA4,MCM8,EP300,E2F3,PSMB4,PSMD9,SPDL1,CDK5RAP2,XPO1,NUP54,CLSPN,CHTF8,MCM6,CEP70,CSNK1D,MCM4,CEP63,GINS2,NCAPG2,PSMF1,CHEK1,PPP1CC,NUP85,PSMB10,PSME3,H4C1,H2BC17,HAUS1,NUP35,PDS5A,RFC3,DIDO1,PSMB2,GMNN,PSMB6,MYBL2,SMC1A,BUB3,UIMC1,RBBP4,MAU2,COP1,PSMA2,CDT1,RMI1,CEP152
reactome - cell cycle checkpoints	6.20e-09	2.21	240	PSME1,RCC2,MIS12,RBBP8,WRN,PSMB8,MCM5,MCM3,BRCA1,SEM1,BARD1,MRE11,NUP37,KNTC1,H2AX,MDM2,RPA1,NUF2,NBN,CENPQ,ITGB3BP,NUP107,CENPU,CDK2,PSMC2,DSN1,MAPRE1,MDC1,KIF2C,MCM2,NSL1,CDC25A,CENPK,TP53,CDKN2A,WEE1,NDC80,MCM10,KNL1,CDCA8,NUP43,UBE2C,PKMYT1,MCM7,ZWINT,ERCC6L,SGO2,ANAPC11,AURKB,CENPH,ORC1,CDC20,CCNB2,CENPE,KIF18A,CENPN,UBA52,NUP160,BRIP1,ABRAXAS1,PLK1,CDC45,NUP98,SKA1,CDC23,CENPM,RFC2,CENPF,CDKN1A,CDK1,SKA2,SPC25,H2BC9,CCNB1,CCNA2,BIRC5,ZW10,H2BC12,UBE2E1,ORC6,NUP133,CDC6,DBF4,MAD2L1,PSMB1,RAD9B,PSMB3,RPA3,CENPI,PSMA4,BLM,EXO1,HUS1,RPS27A,TOP3A,CENPO,MDM4,RNF168,PSMA3,MCM8,PSMB4,PSMD9,SPDL1,XPO1,CLSPN,MCM6,MCM4,PSMF1,CHEK1,PPP1CC,NUP85,PSMB10,PSME3,H4C1,H2BC17,RFC3,PSMB2,PSMB6,BUB3,UIMC1,COP1,PSMA2,RMI1
reactome - cell cycle mitotic	6.20e-09	2.34	446	PSME1,RCC2,MIS12,RAB8A,TPR,CDKN2C,RB1,PSMB8,MCM5,MCM3,CDK4,KPNB1,NCAPD2,AKT1,POLD1,NCAPD3,CCND1,SEM1,NIPBL,TUBB6,MCPH1,NUP37,KNTC1,FOXM1,H2AX,HDAC1,RPA1,NUF2,HAUS8,CENPQ,ITGB3BP,NUP107,CDK6,OFD1,IST1,CENPU,ABL1,CDK2,ODF2,PSMC2,PTTG1,CKS1B,PCNA,RBL1,NUP155,ESPL1,AAAS,PHLDA1,DSN1,DHFR,POLA1,MAPRE1,KIF23,NEDD1,NUP214,SMC4,CETN2,NUP188,KIF2C,MCM2,NSL1,CDC25A,POLD2,CENPK,TP53,POLD3,LBR,PRIM2,CDKN2A,GINS3,TK1,WEE1,NDC80,MCM10,KNL1,MYC,NUP42,FBXL7,CDCA8,NUP43,NUMA1,UBE2C,PKMYT1,MCM7,ZWINT,LMNA,NME7,ERCC6L,BORA,CEP135,SGO2,NEK2,ANAPC11,AURKB,GINS1,AKT2,CENPH,E2F2,ORC1,CDCA5,LEMD2,PLK4,NCAPG,CDC20,CCNB2,PHF8,TOP2A,CHMP2A,CENPE,KIF18A,POLE2,CENPN,UBA52,CHMP6,NUP160,CEP131,KIF20A,RBL2,RRM2,SKP2,E2F5,PLK1,AJUBA,CDC45,NUP98,POLD4,CNTRL,SKA1,CDKN2B,TPX2,TFDP2,PRIM1,CDC23,CENPM,RFC2,CENPF,CDKN1A,NEK9,HMMR,CDK1,SKA2,LIG1,SPC25,CSNK2A2,H2BC9,POLA2,CCNB1,CCNA2,BIRC5,CEP192,RFC1,CEP164,TYMS,MASTL,ZW10,H2BC12,UBE2E1,ORC6,NDC1,PCM1,STAG2,CSNK2B,ESCO2,CCND2,STAG1,NUP133,NUP88,UBE2I,CDC6,TMPO,H2AJ,DBF4,MAD2L1,PSMB1,PSMB3,RPA3,CENPI,PSMA4,TFDP1,EML4,RPS27A,RAB1B,SMC3,CENPO,FBXO5,CTDNEP1,SMC2,PSMA3,RPA4,MCM8,EP300,E2F3,PSMB4,PSMD9,SPDL1,CDK5RAP2,XPO1,NUP54,MCM6,CEP70,CSNK1D,MCM4,CEP63,GINS2,NCAPG2,PSMF1,PPP1CC,NUP85,PSMB10,PSME3,H4C1,H2BC17,HAUS1,NUP35,PDS5A,RFC3,PSMB2,GMNN,PSMB6,MYBL2,SMC1A,BUB3,RBBP4,MAU2,PSMA2,CDT1,CEP152
reactome - collagen formation	6.20e-09	2.62	83	CRTAP,CD151,PLOD1,PPIB,P3H1,PLOD3,P4HA1,BMP1,COL4A2,LOXL3,P4HB,COL4A1,COL6A1,COL8A1,PCOLCE2,COL18A1,COLGALT1,ITGA6,PXDN,COL22A1,COL5A1,PLOD2,MMP9,COL6A2,COL5A2,CTSS,SERPINH1,LOXL1,LOX,MMP7,COL20A1,P3H2,COL3A1,COL1A1,ITGB4,PLEC,COL8A2,LOXL2,COL6A3,COL4A3,CTSB,COL2A1
reactome - dna repair	6.20e-09	2.3	263	RBBP8,WRN,TIPIN,BRCA1,RAD51,ACTL6A,POLD1,BARD1,PCLAF,MRE11,ASCC3,H2AX,PRKDC,RPA1,CUL4A,NBN,ABL1,CDK2,TIMELESS,POLM,PCNA,BRCA2,XRCC4,ALKBH2,DTL,POLI,ASCC2,RAD51AP1,MDC1,AQR,CETN2,ISG15,EYA2,POLD2,TP53,POLD3,MLH1,POLR2F,DDB2,RUVBL1,MUS81,ZNF830,TINF2,FANCI,POT1,SPRTN,POLQ,YY1,POLE2,UBA52,BRIP1,ABRAXAS1,FAAP20,POLR2G,POLD4,ISY1,EYA1,RFC2,LIG1,PALB2,POLR2H,H2BC9,NEIL3,CHD1L,APEX1,CCNA2,BAZ1B,COPS6,ACTR5,ERCC1,UNG,RFC1,MUTYH,TCEA1,H2BC12,GEN1,REV3L,RAD18,NFRKB,UBE2I,H2AJ,FANCE,LIG3,UBE2L6,XPC,RAD9B,USP10,RPA3,BLM,MSH3,TRIM25,ACTB,EXO1,HUS1,RPS27A,TOP3A,MSH6,SMARCA5,ERCC8,MAD2L2,RNF168,EP300,USP1,CLSPN,ERCC4,POLR2L,UVSSA,FANCG,UFD1,CHEK1,ADPRHL2,VCP,TDG,H4C1,H2BC17,DCLRE1B,INO80C,RFC3,UIMC1,EYA4,CUL4B,RMI1,PARP1,XAB2,POLR2D,FANCC,RHNO1,FAAP100,EME1,KPNA2,MCRS1,RPA2,XRCC6,RAD17,POLE3,GPS1,POLH,FAAP24,DCLRE1C,EYA3,XRCC3
reactome - dna replication	6.20e-09	2.44	114	PSME1,PSMB8,MCM5,MCM3,POLD1,SEM1,RPA1,CDK2,PSMC2,PCNA,POLA1,MCM2,POLD2,POLD3,PRIM2,GINS3,MCM10,UBE2C,MCM7,ANAPC11,GINS1,E2F2,ORC1,POLE2,UBA52,SKP2,CDC45,POLD4,PRIM1,CDC23,RFC2,LIG1,POLA2,CCNA2,RFC1,UBE2E1,ORC6,CDC6,DBF4,PSMB1,PSMB3,RPA3,PSMA4,RPS27A,PSMA3,RPA4,MCM8,E2F3,PSMB4,PSMD9,MCM6,MCM4,GINS2,PSMF1,PSMB10,PSME3,RFC3,PSMB2,GMNN,PSMB6,PSMA2,CDT1,PSMD11,ANAPC4,RPA2,ANAPC10,PSMD2,POLE3,PSMD5,PSMD13,CDC16,PSMC4,PSMA1,DNA2,PSMD4,PSMC3,PSMA5,FEN1
